english,translate
Check on Peitha.,Проведайте Пейту.
Check on Ramses and Arina.,Проведайте Рамсеса и Арину.
Check pile.,Осмотреть груду.
Check the evidence and make deductions.,Изучите улики и сделайте выводы.
Check the sulfur ravines below. You should be able find the crystals there.,Осмотри серные овраги внизу. Кристаллы должны быть там.
Check your gear and be ready to move. Rosko's Campsite needs supplies.,Проверь снаряжение и будь готов выдвигаться. Стоянке Роско нужны припасы.
"Check your mail for ""Meet Back in Prosperity.""",Проверьте почту — письмо «Встреча снова в Просперити».
Checking areas. ERROR: Incorrect comparison. Resetting text parameters.,Проверка областей. ОШИБКА: неверное сравнение. Сброс текстовых параметров.
Checking dimensions. Scaling factor confirmed. Crystal tuning completed.,Проверка размеров. Коэффициент масштабирования подтверждён. Настройка кристалла завершена.
Checkpoint 1,Контрольная точка 1
Checkpoint 2,Контрольная точка 2
Checkpoint 4,Контрольная точка 4
Checkpoint One,Контрольная точка один
Checkpoint Start,Стартовая контрольная точка
Checkpoint Two,Контрольная точка два
Cheer and leave.,Поприветствовать и уйти.
Cheerful much?,Что-то ты не слишком весел?
"Cheers, my friend!","Твоё здоровье, друг мой!"
Cheetah Charr Backpack Cover[s],[Гепардовый чехол|Гепардовых чехла|Гепардовых чехлов] для рюкзака чарров
Cheetah Evade Roll,Гепардовый перекат уклонения
Chef Aldis,Повар Алдис
Chef Chiara,Повар Кьяра
Chef Eerin,Повар Ээрин
Chef Gregory,Повар Грегори
Chef Kaga,Повар Кага
Chef Sharptongue,Повар Острый Язык
Chef's Special,Фирменное блюдо
Cherished Book,Заветная книга
Chest Seal,Печать на груди
Chest of Grand Valdhertz Riches,Сундук великих богатств Вальдхерца
Chest of Knuckle Salve,Ларец мази для костяшек
Chest of Valdhertz Riches,Сундук богатств Вальдхерца
Chest[s] of the Warbeast Conqueror,[Сундук|Сундука|Сундуков] покорителя боевых зверей
Chests earned: %num1%,Заработано сундуков: %num1%
Chew on this!,Погрызи-ка вот это!
"Chibb and Greeza are helping to destabilize the Thaumanova Anomaly, causing it to take 5%% increased damage per stack.","Чибб и Гриза помогают дестабилизировать Аномалию Тауманова, из-за чего она получает на 5%% больше урона за стак."
Chicken Cage,Куриная клетка
Chicken Weapon,Куриное оружие
Chicken! (bok bok bok),Курица! (ко-ко-ко)
Chief Hazim,Chief Hazim
Chief Officer Shashoo,Chief Officer Shashoo
Chief Officer Shashoo (6),Старший офицер Шашу (6)
Chief Timblin can fix anything. Those cannons will fire if called upon.,"Начальник Тимблин может починить что угодно. Эти пушки выстрелят, если понадобится."
"Chief Timblin! By the Spirits, you are a sight for weary eyes!","Начальник Тимблин! Клянусь Духами, как же приятно тебя видеть!"
"Chief Timblin, I'm interested in your Mordrem detectors.","Начальник Тимблин, меня интересуют твои детекторы мордремов."
Chief Xoctic,Chief Xoctic
Chief needs more of those toxin globs or blobs or whatever they are. You get them from the oozes.,"Вождю нужно ещё этих сгустков или комков токсина, или как их там. Их берут со слизней."
"Chief takes counsel from certain skritt. Talk to Brewmaster Chug'iggik, Roc'loaka the Tinkerer, and Admiral Lokn'loada—they will convince chief that Packet is good thing.","Вождь слушает совета от некоторых скриттов. Поговори с Мастером-пивоваром Чуг’иггиком, Рок’лоакой Мастеровым и адмиралом Локн’лоада — они убедят вождя, что Пакет — хорошая вещь."
Chief's Brood,Выводок вождя
Chieftain Lagula,Вождь Лагула
Chieftain Necuamtel,Вождь Некуамтель
Chieftain Neootek,Вождь Неотек
Chieftain Seegor,Вождь Сигор
Chieftain Utahein,Вождь Утахейн
Chikt'ikkat,Чикт’иккат
Chil Kitant<br>1299-1324 AE<br>He died the way he lived<br>Uselessly,"Чил Китант<br>1299–1324 гг. ПИ<br>Он умер так же, как жил<br>Впустую"
Child Spectator,Ребёнок-зритель
Childou,Чильду
Children Found,Найдено детей
Chill foes that strike you. Incoming damage is reduced by 10%%.,"Накладывайте Заморозку на врагов, которые вас бьют. Получаемый урон снижен на 10%%."
Chilling Reveal,Морозящее разоблачение
Chilling Spit,Морозящий плевок
Chilling.,Морозно.
Chills • Bleeds,Заморозка • Кровотечение
Chills • Buffs Self,Заморозка • Усиливает себя
Chills • Buffs Self • Summons Whirlpools • Watery Ward,Заморозка • Усиливает себя • Призывает водовороты • Водный оберег
Chills • Burns • Knocks back,Заморозка • Горение • Отталкивает
Chills • Dazes • Enhances Allies,Заморозка • Ошеломление • Усиливает союзников
Chills • Launches,Заморозка • Отбрасывание
