english,translate
Miskle,Мискл
Misplaced Artifact Chest,Ящик с утерянными артефактами
Misplaced Inquest Box,Коробка с потерянными предметами Инквеста
Misplaced Tools,Неправильно сложенные инструменты
Miss Mipp,Miss Mipp
Miss Sexy,Мисс Секси
Missing Pipe Segment,Отсутствующий участок трубы
Missing. Possibly dead. It is my hope that Doctor Elly may yet live. We need to find her.,"Пропала. Возможно, мертва. Я надеюсь, что Doctor Elly ещё жива. Нам нужно её найти."
Mission Preparations,Подготовка к миссии
Mission: reach—Murmur—Isle—intact. Guard—golem—has—sustained—serious—damage. Replacement—guard—requested.,"Миссия: добраться до Мурмура, острова, сохранив его в целости и сохранности. Охранный голем получил серьёзные повреждения. Запрошен новый охранник."
Mist Debris,Mist Debris
Mist Step,Mist Step
Mist Warden Camp Tier,Уровень лагеря Стражей Туманов
Mist Warden Level,Mist Warden Level
Mist Warden Quartermaster,Mist Warden Quartermaster
Mist Warden Ranger,Mist Warden Ranger
Mist Warden Revenant,Mist Warden Revenant
Mist Warden Spellbreaker,Mist Warden Spellbreaker
Mist-Touched Cache,Зачарованный сундук из Туманов
"Mistakes from a lifetime ago, best forgotten.",Ошибки прошлого лучше забыть.
Mistakes were made.,Были допущены ошибки.
Mistburn Barrier,Барьер Туманов
Mistburn Breath,Туманное дыхание
Mistburn Cleansing,Очищение от туманной скверны
Mister,Господин
Mistral Lever,Рычаг Мистраль
Mistress Azmera,Мистрис Азмера
Mistress Broga,Госпожа Брога
"Mists, be ready for me!","Туманы, готовьтесь, я иду!"
Mists-Lost Scrapper,Сборщик сокровищ из Туманов
Mite? Is that a snide jab at my height?,Клещ? Это ты так намекаешь на мой рост?
Mittens Rose,Миттенс Роуз
Mitternachtsruhe,Полуночный покой
Mix,Смесь
"Mix up these groups a bit more, Commander. They have to learn to trust each other.","Перемешай эти группы немного, командир. Им нужно научиться доверять друг другу."
Mixed Berries,Смешанные ягоды
Mixing Cup,Смесительная чаша
Mixing antidotes in: %str1%,Смешиваю противоядия в: %str1%
Mixology Book,Книга рецептов смешанных напитков
"Mm-hm, not bad. Not bad at all!","Мм-хм, неплохо. Даже очень неплохо!"
Mm-hm.,Мгм.
"Mmm, delectable.","М-м-м, восхитительно."
"Mmm, smell that (gulp) fish.","М-м-м, какой же (вздыхает) рыбный запах."
Mmm. Sparkfly mushroom soup. Let's go.,"М-м-м, суп из грибов-искринок. Пошли!"
Mmm...devourer eggs! How delicious looking.,М-м-м… яйца пожирателя! Какие же они аппетитные.
"Mmmm. I love me some fish, but I could do with a drake kabob.","М-м-м-м... Я люблю рыбу, но не отказался бы от шашлыка из дракона."
Mmmn-nmm-nummmm..,М-м-м-м-н-м-м-м-м...
Mo,Мо
Moa Chick,Жёлтый птенец-моа
Moa Farm Gate,Ворота Моа-фермы
Moa Form,Форма моа
Moa Hatchling[s],птенец моа
Moa Race Guess: Heart My Stone Mason,"Угадай, какая моа участвует в гонках: Моя любимая каменщица."
Moa Race Guess: Lil Thunder,Угадай породу моа: Маленькая Гроза
