english,translate
Crafting,Ремесло
Crafting Masterwork Items,Создание мастерских предметов
Cragstone,Крэгстоун
Cragvox,Крэгвокс
Crate,Ящик
Create,Создать
Creature,Существо
Crimson,Багровый
Cripple,Калечение
Cripples,Калечит
Critique,Критика
Croaker,Квакун
Croatia,Хорватия
Crop,Урожай
Crossroads,Перекресток
Crowbar,Ломик
Crowncrusher,Крушитель корон
"Crucible of Eternity
Story recommended level: <c=#CC9900>78</c>
Explorable recommended level: <c=#CC9900>80</c>","Горнило Вечности
Рекомендуемый уровень для сюжета: <c=#CC9900>78</c>
Рекомендуемый уровень для исследования: <c=#CC9900>80</c>"
Crustacea,Ракообразные
Crut,Крут
Cry,Плач
Cryptopidae,Криптопиды
Crystalwing,Кристаллокрыл
Ctrl,Ctrl
Cuadinti,Куадинти
Cuba,Куба
Cueyatl,Куэятль
Cuicani,Куикани
Cuisine,Кухня
Culicidae,Кулициды
Cullen,Каллен
Cumin,Кумин
Cupcake,Кекс
Currencies,Валюты
Currency,Валюта
Current,Текущий
Curse,Проклятие
Cursectomizer,Проклятомизатор
Custom,Пользовательский
Customization,Настройка
Customize,Настроить
"Customize the appearance of your glider, mounts, skiff, and conjured doorway.
Some features require Guild Wars 2 expansions.","Настройте внешний вид вашего планера, скакунов, скифа и призванного портала.
Некоторые функции требуют дополнений Guild Wars 2."
Customized,Настроено
Custos,Кустос
Cut,Резать
Cutscene,Кат-сцена
Cuttlefish,Каракатица
Cymbel,Симбел
Cyprus,Кипр
DAGGER_MASTERY,Владение кинжалом
DELETE,УДАЛИТЬ
DEPRECATED,УСТАРЕЛО
Dagger,Кинжал
Daggers,Кинжалы
Dagmar,Дагмар
Dahlia,Далия
Dahwan,Дахван
Daily Kourna: Volatile Magic Collector,Ежедневная Курна: Собиратель нестабильной магии
Dairy,Молочные продукты
Dalek,Далек
Damaged,Поврежден
Danador,Данадор
Dance,Танец
Dance-Off,Танцевальный баттл
Dancing,Танцы
Dandan,Дандан
Dannhen,Даннхен
Danu,Дану
Dark,Тёмный
Darkhaven,Тёмная гавань
Darkspear,Тёмное копьё
Darkwood,Тёмное дерево
Dart,Дротик
Datapad,Панель данных
Day,День
Daydream,Грёзы наяву
Dazes,Оглушения
Deactivate,Деактивировать
