english,translate
Frenzies • Poisons,Впадает в неистовство • Отравляет
Frenzy Buff,Усиление неистовства
Fresh sights.,Новые виды.
Friend or foe?,Друг или враг?
Friendly Wavehawk,Дружелюбный волноястреб
Friendship Found,Дружба обретена
Friesson's Assistant,Помощник Фриссона
Frightened Cow,Испуганная корова
Frightened Rabbit,Испуганный кролик
Frightener,Пугало
Frightening Charge,Пугающий рывок
Frode and Emund are planning the assault on Nyedra. Complete events to gather more intel.,"Фроде и Эмунд планируют штурм Ниедры. Завершайте события, чтобы собрать больше сведений."
Frode's Journal Tracking,Отслеживание дневника Фроде
Frog Juicer,Лягушкодав
Frolicked in Phytotoxins before the Great Jungle Wurm Appeared,Резвился в фитотоксинах до появления большого джунглевого вурма
"From desert heat, reflection!",Из пустынного зноя — отражение!
"From this vantage point, you can observe the movements of the Inquest within their base.",С этой обзорной точки видно перемещения Инквеста внутри их базы.
Frost Block,Ледяной блок
Frost Bloom,Морозный цвет
Frost Gun Ammo,Боеприпасы ледяного ружья
Frost Retreat,Морозное отступление
Frost Spirit Aura,Аура Духа Мороза
Frost Trap • Baits Big Worms,Ледяная ловушка • Приманивает больших червей
Frostblast,Ледяной взрыв
Frostcap Fungal Bloom,Цветение морозошляпочного гриба
Frozen Meteorite,Замёрзший метеорит
Frozen Portal,Замёрзший портал
Frozen and unable to act.,Заморожен и не может действовать.
Frustrated Isgarren by Not Following His Command,Исгаррен раздосадован невыполнением его приказа
Fuel Remaining,Осталось топлива
"Full meltdown is moments away. You have to get by that thing, and fast. If it doesn't kill you, the radiation will.","До полного расплавления считаные мгновения. Тебе надо пройти мимо этой твари, и быстро. Если она тебя не убьёт, убьёт радиация."
Full of adrenaline!,Полон адреналина!
Fully Charged %num1%/%num2% Time[s],Полностью заряжено %num1%/%num2% [раз|раза|раз]
Fully Unlocked a Visions of Eternity Elite Specialization,Полностью открыта элитная специализация Видений Вечности
Fully adrenalized!,Адреналин на пределе!
Fully functional again.,Снова полностью исправен.
Fully heal a refugee without error to receive a renown bonus.,"Полностью исцелите беженца без ошибок, чтобы получить бонус к почёту."
Fully stocked.,Полностью укомплектован.
Fulmination,Громовержение
Fulvia Rabidstrike,Фульвия Бешеный Удар
"Fun is getting to spend your hard-earned pay. Remember that, and you could even end up like me.","Веселье — это когда тратишь честно заработанное. Запомни это — и, глядишь, станешь как я."
"Fungal Residue[pl:""Residue""]",Грибной осадок
Furious Barrage,Яростный шквал
Further into Orr,Дальше в Орр
Fury rising!,Ярость нарастает!
Fuse 25 Quartz Crystals into one Charged Quartz Crystal.,Сплавьте 25 кварцевых кристаллов в один заряженный кварцевый кристалл.
Fuse Kazz with a golem so he and Doxa can be together.,"Сплавьте Казза с големом, чтобы они с Доксой были вместе."
Fused Metal Scrap[s],Сплавленный металлолом
"Gaah, it's overheating! Outta my way, outta my—oh, that's supposed to happen. That's right! (laugh)","Гаах, перегрев! С дороги, с доро... а, так и должно быть. Точно! (смех)"
Gabby the Carny,Габби Балаганщица
Gabrielle Smith,Габриэль Смит
Gaerra Farshot,Gaerra Farshot
Gaheron Baelfire empowers us all.,Гахерон Бейлфайр наделяет силой нас всех.
Gain %num2% experience without dying or changing maps.,"Получите %num2% опыта, не погибнув и не сменив карту."
Gain +2%% magic find. Stacks up to 25 times. Gain one stack when you kill an enemy while empowered by the essence that's its weakness. Essences are removed upon leaving the map.,"+2%% к поиску магии. Складывается до 25 раз. Стак даётся за убийство врага, пока вы усилены эссенцией, которая является его слабостью. При выходе с карты эссенции снимаются."
Gain 0.5%% increased attack damage. Stacks intensity.,"+0,5%% к урону от атак. Складывается по интенсивности."
Gain 1%% increased duration for boons and conditions. Stacks intensity.,+1%% к длительности благодатей и состояний. Складывается по интенсивности.
"Gain 10 agony resistance, 2%% outgoing damage, and 20 health per second.","+10 к сопротивлению агонии, +2%% к наносимому урону и +20 здоровья в секунду."
Gain 10%% damage reduction from enemies with the Essence of Vigilance. Gain the ability to use the Night Terror special action skill from veteran and champion enemies with the Essence of Vigilance at major health thresholds.,Урон от врагов с Эссенцией Бдительности снижен на 10%%. Вы получаете возможность применять особое умение «Night Terror» от врагов-ветеранов и чемпионов с Эссенцией Бдительности на ключевых порогах здоровья.
Gain 2%% bonus boon and condition duration and damage. Take 10%% more damage from conditions. Stacks intensity.,+2%% к длительности и урону благодатей и состояний. Вы получаете на 10%% больше урона от состояний. Складывается по интенсивности.
Gain 2%% increased incoming and outgoing attack damage. Stacks intensity.,+2%% к наносимому и получаемому урону от атак. Складывается по интенсивности.
Gain 30%% duration reduction from conditions from Aberrant creatures. Gain the ability to use the Spirit Nova special action skill. Gain a 1.5-second skill cooldown reduction when picking up an essence.,"Длительность состояний от существ-аберрантов снижена на 30%%. Вы получаете возможность применять особое умение «Вспышка духа». При подборе эссенции перезарядка умений сокращается на 1,5 секунды."
"Gain 5 agony resistance, 1%% outgoing damage, and 10 health per second.","+5 к сопротивлению агонии, +1%% к наносимому урону и +10 здоровья в секунду."
"Gain 5%% additional magic find per stack. This effect persists even when changing locations on Castora, but it is removed when leaving Castora.","+5%% к поиску магии за стак. Эффект сохраняется при смене мест на Касторе, но снимается при уходе с Касторы."
"Gain Cascading Corruption stacks when you consume Blight. When you reach the stack threshold, explode necrotic energy and increase your damage for a duration. <c=@reminder>Stacks can only be gained in combat and are lost upon leaving combat.</c>","Поглощая гниль, вы получаете стаки «Каскадной порчи». При достижении порога стаков высвобождается взрыв некротической энергии, а ваш урон на время повышается. <c=@reminder>Стаки набираются только в бою и теряются при выходе из боя.</c>"
