english,translate
Kodan[s],[Кодан|Кодана|Коданов]
Kodans,Кодан
Kormir must have pointed you to us.,"Должно быть, Кормир направила тебя к нам."
Kormir only knows how I put up with you.,"Одна Кормир знает, как я тебя терплю."
Kormir's Library Key[s],[Ключ|Ключа|Ключей] от библиотеки Кормир
"Kormir... I've seen statues in shrines, but I never imagined—hail, Goddess of Truth. We need your help.","Кормир... Я видел статуи в святилищах, но и вообразить не мог — славься, богиня Истины. Нам нужна твоя помощь."
Kott,Котт
Krait Kidnappers,Krait Kidnappers
Krait are everywhere! They're sure to kidnap quaggans. Quaggans need a safe place to hide!,Крайты повсюду! Они точно похитят квагганов. Квагганам нужно безопасное укрытие!
"Kralkatorrik awakened in the charr land and flew south to the Crystal Desert. In his wake, a scar of crystal appeared, creating the Dragonbrand.","Кралькаторрик пробудился в землях чарров и полетел на юг, в Crystal Desert. За ним потянулся кристальный шрам, породивший Драконье клеймо."
"Kralkatorrik has flown off somewhere, and to the east I can see the clear skies from my dreams! But still the storm rages over the Brand.","Кралькаторрик куда-то улетел, и на востоке я вижу чистое небо из своих снов! Но над Клеймом всё ещё бушует буря."
Kralkatorrik's Crystal Resonance,Кристальный резонанс Кралькаторрика
Kralkatorrik's Intervention,Вмешательство Кралькаторрика
"Krennak and Tor have done well to make a home for us here in these tough times. I can't hunt like I used to, you know.","Кренник и Тор хорошо постарались, устроив нам дом в такие тяжёлые времена. Я ведь уже не могу охотиться как прежде."
Krewe Lead Grunn,Krewe Lead Grunn
"Krewe, we've got a runner!","Команда, у нас беглец!"
Krewes have brought reports seeing skritt on the surface above Rata Novus. I thought we'd escaped those thieving rats! Time to build a better mousetrap...,"Команды доносят, что видели скриттов на поверхности над Рата-Новусом. А я-то думал, мы избавились от этих вороватых крыс! Пора строить мышеловку получше..."
Kryptis defenders arrive in: %str1%,Защитники криптисов прибудут через: %str1%
Kryptis reinforcements arrive in: %str1%,Подкрепление криптисов прибудет через: %str1%
Kryptis siege engines active: %num1%,Действующих осадных орудий криптисов: %num1%
"Kudu is the most brilliant and evil asura in the Inquest. Zojja has fought him before, in Sorrow's Furnace.","Куду — самый блестящий и самый злой асура в Инквесте. Зожжа уже дралась с ним, в Sorrow's Furnace."
Kudu was Snaff's apprentice before Zojja. Zojja knows that Kudu is using Snaff's theories in his work. She intends to stop him.,"Куду был учеником Снаффа до Зожжи. Зожжа знает, что Куду использует в работе теории Снаффа. Она намерена его остановить."
Kudzu vol. 1,"Кудзу, том 1"
Kudzu vol. 2,"Кудзу, том 2"
Kudzu vol. 3,"Кудзу, том 3"
Kuraii has passed on his Trample skill to the other pavilion champions.,Кураи передал своё умение «Затаптывание» остальным чемпионам павильона.
Kurzick Relic,Реликвия курзиков
Kurzick.,Курзики.
Kurzz is down. Get him back up so he can finish repairs!,"Курзз сбит с ног. Поднимите его, чтобы он закончил ремонт!"
"Kuunavang, a legend we only read about in stories until now, revealed herself in the fight against the Void.","Куунаванг, легенда, о которой мы до сих пор только читали в сказаниях, явила себя в бою против Пустоты."
"L-Lion's Arch...? No...NO! Big noise! Screaming. Very scary. Didn't know what to do. Felt guilty for running... Will stay out here. Stay safe, yes. Safe here.","Л-Lion's Arch?.. Нет... НЕТ! Громкий шум! Крики. Очень страшно. Не знал, что делать. Стыдно, что убежал... Останусь здесь. Здесь безопасно, да. Здесь безопасно."
Lab Console,Lab Console
Lab Exit,Lab Exit
Lab Manager Grex,Lab Manager Grex
Labyrinthine Cliffs Griffon Expert Course,Экспертная трасса грифона на Лабиринтовых утёсах
Labyrinthine Cliffs Griffon Master Course,Мастерская трасса грифона на Лабиринтовых утёсах
Labyrinthine Skiffs signups begin in: %str1%,Запись на «Лабиринтовые лодки» начнётся через: %str1%
Laceration,Рассечение
Lake Doric Dragon Response Mission (Champions story).,Миссия реагирования на драконов: Lake Doric (сюжет «Чемпионы»).
Lanse Findler<br>1067-1101 AE<br>A dear friend gone before his time,"Ланс Финдлер<br>1067–1101 П.Э.<br>Дорогой друг, ушедший раньше срока"
Lantern Light,Свет фонаря
"Lapatl Grounds, our home before Zhaitan's monsters came. There's no point in fighting those creatures. They'd kill us, and then we'd become like them, mindless minions. So we sought safety here.","Lapatl Grounds, наш дом до того, как пришли чудовища Зайтана. Сражаться с этими тварями бессмысленно. Они убьют нас, и мы станем как они — безмозглыми прислужниками. Вот мы и укрылись здесь."
"Laranthir of the Wild: The airship is down, but we can still complete our mission. Hurry!","Ларантир Дикий: дирижабль сбит, но задание мы ещё можем выполнить. Скорее!"
"Laranthir of the Wild: There, near the steps: another tendril! Gyreshriek! Pull up now!","Ларантир Дикий: вон там, у ступеней, ещё отросток! Гирешрик! Тяни вверх, живо!"
"Laranthir will join the search and rescue team. If you're not on that team, dig in and fortify this position.",Ларантир присоединится к поисково-спасательной группе. Если ты не в ней — окапывайся и укрепляй эту позицию.
