english,translate
Open trick-or-treat bags.,Откройте сумки с угощениями.
Opened the Final Chest in the Mysterious Vaults,Откройте финальный сундук в таинственных хранилищах.
Opening Ceremony Attendee,Opening Ceremony Attendee
"Opening a thousand bags and expecting different contents may be madness, but after all, this is a realm of chaos.","Открывать тысячи сумок в ожидании разного содержимого может быть безумием, но, в конце концов, это царство хаоса."
Opportune Moment,Opportune Moment
Opportunist,Opportunist
Or at least read the back cover.,Или хотя бы прочтите заднюю обложку.
Or the non-rebels. Just get in there and we'll sort out the teams later.,"Или не повстанцы. Просто идите туда, а с командами разберемся позже."
Orb Cavern Jumping Puzzle,Orb Cavern Jumping Puzzle
Orb Hopper,Orb Hopper
Orchestral Weapon Collection,Orchestral Weapon Collection
Ordnance Corps Auxiliary,Ordnance Corps Auxiliary
Ore Miner: Bitterfrost Frontier,Ore Miner: Bitterfrost Frontier
Ore Miner: Bjora Marches,Ore Miner: Bjora Marches
Ore Miner: Bloodstone Fen,Ore Miner: Bloodstone Fen
Ore Miner: Domain of Istan,Ore Miner: Domain of Istan
Ore Miner: Domain of Kourna,Ore Miner: Domain of Kourna
Ore Miner: Draconis Mons,Ore Miner: Draconis Mons
Ore Miner: Dragonfall,Ore Miner: Dragonfall
Ore Miner: Drizzlewood Coast,Ore Miner: Drizzlewood Coast
Ore Miner: Dry Top,Ore Miner: Dry Top
Ore Miner: Ember Bay,Ore Miner: Ember Bay
Ore Miner: Forging Steel,Ore Miner: Forging Steel
Ore Miner: Grothmar Valley,Ore Miner: Grothmar Valley
Ore Miner: Jahai Bluffs,Ore Miner: Jahai Bluffs
Ore Miner: Lake Doric,Ore Miner: Lake Doric
Ore Miner: Sandswept Isles,Ore Miner: Sandswept Isles
Ore Miner: Silverwastes,Ore Miner: Silverwastes
Ore Miner: Siren's Landing,Ore Miner: Siren's Landing
Ore Miner: Thunderhead Peaks,Ore Miner: Thunderhead Peaks
Orr Explorer,Orr Explorer
Orr or Orchard,Orr or Orchard
Orrian Fisher,Orrian Fisher
Orrian Killer,Orrian Killer
Otter Snack Time,Otter Snack Time
Ouch! Oh! That stings!,Ай! Ой! Как больно!
