english,translate
They honestly thought they picked the winning side.,"Они искренне думали, что выбрали победившую сторону."
They just want to have a good time!,Они просто хотят хорошо провести время!
They made the ultimate sacrifice.,Они принесли высшую жертву.
They make for pretty good houseguests.,Из них получаются неплохие гости.
"They move through the sea, silent and remorseless. They are respected and feared for their unrelenting savagery. They are sharks. Consider the place of these great beasts in the world, for good and ill, as you take your first steps in creating the legendary precursor known as Carcharias.","Они движутся сквозь море, бесшумные и беспощадные. Их уважают и боятся за их неумолимую свирепость. Это акулы. Подумай о месте этих великих зверей в мире, во благо и во зло, делая свои первые шаги в создании легендарного предшественника, известного как Carcharias."
They never heard you coming.,"Они даже не услышали, как ты подошёл."
"They say lightning never strikes the same spot twice, but your experience says something else.","Говорят, молния никогда не бьёт в одно и то же место дважды, но твой опыт говорит об обратном."
They should have used their eight legs to run away from tougher fighters.,"Им следовало использовать свои восемь ног, чтобы убежать от более сильных бойцов."
They should have worshipped you. At least they'd still be alive.,"Им следовало поклоняться тебе. По крайней мере, они были бы ещё живы."
They will fall like wheat to the scythe.,"Они падут, как пшеница под косой."
"They won't be needing this in the Realm of Torment, now will they?","Им это больше не понадобится в Realm of Torment, не так ли?"
They won't praise Joko after this!,После этого они не будут восхвалять Joko!
They'd prefer you to be anything but yourself.,"Они предпочли бы, чтобы ты был кем угодно, только не собой."
They'll grow into those ears eventually.,Со временем они дорастут до этих ушей.
"They'll never escape, unless...","Они никогда не сбегут, если только..."
They're in full retreat now.,Они в полном отступлении.
They're really quite brittle.,Они на самом деле довольно хрупкие.
They've begun to fear you.,Они начали тебя бояться.
They've got one heck of a bite.,У них чертовски сильный укус.
Thing That Wouldn't Leave,Thing That Wouldn't Leave
Things Best Left Behind,Things Best Left Behind
Things Were Different Back Then,Things Were Different Back Then
Things got a little personal.,Все стало немного личным.
Think Before You Leap,Think Before You Leap
Think you're the best? Prove it!,"Думаешь, ты лучший? Докажи!"
Thirst Slayer,Thirst Slayer
Thirsty Tourist,Thirsty Tourist
This Bug Can Dance,This Bug Can Dance
This Can't Be Good,This Can't Be Good
"This Far, No Further","This Far, No Further"
This Is Fine,This Is Fine
This Is My City!,This Is My City!
This Isn't Cannon,This Isn't Cannon
"This Time, Stay Dead","This Time, Stay Dead"
This achievement can be reset by purchasing Recollection of Bearkin's Adversaries to acquire additional copies of the reward.,"Это достижение можно сбросить, купив Recollection of Bearkin's Adversaries, чтобы получить дополнительные копии награды."
This achievement can be reset by purchasing Recollection of Bearkin's Hunts to acquire additional copies of the reward.,"Это достижение можно сбросить, купив Воспоминание об охоте медведей, чтобы получить дополнительные копии награды."
This achievement can be reset by purchasing Recollection of Bearkin's Victories to acquire additional copies of the reward.,"Это достижение можно сбросить, купив Воспоминание о победах медведей, чтобы получить дополнительные копии награды."
This achievement can help you track which unique raid encounters you have cleared for the week.,"Это достижение поможет вам отслеживать, какие уникальные рейдовые столкновения вы прошли за неделю."
This achievement cannot be done in Emboldened mode.,Это достижение нельзя выполнить в режиме «Ободрение» (Emboldened).
