english,translate
"Do not trigger any Gravitational Waves during Dual Horizon attacks. Do not take maximum damage from either Pernicious Vortex or Crackling Wind. Then, defeat the Triumvirate without dying.","Не активируйте Гравитационные Волны во время атак Двойного горизонта. Не получайте максимальный урон от Пагубного вихря или Crackling Wind. Затем победите Триумвират, не умерев."
Do the Inquest know this is down here?,"Инквест знают, что это здесь?"
"Do the wizards have to endure this, too?",Волшебникам тоже приходится это терпеть?
Do what's necessary to make the thaw elixir.,"Сделайте то, что необходимо для создания эликсира оттепели."
Do you have what it takes to battle alongside a champion?,"Есть ли у вас все необходимое, чтобы сражаться бок о бок с чемпионом?"
"Doctor of Baubles, World 1","Doctor of Baubles, World 1"
"Doctor of Secrets, World 1","Doctor of Secrets, World 1"
"Documenter of Secrets, Under 3","Documenter of Secrets, Under 3"
Dodge  incoming attack from enemies.,Уклонитесь от входящей атаки врагов.
Dodge Tequatl's tail sweep.,Уклонитесь от удара хвостом Текуатля.
Dodge the Shatterer's Focused Lightning Attack %num2% time[s] while gliding.,Уклонитесь от сфокусированной молнии Крушителя %num2% [раз|раза|раз] в полёте на планёре.
Dodge!,Уклоняйся!
"Dodge, evade, or avoid all of the Whisper of Jormag's Rimebreath and Icicle attacks.","Уклонитесь, избегите или предотвратите все атаки Rimebreath и Icicle от Шёпота Йормага."
Dodger Danger,Dodger Danger
Dodger of Darkness,Dodger of Darkness
Dodging Attacks I,Dodging Attacks I
Dodging Attacks II,Dodging Attacks II
Dodging Attacks III,Dodging Attacks III
Dodging Attacks IV,Dodging Attacks IV
Dodging Attacks V,Dodging Attacks V
Dodgy Crowd,Dodgy Crowd
Does not come with spectral agony.,Не сопровождается спектральной агонией.
Does this count as Ascension?,Считается ли это Вознесением?
Does this make you an honorary Aetherblade?,Делает ли это тебя почётным Эфирным клинком?
"Doesn't it feel good to give? Even if not, at least it's for a good cause.","Разве не приятно отдавать? Даже если нет, по крайней мере, это на благое дело."
Dog Nap,Dog Nap
Dog Trainer,Dog Trainer
Dogs of War,Dogs of War
"Doing the supply run pretty well, most of the time.","Снабжение идет неплохо, по большей части."
Doing things as they should be done.,Делать всё как полагается.
Dokkaebi Weapon Collection,Dokkaebi Weapon Collection
Dolyak Defender,Dolyak Defender
Dolyak Flyer,Dolyak Flyer
Domain of Istan Incursions,Domain of Istan Incursions
Domain of Istan Rift Hunting,Domain of Istan Rift Hunting
"Domain of Istan, Sandswept Isles, Domain of Kourna, Jahai Bluffs, Thunderhead Peaks, and Dragonfall","Домен Истан, Песчаные острова, Домен Курна, Скалы Джахай, Thunderhead Peaks и Драконий водопад"
Domain of Kourna Griffon Expert: Gold,Эксперт на грифоне в Домене Курна: Золото
Domain of Kourna Griffon Expert: Silver,Эксперт на грифоне в Домене Курна: Серебро
Domain of Kourna Griffon Master: Gold,Мастер на грифоне в Домене Курна: Золото
Domain of Kourna Griffon Master: Silver,Мастер на грифоне в Домене Курна: Серебро
Domain of Kourna Insight: Allied Encampment,Domain of Kourna Insight: Allied Encampment
Domain of Kourna Insight: Bokoss Prison Ruins,Domain of Kourna Insight: Bokoss Prison Ruins
Domain of Kourna Insight: Dabiji Hollows,Domain of Kourna Insight: Dabiji Hollows
Domain of Kourna Insight: Dunlon Springs,Domain of Kourna Insight: Dunlon Springs
Domain of Kourna Insight: Ntouka Pond,Domain of Kourna Insight: Ntouka Pond
Domain of Vabbi Bounty Tour,Domain of Vabbi Bounty Tour
Domain of Vabbi Champion Bounties,Domain of Vabbi Champion Bounties
Domain of Vabbi Explorer,Domain of Vabbi Explorer
Domain of Vabbi Incursions,Domain of Vabbi Incursions
Domain of Vabbi Insight: Kodash Brazier,Domain of Vabbi Insight: Kodash Brazier
Domain of Vabbi Insight: Yahnur Sandfall,Domain of Vabbi Insight: Yahnur Sandfall
Domain of Vabbi Insight: Zagonur Towers,Domain of Vabbi Insight: Zagonur Towers
Domain of Vabbi Legendary Bounties,Domain of Vabbi Legendary Bounties
Domain of Vabbi Rift Hunting,Domain of Vabbi Rift Hunting
Dominate the dreadful Dominus.,Одолей ужасного Доминуса.
Dominating the Dominator,Dominating the Dominator
Dominator Weapon Collection,Dominator Weapon Collection
