english,translate
He used to tell me I make the best pies in Kryta! Nothing makes you feel at home like pies cooling on the windowsill.,"Он всегда говорил, что я пеку лучшие пироги в Kryta! Ничто так не создает ощущение дома, как пироги, остывающие на подоконнике."
He wanted to form an alliance with the dragon.,Он хотел заключить союз с драконом.
He wanted to place Kralkatorrik under his controll.,Он хотел взять Kralkatorrik под свой контроль.
"He was a bit of a squirrel when it came to human junk. I mocked him for it, relentlessly. Stole and hid his yarns, his cheap novels, his pressed flowers... Why do you ask?","Он был немного помешан на человеческом хламе. Я безжалостно подшучивал над ним из-за этого. Крал и прятал его пряжу, дешевые романы, засушенные цветы... Почему ты спрашиваешь?"
"He was always the mystical sort, so the College of Synergetics was a perfect fit...for about a year, when he was let go for running through the lab in his underwear shouting, ""I am Yakkington. Fear me!""","Он всегда был склонен к мистике, так что Коллегия Синергетики подошла идеально... примерно на год, пока его не уволили за то, что он бегал по лаборатории в нижнем белье с криками: ""Я Yakkington! Трепещите!"""
He was an inspiring force. Thank you.,Он был вдохновляющей силой. Спасибо.
"He was humanity's greatest advocate. We believe he knew humanity could defend the original Bloodstone, if only supported by the gods. Instead, they bowed to Doric's cowardice and then abandoned us.","Он был величайшим защитником человечества. Мы верим, что он знал: человечество могло бы защитить изначальный Bloodstone, если бы его поддержали боги. Вместо этого они склонились перед трусостью Doric, а затем бросили нас."
"He was kicked out of PR&T Esoterics for his illegal experiments. How odd does one have to be to be rejected by that krewe of ooze-fanatics.should be a question mark Besides, we monitor all odd behavior. ""Odd"" is usually suspicious.","Его выгнали из PR&T Esoterics за незаконные эксперименты. Насколько странным нужно быть, чтобы тебя отвергла эта группа фанатиков слизней? К тому же, мы следим за любым странным поведением. «Странное» обычно подозрительно."
"He was never much of a builder, so he passed on the College of Statics. And gizmo-making was never a passion, which meanmeant the College of Dynamics was out of the question.","Он никогда не был великим строителем, так что Коллегия Статики отпала. А создание гаджетов никогда не было его страстью, так что Коллегия Динамики тоже не подошла."
"He was one prickly barnacle, that Oswald Thorn. I opposed his marriage to my daughter and would have attacked Lion's Arch to get her back.","Он был тем ещё колючим морским желудем, этот Oswald Thorn. Я был против его брака с моей дочерью и атаковал бы Львиную Твердыню, чтобы вернуть её."
"He was taking a shipment of apples to Beetletun. Then the centaurs attacked. Now I just have my orchard, my kitchen, and my memories.","Он вез партию яблок в Beetletun. А потом напали кентавры. Теперь у меня остались только сад, кухня и мои воспоминания."
"He was their champion, and I believe his failure is what roots him here. As long as the Demagogue remains, the Mantle will always have strength.","Он был их чемпионом, и я верю, что именно его поражение удерживает его здесь. Пока Демагог существует, Мантия будет сильна."
"He went along, and the Seraph captain offered him a position. But, when the captain placed a contract before him, the mercenary asked what it meant.","Он согласился, и капитан серафимов предложил ему место. Но когда капитан положил перед ним контракт, наемник спросил, что это значит."
"He went mad. He sculpted statue after statue, but none of them matched Dwayna's beauty. Finally, in despair, he threw all the statues off the temple cliff into the sea and leapt off after them. A tragic waste.","Он сошёл с ума. Он ваял статую за статуей, но ни одна из них не соответствовала красоте Dwayna. Наконец, в отчаянии, он сбросил все статуи с храмового утеса в море и прыгнул следом за ними. Трагическая потеря."
"He would have made us the supreme race in Tyria. Now look at us. He would not have left us by choice. He sought revenge on the other gods and on their humans, but he did not forget or forsake us.","Он сделал бы нас высшей расой в Tyria. А теперь посмотри на нас. Он бы не оставил нас по своей воле. Он искал мести другим богам и их людям, но он не забыл и не бросил нас."
He'll be fine on his own.,Он справится сам.
He'll be impressed.,Он будет впечатлен.
He'll be thankful for the help. Hurry!,Он будет благодарен за помощь. Поторапливайся!
He'll come around. See you.,Он передумает. Увидимся.
He'll turn up eventually.,Он в конце концов объявится.
"He's a changed man. Though he's been through hardships we can't imagine, he's all the stronger and happier for it. We're proud of him. Even though he should visit more often.","Он изменился. Хотя ему пришлось пережить невзгоды, которые мы не можем себе даже представить, он стал только сильнее и счастливее. Мы им гордимся. Хотя ему следовало бы навещать нас чаще."
"He's a grumpy old rock, isn't he, Commander? Anything you wanted to know?","Он ворчливый старый камень, не так ли, Коммандир? Хотел что-то узнать?"
He's a hero.,Он герой.
"He's a legend, 300 years old if a day. He has a menagerie of different pets, all healthy and strong. If I'd killed him, it would have been a fine accomplishment.","Он легенда, ему уже лет 300, не меньше. У него целый зверинец разных питомцев, все здоровые и сильные. Если бы я убил его, это было бы славное достижение."
He's a little busy at the moment.,Он сейчас немного занят.
"He's a mean one. Stronger than ten men and nasty to the bone. He stays in the big house, just south of the dog pens. Watch yourself if you go after him.","Он злой. Сильнее десяти мужчин и мерзкий до мозга костей. Он остается в большом доме, к югу от загонов для собак. Берегитесь, если пойдёте за ним."
"He's been caught stealing before, hasn't he?","Его ведь уже ловили на краже, верно?"
He's being dramatic. I get the feeling he'll bounce back soon enough...,"Он драматизирует. У меня такое чувство, что он скоро придёт в себя..."
"He's got a lot of supplies. A LOT of supplies. I've heard the Harathi are working with them to get back a relic of some kind, as well.","У него полно припасов. ОЧЕНЬ много припасов. Я слышал, что харати работают с ними, чтобы вернуть какую-то реликвию."
"He's got the fastest fists in all of Cantha! If you can dodge him, you can dodge anything.","У него самые быстрые кулаки во всей Cantha! Если сможешь увернуться от него, сможешь увернуться от чего угодно."
He's here to shake hands and sell books. And finish the manuscript he owes me! Per his contract.,"Он здесь, чтобы пожимать руки и продавать книги. И закончить рукопись, которую он мне должен! Согласно контракту."
He's in the ruins just ahead. Just look for a guy who mutters a lot.,"В руинах прямо впереди. Ищи парня, который постоянно бормочет себе под нос."
He's just a big old grumpy cat. He can be found at the top of the stairs.,Он просто большой ворчливый кот. Его можно найти наверху лестницы.
"He's leading an expedition to the south to gather fresh lumber from the woods. If he's not still here in camp, you can probably find him in the woods with his team.","Он возглавляет экспедицию на юг, чтобы собрать свежий лес. Если его ещё нет в лагере, скорее всего, ты найдёшь его в лесу вместе с отрядом."
He's made his choices. I only hope he's ready to accept the consequences.,"Он сделал свой выбор. Я лишь надеюсь, что он готов принять последствия."
"He's my boss, and I really need this job. He's also known to have quite the temper if you upset him. Combine that with me breaking things, and, well, you heard how that went.","Он мой босс, и мне очень нужна эта работа. К тому же он известен своим вспыльчивым характером, если его разозлить. Добавьте к этому то, что я сломал вещи, и, ну, вы слышали, как всё прошло."
He's my boss. Or he will be when I'm in the Vigil. He's real tall and real strong. He's a warmaster!,"Он мой босс. Ну, или будет им, когда я попаду в Дозор. Он очень высокий и очень сильный. Он мастер войны!"
"He's noisy, but he's not hurting anyone.","Он шумный, но никому не вредит."
"He's not doing anything with it, he's just curious. He's interested in the krewe I'm planning. I'll be able to keep an eye on him then. For now, he's just annoying.","Он ничего с ними не делает, просто любопытный. Ему интересно, какую команду я собираю. Тогда я смогу присматривать за ним. А пока он просто раздражает."
"He's old enough to choose his own path. For now, I'll talk to Wolf and ask him to remind my son that he already has a pack—with his family.","Он достаточно взрослый, чтобы выбрать свой путь. Пока что я поговорю с Волком и попрошу его напомнить моему сыну, что у него уже есть стая — его семья."
"He's one of the harvesters down in Sandy Cove. They're trying to get their lavender harvested, but undead in eastern waters are pushing a wave of creatures into their fields.","Он один из сборщиков в Песчаной бухте. Они пытаются собрать лаванду, но нежить в восточных водах гонит волну тварей прямо на их поля."
He's quite the man.,Он потрясающий человек.
He's seizing territory to mount his escape to the mortal realm.,"Он захватывает территории, чтобы подготовить побег в мир смертных."
"He's so great that some of the grown-ups say he should be king! He's the guy in the statue behind me. He's not that big in real life, though.","Он такой великий, что некоторые взрослые говорят, что он должен быть королем! Это тот парень на статуе позади меня. Хотя в жизни он не такой уж большой."
He's still out there—I felt it was more important to come here.,"Он все ещё там — я посчитал, что важнее прийти сюда."
"He's the head of the camp. You'll never meet a smarter, bolder scholar. I'm honored to work with him. I'm desperate to prove myself, though.",Он глава лагеря. Ты не встретишь ученого умнее и смелее. Для меня честь работать с ним. Хотя я отчаянно пытаюсь проявить себя.
"He's with our ancestors now, but I'm sure he would say that he was glad you came when you did.","Он теперь с нашими предками, но я уверен, он был бы рад, что ты пришёл вовремя."
"He's young, but he's everything a Sunspear should be: a champion of the oppressed, who knows peace without justice is surrender.","Он молод, но он — воплощение того, каким должен быть Sunspear: защитник угнетенных, знающий, что мир без справедливости — это капитуляция."
"He...he was so brave. He had only one leg, but he stood his ground! He told my mother to get me away. I saw him die, leaning on his crutch, his axe in his free hand. He died standing, fighting. And...then we ran.","Он... он был таким храбрым. У него была только одна нога, но он стоял до конца! Он велел матери увести меня. Я видел, как он погиб, опираясь на костыль, с топором в свободной руке. Он умер стоя, сражаясь. А потом... мы побежали."
"Head across the river and keep going south. When you come at the fork in the road, head right. Or just listen to the screams of dying dredge.","Перейди реку и иди дальше на юг. Когда дойдёшь до развилки, сворачивай направо. Или просто иди на крики умирающих дреджей."
Head east of here. And be careful.,Иди на восток отсюда. И будь осторожен.
"Head for the forests north of here, and you'll pick up their smell.","Направляйся в леса к северу отсюда, и возьмешь их след."
"Head hurts. Human asks many questions, strange words. All about bad men in hiding.","Голова болит. Человек задает много вопросов, странные слова. Все о плохих людях в укрытии."
"Head into the ruins, and exterminate ghosts with us. Help our patrols look for ancient weapons, and wreak havoc!",Отправляйся в руины и истребляй призраков вместе с нами. Помоги нашим патрулям искать древнее оружие и сеять хаос!
Head north to the Crusted Shoals. And kill any drakes you see along the way.,"Направляйся на север к Crusted Shoals. И убей всех drakes, которых увидишь по пути."
"Head north, and you'll see a couple of lodges. Past them is Hamar's lodge, the most popular drinking spot around here.","Иди на север, там увидишь несколько лоджей. За ними лодж Hamar, самое популярное место, где можно выпить."
"Head north. The ghosts have laid siege to an Iron Legion encampment. Defeat them, and then get that warhorn back here!","Направляйтесь на север. Призраки осадили лагерь Iron Legion. Победите их, а затем верните этот боевой рог сюда!"
"Head out to the water and lend a hand collecting lost supplies. Or, help clear those rockslides. Neither job is easy, but I'm guessing you can handle it.","Отправляйся к воде и помоги собрать потерянные припасы. Или помоги расчистить те обвалы. Ни одна из работ не легка, но, полагаю, ты справишься."
Head through the break in the rock created by the vines. Safe travels.,"Иди через разлом в скале, созданный лозами. Счастливого пути."
"Headaches. Though sometimes he does tell me stories of my homeland, Elona. Helps me remember where I'm from.","Головную боль. Хотя иногда он рассказывает мне истории о моей родине, Elona. Это помогает мне помнить, откуда я."
Heading there now!,Направляюсь туда.
"Heading to Lion's Arch? I can get you there. If you want to go to the Crown Pavilion, head up to the top of the cliffs and board the hot air baloon.","Направляешься в Lion's Arch? Я могу тебя туда доставить. Если хочешь попасть в Crown Pavilion, поднимись на вершину скал и садись в воздушный шар."
"Healing is a long and arduous process, especially when wounds run deep. But since the defeat of the jungle dragon, she has recovered a great deal thanks to you.","Исцеление — долгий и трудный процесс, особенно когда раны глубоки. Но после победы над драконом джунглей она значительно восстановилась благодаря тебе."
Healthy shrimp?,Здоровые креветки?
"Hear that? Huh, it's gone again. Bear's eyebrows, I've been hearing strange sounds coming from the dredge cave recently. In my experience, dredge making a clamor is never good.","Слышишь? Хм, опять пропало. Клянусь бровями Медведя, в последнее время из пещеры дреджей доносятся странные звуки. По моему опыту, шум от дреджей ни к чему хорошему не ведёт."
"Hear the tale of Jora, who fought corruption and paid a dreadful price. Three generations ago, the warrior Jora and her brother Svanir faced temptation with a dark power.","Слушайте историю о Jora, которая сражалась с порчей и заплатила ужасную цену. Три поколения назад воительница Jora и её брат Svanir столкнулись с искушением тёмной силы."
"Hear those loud boom-boom sounds? When they stop, it's over. Until then, keep your distance from this descender.","Слышишь эти громкие бабахи? Когда они стихнут, всё закончится. А пока держись подальше от этого спуска."
"Hear, hear!","Верно, верно!"
"Heard a bit more about you. Think slaying dragons makes you a big deal? Try keeping this lot in check for five minutes, ""Commander"".","Слышал о тебе кое-что. Думаешь, убийство драконов делает тебя важной шишкой? Попробуй удержать эту ораву в узде хотя бы пять минут, ""Коммандир""."
Heard about a marauding boatswain?,Слышал о мародерствующем боцмане?
Heard about anyone trying to hack datapads?,"Слышал о ком-то, кто пытается взломать датапады?"
Heard about some pollutants causing problems around here??,"Слышал о загрязнителях, вызывающих проблемы в округе?"
Heard anything about an Inquest operative in the area?,Слышал что-нибудь об оперативнике Inquest в этом районе?
Heard anything interesting about the area?,Слышал что-нибудь интересное в округе?
Heard what?,Слышал что?
Heard you gave our recruits a clinic on putting down the Awakened. They're eager to follow you through the gates of Gandara.,"Слышал, ты провел нашим новобранцам мастер-класс по уничтожению Пробужденных. Они горят желанием последовать за тобой через врата Gandara."
Heat affecting your circuitry? Sorry. I need supplies.,Схемы перегреваются? Прости. Мне нужны припасы.
"Hee hee, You'll never guess my secret ingredient!","Хи-хи, ни за что не угадаешь мой секретный ингредиент!"
Heed my warning: temptation will be your undoing.,Внемли моему предупреждению: искушение станет твоей погибелью.
Heed their words.,Прислушайся к их словам.
Heedful Scrutiny has kept a close eye on the camp as of late. I'm certain she has something that requires your assistance.,"Бдительное Наблюдение в последнее время внимательно следит за лагерем. Я уверен, у неё есть что-то, что требует вашей помощи."
"Heh, I bet you could. I'd like to see that fight.","Хе, держу пари, ты мог бы. Я бы хотел посмотреть на эту драку."
"Heh, I guess I deserve that.","Хех, полагаю, я это заслужил."
"Heh, I'm sure.","Хе, уверен, что так."
"Heh, maybe they think I'm not any danger at my age. The sharpest thing I have on me is my bread knife.","Хе, может, они думают, что в моем возрасте я не представляю опасности. Самое острое, что у меня есть — это нож для хлеба."
"Heh, that's some of Master Chef Laraib's ""secret sauce,"" all the way from Amnoon...","Хех, это «секретный соус» Master Chef Laraib, прямиком из Amnoon..."
Heh. Gotta go.,Хех. Мне пора.
"Heh. That was a good one. You are joking, right?","Хех. Хорошая шутка. Вы ведь шутите, правда?"
"Hehe. I'm the aide-de-camp to Tribune Goreblade over there. Worked a successful career, then retired here to help him out. I organize the day-to-day items, so touch NOTHING.","Хе-хе. Я адъютант Tribune Goreblade, вон там. Сделал успешную карьеру, а потом ушёл в отставку, чтобы помогать ему. Я организую повседневные дела, так что НИЧЕГО не трогай."
Hehe. Nothing to see here.,Хе-хе. Здесь не на что смотреть.
"Hehe. Sometimes, they just deserve it.",Хе-хе. Иногда они просто напрашиваются.
"Hello again! I hope you've enjoyed your stay. Just say the word, and I'll have 3VCTN teleport you wherever you'd like to go.","Снова привет! Надеюсь, тебе здесь понравилось. Просто скажи, и я попрошу 3VCTN телепортировать тебя куда угодно."
"Hello again, %str1%, what can I do for you?","Снова привет, %str1%, что я могу для тебя сделать?"
"Hello again, my fine friend! I trust you're enjoying life amongst the ranks of my privateers?","Снова привет, мой славный друг! Надеюсь, тебе нравится жизнь в рядах моих каперов?"
"Hello friend, enemy, distant acquaintance, or otherwise inept entity. I'm unable to meet you right now. If you'd like to further my research, say ""help"". If you don't want to help, say ""I'm a useless clod.""","Привет, друг, враг, дальний знакомый или иная бестолковая сущность. Я сейчас не могу с тобой встретиться. Если хочешь помочь моим исследованиям, скажи ""help"". Если не хочешь помогать, скажи ""I'm a useless clod""."
Hello right back.,И тебе привет.
"Hello there! Welcome to our village. Roam freely and seek knowledge, you may. Or provide assistance wherever you're willing. We can always use helpful paws.","Привет! Добро пожаловать в нашу деревню. Можешь свободно бродить и искать знания. Или предложи помощь, если хочешь. Нам всегда пригодятся лишние лапы."
"Hello there, hero! You look like a brave soul seeking a challenge. Care to prove your strength and valor this day?","Приветствую, герой! Ты выглядишь как храбрец, ищущий испытаний. Хочешь доказать свою силу и доблесть сегодня?"
"Hello there, no time to talk, I've got things to do, places to go!","Привет, нет времени болтать, у меня есть дела, нужно идти!"
Hello there. Have you brought me materials to work with?,Привет. Ты принес мне материалы для работы?
Hello there. How can I help you?,Приветствую. Чем могу помочь?
"Hello there. If you're looking for a room, I'm afraid I've got none available. We're currently full, and it's likely to stay that way for some time.","Приветствую. Если ищешь комнату, боюсь, свободных нет. Сейчас все занято, и, скорее всего, так будет ещё долго."
"Hello there. Sit for a while. If nothing else, I have the luxury of time.","Приветствую. Присядь на минутку. Если ничего другого, то роскошь времени у меня есть."
Hello to you and thanks. Some other time.,Привет и спасибо. Как-нибудь в другой раз.
Hello! I haven't seen you before. What brings you here?,Привет! Раньше я вас здесь не видел. Что привело вас сюда?
"Hello! I'm here to help newly awakened sylvari. Once you receive your equipment, you're on your own, my friend!","Привет! Я здесь, чтобы помочь недавно пробудившимся сильвари. Как только получишь снаряжение, ты сам по себе, друг мой!"
"Hello! If you have mastered Fractal Attunement, I am authorized to bring you to the master lab in Mistlock Observatory and back.","Привет! Если ты освоил Fractal Attunement, я уполномочен доставить тебя в главную лабораторию в Mistlock Observatory и обратно."
Hello! It's chow time. Get out of my way or get eaten.,"Привет! Время кормежки. Уйди с дороги, а то съедят."
"Hello! You've come to the battle pit, I see. It's a truly legendary place. Vollym is one of the fiercest competitors in all of Tyria.","Привет! Вижу, ты пришёл на арену. Это поистине легендарное место. Vollym — один из самых свирепых бойцов во всей Tyria."
"Hello, %str1%. Allow this old elder to congratulate you on your growing legend. I teach young hunters, and I often use you as an example to them.","Приветствую, %str1%. Позволь этому старому старейшине поздравить тебя с растущей легендой. Я учу молодых охотников и часто ставлю тебя им в пример."
"Hello, %str1%. Everyone's talking about you. Gossiping's a hobby around here. It's kind of you to visit an injured soldier.","Привет, %str1%. Все только о тебе и говорят. Сплетни здесь — любимое хобби. Очень любезно с твоей стороны навестить раненого солдата."
"Hello, %str1%. Welcome to our camp.","Приветствую, %str1%. Добро пожаловать в наш лагерь."
"Hello, %str1%. Welcome to the front line. This wall is the only thing standing between us and the dragons' corruption.","Приветствую, %str1%. Добро пожаловать на передовую. Эта стена — единственное, что стоит между нами и порчей драконов."
"Hello, <Character race>","Приветствую, <Character race>"
"Hello, Casper. I was hoping you could point me toward the captain. Please.","Привет, Casper. Я надеялся, что ты укажешь мне путь к капитану. Пожалуйста."
"Hello, Commander. We've been prepping the Phoenix Dawn for another trip to Amnoon and are just wrapping up now. What can we do for you?","Приветствую, Коммандир! Мы подготовили «Phoenix Dawn» к очередному рейсу в Amnoon и как раз заканчиваем сборы. Чем можем помочь?"
"Hello, Farrach. I have returned.","Привет, Farrach. Я вернулся."
"Hello, I'm %str1% and I'm going to test your IQ. Tell me, how old are you?","Привет, я %str1%, и я собираюсь проверить твой IQ. Скажи, сколько тебе лет?"
"Hello, Pherick. My name is %str1%.","Привет, Pherick. Меня зовут %str1%."
"Hello, Wayfinder. What can this humble archivist help you with? (step 9)","Приветствую, Проводник. Чем этот скромный архивариус может тебе помочь? (шаг 9)"
"Hello, and welcome to the pit. We've got our work cut out for us, but we're in a decent position to really hurt the dredge from here.","Приветствую в яме. У нас полно работы, но мы в неплохой позиции, чтобы серьёзно навредить дреджам отсюда."
"Hello, but I'm just passing through.","Привет, но я просто прохожу мимо."
"Hello, examinee. This is your final trial. Enter the arena when you are ready to begin testing.","Приветствую, экзаменуемый. Это твое последнее испытание. Входи на арену, когда будешь готов начать тестирование."
"Hello, friend! Read any good books lately? Perhaps one of mine? My name is Maerny Modig. I'm a skaald.","Приветствую, друг! Читал что-нибудь интересное в последнее время? Может, одну из моих книг? Меня зовут Maerny Modig. Я скальд."
"Hello, friend. Ah, it's good to take a break and stretch my back.","Приветствую, друг. Ах, хорошо сделать перерыв и размять спину."
"Hello, friend. Allow this old elder to welcome you. I'm Sigrid. I teach our young, and I am always pleased to speak with visitors to Hoelbrak, especially those of another race.","Приветствую, друг. Позволь этому старому старейшине поприветствовать тебя. Я Sigrid. Я учу нашу молодежь и всегда рада поговорить с гостями Hoelbrak, особенно с представителями других рас."
"Hello, friend. Hope you find this place as welcoming as I have.","Привет, друг. Надеюсь, тебе здесь так же уютно, как и мне."
"Hello, friend. I have many exclusive items for sale.","Приветствую, друг. У меня есть много эксклюзивных товаров на продажу."
"Hello, friend. If I seem a little out of sorts, it's because I just finished a lesson with my mentor. What brings you over here?","Приветствую, друг. Если я кажусь немного не в духе, то это потому, что я только что закончил урок со своим наставником. Что привело тебя сюда?"
"Hello, hellooo! You have treats for me? treats, please!","Привет, приве-е-ет! У тебя есть вкусняшки для меня? Вкусняшки, пожалуйста!"
"Hello, little squish bug. You want talk to me?","Привет, маленькая букашка. Хочешь поговорить со мной?"
"Hello, my child. Can I assist you with something?","Здравствуй, дитя мое. Могу я помочь тебе чем-нибудь?"
"Hello, my friend. It's so good to see you!","Приветствую, мой друг. Так приятно тебя видеть!"
"Hello, my name is Jett. Now I can cross falling from the sky off my to-do list. I think I'll also note that I never want to do that again.","Привет, меня зовут Jett. Теперь я могу вычеркнуть «падение с неба» из своего списка дел. Думаю, я также отмечу, что больше никогда не хочу этого повторять."
"Hello, old friend. I've heard a few. You?","Привет, старый друг. Кое-что слышал. А ты?"
"Hello, stranger, and may the blessings of Lyssa alight upon you. I pray, still yourself a moment and bask in the beauty and stillness of this place. Is not the water the most perfect of mirrors?","Приветствую, незнакомец, и пусть благословения Lyssa снизойдут на вас. Молю, успокойтесь на мгновение и насладитесь красотой и тишиной этого места. Разве вода не является самым совершенным из зеркал?"
