english,translate
I'll be sure not to cast any spells at you.,Постараюсь не колдовать в твою сторону.
I'll be sure to do that.,Обязательно так и сделаю.
I'll be sure to keep an ear out for that.,Обязательно прислушаюсь к этому.
I'll be sure to not break any urns or pillars.,Обещаю не разбивать урны и столбы.
I'll be the leader? Okay!,Я буду лидером? Ладно!
"I'll be there, too. Stay sharp, Zrii.","Я тоже буду там. Будь начеку, Zrii."
I'll be totally honest with you: I have no idea what you are talking about.,"Скажу честно: я понятия не имею, о чем ты говоришь."
I'll bet she's afraid you'll show her up.,"Готов поспорить, она боится, что ты её затмишь."
I'll bet that will be the best day of your life. Good-bye .,"Держу пари, это будет лучший день в твоей жизни. Прощай."
I'll bet these tanks alone could roll over anything short of an Elder Dragon.,"Готов поспорить, одни только эти танки могут раздавить что угодно, кроме разве что Старшего Дракона."
I'll bet you do them proud. You seem competent.,"Держу пари, ты ими гордишься. Ты выглядишь компетентным."
I'll bet you were.,"Держу пари, так и было."
I'll bet you've got a lot to do.,"Держу пари, у тебя полно дел."
I'll bet.,Верю.
I'll bet. Keep it up.,Не сомневаюсь. Так держать.
I'll bring Malchor back. Just show me where to find him.,"Я верну Malchor. Просто покажи мне, где его найти."
I'll bring back what wood I can.,"Я принесу столько дерева, сколько смогу."
I'll bring some back to you.,Я принесу вам немного.
I'll bring you one.,Я принесу тебе один.
I'll bring you what I can find.,"Я принесу тебе все, что смогу найти."
I'll browse a bit.,Я немного посмотрю.
I'll bruise the drink out of you.,Я выбью из тебя всю дурь вместе с этим напитком.
"I'll cast a magic cloak on you so you can sneak past the guards undetected. Equipped with some paint, you can then paint our symbol on the monument.","Я наложу на тебя магический плащ, чтобы ты мог проскользнуть мимо стражи незамеченным. Вооружившись краской, ты сможешь нанести наш символ на монумент."
I'll catch up with you another time.,Я свяжусь с тобой в другой раз.
I'll challenge the Mad King's Clock Tower. (Timed Activity),Я брошу вызов Часовой башне Безумного Короля. (Испытание на время)
I'll check around for you.,Я поищу их.
I'll check back later.,Я загляну позже.
I'll check back some other time.,Загляну как-нибудь в другой раз.
I'll check back when things get quiet. Bye.,"Загляну, когда всё стихнет. Пока."
I'll check back when this is over.,"Вернусь, когда всё закончится."
I'll check back.,Я загляну позже.
"I'll check it out on my own, thanks.","Я осмотрюсь сам, спасибо."
I'll check it out. I'm not stranger to supply and demand.,Я загляну туда. Мне не привыкать к спросу и предложению.
I'll check it out. Where did the ice land?,Я проверю. Где упал лед?
I'll check on her.,Я проверю.
I'll check on the Separatists.,Я разберусь с сепаратистами.
I'll check on the Separatists. Tell me what to do.,"Я разберусь с сепаратистами. Говори, что делать."
I'll check on the emissary.,"Я проверю, как там эмиссар."
I'll check on the skritt. Where are they?,Я проверю скриттов. Где они?
I'll check on them.,Я проверю их.
I'll check these clues later.,Я изучу эти подсказки позже.
I'll clear out any ghosts I see.,"Я перебью всех призраков, которых увижу."
I'll clear those creatures away from the shrine.,Я очищу святилище от этих существ.
I'll come back another day.,Я вернусь в другой день.
I'll come back another time.,Я вернусь в другой раз.
I'll come back if I find some more.,"Вернусь, если найду ещё."
"I'll come back later, then.",Тогда я вернусь позже.
I'll come back once your temper has cooled.,"Я вернусь, когда твой пыл поутихнет."
I'll consider it! For the <children>.,Я подумаю об этом! Ради <children>.
I'll consider it. Got anything else?,Я подумаю. Есть что-нибудь ещё?
I'll consider taking on one of your bounties.,"Я подумаю о том, чтобы взять одну из ваших наград."
I'll consult with my guild.,Я посоветуюсь со своей гильдией.
I'll crush your bug problem. What do I need to do?,Я раздавлю этих жуков. Что от меня требуется?
I'll deactivate <first discipline> and become a jeweler.,Я деактивирую <first discipline> и стану ювелиром.
I'll deactivate <second discipline> and become a jeweler.,Я деактивирую <second discipline> и стану ювелиром.
I'll deal with them.,Я разберусь с ними.
I'll deal with those eight-legged creeps.,Я разберусь с этими восьминогими гадами.
I'll defeat them.,Я побежу их.
I'll defend Moshpoipoi.,Я защищу Moshpoipoi.
I'll deliver these right away.,Я доставлю это немедленно.
I'll desist when you've confessed.,"Я прекращу, когда вы признаетесь."
I'll destroy them!,Я уничтожу их!
I'll do it! For the <children>.,Я сделаю это! Ради <children>.
I'll do it. I'll fight for you.,Я сделаю это. Я буду сражаться за вас.
I'll do it. Tell me where I can find it.,"Я сделаю это. Скажи, где его найти."
I'll do just that. Thanks.,Так и сделаю. Спасибо.
I'll do my best out there. Thanks again.,"Постараюсь сделать всё, что в моих силах. Ещё раз спасибо."
I'll do my best to avoid them.,"Я сделаю всё возможное, чтобы избегать их."
