english,translate
Defeat Ol' Skabfin.,Одолейте старого Скабфина.
Defeat Parkyr Vellon and his hired goons.,Победите Parkyr Vellon и его наемных громил.
Defeat Parkyr Vellon.,Одолейте Паркира Веллона.
Defeat Piete the Unwashed.,Победи Piete the Unwashed.
Defeat Plunka and her golems.,Победите Плунку и её големов.
Defeat Prince Alhazred and his royal guard.,Победите Prince Alhazred и его королевскую гвардию.
Defeat Prince Ellasal.,Победите принца Ellasal.
Defeat Pyzor Ironmane.,Победи Pyzor Ironmane.
Defeat Rakt and his lackeys.,Победите Ракта и его приспешников.
Defeat Rakt.,Победите Rakt.
Defeat Risen Captain Coloyaqui.,Победите Risen Captain Coloyaqui.
Defeat Risen Captain Itnaya.,Победите Risen Captain Itnaya.
Defeat Risen Captain Redeye.,Победите Risen Captain Redeye.
Defeat Risen Captain Yejj.,Победите Risen Captain Yejj.
Defeat Risen Ferghen.,Победите Risen Ferghen.
Defeat Risen General Azuldin.,Победи Risen General Azuldin.
"Defeat Romperoo, Scourge of the Seas.","Победи Romperoo, Scourge of the Seas."
Defeat Spatha Greatblade.,Одолейте Спату Широколезвия.
Defeat Spatha in the ring.,Победить Spatha на ринге.
Defeat Spymaster Golosk.,Победите Spymaster Golosk.
Defeat Steag and his followers.,Одолейте Стига и его последователей.
Defeat Steelbane's soldiers.,Одолейте солдат Сталебоя.
Defeat Teyo and her krewe.,Победите Тейо и её команду.
Defeat Teyo.,Победи Teyo.
Defeat Thadeus Ghostrite.,Победи Thadeus Ghostrite.
Defeat Twitchy Jake.,Победи Twitchy Jake.
Defeat Two-Blade Pete.,Победи Two-Blade Pete.
Defeat Varg.,Победи Varg.
Defeat Varkk's Inquest bodyguards.,Победите телохранителей Инквеста Варкка.
Defeat Varkk.,Победить Varkk.
Defeat Vidkun and his dragon minion.,Победи Vidkun и его драконьего прислужника.
Defeat Vizier Ghil Ironghoul.,Победите Vizier Ghil Ironghoul.
Defeat Waine.,Победите Вейна.
Defeat Warmaster Kaylar.,Победите военачальника Кайлара.
Defeat Warmaster Labofski.,Победите Warmaster Labofski.
Defeat Windshear.,Победи Windshear.
Defeat Ysvelta,Победи Ysvelta
Defeat Ysvelta's Nightmare Court minions,Победи приспешников Nightmare Court Ysvelta
Defeat Zamon and his second.,Победите Zamon и его секунданта.
Defeat a Nightmare Court patrol and take their garments.,Победи патруль Nightmare Court и забери их одеяния.
Defeat is Inconceivable,Поражение немыслимо
Defeat reanimated corpse of Howl the Brazen.,Победите оживший труп Howl the Brazen.
Defeat the Arcane Eye agents.,Победите агентов Таинственного Ока.
Defeat the Ascalonian ghosts.,Одолейте призраков Аскалона.
Defeat the Bloated Creeper.,Победи Bloated Creeper.
Defeat the Blood Legion impostors.,Победи самозванцев из Blood Legion.
Defeat the Fire Elementals.,Победите элементалей огня.
Defeat the Flame Legion and the Blood Legion traitors.,Победите предателей из Flame Legion и Blood Legion.
Defeat the Flame Legion assassins.,Одолейте убийц Flame Legion.
Defeat the Flame Legion saboteurs.,Одолейте диверсантов Flame Legion.
Defeat the Flame Legion thieves.,Одолейте воров Flame Legion.
Defeat the Flame legion jailers.,Победите тюремщиков Flame Legion.
Defeat the Illusion. / Giant,Победите Иллюзию / Гиганта
Defeat the Inquest Senior Engineer.,Победите старшего инженера Inquest.
Defeat the Inquest attackers.,Одолейте атакующих Инквест.
Defeat the Inquest counterattack.,Одолейте контратаку Инквест.
Defeat the Inquest saboteurs.,Одолейте диверсантов Инквест.
Defeat the Inquest sentries.,Одолейте часовых Инквест.
Defeat the Ministry Guard.,Победите стражу Министерства.
Defeat the Ministry Guards.,Победите стражников Министерства.
Defeat the Mouth of Zhaitan.,Победи Mouth of Zhaitan.
