english,translate
"Word is spreading that you're quickly making yourself invaluable to your Order. I'm pleased to see that you're having so much success outside Kryta. I've heard that Rytlock and Eir have been investigating the Ascaloneanshould be ""Ascalonian"" catacombs. Zojja still fights for Snaff's legacy, while Caithe roams the Caledon Forest, keeping her own counsel. Perhaps this whole thing was a mistake. I've spent my time considering what to do about Destiny's Edge, and to be honest, I'm not sure the situation can be salvaged. I made a choice to save Jennah; a choice I don't regret. So long as she needs me, I have to be there for her.","Сказания о твоих недавних подвигах достигли самого Hoelbrak, и слуги твоего Ордена высоко отзываются о многих вещах, которые ты совершил. Ты уже доказываешь, что моя вера в тебя оправдана.Что касается меня, я путешествовала. Я исследовала легенду о могущественном мече, паре к мечу Rytlock, который, возможно, все ещё существует в катакомбах Ascalon. Zojja все ещё сражается за наследие Snaff, в то время как Caithe бродит по Caledon Forest, храня свои секреты. Я слышала, Logan вернулся в Kryta. Полагаю, мне не стоит удивляться. Он боится за безопасность своей королевы, и справедливо. Есть много тех, кто стремится разрушить договор между charr и людьми. Мы должны остановить их, если хотим преуспеть в спасении Tyria от драконов.У тебя все хорошо получается, Убийца. Продолжай свой путь, и ты услышишь от меня снова очень скоро."
"Word is spreading that you're quickly making yourself invaluable to your Order. I'm pleased to see that you're having so much success outside Kryta. I've heard that Rytlock and Eir have been investigating the Ascaloneanshould be ""Ascalonian"" catacombs. Zojja still fights for Snaff's legacy, while Caithe roams the Caledon Forest, keeping her own counsel. Perhaps this whole thing was a mistake. I've spent some time considering what to do about Destiny's Edge, and to be honest, I'm not sure the situation can be salvaged. I made a choice to save Jennah; a choice I don't regret. So long as she needs me, I have to be there for her.","Доблестный,Я перехватил отчёты о том, что у тебя все хорошо. Твой Орден высоко хвалит тебя. Это к лучшему. Мы должны объединиться. Мы должны объединиться, иначе Tyria почернеет и умрет.Eir и Rytlock ищут в катакомбах утраченную силу. Zojja все ещё борется за наследие Snaff, в то время как Logan отступает в Kryta — и к своей Королеве. Я не понимаю, почему они не могут двигаться вперёд, почему они так одержимы прошлым. Как мы можем заставить их сосредоточиться на будущем? Если они этого не сделают, оно скоро ускользнет от нас навсегда, и драконы победят.Я должен следовать за ними. Я должен наблюдать и понимать. Слишком многое поставлено на карту, чтобы мы потерпели неудачу."
"Working a moot has its perks. I'm the only one who remembers all the funny things, so I get to tell the best stories.","У работы на муте есть свои плюсы. Я единственный, кто помнит все забавные случаи, так что я рассказываю лучшие истории."
Would the court dare attack the Grove just to claim the stag?,"Неужели Court осмелится напасть на Grove только ради того, чтобы забрать оленя?"
Would you be willing to testify on this matter at a trial?,Вы готовы дать показания по этому делу в суде?
"Wow! You bowled me over, %str1%! That was amazing work—and with so little preparation!","Ого! Ты меня поразил, %str1%! Это была потрясающая работа — и с такой минимальной подготовкой!"
"Wow, was Zojja angry! That killer VAL-A golem can't have been my fault. I'd better head to Desider Atum and find out the truth of the matter.","Ого, Zojja была в ярости! Тот смертоносный голем VAL-A не мог быть моей ошибкой. Лучше отправлюсь в Desider Atum и узнаю правду."
Wow—blast-o-riffic. Thank you for the information.,"Ого, просто взрывоопасно. Спасибо за информацию."
Wretched. Beastly. The only bright point in this whole farce is that I retain my dignity.,"Ужасно. Чудовищно. Единственный светлый момент во всем этом фарсе — то, что я сохранил свое достоинство."
Yeah! I can just sit back and let enemy come to me? All right! I like this lazy-fighting!,"Ага! Я могу просто сидеть и ждать, пока враг сам придёт ко мне? Отлично! Мне нравится такой ленивый стиль боя!"
"Yeah! This is my first real moot, and I love it!","Да! Это мой первый настоящий мут, и я в восторге!"
"Yeah, I just saw her. She was arguing something fierce with her brother, the minister, and then he stormed off, yelling about ""business to attend to."" Something ain't right there.","Да, я только что её видел. Она яростно спорила со своим братом, министром, а потом он ушёл, выкрикивая что-то о «делах, требующих внимания». Тут что-то не так."
"Yeah, I think someone is coming. Tell them to hurry up and find those plans!","Да, кажется, кто-то идет. Скажи им, чтобы поторопились и нашли эти чертежи!"
"Yeah, I'm Tribune Goreblade's aide-de-camp. I send out his orders, write his reports, do the stuff he can't be bothered with. That's me.","Да, я адъютант Tribune Goreblade. Я рассылаю его приказы, пишу отчёты, делаю то, на что у него нет времени. Вот и все."
"Yeah, but ghosts poof away with hardly any residue. Risen are gunky. Clogs the machinery.","Да, но призраки исчезают почти без следа. А Risen липкие. Забивают механизмы."
"Yeah, but when do we get to carve chunks off the dragon itself? I'm tired of all the squishy minions. They don't even bleed right.","Ага, но когда мы уже начнём кромсать самого дракона? Я устал от этих мягкотелых прислужников. Они даже кровью нормально не истекают."
"Yeah, he's the first and the only grawl I can say that about. You're right, though: it's worth a try. But if this falls apart, we'll need a new plan.","Да, он первый и единственный граул, о котором я могу так сказать. Но ты прав: стоит попробовать. Однако если все сорвется, нам понадобится новый план."
"Yeah, no ignorance here.","Да, невежества тут точно нет."
"Yeah, yeah. A little dab here, a little dab there, and a big fat dab right—","Да-да. Каплю сюда, каплю туда, и большую порцию прямо..."
Yeah. Go ahead. I'll really try to remember more.,Да. Валяй. Я правда постараюсь вспомнить побольше.
"Yeng had captured an Orrian scout—inside Lion's Arch. Tybalt and I are headed to Claw Island, to warn the Lionguard.","Yeng захватил разведчика Orrian — прямо внутри Lion's Arch. Мы с Tybalt направляемся на Claw Island, чтобы предупредить Lionguard."
Yes it will!,"Да, так и будет!"
"Yes, I was! A delightful gala. Before the bandits, of course. I do not get a chance to attend many events like that...or this, come to think of it. It's a little overwhelming for me.","Да, была! Восхитительный гала-вечер. Конечно, до нападения бандитов. Мне не часто удается посещать подобные мероприятия... или это, если подумать. Для меня это немного утомительно."
"Yes, Snowshoe Hare! Well, she's not one of the greater spirits, but a spirit nonetheless. She's swift, and soft, and clever...big on root vegetables, too.","Да, Snowshoe Hare! Ну, она не один из великих духов, но всё же дух. Она быстрая, мягкая и хитрая... а ещё очень любит корнеплоды."
