english,translate
They sound like good folk.,Звучат как хорошие ребята.
They will devour the world.,Они поглотят этот мир!
"They will if we prove it's no god. We know a lot about this sort of thing. If you introduce us, I'm sure we can get them to listen.","Станут, если мы докажем, что он не бог. Мы много знаем о подобных вещах. Если ты представишь нас, я уверен, мы заставим их выслушать."
"They won't listen. Though it failed to kill me, the false god is very strong. It brings ice and death. They fear it and will not risk its anger.","Они не станут слушать. Хотя он не смог убить меня, ложный бог очень силен. Он несёт лед и смерть. Они боятся его и не станут рисковать, навлекая на себя его гнев."
They won't underestimate us again. Now go scrub blood off your boots.,Они больше не будут нас недооценивать. А теперь иди отмой кровь со своих сапог.
They'll pay for this. I just hope we aren't too late to stop them.,"Они заплатят за это. Надеюсь только, что мы не опоздаем."
"They're back! Tear 'em apart, boys!","Они вернулись! Разорвите их на части, парни!"
"They're coming from a nearby temple. We need to level it, but we lack the firepower.","Они идут из близлежащего храма. Нам нужно сровнять его с землей, но у нас не хватает огневой мощи."
They're rushing. Stand fast!,Они ускоряются. Стоять твердо!
They're still preparing the hunting grounds. Enjoy the moot. The gates will open soon.,Они все ещё готовят охотничьи угодья. Наслаждайтесь мутом. Ворота скоро откроются.
"They're straightforward, honorable, and militant. I appreciate that, and I like their concern for the common man.","Они прямолинейны, честны и воинственны. Я ценю это, и мне нравится их забота о простых людях."
They're trying to stop us from making a prototype. We'd better hurry.,Они пытаются помешать нам создать прототип. Нам лучше поторопиться.
"Things would've been different if you'd joined the Vigil, but I can't argue with your results. Keep up the good work.","Всё было бы иначе, если бы вы вступили в Vigil, но я не могу спорить с вашими результатами. Продолжайте в том же духе."
Think nothing of it. So what was it you wanted to tell me?,Не стоит благодарности. Так что ты хотел мне рассказать?
"Think of it, Slayer! The shouts of battle, the roar of victory! You'd be a natural fir in the Vigil. Come, join us!","Подумай об этом, Slayer! Звуки битвы, рев победы! Ты был бы прирожденным бойцом в Vigil. Идем, присоединяйся к нам!"
"This comes from the highest sources: the files of the Shining Blade. If the Mantle has spies there, I assure you, they'd be doing a lot more than changing old addresses.","Это из самых надёжных источников: архивов Сияющего Клинка. Если бы у Мантии там были шпионы, уверяю тебя, они занимались бы чем-то более серьёзным, чем смена старых адресов."
This could be potentially massive. I can't wait to see the inside of Gadd's lab.,"Это может быть нечто грандиозное. Не терпится увидеть, что внутри лаборатории Gadd."
"This court accepts your invocation. By law and custom, you may choose a second to fight with you in the circle.","Суд принимает ваше ходатайство. Согласно закону и обычаям, вы можете выбрать секунданта, который будет сражаться вместе с вами на арене."
This feculent hog of a door is my problem. Teyo installed some new security method that I can't crack.,"Эта проклятая дверь — вот моя проблема. Teyo установила какой-то новый метод защиты, который я не могу взломать."
"This furry little foulup better be worth all this trouble. I don't agree with that lady, but I see where she's coming from: grawl aren't to be trusted.","Этот пушистый маленький недотепа должен стоить всех этих хлопот. Я не согласен с той леди, но понимаю, откуда у неё такие мысли: граулам нельзя доверять."
"This gives us all the pull we need with Ikniu's people. You did great, %str1%. Congratulations.","Это даёт нам все необходимые рычаги влияния на народ Ikniu. Ты отлично справился, %str1%. Поздравляю."
"This guy killed my sister, Logan. He betrayed his own troops!","Этот парень убил мою сестру, Logan. Он предал своих собственных солдат!"
"This is Seraph business, not a ministry problem. My people will make the arrests.","Это дело Seraph, а не министерства. Мои люди сами проведут аресты."
This is a Pact Mission. The Pact is in charge.,Это миссия Pact. Командует Pact.
"This is a great day for Krytan justice. On behalf of the city, the Seraph, and myself, allow me to say ""well done"". Enjoy your victory. I'll be in touch.","Это великий день для крайтанского правосудия. От имени города, Seraph и от себя лично позвольте сказать: «отличная работа». Наслаждайтесь победой. Я свяжусь с вами."
This is a most intruiging process. Wherever did you find all this evidence against Zamon?,Это весьма интригующий процесс. Где вы нашли все эти доказательства против Zamon?
"This is a restricted area, you tiny-eared cluster of misfiring synapses. Get lost","Это запретная зона, ты, пучеглазый сгусток неисправных синапсов. Проваливай."
"This is a temporary victory. Commander Serentine's clearly helping the bandits. She's disrupting our investigations, and she's breaking the bandits out of prison when we do catch them.","Это временная победа. Commander Serentine явно помогает бандитам. Она мешает нашим расследованиям и вытаскивает бандитов из тюрьмы, когда мы их ловим."
"This is an amazing opportunity. If we survive, I'm going to write a dissertation about working with ogres to defend their kraal, and their chieftains' line of succession, and—","Это потрясающая возможность. Если выживем, я напишу диссертацию о том, как помогала ограм защищать их крааль, об их вождях и линии престолонаследия, и—"
This is bad. The blood trail is going to draw every predator and scavenger in the region.,Плохо дело. Кровавый след приманит всех хищников и падальщиков в округе.
This is big. We're in an actual grawl stronghold. They never let people visit!,Это серьёзно. Мы в настоящем оплоте граулов. Они никогда не пускают сюда чужаков!
This is exciting! We may be the only non-grawl to ever set foot in this place. We could learn much just by standing here and soaking up the local color.,"Это захватывающе! Возможно, мы единственные не-граулы, ступившие сюда. Мы могли бы многому научиться, просто стоя здесь и впитывая местный колорит."
"This is it, %str1%. Time for your hard work and determination to pay off.","Вот и всё, %str1%. Пришло время твоим упорному труду и решимости принести плоды."
"This is it. You nervous? Not me. I'm undefeatable. I guess I could be more modest, but I'll leave modesty to those who have something to be modest about.","Вот и все. Нервничаешь? Я — нет. Я непобедим. Наверное, мог бы быть скромнее, но оставлю скромность тем, кому есть чем скромничать."
This is stupid. How are we supposed to catch a spirit?,Это глупо. Как мы должны поймать духа?
This is the chance for glory I've been waiting for! Side-by-side with %str1%! I'll follow your lead.,"Это шанс на славу, которого я так ждал! Плечом к плечу с %str1%! Я последую за тобой."
"This is what it's all about—food, fighting, boasting, and ale. You have to love it!","Вот ради чего стоит жить — еда, драки, хвастовство и эль. Как это можно не любить?"
"This is what we live for, eh? The smell of smoke and the sound mortars wafting through the air. The blood on your blade and the wind in your fur.","Вот ради чего мы живём, а? Запах дыма и звук минометов, разносящийся по воздуху. Кровь на клинке и ветер в шерсти."
This place is amazing. The gods have truly blessed Minister Wi.,Это место изумительно. Боги поистине благословили Minister Wi.
"This solvent is astromazing! I'll take your entire stock, hylek. I'll pay you whatever you want—twice that, if you don't sell it to anyone else!","Этот растворитель просто астрономически хорош! Я заберу весь ваш запас, хилек. Я заплачу вам всё, что захотите — вдвое больше, если вы не продадите его никому другому!"
"This trail is too wide, too long. We'd better find him before he bleeds out.","Этот след слишком широкий и длинный. Лучше найти его, пока он не истек кровью."
"This will be both ground-breaking and mid-blowing. We've got the whole place to ourselves, and the only thing between us and success is time.","Это будет одновременно революционно и умопомрачительно. Весь полигон в нашем распоряжении, и единственное, что стоит между нами и успехом — это время."
This will be delightful. Having the hero of Shaemoor on my arm will make tongues wag.,Это будет восхитительно. Появление героя Shaemoor под руку со мной заставит всех судачить.
"This will be difficult, %str1%. I hope you are ready.","Это будет непросто, %str1%. Надеюсь, ты готов."
Those are Priory explorers! We have to get them out.,Это исследователи Приората! Мы должны вытащить их оттуда!
Those aren't great odds. I need to think.,Шансы не очень. Мне нужно подумать.
"Those days aren't gone yet, Fyon. The best is yet to come.","Эти дни ещё не прошли, Fyon. Лучшее ещё впереди."
Those mines I planted should give us a chance to catch those couriers.,"Мины, которые я заложил, должны дать нам шанс догнать этих курьеров."
Those siege weapons are doing some serious damage. Let's get to work!,Эти осадные орудия наносят серьёзный урон. За работу!
"Those undead were far worse than the ones on our beach! I'm so glad you were here, %str1%.","Эти нежить были куда страшнее тех, что на нашем пляже! Я так рада, что ты был здесь, %str1%."
Those woods are infested with ruffians and criminals. You're certain he was alone?,"Тот лес кишит головорезами и преступниками. Ты уверен, что он был один?"
"Three challenges, three wins. Well done, %str1%. Once you talk to the chief and he proclaims you champion, we're back in business.","Три испытания, три победы. Отличная работа, %str1%. Как только ты поговоришь с вождем и он провозгласит тебя чемпионом, мы вернемся к делам."
Three cheers for Blood Legion and for our legionnaire!,Трижды ура Кровавому Легиону и нашему легионеру!
Thurkill and I told the other order reps about the missing Vigil squad's fate and the evidence we saw of a new dredge weapon. We discussed our options and decided to collect more evidence about the dredge's new toy.,Thurkill и я рассказали представителям других орденов о судьбе пропавшего отряда Vigil и о доказательствах использования дрегами нового оружия. Мы обсудили наши варианты и решили собрать больше улик об этой новой игрушке дрегов.
Time To Win Us A Snaff Prize,Время выиграть нам приз Снаффа
"Time is the one thing we don't have, my friend. But...you're right. I think I need to take some time to cool off. I'll contact you soon.","Время — это то, чего у нас нет, мой друг. Но... ты прав. Думаю, мне нужно немного времени, чтобы остыть. Я свяжусь с тобой позже."
Time to bleed.,Время проливать кровь.
"Time to test that theory. Here comes ""The Blight"" now.","Пора проверить эту теорию. А вот и ""The Blight""."
"Time's up, Quinn. You served your purpose, and now I got orders to end you.","Время вышло, Quinn. Ты выполнил свою задачу, и теперь у меня приказ покончить с тобой."
"Tired of running from her father's thugs, Demmi finally stood up for herself. She joined the Order of Whispers, and together, we faced down Commander Landon—and defeated him.","Устав бегать от приспешников своего отца, Demmi наконец дала им отпор. Она вступила в Order of Whispers, и вместе мы противостояли Commander Landon — и победили его."
"To cleanse Zhaitan's corruption from Orr, we had to connect with the dying spirit of the land. After finding the source of Orr's magic, Trahearne performed a powerful ritual while I defended him. Now, the land has a chance to recover—once the dragon is destroyed.","Чтобы очистить скверну Zhaitan от Orr, нам пришлось соединиться с умирающим духом земли. Найдя источник магии Orr, Trahearne провел мощный ритуал, пока я защищал его. Теперь у земли есть шанс восстановиться — как только дракон будет уничтожен."
"To the north is my village, Ulukk's Hunger. I will meet you there. I will tell my people you're coming. If they forget, mention my name and you won't have to fight them.","На севере находится моя деревня, Ulukk's Hunger. Я встречу вас там. Я скажу своим людям, что вы придёте. Если они забудут, назовите мое имя, и вам не придётся с ними сражаться."
"Together we will conquer Astorea, and then the Grove. We will bring nightmare to the Pale Tree herself—and free our people, forever.","Вместе мы покорим Astorea, а затем Grove. Мы принесем кошмар самой Pale Tree — и освободим наш народ навсегда."
"Together with Caithe and the wardens, I managed to protect Caer Verdant and stop the Nightmare Court from recapturing Renvari. Now, we must find a way to make him tell us what he knows.","Вместе с Caithe и стражами мне удалось защитить Caer Verdant и помешать Двору Кошмара вернуть Renvari. Теперь мы должны найти способ заставить его рассказать нам то, что он знает."
"Together with Sergeant Jeyne and the Ebon Vanguard, Forgal and I managed to defend the peak and defeat Ajax Anvilburn and his renegades. The treaty signing is safe, and General Almorra will be very pleased.","Вместе с сержантом Jeyne и Авангардом Эбона, Forgal и я смогли защитить пик и победить Ajax Anvilburn и его ренегатов. Подписание договора в безопасности, и Генерал Almorra будет очень довольна."
"Together with Sergeant Jeyne and the Ebon Vanguard, Forgal and I managed to overrun and defeat Ajax Anvilburn and his renegades. The treaty signing is safe, and General Almorra will be very pleased.","Вместе с сержантом Jeyne и Ebon Vanguard, Forgal и я смогли захватить и победить Ajax Anvilburn и его ренегатов. Подписание договора в безопасности, и генерал Almorra будет очень довольна."
