english,translate
Meet Josir and his contact east of the Hezran Outcrops.,Встретьтесь с Josir и его связным к востоку от Hezran Outcrops.
Meet Josir at the queen's palace.,Встреться с Josir во дворце королевы.
Meet Josir in Lychcroft Mere.,Встретьтесь с Josir в Lychcroft Mere.
Meet Kazz and Zojja at the Funhouse.,Встретьтесь с Kazz и Zojja в Funhouse.
Meet Kekt outside the Garden of Ilya.,Встретьтесь с Kekt за пределами Garden of Ilya.
Meet Korukhan at Lawen Ponds.,Встреть Korukhan у Lawen Ponds.
Meet Krasso and Gorr at the College of Synergetics.,Встретьтесь с Scholar Krasso и Professor Gorr в College of Synergetics.
Meet Kurokhan at the dredge mine.,Встреться с Korukhan в шахте дрегов.
Meet Laranthir of the Wild on Winterknell isle.,Встреться с Laranthir of the Wild на острове Winterknell.
Meet Laranthir on Wintherknell isle.,Встретьтесь с Laranthir на острове Wintherknell.
Meet Larra in Venlin Vale.,Встреться с Larra в Venlin Vale.
Meet Liliana Black in Raven Lodge for help with the dredge code.,"Встреться с Liliana Black в Raven Lodge, чтобы получить помощь с кодом дреджей."
Meet Logan Thackeray at his office.,Встретьтесь с Logan Thackeray в его кабинете.
Meet Logan at Divinity's Reach office.,Встретьтесь с Logan в офисе Divinity's Reach.
Meet Logan at Minister Zamon's manor in Divinity's Reach.,Встреться с Logan в поместье Minister Zamon в Divinity's Reach.
Meet Logan at Skull Plaza.,Встреться с Logan на Skull Plaza.
Meet Logan at Vanguard Hospital,Встретьтесь с Logan в Vanguard Hospital
Meet Logan at the Queen's Heart Orphanage.,Встретьтесь с Logan в приюте Queen's Heart.
Meet Logan near Sojourner's Way.,Встреть Logan возле Sojourner's Way.
Meet Malyck at Joy's End.,Встреть Malyck в Joy's End.
Meet Malyck near Beldame's Rise.,Встреть Malyck у Beldame's Rise.
Meet Pact Demolitionist Tonn near the Splintered Coast.,Встретьтесь с подрывником Pact Tonn возле Splintered Coast.
Meet Pellam in Wychmire Swamp,Встретьтесь с Pellam в Wychmire Swamp
Meet Prott outside Molenheide.,Встреться с Prott за пределами Molenheide.
