english,translate
"""The Blight"" is going down. Let's mop up the stragglers.","""The Blight"" идет ко дну. Давайте добьем отставших."
"""The Mouth of Shaemoor?"" But seriously, my sincere thanks for all of your help.","«Болтун из Shaemoor»? Но если серьёзно, прими мою искреннюю благодарность за всю твою помощь."
"""To bleed out, freeze to death, or be eaten by a wild predator. Charming.","""Истечь кровью, замерзнуть насмерть или быть съеденным диким зверем. Прелестно."
"""Yes"", ""surprised"", and ""laugh"". Could there be a motion sensor on the gate?","""Yes"", ""surprised"" и ""laugh"". Может, на воротах есть датчик движения?"
%str1%! Get this: Tribune Brimstone is in there arguing with Tribune Desertgrave! What'd we do wrong now?,%str1%! Слушай сюда: Tribune Brimstone там спорит с Tribune Desertgrave! Что мы теперь сделали не так?
%str1%! I'm so glad you're here. Tribune Desertgrave is up there having an argument with Tribune Brimstone. Are they mad at us? Did we do something wrong?,"%str1%! Я так рад, что ты здесь. Tribune Desertgrave там спорит с Tribune Brimstone. Они злятся на нас? Мы сделали что-то не так?"
"%str1%! Still upright and kicking, eh? Howl charged ahead, as usual. His impatience is gonna get him a knife in the back someday. Not my knife...probably. Unless someone steals my knife.","%str1%! Все ещё на ногах, а? Howl, как обычно, рванул вперёд. Его нетерпение когда-нибудь приведет к ножу в спину. Не моему... наверное. Если только кто-нибудь не украдет мой нож."
"%str1%, my friend! Good to see you. I'm glad you're here. Baroness Jasmina here didn't believe I knew you. Do you have a moment?","%str1%, мой друг! Рад тебя видеть. Я счастлив, что ты здесь. Baroness Jasmina не поверила, что я знаком с тобой. У тебя есть минутка?"
"%str1%, there you are. Let's see...what've you missed? Oh, our warband's been pitched around like a skritt in a harpy bit. Howl's gone ahead. I guess you can just pick a ghost and start killin'.","%str1%, вот ты где. Посмотрим... что ты пропустил? О, наш отряд раскидало, как скритта в гарпийном гнезде. Howl ушёл вперёд. Думаю, можешь просто выбрать призрака и начать убивать."
"%str1%, you've been magnificent. Through you, I've learned loyalty and honor. I shall carry those virtues to my people, wherever they are.","%str1%, вы были великолепны. Благодаря вам я познал верность и честь. Я пронесу эти добродетели к своему народу, где бы они ни были."
"%str1%, you've been magnificent. Through you, I've learned loyalty and honor. I shall carry those virturesvirtues to my people, wherever they are.","%str1%, ты был великолепен. Благодаря тебе я познала верность и честь. Я пронесу эти добродетели к своему народу, где бы они ни были."
"%str1%. Thank you, both for fighting here, and for agreeing to help me. We must rescue those wardens.","%str1%. Спасибо тебе, и за то, что сражался здесь, и за то, что согласился помочь мне. Мы должны спасти этих стражей."
"...will be proud, milady. Because now you can start restoring your family's reputation.","...будет гордиться, миледи. Потому что теперь вы можете начать восстанавливать репутацию своей семьи."
1. A Good Work Spoiled,1. Испорченная хорошая работа
1. A Pup's Illness,1. Болезнь щенка
1. A Sly Trick,1. Хитрая уловка
1. A Society Function,1. Светский раут
1. A Sparkling Rescue,1. Сверкающее спасение
1. A Spy for a Spy,1. Шпион за шпиона
1. A Trap Foiled,1. Ловушка захлопнулась
1. A Weapon of Legend,1. Легендарное оружие
1. Arson at the Orphanage,1. Поджог в приюте
1. Awakening,1. Пробуждение
1. Awakening (story),1. Пробуждение (сюжет)
1. Beneath a Cold Moon,1. Под холодной луной
1. Best Laid Plans,1. Лучшие из намеченных планов
"1. Black Night, White Stag","1. Чёрная ночь, White Stag"
1. Blessed of Bear,1. Благословение Bear
1. Breaking the Blade,1. Сломанный клинок
1. Called to Service,1. Призван на службу
1. Chain of Command,1. Иерархия
1. Chasing the Culprits,1. Погоня за виновными
1. Deadly Force,1. Смертельная сила
1. Deeply Tangled Roots,1. Глубоко переплетённые корни
1. Defending Shaemoor,1. Защита Shaemoor
1. Defusing the Problem,1. Разрешение проблемы
1. Desperate Medicine,1. Desperate Medicine
1. Disciples of the Dragon,1. Ученики Дракона
1. Discovering Darkness,1. Обнаружение тьмы
1. Echoes of Ages Past,1. Эхо минувших эпох
1. Explosive Intellect,1. Explosive Intellect
1. Fighting the Nightmare,1. Борьба с Кошмаром
1. Fury of the Dead,1. Ярость мёртвых
1. Gadd's Last Gizmo,1. Последняя штуковина Gadd
1. Ghostbore Artillery,1. Артиллерия Ghostbore
1. Ghostbore Musket,1. Мушкет Ghostbore
1. Going Undercover,1. Под прикрытием
1. Golem Positioning System,1. Система позиционирования големов
1. Hammer and Steel,1. Молот и сталь
"1. Here, There, Everywhere","1. Здесь, там, везде"
1. Hidden in Darkness,1. Скрытые во тьме
1. High Maintenance,1. Высокие затраты
1. Holding Back the Darkness,1. Сдерживание тьмы
1. Hounds and the Hunted,1. Гончие и охота
1. In Snaff's Footsteps,1. По следам Snaff
1. Infiltration,1. Проникновение
1. Into the Mists,1. В Туманы
1. Iron Grip of the Legion,1. Железная хватка Легиона
1. Loved and Lost,1. Любовь и утрата
