english,translate
Daily WvW World Ranker,Ежедневное WvW: Мировой рейтинг
Daily: Exalted Donations,Ежедневное: Пожертвования возвышенным
Daily: Exalted Enemies,Ежедневное: Враги возвышенных
Daily: Exalted Missions,Ежедневное: Миссии возвышенных
Daily: Exalted Special,Ежедневное: Особое задание возвышенных
Daily: Kodan Donations,Ежедневное: Пожертвования коданам
Daily: Kodan Enemies,Ежедневное: Враги коданов
Daily: Kodan Missions,Ежедневное: Миссии коданов
Daily: Kodan Special,Ежедневное: Особое задание коданов
Daily: Olmakhan Donations,Ежедневное: Пожертвования олмаханам
Daily: Olmakhan Enemies,Ежедневное: Враги олмаханов
Daily: Olmakhan Missions,Ежедневное: Миссии олмаханов
Daily: Olmakhan Special,Ежедневное: Особое задание олмаханов
Daily: Skritt Donations,Ежедневное: Пожертвования скриттам
Daily: Skritt Enemies,Ежедневное: Враги скриттов
Daily: Skritt Missions,Ежедневное: Миссии скриттов
Daily: Skritt Special,Ежедневное: Особое задание скриттов
Daily: Tengu Donations,Ежедневное: Пожертвования тенгу
Daily: Tengu Enemies,Ежедневное: Враги тенгу
Daily: Tengu Missions,Ежедневное: Миссии тенгу
Dame of the Arena,Дама Арены
Dance Club,Танцевальный клуб
Dance Till You Drop,Танцуй до упаду
Dance like Bei Fung Is Watching,"Танцуй, будто Бэй Фун смотрит"
Danced with the Stars,Танцевал со звёздами
Dances with Cacti,Танцы с кактусами
Dances with Demons,Танцующий с демонами
Dancing Barefoot,Танцы босиком
"Dangerous, it is.",Опасно это.
Daring Dunk,Дерзкий бросок
Dark Matter Weapon Collection,Коллекция оружия Тёмной материи
Dark Tools for Dark Times,Тёмные инструменты для тёмных времен
Dark Traveler,Тёмный странник
Dark Wing Defoliator,Дефолиатор Тёмного крыла
Dark Wing Weapon Collection,Коллекция оружия Тёмного крыла
Darkness Illuminator,Осветитель тьмы
Darkrime Delver,Исследователь Darkrime
Dashed Advantage,Стремительное преимущество
Dashing Through the Snow,Мчась сквозь снег
Data Breach,Утечка данных
Dauntless,Бесстрашный
Dauntless Donator,Бесстрашный жертвователь
Day Trader,Дневной трейдер
Daybreak,Заря
Daydreamer's Weapon Collection,Коллекция оружия Мечтателя
Dead Air,Мёртвый эфир
Dead Play,Мёртвая игра
Deadly Delicacies,Смертельные деликатесы
Dean of Students,Декан студентов
Death Eater,Пожиратель смерти
Death in Yasmi's Name,Смерть во имя Yasmi
Death to the Undying,Смерть бессмертным
Death's Defiant,Бросивший вызов смерти
Deathsaver,Спаситель от смерти
Decade of Adventure: Ascalon,Десятилетие приключений: Аскалон
Decade of Adventure: Cantha,Десятилетие приключений: Канта
Decade of Adventure: Crystal Desert,Десятилетие приключений: Crystal Desert
Decade of Adventure: Heart of Maguuma,Десятилетие приключений: Heart of Maguuma
Decade of Adventure: Kryta,Десятилетие приключений: Крайта
Decade of Adventure: Maguuma Jungle,Десятилетие приключений: Maguuma Jungle
Decade of Adventure: Orr,Десятилетие приключений: Орр
Decade of Adventure: Shiverpeaks,Десятилетие приключений: Дрожащие горы
Decade of Battle: Player vs. Player,Десятилетие битв: Player vs. Player
Decade of Battle: World vs. World,Десятилетие битв: World vs. World
Decade of Champions: Claw of Jormag,Десятилетие чемпионов: Claw of Jormag
Decade of Champions: Fire Elemental,Десятилетие чемпионов: Огненный элементаль
Decade of Champions: Frozen Maw,Десятилетие чемпионов: Frozen Maw
Decade of Champions: Great Jungle Wurm,Десятилетие чемпионов: Великий лесной червь
Decade of Champions: Shadow Behemoth,Десятилетие чемпионов: Теневой бегемот
Decade of Champions: The Shatterer,Десятилетие чемпионов: The Shatterer
Decade of Heroes: Dragon's End,Десятилетие героев: Конец Дракона
Decade of Heroes: Dragon's Stand,Десятилетие героев: Драконий рубеж
Decade of Heroes: Dragonfall,Десятилетие героев: Драконий предел
Decade of Heroes: Dragonstorm,Десятилетие героев: Драконий шторм
