english,translate
"""A Bug in the System"" Mastery","Мастерство ""Ошибка в системе"""
"""A Crack in the Ice"" Mastery","Мастерство ""Трещина во льду"""
"""All or Nothing"" Mastery","Мастерство ""Все или ничего"""
"""Bound by Blood"" Mastery","Мастерство ""Связанные кровью"""
"""Cryptonym"" Strongbox","Сейф ""Cryptonym"""
"""Daybreak"" Mastery","Мастерство ""Рассвет"""
"""Dragonrender"" Strongbox","Сейф ""Dragonrender"""
"""Echoes of the Past"" Mastery","Мастерство ""Эхо прошлого"""
"""Endurance"" Strongbox","Сейф ""Выносливость"""
"""Entanglement"" Mastery","Мастерство ""Запутанность"""
"""Faren's Flyer"" Strongbox","Сейф ""Faren's Flyer"""
"""Flashpoint"" Mastery","Мастерство ""Точка воспламенения"""
"""Gates of Maguuma"" Mastery","Мастерство ""Врата Maguuma"""
"""Glory of Tyria"" Strongbox","Сейф ""Слава Tyria"""
"""Jormag Rising"" Mastery",Мастерство «Jormag Rising»
"""Legacy of Owl"" Strongbox",Сейф «Legacy of Owl»
"""Lethal Vantage"" Strongbox",Сейф «Lethal Vantage»
"""Long Live the Lich"" Mastery",Мастерство «Long Live the Lich»
"""Mellaggan's Valor"" Strongbox",Сейф «Mellaggan's Valor»
"""No Quarter"" Mastery",Мастерство «No Quarter»
"""Obsidian Triumph"" Strongbox",Сейф «Obsidian Triumph»
"""One Path Ends"" Mastery",Мастерство «One Path Ends»
"""Out of the Shadows"" Mastery",Мастерство «Out of the Shadows»
"""Plains of Golghein"" Strongbox",Сейф «Plains of Golghein»
"""Point of No Return"" Mastery",Мастерство «Point of No Return»
"""Pride of Lion's Arch"" Strongbox",Сейф «Pride of Lion's Arch»
"""Rising Flames"" Mastery",Мастерство «Rising Flames»
"""Scorchrazor II"" Strongbox",Сейф «Scorchrazor II»
"""Seeds of Truth"" Mastery",Мастерство «Seeds of Truth»
"""Shadow in the Ice"" Mastery",Мастерство «Shadow in the Ice»
"""Shard of Brilliance"" Strongbox",Сейф «Shard of Brilliance»
"""Slice of Sky"" Strongbox",Сейф «Slice of Sky»
"""Straight and Narrow"" Strongbox",Сейф «Straight and Narrow»
"""Sword of Smodur"" Strongbox",Сейф «Sword of Smodur»
"""Tangled Paths"" Mastery",Мастерство «Запутанные пути»
"""The Dragon's Reach, Part 1"" Mastery","Мастерство «Предел Дракона, часть 1»"
"""The Dragon's Reach, Part 2"" Mastery","Мастерство «Предел Дракона, часть 2»"
"""The Head of the Snake"" Mastery",Мастерство «Голова Змея»
"""Thunderbreaker"" Strongbox",Сейф «Громовержец»
"""Unsolved Conundrum"" Strongbox",Сейф «Неразрешимая загадка»
"""Vengeance Rising"" Strongbox",Сейф «Восстание мести»
"""War Eternal"" Mastery",Мастерство «Вечная война»
"""Whitebear's Pride II"" Strongbox",Сейф «Гордость Whitebear II»
(Annual) Age of Toypocalypse,(Ежегодное) Эпоха игрушечного апокалипсиса
(Annual) Ancient Grudge,(Ежегодное) Древняя обида
(Annual) April Fools!,(Ежегодное) День дурака!
(Annual) Arguably Foodlike,(Ежегодное) Почти съедобное
(Annual) Ascent to Madness,(Ежегодное) Восхождение к безумию
(Annual) Bandits' Bane,(Ежегодное) Проклятие бандитов
(Annual) Boss Blitz: Beat Boom-Boom,(Ежегодное) Босс-блиц: Победить Бум-Бум
(Annual) Boss Blitz: Halt Hablion,(Ежегодное) Штурм боссов: Остановить Хаблиона
(Annual) Boss Blitz: Kill Kuraii,(Ежегодное) Штурм боссов: Убить Кураи
(Annual) Boss Blitz: Pummel Pyroxis,(Ежегодное) Штурм боссов: Избить Пироксиса
(Annual) Boss Blitz: Slaughter Sparcus,(Ежегодное) Штурм боссов: Уничтожить Спаркуса
(Annual) Boss Blitz: Wallop Wiggin,(Ежегодное) Штурм боссов: Огреть Виггина
(Annual) Business Management,(Ежегодное) Управление бизнесом
(Annual) Celestial Challenger,(Ежегодное) Небесный претендент
(Annual) Celestial Racer,(Ежегодное) Небесный гонщик
(Annual) Centaur Crusher,(Ежегодное) Истребитель кентавров
(Annual) Choya Carnival,(Ежегодное) Карнавал чойя
(Annual) Color the Sky,(Ежегодное) Раскрась небо
(Annual) Courtly Service,(Ежегодное) Придворная служба
(Annual) Cozy Café,(Ежегодное) Уютное кафе
(Annual) Destroyer Destroyer,(Ежегодное) Истребитель разрушителей
(Annual) Dog Days,(Ежегодное) Собачьи дни
(Annual) Dragon's Breath,(Ежегодное) Дыхание дракона
(Annual) Dragon's Gaze,(Ежегодное) Взгляд дракона
(Annual) Dragon's Heart,(Ежегодное) Сердце дракона
(Annual) Dragon's Shadow,(Ежегодное) Тень дракона
(Annual) Effigy Extinguisher,(Ежегодное) Гаситель чучел
(Annual) Extra Life Community Goal,(Ежегодное) Цель сообщества Extra Life
(Annual) Extra Life Donor,(Ежегодное) Донор Extra Life
(Annual) Extra Life Donor Goal,(Ежегодное) Цель донора Extra Life
(Annual) Firecracker Finder,(Ежегодное) Искатель петард
(Annual) Flame Legion Finisher,(Ежегодное) Истребитель Легиона Пламени
(Annual) Flight of the Bumble Pugs,(Ежегодное) Полёт мопсов-шмелей
(Annual) Formidable Flier,(Ежегодное) Грозный летун
(Annual) Frozen Footrace,(Ежегодное) Ледяная гонка
(Annual) Future Fashionable,(Ежегодное) Модник будущего
(Annual) Gauntlet Contender,(Ежегодное) Участник испытания
(Annual) Golden Firestarter,(Ежегодное) Золотой поджигатель
