english,translate
Chocolate Banana,Шоколадный банан
Chocolate Bar,Шоколадный батончик
Chocolate Bars in Bulk,Шоколадные батончики оптом
Chocolate Chip Cookie,Печенье с шоколадной крошкой
Chocolate Dye,Краска «Шоколад»
Chocolate Mint Cookie,Шоколадно-мятное печенье
Chocolate Omnomberry Cream,Шоколадно-омномберриевый крем
Chocolate Orange,Шоколадный апельсин
Chocolate Raspberry Cookie,Шоколадно-малиновое печенье
Chocolate Raspberry Cream,Шоколадно-малиновый крем
Choice Unburdener Elixir,Отборный эликсир облегчения
Choice of Common Dye,Обычная краска на выбор
Choice of Level 10 Enhanced Mighty Weapon,Усиленное могучее оружие 10-го уровня на выбор
Choice of the Dragonrender,«Драконоборец» на выбор
Choir Bell,Хоровой колокол
Chorben's Artifact,Артефакт Хорбена
Chorben's Bastion,Бастион Хорбена
Chorben's Blade,Клинок Хорбена
Chorben's Brazier,Жаровня Хорбена
Chorben's Claymore,Клеймор Хорбена
Chorben's Flanged Mace,Фланцевая булава Хорбена
Chorben's Greatbow,Большой лук Хорбена
Chorben's Harpoon Gun,Гарпунная пушка Хорбена
Chorben's Herald,Глашатай Хорбена
Chorben's Impaler,Пронзатель Хорбена
Chorben's Musket,Мушкет Хорбена
Chorben's Razor,Бритва Хорбена
Chorben's Reaver,Опустошитель Хорбена
Chorben's Revolver,Револьвер Хорбена
Chorben's Short Bow,Короткий лук Хорбена
Chorben's Soldier Inscription,Гравировка Солдата Хорбена
Chorben's Spire,Шпиль Хорбена
Chorben's Trident,Трезубец Хорбена
Chorben's Wand,Жезл Хорбена
Chorben's Warhammer,Боевой молот Хорбена
Chorben's Weapon Chest,Сундук с оружием Хорбена
Chorister's Virge,Жезл хориста
Choya Dye,Краска «Чойя»
Choya Finisher,Добивающий удар Чойя
Choya Harvesting Tool,Инструмент сбора «Чойя»
Choya Logging Tool,Инструмент рубки «Чойя»
Choya Mining Tool,Инструмент добычи «Чойя»
Choya Piece,Кусок чойи
Choya Piñata Conjured Doorway Skin,Облик призванного дверного проёма «Чойя-пиньята»
Choya Piñata Tonic,Тоник «Чойя-пиньята»
Choya Spine,Шип чойи
Choya Stew,Рагу из чойи
Chromatic Assassin Axe,Хроматический топор убийцы
Chromatic Assassin Axe Skin,Облик топора «Хроматический ассасин»
Chromatic Assassin Dagger,Хроматический кинжал убийцы
Chromatic Assassin Dagger Skin,Облик кинжала «Хроматический ассасин»
Chromatic Assassin Focus,Хроматический фокус убийцы
Chromatic Assassin Focus Skin,Облик фокуса «Хроматический ассасин»
Chromatic Assassin Greatsword,Хроматический двуручный меч убийцы
Chromatic Assassin Greatsword Skin,Облик двуручного меча «Хроматический ассасин»
Chromatic Assassin Hammer,Хроматический молот убийцы
Chromatic Assassin Hammer Skin,Облик молота «Хроматический ассасин»
Chromatic Assassin Longbow,Хроматический длинный лук убийцы
Chromatic Assassin Longbow Skin,Облик длинного лука «Хроматический ассасин»
Chromatic Assassin Pistol,Хроматический пистолет убийцы
Chromatic Assassin Pistol Skin,Облик пистолета «Хроматический ассасин»
Chromatic Assassin Scepter,Хроматический скипетр убийцы
Chromatic Assassin Scepter Skin,Облик скипетра «Хроматический ассасин»
Chromatic Assassin Shield,Хроматический щит убийцы
Chromatic Assassin Shield Skin,Облик щита «Хроматический ассасин»
Chromatic Assassin Spear,Хроматическое копьё ассасина
Chromatic Assassin Spear Skin,Облик копья «Хроматический ассасин»
Chromatic Assassin Staff,Хроматический посох ассасина
Chromatic Assassin Staff Skin,Облик посоха «Хроматический ассасин»
Chromatic Assassin Sword,Хроматический меч ассасина
Chromatic Assassin Sword Skin,Облик меча «Хроматический ассасин»
Chromatic Assassin Torch,Хроматический факел ассасина
