english,translate
Chromatic Resin Weapon Collector,Коллекционер оружия из Хроматической смолы
Chuck Out the Trash,Выбросить мусор
Chuka and Champawat I: Hunter's Journal,Chuka и Champawat I: Дневник охотника
Chuka and Champawat I: The Hunt,Chuka и Champawat I: Охота
Chuka and Champawat II: Ambush,Chuka и Champawat II: Засада
Chuka and Champawat III: Naturalist's Journal,Chuka и Champawat III: Дневник натуралиста
Chuka and Champawat III: Tigris,Chuka и Champawat III: Тигрис
Chuka and Champawat IV: Secluded Tour,Chuka и Champawat IV: Уединенный тур
Chuka and Champawat IV: Tiger Training Guide,Chuka и Champawat IV: Руководство по дрессировке тигров
Chum Chucker,Метатель приманки
Cinder Steeltemper's Footsteps,Следы Синдер Сталекал
Citadel Crasher,Разрушитель Цитадели
Citadel of Flame Collector,Коллекционер Цитадели Пламени
Citadel of Flame Foe,Враг Цитадели Пламени
Clad for the North,Экипирован для Севера
Clarity,Ясность
Cleaned Your Clockheart,Очистил твое Сердце Часов
Cleaning Up the Mess,Уборка беспорядка
Cleaning Up the Neighborhood,Уборка района
Cleansing Tormented Remnants,Очищение мучимых останков
Cleanup Crew,Команда зачистки
Cleanup Duty,Обязанности по уборке
Clear Skies,Ясное небо
Clear the Canals,Зачистите каналы
Cliffside Fractal Stabilizer,Стабилизатор фрактала Клиффсайд
Cloak and Snagger,Плащ и хват
Cloaked in Scales,Укрытый чешуей
Clocktower's Champion,Чемпион Часовой башни
Clockwork Chaos Completionist,Завершитель Механический хаос
Clockwork Chaos Mastery,Мастерство Механический хаос
Clockwork Precision,Механическая точность
Clogged Drain,Забитый сток
Close Call,На волосок от гибели
Close the Floodgates of Death,Закройте шлюзы смерти
Closer to the Stars,Ближе к звёздам
Closing Ceremony Attendee,Участник церемонии закрытия
Closing the Loop,Замыкая круг
Closure,Завершение
Coalescence Disburser,Распределитель коалесценции
Coalescence III: Culmination,Коалесценция III: Кульминация
Coastal Slayer,Убийца побережья
Cobalt Wurmslayer,Убийца кобальтовых червей
Cod Swimming Amongst Mere Minnows,"Треска, плавающая среди мелкой рыбешки"
Codex: Kodan,Кодекс: Кодан
Coin Collector: Challenger Cliffs,Собиратель монет: Скалы Челленджера
Coin Collector: Prospect Valley,Собиратель монет: Долина Перспектив
Coin Collector: Uplands,Собиратель монет: Нагорье
Cold Comfort,Холодное утешение
Cold-Weather Friend,Друг в холодную погоду
Coliseum Gladiator,Гладиатор Колизея
Coliseum of Glory,Колизей Славы
Collapsing Star Weapon Collection,Коллекция оружия «Коллапсирующая звезда»
Collect 4 Relics from Visions of Eternity Relic Set 3,Собрать 4 реликвии из набора реликвий 3 Видений вечности
Collect the Forge Guard's armor set.,Соберите набор брони Стража горна.
Collecting Coalescence,Сбор Coalescence
Collections,Коллекции
Color Guard,Почётный караул
Color the Sky,Раскрасьте небо
Colossal Defense,Колоссальная оборона
Colossal Kites,Колоссальные змеи
Colossal Offense,Колоссальное наступление
Combat Healer,Боевой целитель
Combat Mechanic,Боевая механика
Commanding Heights,Командные высоты
Commanding Officer,Командующий офицер
Committed,Преданный делу
Community,Сообщество
Community Conqueror,Покоритель сообщества
Community Drift Master,Мастер дрифта сообщества
Community Hero,Герой сообщества
Community Warlord,Полководец сообщества
Compassion for a Friend,Сострадание к другу
Compete in 1 Player vs. Player Team Battle,Примите участие в 1 командном бою Игрок против Игрока
Compete in 10 Structured Player vs. Player Matches,Сыграйте 10 матчей структурированного PvP
Competition Culture,Культура соревнований
Complement the Creator,Дополните Творца
Complete 10 Events,Завершите 10 событий
Complete 3 Events,Завершите 3 события
Complete 3 Fractals in the Fractals of the Mists,Пройдите 3 фрактала в Туманных Фракталах.
Complete 30 Events in Castora,Пройдите 30 событий в Касторе
Complete 5 Bounty Missions in Crystal Oasis or Group Events,Выполните 5 заданий за головами в Crystal Oasis или групповых событий
