english,translate
Shimmerstone Cave,Пещера Мерцающего камня
Shing Jea Monastery,Монастырь Шинг-Джеа
Shining Blade Base,База Сияющего Клинка
Shining Blade Headquarters,Штаб-квартира Сияющего Клинка
Shinota Shore,Берег Шинота
Ship's Fall,Место крушения корабля
Ships of the Line,Линейные корабли
Shipwreck Beach,Пляж кораблекрушений
Shipwreck Excavation,Раскопки кораблекрушения
Shipwreck Graveyard,Кладбище кораблей
Shipwreck Peak Waypoint,Путевая точка Пика кораблекрушений
Shipwreck Rock Waypoint,Путевая точка Скалы кораблекрушений
Shipwreck Strand,Берег кораблекрушений
Shire of Beetletun,Графство Битлтун
Shiver Gate,Дрожащие врата
Shiverpeak Mountains,Дрожащие горы
Shiverpeaks,Дрожащие горы
Shiverpeaks Pass,Перевал Дрожащих гор
Shiverpeaks Pass (Public),Перевал Дрожащих гор (публичный)
Shiverspur Front,Фронт Дрожащей шпоры
Shoals of Sovereignty,Отмели Суверенитета
Shoalstone,Мелководный камень
Shorebluff Camp,Лагерь Шорблюф
Shoreline Dominion Camp,Лагерь Владычества побережья
Shorewatch Post,Пост Береговой дозор
Short Fuse,Короткий фитиль
Shrine,Святилище
Shrine of Reverence,Святилище Благоговения
Shrine of Sacrifice,Святилище жертв
Shrine of Sacrifice Waypoint,Путевая точка Святилища Жертвоприношения
Shrine of the Lost,Святилище Заблудших
Shrine of the Resilient Ox,Святилище Стойкого быка
Shrine of the Serpent,Святилище Змея
Shrine of the Six,Святилище Шестерых
Shrine of the Valorous Wolverine,Святилище Доблестного росомахи
Shrine of the Vigilant Eagle,Святилище Бдительного орла
Shrine of Usharr,Святилище Ушарра
Shrine to Hanuku,Святилище Хануку
Shrine Tunnel Waypoint,Путевая точка Туннеля святилища
Shrouded Ruins,Окутанные руины
Shrouded Ruins Waypoint,Путевая точка Окутанных руин
Shuttered Gate,Запертые ворота
Siege Training Waypoint,Путевая точка Осадной подготовки
Sifhalla Ruins,Руины Сифхаллы
Sifuri Sand Sea,Песчаное море Сифури
Sigfast's Steading,Усадьба Сигфаста
