english,translate
Mother of Stars: Cosmic Observatory,Мать Звёзд: Космическая обсерватория
Mother of Stars: Stargaze Ridge,Мать Звёзд: Гряда Звездочета
Mother's Lament,Плач Матери
Mount Balrior,Гора Балриор
Mount Maelstrom,Гора Мальстрём
Mount: Jackal,Средство передвижения: Шакал
Mount: Raptor,Средство передвижения: Раптор
Mount: Skimmer,Средство передвижения: Скиммер
Mount: Springer,Средство передвижения: Спрингер
Mountain Pass Lookout,Дозор горного перевала
Mountain's Tail,Хвост горы
Mountain's Tail Waypoint,Путевая точка Хвоста горы
Mountainroot Lair,Логово Горного Корня
Mourn's Tears,Слёзы Скорби
Mournful Depths,Скорбные глубины
Mournful Waypoint,Путевая точка Скорби
Mourning's Shade,Тень Скорби
Mrot Boru Waypoint,Путь Мрот Бору
Mudbay Digs,Раскопки в Мадбее
Mudflat Camp,Иллюминаторный лагерь
Munition Acquisition,Сбор боеприпасов
Murals Waypoint,Путевая точка Фресок
Murdered Dreams Waypoint,Путевая точка Убитых грёз
Muridian Uplands,Муридианское нагорье
Muridian Waypoint,Путь Муридиана
Murkvale,Мерквейл
Murkvale Waypoint,Путевая точка Мерквейла
Murmur Isle,Остров Шёпота
Murmur Waypoint,Путевая точка Шёпота
Mursaat Test Bed Zeleph,Испытательный полигон Мурсаатов Зелеф
Museum of Curiosities: Hall of Giants,Музей диковинок: Зал гигантов
Museum of Curiosities: Main Gallery,Музей диковинок: Главная галерея
Mustering Ground,Плацдарм
Mustering Ground Waypoint,Путевая точка Плацдарма
Mycelium Colony,Мицелиальная колония
Mysterious Pylons,Таинственные пилоны
Mystery of the Hidden Tower,Тайна Скрытой башни
Mystery of the Labyrinth,Тайна Лабиринта
Mystery of the Raven Gate Ruins,Тайна руин Врат Ворона
Mystic Clover Garden,Сад мистического клевера
Mystic Passage,Мистический проход
Mystic Plaza,Мистическая площадь
Mystic Waters,Мистические воды
Mythwright Cauldron,Котел Мифотворца
Mythwright Gambit,Гамбит Мифотворца
N.K. Broadcast Terminal Beta,Бета-версия вещательного терминала N.K.
Nadijeh's Assembly,Сборочный цех Надидже
Naga Domain,Владения наг
Naga Encampment,Лагерь наг
Nageling Waypoint,Путь к Нагелингу
Nahpui Lab,Лаборатория Напуи
Nakrojos Pass,Перевал Накрохос
Naksi Bay,Залив Накси
Natatorium Obscurus,Нататориум Обскурус
Nature's Shore Meditation Circle,Круг медитации на Берегу природы
Naui Waters,Воды Науи
Naulshead Refuge,Укрытие Наулсхед
Nave of Arah,Неф Араха
Nayos,Найос
Nebo Terrace,Терраса Небо
Nebo Terrace Waypoint,Путевая точка Террасы Небо
Necrobrand Emulation Lab,Лаборатория эмуляции Некробренда
Necrolith Bay,Залив Некролит
Necropolis Waypoint,Путевая точка Некрополя
Necrotic Coast,Некротическое побережье
Nemeton Grove,Роща Неметон
Nemus Grove Waypoint,Путевая точка Немус-Гроув
Nemus Groves,Роща Немус
Nente's Plinth,Постамент Ненте
Nentor Valley,Долина Нентор
Nentor Waypoint,Путевая точка Нентор
Nentor's Consolidated Mine,Объединенная шахта Нентора
Neotheon Chamber,Неотеонская палата
Nestled Clutch,Уютное гнездо
Neuskrittia Camp,Лагерь Неускриттии
"New Friends, New Enemies—Blood Tribune Quarters","Новые друзья, новые враги — Кварталы трибуна крови"
"New Friends, New Enemies—North Nolan Hatchery","Новые друзья, новые враги — Северный инкубатор Нолана"
"New Friends, New Enemies—The Command Core","Новые друзья, новые враги — Командный центр"
New Kaineng City,Новый Кайненг
New Loamhurst,Новый Ломхерст
New Skrittington,Новый Скриттингтон
New Skrittstead,Новый Скриттстед
Newbeach Bluffs,Утёсы Ньюбич
Newglade Kraal,Крааль Ньюглейд
Nexus of Moonlight,Нексус лунного света
Nicantl Grounds,Земли Никантля
Night of Fires,Ночь огней
Nightguard Beach,Пляж Ночной стражи
Nightguard Waypoint,Путь ночных стражей
Nightmare,Кошмар
Nightshade Garden,Сад паслена
Nimbose Butte,Облачный холм
Nirvana's Ascent,Восхождение Нирваны
Nivermer Rill,Нивермер-Рилл
Njordstead Waypoint,Путь к Ньёрдстеду
No More Secrets—The Scene of the Crime,Больше никаких секретов — Место преступления
No Negotiations,Никаких переговоров
No Refuge,Нет убежища
Noble Ledges,Благородные уступы
Noble's Folly,Безумие дворянина
Noble's Walk,Прогулка дворянина
Nolan Waypoint,Путь Нолана
Nolani Academy Ruins,Руины академии Нолани
Nonmoa Lake,Озеро Нонмоа
Nonmoa Waypoint,Путевая точка Нонмоа
Noose Road,Дорога Петли
Noran's Homestead,Усадьба Норана
Norfolk's Hollow,Лощина Норфолка
North Evacuation Camp,Северный эвакуационный лагерь
North Lab,Северная лаборатория
North Nolan Hatchery,Северный инкубатор Нолана
North Peninsula,Северный полуостров
North Substation,Северная подстанция
Northeast Svanir Camp,Северо-восточный лагерь Сваниров
Northeastern Silverwastes,Северо-восток Серебряных пустошей
Northern Advance Camp Waypoint,Путевая точка Северного передового лагеря
Northern Aetherblade Crash Site,Северное место крушения Эфирных клинков
Northern Barbed Gate,Северные колючие ворота
Northern Blighting Tower,Северная Башня Заражения
Northern Bronchial Well,Северный бронхиальный колодец
Northern Complex Coves,Северные бухты комплекса
Northern Confluence Tunnel,Северный туннель слияния
Northern Forward Camp Waypoint,Путь к Северному передовому лагерю
Northern Hollow,Северная лощина
Northern Landing,Северная высадка
Northern Landing Thumper Site,Северная площадка трамбовки
Northern Maw,Северная пасть
Northern Organ Chamber,Северная камера органов
Northern Shelf,Северный шельф
Northern Silverwastes,Северные Серебряные пустоши
Northern Way Station,Северная промежуточная станция
Northfields,Северные поля
Northfields Waypoint,Путевая точка Северных полей
Northgate,Северные ворота
Northpasture Camp,Северный Пастбищный Лагерь
Northwatch Descent,Спуск Северного дозора
Northwatch Priory Camp,Лагерь Северного дозора
Northwatch Waypoint,Путевая точка Северного дозора
Northwest Svanir Camp,Северо-западный лагерь Сваниров
Northwestern Silverwastes,Северо-западные Серебряные пустоши
Nottowr Fault Waypoint,Путевая точка разлома Ноттоур
Novotl Grounds,Земли Новотл
Noxin Dells,Долины Ноксин
Noxious Castrum,Вредный Каструм
Ntouka Pond,Пруд Нтоука
Nu II Vault,Хранилище Ну II
Nu Vault,Ну-хранилище
Nuhoch Lane,Тропа Нухоков
Nursery Waypoint,Путевая точка питомника
"Nyedra, Dreamer's Sanctum","Ниедра, Святилище Мечтателя"
O'del Academy,Академия О'дел
O'del Academy Emergency Waypoint,Путевая точка экстренной эвакуации Академии О'дел
Oasis,Оазис
Obscura Incline,Склон Обскура
Observation Camp Waypoint,Путевая точка наблюдательного лагеря
Observation Deck Waypoint,Путевая точка смотровой площадки
Observation Outpost,Наблюдательный аванпост
Observation Platform XKV,Смотровая платформа XKV
Observatory,Обсерватория
Obsidian Run,Обсидиановый проход
Obsidian Sanctum,Обсидиановое святилище
Obsidian Sanctum Waypoint,Путь к обсидиановому святилищу
Obstacle Course,Полоса препятствий
Occuintl Grounds,Земли Оккуинтл
Ocean's Gullet,Океанская глотка
Ocean's Gullet Waypoint,Путевая точка Океанской глотки
Oceanside Ordnance,Прибрежная артиллерия
Offering Stone,Камень подношений
Office of the Chief Councilor,Офис главного советника
Ogden's Quarters,Покои Огдена
Ogduk Waypoint,Путевая точка Огдук
Ogham Wilds,Дикие земли Огхэм
Ogotl Grounds,Земли Оготла
Ogre Camp,Лагерь огров
Ogre Camp Waypoint,Путь к лагерю огров
Ogre Crash Site,Место крушения огров
Ogre Lane,Тропа огров
Ogre Road Waypoint,Путевая точка Дороги огров
Ogrewatch Cut,Огры и стражи
Ogrewatch Cut Emergency Waypoint,Аварийная путевая точка Разлома Огрского дозора
Ogrewatch Post,Пост Огрского дозора
Ojon's Lumbermill Waypoint,Путевая точка Лесопилки Оджона
Okarinoo,Окариноо
Okarinoo Waypoint,Путевая точка Окариноо
Olafson Farmstead,Ферма Олафсона
Old Amnoon,Старый Амнун
Old Command Post,Старый командный пункт
Old Duke's Estate,Поместье старого герцога
Old Fiach's Lorestead,Усадьба старого Фиаха
Old Flamen Lab,Лаборатория старого Фламена
Old Friends,Старые друзья
Old Gavril Plaza,Площадь старого Гаврила
Old Golem Factory Waypoint,Путевая точка Старой фабрики големов
Old Grendich Aqueduct,Акведук старого Грендича
Old Holtimm Abbey,Аббатство старого Холтимма
Old Hutment Site,Место старых хижин
Old Kaineng,Старый Кайненг
Old Lion's Arch,Старая Львиная Арка
Old Lion's Court,Двор Старого Льва
Old Oola Lab,Старая лаборатория Оолы
Old Piken Ruins Waypoint,Путевая точка Руин старого Пайкена
Old Sledge Site Waypoint,Путевая точка Места старой кузницы
Old Summit Quarry,Старый карьер Саммита
Oldgate Clearing,Поляна Старых ворот
Oldgate Waypoint,Путевая точка Старых ворот
Olia's Clearing,Поляна Олии
Olishar's Oasis Camp Waypoint,Путевая точка Лагеря оазиса Олишара
Olma's Legacy,Наследие Олмы
Olmakhan Camp,Лагерь Олмахан
Olmakhan Outpost,Аванпост Олмахан
Omadd's Machine,Машина Омадда
Omicron Test Facility,Испытательный комплекс Омикрон
Omiramba Sand Sea,Песчаное море Омирамба
On Red Alert,Красная тревога
On the Case: Excavation Yard,На задании: Раскопки
On the Mend,На поправке
On the Sly: Sanctum Harbor,Тайком: Гавань Святилища
On the Threshold: Camp,На пороге: Лагерь
Onager Bivouac,Бивуак Онагр
"One Charr, One Dragon, One Champion","Один чарр, один дракон, один чемпион"
One Good Drink Deserves Another,1. Один хороший напиток заслуживает другого
Onyx Field,Ониксовое поле
Oogooth Waypoint,Путь к Ооготу
Ooze Font,Источник слизи
Ooze Font Waypoint,Путевая точка Источника слизи
Open Sky,Открытое небо
Opening Ceremony,Церемония открытия
Operation: Bulwark,Операция: Оплот
Orbweaver Gallery,Галерея ткачей сфер
Orchard Overlook,Фруктовый сад
Orchard Waypoint,Путевая точка Фруктового сада
Order of Whispers Camp,Лагерь Ордена Шепчущих
Order of Whispers Camp Waypoint,Путевая точка Лагеря Ордена Шепчущих
Order of Whispers Headquarters,Штаб-квартира Ордена Шепчущих
Order of Whispers Outpost,Аванпост Ордена Шепчущих
Order's Terrace,Терраса Ордена
Ore Processing Waypoint,Путевая точка переработки руды
Orgath Uplands,Высокогорье Оргат
Orlaf Escarpments,Откосы Орлафа
Oros Spurs,Шпоры Ороса
Orr,Орр
Orsippus,Орсипп
Orvanic Shore,Орванский берег
Orvar's Glen,Долина Орвара
Orvar's Glen Waypoint,Путевая точка Долины Орвара
Osenfold Waypoint,Путевая точка Осенфолд
Osprey Aeries,Гнездовья скоп
Osprey Pillars,Столбы скоп
Osprey's Palace,Дворец Оспрея
Osprey's Palace Emergency Waypoint A,Аварийная путевая точка А Дворца скопы
Osprey's Palace Emergency Waypoint B,Аварийная путевая точка B Дворца скопы
Osprey's Palace Emergency Waypoint C,Аварийная путевая точка C Дворца скопы
Osprey's Palace Waypoint,Путь к дворцу Орла
Ossa's Defeat,Поражение Оссы
Ossan Quarter,Квартал Оссан
Ossan Waypoint,Путевая точка Оссан
Ossencrest Climb,Подъём Оссенкрест
Ossuary Crypts,Крипты-костницы
Ossuary of Unquiet Dead,Костница беспокойных мертвецов
Otyugh's Kraal,Отыугский Краал
Ourobore Caves,Пещеры Уробора
Out of the Skies,С небес
Outcast's Cleft,Раскол Изгоя
Outcast's Waypoint,Путевая точка Изгоя
Outer Ring,Внешнее кольцо
Outer Sanctorium,Внешний санкторий
Outer Terrace,Внешняя терраса
Outlier's Foundry,Литейная Изгоя
Outlook of Woe,Перспектива Скорби
