english,translate
"""The Aquarium""",«Аквариум»
12th Iron Maniple,12-й Железный манипул
20th Blood Cohort,20-я Кровавая когорта
???,???
A Bold New Theory,Смелая новая теория
A Bold Strategy: Alliance Camp,Смелая стратегия: Лагерь Альянса
A Bold Strategy: Supra Fortis,Смелая стратегия: Supra Fortis
A Different Dream,Другой сон
A Fork in the Road,Развилка
A Fragile Peace,Хрупкий мир
A Grisly Shipment,Жуткий груз
A Kindness Repaid,Возвращенная доброта
A Legacy Damned: Alliance Staging Ground,Проклятое наследие: Плацдарм Альянса
A Legacy Damned: The Golden Lake,Проклятое наследие: Золотое озеро
A Light in the Darkness,Свет во тьме
A Meeting of Ministers,Встреча министров
A Meeting of the Minds,Встреча умов
A New Challenger,Новый претендент
A Plan Emerges: Power Plant,План созрел: Электростанция
A Pup's Illness,Болезнь щенка
A Quiet Celebration—Citadel Stockade,Тихое празднование — Цитадель Стокэйд
A Quiet Celebration—Knut Whitebear's Loft,Тихое празднование — Чердак Кнута Белого Медведя
A Race to Arms,Гонка вооружений
A Raw Deal: Red Duck Teahouse,Нечестная сделка: Чайный домик «Красная утка»
A Sad Duty,Печальный долг
A Shadow's Deeds,Деяния тени
A Shattered Nation,Расколотая нация
A Simple Negotiation,Простые переговоры
A Sly Trick,Хитрый трюк
A Society Function,Светский раут
A Sparkling Rescue,Сверкающее спасение
A Splinter in the Flesh,Заноза в плоти
A Spy for a Spy,Шпион на шпиона
A Tangle of Weeds,Сплетение сорняков
A Titanic Undertaking: Bava Nisos,Титаническое начинание: Бава Нисос
A Titanic Undertaking: Saevus's Heart,Титаническое начинание: Сердце Саэвуса
A Traitor's Testimony,Показания предателя
A Trap Foiled,Ловушка сорвалась
A Vision of Darkness,Видение тьмы
A Weapon of Legend,Легендарное оружие
Aanisah's Windmill,Ветряная мельница Аанисы
Abaddon's Reliquary,Реликварий Абаддона
Abandoned Antechamber,Заброшенная прихожая
Abandoned Barrows,Заброшенные курганы
Abandoned Caverns (Access Prohibited),Заброшенные пещеры (Вход запрещен)
Abandoned Lab,Заброшенная лаборатория
Abandoned Lighthouse,Заброшенный маяк
Abandoned Mine,Заброшенная шахта
Abandoned Outpost,Заброшенный аванпост
Abbey Ruins,Руины аббатства
Aberrant Den,Логово аберраций
Aberrant Forest,Лес аберраций
Accountancy Waypoint,Путевая точка Бухгалтерии
Accusation,Обвинение
Acquisition Piles,Складские кучи
Acquisition Portal,Портал приобретений
Acrid Sink,Едкая низина
Acrid Springs,Едкие источники
Adorea Waypoint,Путевая точка Адореи
Advanced Metamystics Lab,Передовая лаборатория метамагических исследований
Aerodrome Waypoint,Путевая точка Аэродрома
Aeronotics Lab,Лаборатория аэронавтики
Aetherblade Armada,Армада Эфирных клинков
Aetherblade Camp,Лагерь Эфирных клинков
Aetherblade Flagship Wreckage,Обломки флагмана Эфирных клинков
Aetherblade Hideout,Убежище Эфирных клинков
Aetherblade Refuge,Убежище Эфирных Клинков
Aetherblade Retreat,Укрытие Эфирных клинков
Aetherblade Shipyard,Верфь Эфирных клинков
Aetherblade Shipyard Waypoint,Путевая точка Верфи Эфирных клинков
Aethervolt Lab,Эфиропроводная лаборатория
Afgar's Steading,Усадьба Афгара
Afgar's Waypoint,Путевая точка Афгара
After the Storm,После бури
Against the Corruption,Против порчи
Against the Wall: Hearth's Glow,У стены: Очаг
Against the Wall: Sulfurous Springs,У стены: Серные источники
Agnos Gorge,Ущелье Агнос
Agrak Kraal,Крааль Аграк
Air Drop,Сброс с воздуха
Airdrome Port,Порт аэродрома
Airport,Аэропорт
Akeem's Sacrifice,Жертва Акеема
Akeem's Tower,Башня Акима
Akk Wilds,Дикие земли Акка
Akk Wilds Waypoint,Путевая точка Аккских Пустошей
Alakess Ledge,Уступ Алакесс
Alarjann Bayt,Залив Аларджанн
Alchemic Spillway,Алхимический водосброс
Alder Cove,Бухта Ольхи
Aldon's Ledge,Уступ Алдона
Aldon's Ledge Emergency Waypoint,Аварийная путевая точка Уступа Алдона
Aldon's Tower,Башня Алдона
Aleem's Penance,Искупление Алима
Aleem's Waypoint,Путевая точка Алима
Aliyana's Haunt,Прибежище Алияны
All-Legion Commons,Общий зал Легионов
Alliance Camp,Лагерь Альянса
Alliance Expedition Camp,Экспедиционный лагерь Альянса
Alliance Staging Ground,Плацдарм Альянса
Allied Encampment,Лагерь союзников
Allied Encampment Waypoint,Путевая точка лагеря союзников
Almorra's Stand,Оплот Алморры
Almuten Estates,Поместья Алмутен
Almuten Mansion,Особняк Альмутен
Almuten Waypoint,Путевая точка Алмутен
Alpenzure Cave,Пещера Альпензур
Alpha Experiment Reserve,Заповедник Альфа-эксперимента
Alpine Borderlands,Альпийские Пограничья
Alseta Generator,Генератор Алсеты
Altar,Алтарь
Altar Brook Crossing,Переправа через ручей Алтарь
Altar Brook Trading Post,Торговый пост у ручья Алтарь
Altar Brook Vale,Долина ручья Алтарь
Altar of Baelfire,Алтарь Бэйлфайра
Altar of Betrayal,Алтарь Предательства
Altar of Dakhma,Алтарь Дакхмы
Altar of Lies,Алтарь лжи
Altar of Murdered Dreams,Алтарь Убитых Мечтаний
Altar of Secrets,Алтарь тайн
Altar of Silence,Алтарь Молчания
Altar of Tempests,Алтарь Бурь
Altar of the Accursed,Алтарь Проклятых
Altar of the Six Gods,Алтарь Шести Богов
Altar of the Withered Heart,Алтарь Увядшего Сердца
Altar's Windings,Извилины Алтаря
Altrumm Mines,Шахты Алтрумм
Alua Falls,Водопады Алуа
Amaranth Grotto,Амарантовая грота
Amber Sandfall,Янтарный водопад
Ambulatory Preparation Facility,Передвижной подготовительный комплекс
Ambush Camp,Лагерь засады
Amduat Point,Мыс Амдуат
Amnoon,Амнун
Amnoon Bazaar,Базар Амнуна
Amnoon Cavalier Station,Станция кавалеристов Амнуна
Amnoon Civic Center,Гражданский центр Амнуна
Amnoon Emporium,Торговый центр Амнуна
Amnoon Farms,Фермы Амнуна
Amnoon Harbor,Порт Амнун
Amnoon Outskirts,окраины Амнун
Amnoon Southern Outskirts,Южная окраина Амнуна
Amnoon Water Authority,Водное управление Амнуна
Amnoon Waypoint,Путевая точка Амнуна
Amnytas,Амнитас
Amnytas Connector,Соединитель Амнитаса
Among the Kodan,Среди коданов
Amphibian's Knot,Узел амфибий
An Apple a Day,Яблоко на день
An Unknown Soul,Неизвестная душа
An Unusual Inheritance,Необычное наследство
Ancestor Tree,Древо предков
Anchorage Waypoint,Путевая точка Якорной стоянки
Ancient Archives,Древние архивы
Ancient Greenhouse,Древняя оранжерея
Ancient Hollow,Древняя лощина
Ancient Hollow Waypoint,Путевая точка Древней лощины
Ancient Royal Docks,Древние королевские доки
Ancient Vault,Древнее хранилище
Angelan's Bandits,Бандиты Ангелы
Angvar's Trove,Тайник Ангвара
Angvar's Trove Waypoint,Путевая точка Тайника Ангвара
Anniogel Encampment Waypoint,Путевая точка лагеря Анниогель
Anniogel Landing,Пристань Анниогель
Antechamber,Прихожая
Antheneum Waypoint,Путевая точка Атеней
Anthill Waypoint,Путевая точка Муравейник
Antidawn Anchorage,Якорная стоянка Антирассвет
Any Sufficiently Advanced Science,Любая достаточно развитая наука
Anzalias Pass,Перевал Анзалиас
Anzalias Pass Emergency Waypoint,Аварийная путевая точка перевала Анзалиас
Anzalias Post,Пост Анзалиас
Aoi's Perch,Насест Аои
Aperture Falls,Водопады Апертуры
Apiary Holt,Пасечный лесок
Apizmic Grounds,Апизмические земли
Apizmic Grounds Waypoint,Путевая точка Апизмических земель
Apostate Wastes,Пустоши Отступников
Apostate Waypoint,Путевая точка Отступников
Applenook Hamlet Waypoint,Путевая точка деревушки Яблочный Уголок
Applied Development Lab (Home),Прикладная лаборатория разработки (Главный офис)
Apprentice Carrels,Ученические кабинки
Apprentice Waypoint,Путевая точка Учеников
Aquabase Terror Seven,Аквабаза Ужас Семь
Aquanarium Hydropost,"Акванариум, гидропост"
Aquannian Research Group,Акванийская исследовательская группа
Aquatic Ruins Fractal,Фрактал Водные руины
Arah Waypoint,Путевая точка Араха
Arboreal Overlook,Древесный обзор
Arborstone,Арборстоун
Arborstone Inn,Таверна Арборстоуна
Arborstone Waypoint,Путевая точка Арборстоуна
Arca Lake,Озеро Арка
Arca Waypoint,"Арка, Путь"
Arcadian Deeps,Аркадийские глубины
Arcallion Digs,Раскопки Аркаллион
Arcallion Waypoint,Путь к Аркаллиону
Arcana Obscura,Arcana Obscura
Arcane Springs,Магические источники
Arcanic Reactor,Магический реактор
Arcanic Reactor Waypoint,Путь к арканному реактору
Arcanological Survey Station,Станция арканологических исследований
Archemorus's Solitude,Уединение Аркеморуса
Archen Foreland,Архенский мыс
Archen Foreland Waypoint,Путевая точка Архенского мыса
Archipelagos Rim,Край архипелагов
Archive of the Resting,Архив покоящихся
Archive Waypoint,Путевая точка Архива
Archon's Retreat,Убежище Архонта
Archstone Coast,Побережье Аркстоун
Archstone Dominion Camp,Лагерь доминиона Аркстоун
Archway of the Fallen Heroes,Арка павших героев
Archway of the Worthy,Арка достойных
Arcovian Foothills,Арковианские предгорья
Arena,Арена
Arena of the Wolverine,Арена Росомахи
Arena Tower Waypoint,Путевая точка Башни арены
Arena Waypoint,Путевая точка Арены
Argo Crawler,Арго-ползун
Argon Garrison,Гарнизон Аргон
Arianna's Perch,Насест Арианны
Arid Fortress,Засушливая крепость
Arid Fortress Reactor,Реактор Засушливой крепости
Arid Fortress Waypoint,Путевая точка Засушливой крепости
Arid Gladefields,Засушливые поля
Arkentia Valley,Долина Аркентия
Arkjok Farmlands,Аркйокские фермерские угодья
Arkjok Kennels,Псарни Аркджок
Arkor's Tomb,Гробница Аркора
Armada Harbor,Гавань Армада
Armaments,Вооружение
Armistice Bastion,Бастион перемирия
Armor Guard,Страж брони
Army Landing & Entry Portal,Армейская высадка и портал входа
Arrowhead Vale,Долина Наконечника стрелы
Arsenal of the Blessed,Арсенал Благословенных
Arson at the Orphanage,Поджог в приюте
Artergon Waypoint,Путевая точка Артергона
Artergon Woods,Леса Артергон
Arterium Haven Waypoint,Путь к Артериум-Хейвену
Artesian Ley Spring,Артезианский источник магии
Artificer's Islet,Островок ремесленника
Artisan Hall,Зал ремесленников
Arundon Vale,Долина Арундон
Arundon Waypoint,Путевая точка Арундон
Ascalon,Аскалон
Ascalon Basin,Аскалонский бассейн
Ascalon City Ruins,Руины города Аскалон
Ascalon City Waypoint,Путевая точка города Аскалон
Ascalon Settlement,Аскалонское поселение
Ascalon Settlement Waypoint,Путевая точка Аскалонского поселения
Ascalonian Catacombs,Аскалонские катакомбы
Ascalonian Catacombs Waypoint,Путевая точка Аскалонских катакомб
Ascendant's Bounty,Щедрость Вознесённого
Ascendant's Bounty Waypoint,Путевая точка Щедрости Вознесённого
Ascendant's Ring,Кольцо Вознесённого
Ascendant's Way,Путь Вознесённого
Ascension Bastion,Бастион Вознесения
Ascension Bay,Залив Вознесения
Ascension Bay Emergency Waypoint A,Аварийная путевая точка А Залива Вознесения
Ascension Bay Emergency Waypoint B,Аварийная путевая точка B Залива Вознесения
Ascension Bay Emergency Waypoint C,Аварийная путевая точка C Залива Вознесения
Ascension Bay Waypoint,Путевая точка Залива Вознесения
Ascent to Madness,Восхождение к безумию
Ascent to Madness Waypoint,Путевая точка Восхождения к безумию
Asgeir's Legacy,Наследие Асгейра
Ash Checkpoint 13,Контрольный пункт Пепла 13
Ash Legion Camp,Лагерь Легиона Пепла
Ash Tribune Quarters,Квартал трибуна Пепла
Ashen Chamber,Пепельная палата
Ashen Chamber Waypoint,Путевая точка Пепельной палаты
Ashen Skerries,Пепельные шхеры
Ashen Steppes,Пепельные степи
Ashen Waste,Пепельная пустошь
Ashen Waypoint,Пепельная путевая точка
Ashes of the Past,Пепел прошлого
Ashford Forum,Форум Эшфорда
Ashford Gate,Эшфордские ворота
Ashford Waypoint,Путевая точка Эшфорда
Askalion Bastion,Бастион Аскалион
Askalion Hills,Холмы Аскалион
Askalion Hills Emergency Waypoint A,Аварийная путевая точка А Холмов Аскалион
Askalion Hills Emergency Waypoint B,Аварийная путевая точка B Холмов Аскалион
Askalion Hills Emergency Waypoint C,Аварийная путевая точка C Холмов Аскалион
Askalion Hills Waypoint,Путевая точка Холмов Аскалион
Aspect Arena,Арена Аспектов
Aspenwood Gulch,Аспенвудское ущелье
Aspenwood Research Facility,Исследовательский центр Аспенвуда
Aspenwood Sublevel B1,"Аспенвуд, подуровень B1"
Assault on Moledavia,Штурм Моледавии
Assault the Hill,Штурм холма
Astorea Waypoint,Путевая точка Астореи
Astral Ward Barracks,Казармы Астрального ордена
Astral Ward Camp,Лагерь Астрального ордена
Astral Ward Camp Waypoint,Путевая точка лагеря Астрального ордена
Astral Ward Dining Hall,Столовая Астрального ордена
Astral Ward Encampment Waypoint,Путевая точка лагеря Астрального ордена
Astral Ward Infirmary,Лазарет Астрального ордена
Astral Ward Moon Camp,Лунный лагерь Астрального ордена
Astral Ward Moon Camp Waypoint,Путевая точка Лунного лагеря Астрального ордена
Astral Ward Training Grounds,Тренировочные площадки Астрального ордена
Astralarium Waypoint,Путевая точка Астралариума
Astronomic Nexus Ring,Кольцо Астрономического Нексуса
Astrozintli Forelands,Предгорья Астрозинтли
Asura Arena,Арена асуров
Asura Gate,Врата асуров
Asuran Beachhead,Плацдарм асуров
Athenaeum of Miracles,Атенеум Чудес
Atholma,Атолма
Atholma Docks,Доки Атолмы
Atholma Waypoint,Путевая точка Атолмы
Atrox Castrum,Атрокс Каструм
Attempted Deicide,Покушение на убийство божества
Auburn Hills,Оберн-Хиллз
Augur's Grotto,Грот Прорицателя
Augur's Torch,Факел Прорицателя
Augury Rock,Скала Прорицаний
Augury's Shadow Waypoint,Путевая точка Тени Прорицания
Auld Red Wharf,Старая Красная пристань
Aurene's Enclave,Анклав Аурене
Aurene's Grace,Милость Аурене
Aurene's Sanctuary,Святилище Аурене
Auric Basin,Золотая лощина
Auric Basin (Jungle Floor),Золотой Бассейн (Дно джунглей)
Auric Span,Золотой пролет
Auris's Workshop,Мастерская Аурис
Aurora's Remains,Руины Авроры
Autumn's Vale,Осенняя долина
Autumn's Vale Waypoint,Путевая точка Осенней долины
Auxiliary Study Rooms,Вспомогательные учебные комнаты
Auxiliary Waypoint,Вспомогательная путевая точка
Avernan Volatile,Нестабильность Авернана
Avernan Waypoint,Путевая точка Авернана
Awakened Garrison,Гарнизон Пробужденных
Awakening,Пробуждение
AWOL,Самоволка
Axedrag Cut,Разрез Топорного Дракона
"Azabe Qabar, the Royal Tombs","Азабе Кабар, Королевские гробницы"
Azarr's Arbor,Беседка Азарра
Azure Depths,Лазурные глубины
Backroot Tunnel,Туннель Бэк-Рут
Bad Blood,Дурная кровь
Bad Business,Грязные делишки
Bad Forecast,Плохой прогноз
Bad Ice,Плохой лед
Bad Omen Beach,Пляж Дурного Знамения
Badlands Docks,Доки Бесплодных земель
Badlands Safe Zone Waypoint,Путевая точка безопасной зоны Бесплодных земель
