english,translate
Dual Attack,Двойная атака
Health Increase,Увеличение здоровья
Reflects Projectiles,Отражает снаряды
Reins of Power,Поводья Силы
Damage Increase,Увеличение урона
Legendary Alliance,Легендарный альянс
Legendary Crafting,Легендарное ремесло
Agony Channeler,Проводник агонии
Koda's Flame,Пламя Коды
Recursive Resourcing,Рекурсивное снабжение
Blade of Prophecy,Клинок пророчества
Imminent Threat,Неминуемая угроза
Flame Seeker,Искатель пламени
Kalla's Fervor,Рвение Каллы
Itzel Lore,Знания Итцель
Soul Battery,Батарея души
Celestial Avatar,Небесный аватар
Flight Training,Летная подготовка
Ice Shards,Ледяные осколки
Rite of the Great Dwarf,Обряд Великого Дварфа
Shock Wave,Ударная волна
Skyscale Mount,Ездовой скайскейл
Jade Bots,Нефритовые боты
Photon Forge,Фотонная кузница
Rescue Protocol,Протокол спасения
Well Rested,Хороший отдых
Bond of Vigor,Узы бодрости
Elixir B,Эликсир B
Elixir S,Эликсир S
Elixir X,Эликсир X
"Increases your skiff's hit points by 2,500.",Увеличивает очки здоровья вашего скифа на 2500.
Legendary Demon Stance,Стойка легендарного демона
Wayfinder Mastery,Мастерство Проводника
Crimson Tide,Багровый прилив
Elixir U,Эликсир U
Exalted Acceptance,Принятие Возвышенных
Exalted Lore,Знания Возвышенных
Legendary Dwarf Stance,Стойка легендарного дворфа
Raptor Mount,Ездовой Раптор
Bee's Sting,Жало пчелы
Blazing Speed Mushrooms,Грибы стремительной скорости
Bouncing Mushrooms,Прыгучие грибы
Electromagical Pulse,Электромагнитный импульс
Elixir C,Эликсир C
Elixir H,Эликсир H
Heart of the Obscure Research,Сердце Исследования Сокрытого
Nuhoch Lore,Знания нухоков
Revered Antiquarian,Почтенный антиквар
Slam Mastery,Мастерство удара
Toss Elixir B,Бросок эликсира B
Wind Force,Сила ветра
Adds +20 to base fishing power.,Добавляет +20 к базовой силе рыбалки.
Battle Maul,Боевой молот
Brandstone Impact,Удар камнем клейма
Energy Efficiency,Энергоэффективность
Facet of Nature,Грань природы
Forsaken Thicket Waters,Воды Забытой чащи
Full Counter,Полный контратакующий удар
Gliding Booster,Ускоритель планирования
Lightning Strikes,Удары молнии
Mirage Cloak,Плащ миража
Rising Spirits,Восходящие духи
Signet of Judgment,Печать правосудия
Skimmer Mount,Ездовой скиммер
Supply Crate,Ящик с припасами
Whirlwind Attack,Вихревая атака
(Bonus reward daily limit: 20),(Дневной лимит бонусных наград: 20)
Adrenal Mushrooms,Адреналиновые грибы
Avatar of Melandru,Аватар Меландру
Bonus Damage,Бонус к урону
Death's Advance,Поступь смерти
Defiant Roar,Дерзкий рык
Elixir R,Эликсир R
Exalted Purification,Очищение Возвышенных
Facet of Light,Грань света
Facet of Strength,Грань силы
Increased Healing to Other Allies,Увеличенное исцеление других союзников
Itzel Leadership,Лидерство Итцель
Ley Line Gliding,Планирование по лей-линиям
Magister of Legends,Магистр легенд
Mighty Blow,Мощный удар
Mistlock Singularities,Туманные сингулярности
Mursaat Mirror and Movement,Зеркало и движение мурсаатов
Poison Cloud,Ядовитое облако
Raven Attunement,Настройка Ворона
Recharge Increase,Увеличение перезарядки
Remote Charge,Дистанционный заряд
Scholar of Secrets,Учёный тайн
Shadow Return,Теневое возвращение
Sharpening Stone,Точильный камень
Stealth Gliding,Скрытное планирование
Stim State,Состояние стимуляции
Thundering Ultimatum,Громовой ультиматум
Toss Elixir S,Бросить эликсир S
Updraft Use,Использование восходящего потока
Water Sphere,Водяная сфера
Wisp Pockets,Карманы огоньков
Adrenaline Rush,Прилив адреналина
Air Attunement,Воздушная настройка
Chaos Storm,Шторм Хаоса
Crushing Abyss,Сокрушающая бездна
Deadeye's Mark,Метка Меткого Стрелка
Dragon Slash—Rush,Драконий разрез — Рывок
Dragon Slash—Wave,Драконий разрез — Волна
Exalted Assistance,Помощь Возвышенных
Facet of Chaos,Грань хаоса
Facet of Elements,Грань стихий
Fire Trail,Огненный след
Flame Blast,Огненный взрыв
Forsaken Magic,Забытая магия
Frozen Ground,Замёрзшая земля
Glider Basics,Основы планирования
Great Champion,Великий чемпион
Hounds of Balthazar,Гончие Бальтазара
Imperial Guard,Имперская стража
Impossible Odds,Невозможные шансы
Itzel Language,Язык Итцель
Itzel Poison Lore,Знания о ядах Итцель
Lava Font,Лавовый источник
Life Siphon,Высасывание жизни
Lucky Shield,Удачливый щит
Nuhoch Hunting,Охота Нухок
Nuhoch Language,Язык Нухок
Nuhoch Proving,Испытание нухоков
Nuhoch Wallows,Уолл-ауты нухоков
Overcharged Cartridges,Перегруженные картриджи
Overhead Smash,Удар сверху
Palm Strike,Удар ладонью
Round up,Сбор
Singularity Shot,Выстрел сингулярности
Siren of Orr,Сирена из Орра
Tectonic Shift,Тектонический сдвиг
Toss Elixir U,Бросить эликсир U
Warclaw Mount,Ездовой варкло
We Bleed Fire,Мы истекаем огнём
Weave Self,Сплетение стихий
Wild Castoran Magic,Дикая магия Касторана
Your condition damage is increased.,Ваш урон от состояний увеличен.
Advanced Gliding,Продвинутое парение
Advanced Logistics,Продвинутая логистика
Aerial Finesse,Воздушная грация
Aerial Prowess,Воздушное мастерство
Aerial Support,Воздушная поддержка
Air Sphere,Сфера воздуха
Apocalypse Rain,Апокалиптический дождь
Arborstone Revitalization,Возрождение Арборстоуна
Ash Legion Mount Stealth,Маскировка ездовых животных Пепельного легиона
Ashes of the Just,Пепел праведников
Balanced Stance,Сбалансированная стойка
Barrier Burst,Взрыв барьера
Bow of Truth,Лук истины
Cascading Corruption,Каскадная порча
Castoran Survivalist,Касторанский выживальщик
Chance on Critical Hit,Шанс при критическом ударе
Charged Shot,Заряженный выстрел
Cleansing Fire,Очищающий огонь
Completing magic-mirror challenges awards key charges.,Завершение испытаний магических зеркал даёт заряды ключей.
Completing renown events in Castora awards more renown.,Выполнение событий известности в Кастора даёт больше известности.
Controlled Analysis,Контролируемый анализ
Convergent Evolution,Конвергентная эволюция
Counterattack Kick,Удар ногой в контратаке
Crippling Shot,Калечащий выстрел
Crushing Blow,Сокрушающий удар
Crystal Forger,Кристальный кузнец
Dazzling Hammer,Ослепляющий молот
Death Magic,Магия смерти
Death Nova,Смертельная новая
Death's Carapace,Панцирь смерти
Detonate Elixir U,Детонировать эликсир U
Earth Sphere,Сфера земли
Elixir F,Эликсир F
Enter Shadow Shroud,Войдите в Теневой Саван
Exalted Gathering,Сбор Возвышенных
Explosive Entrance,Взрывное появление
Fierce Blow,Свирепый удар
Fiery Eruption,Огненное извержение
Fire Shield,Огненный щит
Fire Sphere,Огненная сфера
Fishing Party,Рыбацкая компания
Flame Jet,Струя пламени
Flash Combo,Вспышка-комбо
Free Action,Свободное действие
Frigid Vortex,Ледяной вихрь
Frost Aura,Аура инея
Frost Trap,Ледяная ловушка
Glacial Blow,Ледяной удар
Gleaming Blade,Сияющий клинок
Guttering Light,Угасающий свет
Heal for a percentage of your outgoing damage.,Исцеление в процентах от вашего исходящего урона.
Healing Increase to Others,Увеличение исцеления других
Healing Spring,Исцеляющий источник
Helmet Breaker,Крушитель шлемов
Historian of the Armaments,Историк вооружения
Hooked Spear,Зацепленное копьё
Hunter's Prowess,Мастерство охотника
Ice Storm,Ледяной шторм
Illusion of Life,Иллюзия жизни
Invisible Analysis,Невидимый анализ
Jade Winds,Нефритовые ветры
Janthir Explorer Proficiency,Профессионализм исследователя Джантира
Learn how to give your skiff a short burst of speed.,"Узнайте, как придать вашему скифу кратковременное ускорение."
Learn how to push your skiff to a new top speed.,"Узнайте, как разогнать ваш скиф до новой максимальной скорости."
Lesser Fiery Eruption,Малое огненное извержение
Lesser Seed of Life,Малое семя жизни
Light Aura,Аура света
Lucky Shield now restores all health when it activates.,Счастливый щит теперь восстанавливает все здоровье при активации.
Luminary's Blessing,Благословение Светила
Luminous Staff,Светящийся посох
Magic Blast,Магический взрыв
Magic Storm,Магический шторм
Malice Gained,Полученная злоба
Manifest Sand Shade,Проявление песчаной тени
Mantra of Concentration,Мантра концентрации
Mantra of Distraction,Мантра отвлечения
Mantra of Pain,Мантра боли
Mantra of Resolve,Мантра решимости
Mind Slash,Ментальный удар
Mind the Gap,"Осторожно, разрыв"
Nuhoch Alchemy,Алхимия Нухок
Nuhoch Stealth Detection,Обнаружение невидимости нухоков
Orders from Above,Приказы свыше
Otherworldly Attraction,Потустороннее притяжение
Plague of Pestilence,Чума эпидемии
Pulmonary Impact,Легочный удар
Quick Retribution,Быстрое возмездие
Radiant Blindness,Лучистая слепота
Radiant Bulwark,Лучистый оплот
Radiation Field,Радиационное поле
Raven Bond,Узы Ворона
Raven's Flight,Полёт Ворона
Reaper of Grenth,Жнец Грента
Renewing Gaze,Обновляющий взгляд
Resilience Essence Manipulation,Манипуляция эссенцией стойкости
Ripple of Horror,Рябь ужаса
Seed Turret,Турель семян
Seed of Life,Семя жизни
Sheathe Gunsaber,Убрать сабельный пистолет
Skiff Piloting,Пилотирование ялика
Skimmer Adaptation,Адаптация скиммера
Spark Revolver,Искровой револьвер
Spear of Justice,Копьё правосудия
Spectral Aid,Спектральная помощь
Spectral Recall,Призрачный возврат
Speed Boost,Ускорение
Spider Venom,Яд паука
Static Discharge,Статический разряд
Steal Time,Кража времени
Steal health and gain shadow force when you torment a foe.,"Крадет здоровье и даёт силу тени, когда вы накладываете боль на врага."
Stone Fist,Каменный кулак
Temporal Curtain,Временная завеса
Temporal Realignment,Временная перестройка
Toss Elixir C,Бросить эликсир C
Toss Elixir H,Бросить эликсир H
Toss Elixir R,Бросить эликсир R
Train this mastery to gain bonus effects:,"Изучите это мастерство, чтобы получить бонусные эффекты:"
United Legions Waystation Synchronization,Синхронизация перевалочного пункта Объединённых легионов
Unlock the A New Friend achievement.,Разблокируйте достижение «Новый друг».
Unsheathe Gunsaber,Обнажить гансейбер
Unstable Skritt Bomb,Нестабильная бомба скриттов
Urn of Saint Viktor,Урна святого Виктора
Valor Essence Manipulation,Манипуляция сущностью доблести
Vigilance Essence Manipulation,Манипуляция сущностью бдительности
Wall Launch,Настенный рывок
Well of Blood,Колодец крови
Well of Calamity,Колодец бедствия
Winds of Chaos,Ветры хаоса
Your movement speed is increased.,Ваша скорость передвижения увеличена.
• Arcane chests take significantly less time to open.,• Тайники Arcane открываются значительно быстрее.
• Open arcane chests with ease.,• Позволяет легко открывать тайные сундуки.
"""Eye of the Storm!""",«Око бури!»
"""Nothing Can Save You!""",«Ничто вас не спасет!»
"""Search and Rescue!""",«Поиск и спасение!»
"""Shake It Off!""",«Стряхни это!»
"""Sic 'Em!""",«Взять!»
"""Strength of the Pack!""",«Сила стаи!»
"""Wash the Pain Away!""",«Смой боль!»
"""We Heal As One!""",«Мы исцеляемся как один!»
"""We Will Never Yield!""",«Мы никогда не отступим!»
"""You Are All Weaklings!""",«Вы все слабаки!»
"""Your Soul Is Mine!""",«Твоя душа — моя!»
Additional Charges,Дополнительные заряды
Adept Handiworker Crafting,Ремесло опытного мастера
Alliance Tactics,Тактика Альянса
Ally Ward,Союзный оберег
Ancient Magics,Древняя магия
Apprentice Handiworker Crafting and Homestead Expansion,Ремесло подмастерья-мастера и расширение усадьбы
Arborstone now has a crafting center established.,В Арборстоуне теперь открыт центр ремесел.
