english,translate
PLINK K1T-C,ПЛИНК K1T-C
PLINK K1T-D,ПЛИНК K1T-D
Plinx,Плинкс
Plipdoolb,Плипдулб
Plirr,Плирр
Plokk,Плокк
Ploosi,Плуси
Plume,Плюм
Plunka,Плунка
Plynn,Плинн
Poacher,Браконьер
Pocket Archomorph,Карманный аркоморф
Pocket Raptor,Карманный раптор
Poised Arrow,Натянутая стрела
Poison Bubble,Ядовитый пузырь
Poka,Пока
Pokey,Поки
Poki,Поки
Pokka,Покка
Poky,Поки
Polar Bear,Полярный медведь
Polgus,Полгус
Polinque,Полинк
Ponponi Shinyteeth,Понпони Блестящие Зубы
Poobadoo,Пубаду
Poochy,Пучик
Poppy,Поппи
Population Control Device,Устройство контроля популяции
Porgim,Поргим
Portmatt,Портматт
Post,Пост
Potatlan,Потатлан
Potato,Картофель
Potion Cart Merchant,Торговец тележками с зельями
Poukounah,Покуна
Pouncer,Прыгун
Pove the Sleepless,Пове Бессонный
Powla,Поула
Poyaqui,Пояки
PR&T Red Flower Ooze,PR&T Красный цветочный слизень
PR&T Yellow Flower Ooze,Жёлтый цветочный слизень PR&T
Praga Fiendhaunt,Прага Изверг
Prairie Dog,Луговая собачка
Prangor Warclaws,Prangor Warclaws
Prax Shatterbolt,Пракса Осколочный Болт
Prazz,Празз
Preeda,Прида
Pretch'atta,Претч'атта
Preview Holo-Golem,Голо-голем для предпросмотра
Pricipe,Причипе
Pride,Гордыня
Priest,Жрец
Priest Bashkim,Жрец Башким
Priest Hakim,Жрец Хаким
Priest Lyif,Жрец Лайф
Priest of Abaddon,Жрец Абаддона
Priest of Dwayna,Жрец Двайны
Priest of Grenth,Жрец Грента
Priest of Kormir,Жрец Кормир
Priest of Lyssa,Жрец Лиссы
Priest of Melandru,Жрец Меландру
Priest Sazeer,Жрец Сазир
Priest Tscot,Жрец Тскот
Priest Tyho,Жрец Тихо
Priestess Adhara,Жрица Адхара
Priestess Akeelah,Жрица Акила
Priestess Amelia,Жрица Амелия
Priestess Anya,Жрица Аня
Priestess Corpse,Жрица Трупов
Priestess Karima,Жрица Карима
Priestess Layna,Жрица Лайна
Priestess Nabila,Жрица Набила
Priestess of Balthazar,Жрица Бальтазара
Priestess of Dwayna,Жрица Двайны
Priestess of Grenth,Жрица Грента
Priestess of Kormir,Жрица Кормир
Priestess of Lyssa,Жрица Лиссы
Priestess Rashenna,Жрица Рашенна
Priestess Rhie,Жрица Ри
Priestess Seraah,Жрица Сера
Priestess Sirin,Жрица Сирин
Prima Donna,Примадонна
Prime Hologram,Главная голограмма
Primeval Cultist,Первобытный культист
Primeval Ghost Minion,Призрачный миньон первобытных
Primeval Minister,Древний министр
Primeval Priest,Древний жрец
Primeval Servant,Древний слуга
Primeval Servant Madel,Древний слуга Мадель
Primeval Soldier,Древний солдат
Primeval Steward,Древний управитель
Primeval Sunspear Guard,Древний страж Солнечных копий
Primordial Ooze,Первородная слизь
Primordus,Примордус
Primordus Experiment,Эксперимент Примордуса
Primus,Примус
Primus Kurr,Примус Курр
Primus Sparbreaker,Примус Спарбрейкер
Prince Bakkal,Принц Баккал
Prince Baluch,Принц Балуч
Prince's Daughter,Дочь принца
Prince's Son,Сын принца
Princess,Принцесса
Princess Adachi,Принцесса Адачи
Princess Maggi Mew,Принцесса Мэгги Мью
Princess Snoots McBoops,Принцесса Снутс МакБупс
Prinkt,Принкт
Priory,Приорат
Priory Arcanist,Арканист Приората
Priory Arcanist Audree,Арканист Приората Одри
Priory Arcanist Dolja,Арканист Приората Долья
Priory Archaeologist Roenn,Археолог Приората Роэнн
Priory Cannoneer,Канонир Приората
Priory Caravan,Караван Приората
Priory Defender,Защитник Приората
Priory Engineer,Инженер Приората
Priory Explorer,Исследователь Приората
Priory Explorer Hector,Исследователь Приората Гектор
Priory Explorer Kalliee,Исследователь Приората Калли
Priory Explorer Nala,Исследователь Приората Нала
Priory Explorer Willis,Исследователь Приората Уиллис
Priory Guard,Страж Приората
Priory Guardian,Хранитель Приората
Priory Healer,Целитель Приората
Priory Historian Gikki,Историк Приората Гикки
Priory Historian Sivvi,Историк Приората Сивви
Priory Magic Researcher,Магический исследователь Приората
Priory Magister,Магистр Приората
Priory Magister Vallen,Магистр Приората Валлен
Priory Researcher Thomas,Исследователь Приората Томас
Priory Ritualist,Ритуалист Приората
Priory Scholar,Учёный Приората
Priory Scholar Vannis,Учёный Приората Ваннис
Priory Scout Hiorr,Разведчик Приората Хиорр
Priory Scribe Aeda,Писец Приората Аэда
Priory Scribe Laeg,Писец Приората Лаэг
Priory Travel Golem,Путевой голем Приората
Prisca,Приска
Prishne,Пришне
Prison Guard,Тюремный страж
Prison Guard Keenan,Тюремный стражник Кинан
Prison Warden Zikki,Тюремный надзиратель Зикки
Prisoner 1141,Заключенный 1141
"Private Edwin ""Headspin"" Maynard",Рядовой Эдвин «Вертушка» Мэйнард
Private Grevath,Рядовой Греват
Private Northwyn,Рядовой Нортвин
Private Thorpe,Рядовой Торп
Professor,Профессор
Professor Anni,Профессор Анни
Professor Blipp,Профессор Блипп
Professor Bronk,Профессор Бронк
Professor Dalan,Профессор Далан
Professor Dripa,Профессор Дрипа
Professor Flora,Профессор Флора
Professor Gaz,Профессор Газ
Professor Gorr,Профессор Горр
Professor Smoll,Профессор Смолл
Professor Zinga,Профессор Зинга
Progeny,Дитя
Progeny Fritzi,Дитя Фритци
Prospector,Искатель
Protector Sentinel Suit,Защитный костюм стража
Protestor,Протестующий
Prototype,Прототип
Prototype Arsenite,Прототип Арсенит
Prototype Assistant Lennor,Прототип помощника Леннор
Prototype Golem,Прототип голема
Prototype Incinerator Golem,Прототип голема-испепелителя
Prototype Indigo,Прототип Индиго
Prototype Vermilion,Прототип Вермильон
Prototype X,Прототип X
Proxima Gravegutter,Проксима Могильщица
Proxinn,Проксинн
Prudence,Пруденс
Pry Bloodtuner,Прай Кровавый Настройщик
Prymian,Примиан
Prynna,Принна
PT-R01,PT-R01
Publican,Трактирщик
Pugio Swifttooth,Пугио Быстрозуб
Pukk,Пукк
Puku,Пуку
Pummel Spider,Паук-колотун
Punky,Панки
Pupil,Ученик
Puramatoo,Пураматоо
Purge Signet,Очищающий знак
Purist Junker,Пурист-мусорщик
Purist Mesmer,Пурист-месмер
Purist Necromancer,Пурист-некромант
Purist Necromancer Spirit,Дух пуриста-некроманта
Purist Spirit Archer,Дух пуриста-лучника
Purist Spirit Tahkayun,Дух пуриста Тахкайун
Purre,Пурре
Puschel,Пушель
Putrid Skelk,Гнилой скелк
PUZZ-2,PUZZ-2
PvP Instructor,Инструктор PvP
PvP Items,PvP-предметы
Pyewacket,Пайуакет
Pylon,Пилон
Pyrite Elemental,Пиритовый элементаль
Pyzor Ironmane,Пайзор Железная Грива
Qadim,Кадим
Qais,Каис
Quaestor Dewclaw,Квестор Когтистая Лапа
Quaggan,Квагган
Quaggan Emissary,Посланник квагганов
Quaggan Guard,Страж квагганов
Quaggan Lieutenant,Лейтенант квагганов
Quaggan Tadpole,Головастик кваггана
Quaggan Trainee,Ученик квагганов
Qualdup,Квалдап
Quarrier,Каменотес
Quarry Worker,Рабочий карьера
Quartermaster,Интендант
Quartermaster Criswell,Интендант Крисвелл
Quartermaster Elisabeth,Интендант Элизабет
Quartermaster Isond,Интендант Айзонд
Quartermaster Laris,Интендант Ларис
Quartermaster Niskk,Интендант Нискк
Quartermaster Soanso,Интендант Соансо
Quartermaster Yohana,Интендант Йохана
Quecuan,Квекуан
Queen Bahar,Королева Бахар
Queen Bee Dog,Пёс Королевы Пчёл
Queen Chrii'kkt V,Королева Крии'ккт V
Queen Dahlah,Королева Дала
Queen Doran the Cheerful,Королева Доран Веселая
Queen Ishraa,Королева Ишраа
Queen Jennah,королева Дженна
Queen Labris,Королева Лабрис
Queen Mahtab,Королева Махтаб
Queen Nadijeh,Королева Надиджа
Queen Nahlah,Королева Нала
Queen Towa,Королева Това
Queen Yidaxu,Королева Йидаксу
Queen's Gauntlet,Перчатка Королевы
Queen's Jubilee,Юбилей королевы
Queldip,Квелдип
Quelea Redfare,Квелея Редфэр
Queripik,Кверипик
Quetzal Scout,Разведчик Кетцаль
Quetzal Warrior,Воин кетцалей
Quickblood,Быстрокров
Quickhands Midius,Быстрорукий Мидиус
Quicklash,Быстрохлыст
Quicksnarl,Быстрорык
Quiet Lagoon,Тихая лагуна
Quiet Soldier,Тихий солдат
Quiet Thinker,Тихий мыслитель
Quiggles,Квигглс
Quincifer Palehorse,Квинсифер Бледная Лошадь
Quinn,Quinn
Quinn Ashford,Куинн Эшфорд
Quip,Шутка
Quippa,Квиппа
Quora,Куора
Quorum Guard,Страж кворума
R'tchikk,Р'тчикк
R.N.F.D. Golem,Голем R.N.F.D.
Raas,Раас
Raast,Рааст
Raccoon,Енот
Raccoon Kingpin,Главарь енотов
Race Coordinator,Координатор гонок
Racecar,Гоночный болид
Rachip'atopa,Рачип'атопа
Radeyah,Радия
Radiance,Сияние
Rae,Рэй
Raekk,Рэкк
Rael,Раэль
Ragaara Gutslitter,Рагаара Потрошительница
Rage Debater,Спорщик
Ragefire Wolf,Волк Яростного Огня
Ragesinger,Яропев
Raghild,Рагхильд
Rahma,Рахма
Rahn,Ран
Raia Keelbreak,Райя Киль
Raider,Рейдер
Raik,Райк
Rainless Meadow,Бездождный Луг
Raisa the Healer,Целительница Раиса
Rajihd,Раджихд
Rak Deathmane,Рак Смертогрив
Rak'ehl Woundgiver,Рак'эль Ранящая
Rakka,Ракка
Rakkan,Раккан
Rakona,Ракона
Rakt,Ракт
Ralena,Ралена
Ralena Stormbringer,Ралена Громовержец
Rally Point,Точка сбора
Ralote Foebreaker,Ралотэ Сокрушитель Врагов
Rama,Рама
Rampaging Earth Elemental,Разъярённый элементаль земли
Ramses,Рамзес
Ranch Hand,Работник ранчо
Ranch Hand Joe,Работник ранчо Джо
Rancher Linda,Фермер Линда
Rancher Tolona Ironrustler,Ранчер Толона Айронрастлер
Rancher Zach,Фермер Зак
Randall Greyston,Рэндалл Грейстон
Randver,Рандвер
Ranger,Рейнджер
Rani,Рани
Rani Ravenbane,Рани Погибель Воронов
Ranir,Ранир
Rank,Ранг
Rank 1 Glory Vendor,Торговец славой 1 ранга
Rank 20 Glory Vendor,Торговец славой 20 ранга
Ranka Bloodsworn,Ранка Кровавая Клятва
Rankar Harrownight,Ранкар Харроунайт
Rankfur,Ранкфур
Rannig,Ранниг
Ranoah,Раноа
Ranoah Grindsteel,Раноа Сталеточ
Raouf,Рауф
Rappatat,Раппатат
Raptor Keeper Cetti,Смотритель ящеров Четти
Raptor Rental,Аренда рапторов
Raptor Shepherd,Пастух ящеров
Raptorgaze,Рапторозор
Rarrii,Раррии
Rashak,Рашак
Rasolov,Расолов
Raspberry,Малина
Rata Novan Holographic Messenger,Голографический вестник Рата Новы
Rata Sum Protector,Защитник Рата Сума
Ratha Timberbreaker,Рата Лесолом
Raven,Ворон
Raven Acolyte,Аколит Ворона
Raven Hall,Вороний зал
Raven of Karas,Ворон из Караса
Raven Shaman,Шаман Ворона
Raven Shaman Hallveig,Шаман Ворона Халльвейг
Raven Shaman Heinze,Шаман Ворона Хайнце
Raven Shaman Tait,Шаман Ворона Тейт
Raven Shaman Vidar,Шаман Ворона Видар
Raven Spirit Shadow,Тень Духа Ворона
Raven the Malevolent,Ворон Злобный
Ravenous Wanderer Shade,Алчущий странник-тень
Ravenswood Branch,Ветвь вороньего леса
Ravious,Рэвиус
Rawley Sawcut,Роули Пилозуб
Ray,Рэй
Raz Shinbreaker,Раз Разрушитель Голеней
Razah Crimsonfist,Разах Багровый Кулак
Razenight,Ночеруш
Razorclaw,Бритвоког
RBRT-0,RBRT-0
RC Golem,RC-голем
Reactive Test Mech,Реактивный тестовый мех
Realm Devourer,Пожиратель миров
Reanimated Mech,Реанимированный мех
Reaper of the Bone Pits,Жнец Костяных ям
Reaper of the Forgotten Vale,Жнец Забытой долины
Reaper of the Labyrinth,Жнец Лабиринта
Reaper of the Spawning Pools,Жнец Нерестилищ
Reaper of the Twin Serpent Mountains,Жнец гор Двух Змеев
Reaper's Shroud,Саван жнеца
Rebel Constantine,Мятежник Константин
Rebel Isaak,Мятежник Исаак
Rebel Sympathizer,Сочувствующий повстанцам
Receiving Attendant,Принимающий служащий
Reconnaissance Lieutenant,Лейтенант разведки
Recruit,Новобранец
Recruit Bileclaw,Новобранец Желчекогть
Recruit Hamdi,Новобранец Хамди
Recruit Morley,Новобранец Морли
Recruit Rahana,Новобранец Рахана
Recruit Ramis,Новобранец Рамис
Recruit Tochacatl,Новобранец Точакатль
Recruit Wongoo,Новобранец Вонгу
Recruiter Levanche,Вербовщик Леванш
Recuperating Agent,Выздоравливающий агент
Red Rock,Красный камень
Red Team Coordinator,Координатор красной команды
Redeye,Красный Глаз
Redfoot,Красноног
Rednax,Реднакс
Reef Hatchling,Детёныш рифового ската
Reeva,Рива
Refugee,Беженец
Refugee Bjorn,Беженец Бьорн
Refugee Blacksmith,Беженец-кузнец
Refugee Camp Director,Директор лагеря беженцев
Refugee Cub,Беженец-детёныш
Refugee Eydis,Беженец Эйдис
Refugee Farmer,Беженец-фермер
Refugee Lennart,Беженец Леннарт
Refugee Primus,Беженец Примус
Refugee Vortius,Беженец Вортиус
Regg,Регг
Reginald Murcan,Реджинальд Муркан
Reidarr,Рейдарр
Reiko Murakami,Рейко Мураками
Reinalle,Рейналль
Reinforced Gate,Укреплённые ворота
Rekka,Рекка
Relentless Uproar,Неутихающий шум
Relic Hunter Bloodyfang,Охотник за реликвиями Кровавый Клык
Relic Hunter Jonas,Охотник за реликвиями Джонас
Relic Hunter Liara,Охотник за реликвиями Лиара
Relief Crew Agent,Агент спасательного отряда
Relief Crew Scout,Разведчик спасательного отряда
Relott,Релотт
Reluctant Bandit,Неохотный бандит
Remaining Light,Остаточный свет
Remaris Earshot,Ремарис Эршот
Remlit,Ремлит
Remnant Dust Devil,Остаточный пылевой дьявол
Remnant of a Molten Berserker,Остаток пламенного берсерка
Remnant of a Warrior,Остаток воина
Remus Hordeblaster,Ремус Ордодер
Ren,Рен
Rend Sunderscorch,Ренд Опаляющий
Rendflesh,Плоторв
Renegade Engineer,Инженер-ренегат
Renegade Fanatic,Фанатик-ренегат
Renk,Ренк
Renni,Ренни
Renvari,Ренвари
Renyak,Реньяк
Reoth,Реот
Repair Chief Mozu,Главный ремонтник Мозу
Repair Overseer,Надзиратель по ремонту
Repaired Golem,Отремонтированный голем
Representative Markel,Представитель Маркел
Representative of Blood Legion,Представитель Кровавого легиона
Representative of Ebonhawke,Представитель Эбонхока
