english,translate
Cragtop,Скалистая вершина
Cragtop Tower,Башня на скале
Crankshaft Depot,Склад коленвалов
Crankshaft Depot Emergency Waypoint,Аварийная путевая точка Склада коленвалов
Crash of the Storm's Daughter,Крушение «Дочери шторма»
Crash Site 1,Место крушения 1
Crash Site 2,Место крушения 2
Crash Site 3,Место крушения 3
Crater Rim,Край кратера
Crater's Precipice,Обрыв кратера
Craven Blight,Трусливая гниль
Craze's Folly,Безумие Крейза
Creaking Caverns,Скрипучие пещеры
Creator's Commons,Площадь Творца
Creature Corral,Загон для существ
Creeping Crevasse,Ползучая расщелина
Crescent's Prosperity,Процветание Полумесяца
Crescent's Town Hall,Ратуша Полумесяца
Crestfallen Trench,Унылая впадина
Crimsonleaf Fountain,Багроволистный фонтан
Crippled Bridges,Разрушенные мосты
Criterion Canyon,Критерион-каньон
Criterion Waypoint,Путевая точка Критериона
Critical Blowback,Критический откат
Crocuta Vantage,Высота Крокуты
Crossing Waypoint,Путевая точка Перекрестка
Crossroads Haven Waypoint,Путевая точка Приюта на перекрестке
Crow's Nest,Воронье гнездо
Crow's Nest Tavern (Captain's Council),Таверна «Воронье гнездо» (Совет капитанов)
Crown Pavilion Waypoint,Путевая точка Королевского павильона
Crucible Access Platform,Платформа доступа к Испытаниям
Crucible Access Waypoint,Путевая точка доступа к Горнилу
Crucible of Consecration,Горнило освящения
Crucible of Eternity,Горнило Вечности
Crucible of Eternity Waypoint,Путевая точка Горнила Вечности
Crucible of the Apostate,Горнило отступника
Crumbling Edifice,Разрушенное здание
Crumbling Path,Разрушенная тропа
Crumbling Precipice,Разрушенный обрыв
Crumbling Trail Waypoint,Путевая точка Разрушенной тропы
Crusader's Return,Возвращение крестоносца
Crusted Sholes,Покрытые коркой отмели
Crypts of the Dreaming Dead,Склепы спящих мертвецов
Crystal Bloom Camp,Лагерь «Кристального цветения»
Crystal Bloom Outpost,Аванпост «Кристального цветения»
Crystal Cave,Кристальная пещера
Crystal Cavern,Кристальная пещера
Crystal Cudgel,Кристальная дубинка
Crystal Desert,Кристальная пустыня
Crystal Oasis,Кристальный оазис
Crystal Wing,Кристальное крыло
Crystalline Memories,Кристаллические воспоминания
Crystalpool,Кристальный пруд
Crystalwept Groves,Рощи Кристальных Слез
Cuatl Morass,Топь Куатль
Cuatl Waypoint,Путевая точка Куатль
Cubular Fells,Кубические холмы
Cursed Shore,Проклятый берег
Cutpurse Circle,Круг Карманников
Cylow Outpost,Аванпост Сайлоу
Cymbel's Rescue,Спасение Симбеля
Dabiji Hollows,Лощина Дабиджи
Daemon's Undercroft,Подземелье Демона
Dagda's Perception,Восприятие Дагды
Dagda's Quarters,Покои Дагды
Daigo Dump Site,Свалка Дайго
Daigo Ward,Район Дайго
Daigo Ward Waypoint,Путевая точка Района Дайго
Dajkah,Дайджа
Dalada Forest,Лес Далада
Dalada Forest Waypoint,Путевая точка Леса Далада
Dalin's Pumping Station,Насосная станция Далина
Damos Isle,Остров Дамос
Danador's Kennel,Псарня Данадора
Danelon Mine,Шахта Данелон
Danelon Passage,Проход Данелона
Dangerous Research,Опасные исследования
Danika's Respite,Привал Даники
Dappled Shores,Пестрые берега
Dark Leviathan Waypoint,Путевая точка Тёмного Левиафана
Darkhoof Heights,Высоты Темнокопытных
Darkness at Drakentelt,Тьма в Дракентельте
Darkrait Inlet,Вход Даркрайт
Darkrime Delves,Темноинейные копи
Darkrime Ruins,Темноинейные руины
Darkriven Bluffs,Темнорасколотые утесы
Darkriven Waypoint,Путевая точка Темнорасколотых утесов
Darkweather Rise,Возвышенность Тёмной Погоды
Darkweather Waypoint,Путевая точка Тёмной Погоды
Darkwound Defile,Ущелье Тёмной Раны
Darkwound Waypoint,Путь к Тёмной Ране
Darra's Maze,Лабиринт Дарры
Dawn's Eyrie,Гнездо Рассвета
Dawn's Tower,Башня Рассвета
Dawnright Estate Waypoint,Путевая точка Поместья Донрайт
Dawnrise Pass,Перевал Восхода
Dawnrise Waypoint,Путевая точка Перевала Восхода
Dawnside Quay,Причал Заката
De Molish Post,Пост Де Молиш
Dead Lab,Мёртвая лаборатория
Dead Lovers Rock,Скала Мёртвых Влюбленных
Dead Man's Gorge,Ущелье Мертвеца
Dead of Winter,Зимняя смерть
Deadend Cave,Тупиковая пещера
Deadend Waypoint,Путевая точка Тупика
Deadgod's Lair,Логово Мёртвых Богов
Deadlock Sweep,Зачистка тупика
Deadly Force,Смертельная сила
Deadman's Reach,Предел Мертвеца
Death in the Sky,Смерть в небесах
Death Row,Ряд смерти
Death's Anthem,Гимн смерти
Death's Gaze Torch,Факел Взгляда Смерти
Death's Landing,Пристанище Смерти
Deathblade's Watch Waypoint,Путь к дозорной башне Смертоносного Клинка
Deathmatch Courtyard,"Арена «Смертельный поединок»"
Deathroot Shack,Лачуга Корня Смерти
Decayed Hive,Разложившийся улей
Deceit's Climb,Подъём Обмана
Decima's Stormfield,Грозовое поле Десимы
Decimation Bend,Изгиб Истребления
Decimus Stones,Камни Десимуса
Decrepit Chak Nest,Ветхое гнездо чаков
Deep and Troubled Waters,Глубокие и неспокойные воды
Deep Tangled Roots,Глубокие запутанные корни
Deep Trouble,Глубокие неприятности
Deep Trouble: Excavation Yard,Глубокие неприятности: Раскопки
Deep Trouble: The Deep,Глубокие неприятности: Глубина
Deeper and Deeper,Глубже и глубже
Deepest Secrets: Yong Reactor,Тайны глубин: Реактор Йонг
Deeprift Brood,Выводок Глубинного разлома
Deeproot Sink,Глубокорений Ручей
Deepstone Fractal,Фрактал Глубокого камня
Deepwater Cooling Sink,Сток глубоководного охлаждения
Deepwood Outpost,Аванпост Глубокого леса
Deepwood Outpost Waypoint,Путевая точка Аванпоста Глубокого леса
Defender's Field,Поле защитника
Defending the Keep,Защита крепости
Defense Contract,Оборонный контракт
Defense Headquarters,Штаб обороны
Defense of Shaemoor,Защита Шеймура
Defensive Operations Camp,Лагерь оборонных операций
Defiled Cradle,Оскверненная колыбель
Deft Lahar's Abode,Обитель ловкого Лахара
Defusing the Problem,Обезвреживание проблемы
Degun Shun,Дегун Шун
Dehwan Expanse,Простор Дехван
Dejarin Ruins,Руины Деджарина
Delanian Foothills,Предгорья Делании
Delanian Waypoint,Деланийский переход
Deldrimor Cellars,Погреба Делдримора
Deldrimor Front,Фронт Делдримора
Deldrimor Garrison,Гарнизон Делдримора
Deldrimor Ruins,Руины Делдримора
Delegation of the Legions,Делегат Легионов
