english,translate
Lake Doric Insight: Melandru's Flourish,Lake Doric: Обзор: Процветание Melandru
Lake Doric Insight: Melandru's Refuge,Lake Doric: Обзор: Убежище Melandru
Lake Doric Insight: Watcher's Hollow,Lake Doric: Обзор: Лощина Наблюдателя
Lake Doric Master,Мастер Lake Doric
Lake Doric Rift Hunting,Охота на разломы в Lake Doric
Lap Cat,Ручная кошка
Larva Conservationist,Защитник личинок
Laser Lighter,Лазерный зажигатель
Last Cannon,Последняя пушка
Laugh Like Lyhr Is Watching,"Смейся так, будто Lyhr смотрит"
Leader of the Yak,Лидер яков
Leading from the Front,Вести за собой
League Champion,Чемпион лиги
League Conqueror—2v2 Season Eight,"Завоеватель лиги — 2 на 2, 8-й сезон"
League Conqueror—2v2 Season Five,"Завоеватель лиги — 2 на 2, 5-й сезон"
League Conqueror—2v2 Season Four,"Завоеватель лиги — 2 на 2, 4-й сезон"
League Conqueror—2v2 Season Nine,"Завоеватель лиги — 2 на 2, 9-й сезон"
League Conqueror—2v2 Season One,"Завоеватель лиги — 2 на 2, 1-й сезон"
League Conqueror—2v2 Season Seven,"Завоеватель лиги — 2 на 2, 7-й сезон"
League Conqueror—2v2 Season Ten,"Завоеватель лиги — 2 на 2, 10-й сезон"
League Conqueror—2v2 Season Three,"Завоеватель лиги — 2 на 2, 3-й сезон"
League Conqueror—3v3 Season Eight,"Завоеватель лиги — 3 на 3, 8-й сезон"
League Conqueror—3v3 Season Five,"Завоеватель лиги — 3 на 3, 5-й сезон"
League Conqueror—3v3 Season Four,"Завоеватель лиги — 3 на 3, 4-й сезон"
League Conqueror—3v3 Season Nine,"Завоеватель лиги — 3 на 3, 9-й сезон"
League Conqueror—3v3 Season One,"Завоеватель лиги — 3 на 3, 1-й сезон"
League Conqueror—3v3 Season Ten,"Завоеватель лиги — 3 на 3, 10-й сезон"
League Conqueror—3v3 Season Three,"Завоеватель лиги — 3 на 3, 3-й сезон"
League Conqueror—3v3 Season Two,"Завоеватель лиги — 3 на 3, 2-й сезон"
League Conqueror—Champion,Завоеватель лиги — Чемпион
League Conqueror—Conquest,Завоеватель лиги — Завоевание
League Conqueror—Conquest Season Forty,"Завоеватель лиги — Завоевание, 40-й сезон"
League Conqueror—Conquest Season Forty-Five,"Завоеватель лиги — Завоевание, 45-й сезон"
League Conqueror—Conquest Season Forty-Four,"Завоеватель лиги — Завоевание, 44-й сезон"
League Conqueror—Conquest Season Forty-One,"Завоеватель лиги — Завоевание, 41-й сезон"
League Conqueror—Conquest Season Forty-Two,"Завоеватель лиги — Завоевание, 42-й сезон"
League Conqueror—Conquest Season Thirty,"Завоеватель лиги — Завоевание, 30-й сезон"
League Conqueror—Conquest Season Thirty-Eight,"Завоеватель лиги — Завоевание, 38-й сезон"
League Conqueror—Conquest Season Thirty-Five,"Завоеватель лиги — Завоевание, 35-й сезон"
League Conqueror—Conquest Season Thirty-Four,"Завоеватель лиги — Завоевание, 34-й сезон"
League Conqueror—Conquest Season Thirty-Nine,"Завоеватель лиги — Завоевание, 39-й сезон"
League Conqueror—Conquest Season Thirty-One,"Завоеватель лиги — Завоевание, 31-й сезон"
League Conqueror—Conquest Season Thirty-Seven,"Завоеватель лиги — Завоевание, 37-й сезон"
League Conqueror—Conquest Season Thirty-Six,"Завоеватель лиги — Завоевание, 36-й сезон"
League Conqueror—Conquest Season Thirty-Three,"Завоеватель лиги — Завоевание, 33-й сезон"
League Conqueror—Conquest Season Thirty-Two,"Завоеватель лиги — Завоевание, 32-й сезон"
League Conqueror—Conquest Season Twenty-Eight,"Завоеватель лиги — Завоевание, 28-й сезон"
League Conqueror—Conquest Season Twenty-Five,"Завоеватель лиги — Завоевание, 25-й сезон"
League Conqueror—Conquest Season Twenty-Four,"Завоеватель лиги — Завоевание, 24-й сезон"
League Conqueror—Conquest Season Twenty-Nine,"Завоеватель лиги — Завоевание, 29-й сезон"
League Conqueror—Conquest Season Twenty-One,"Завоеватель лиги — Завоевание, 21-й сезон"
League Conqueror—Conquest Season Twenty-Seven,"Завоеватель лиги — Завоевание, 27-й сезон"
League Conqueror—Conquest Season Twenty-Six,"Завоеватель лиги — Завоевание, 26-й сезон"
League Conqueror—Conquest Season Twenty-Three,"Завоеватель лиги — Завоевание, 23-й сезон"
League Conqueror—Conquest Season Twenty-Two,"Завоеватель лиги — Завоевание, 22-й сезон"
League Conqueror—Elite,Завоеватель лиги — Элита
League Conqueror—Recruit,Завоеватель лиги — Новобранец
League Conqueror—Veteran,Завоеватель лиги — Ветеран
League Dominator—Champion,Доминатор лиги — Чемпион
League Dominator—Elite,Доминатор лиги — Элита
League Dominator—Recruit,Доминатор лиги — Рекрут
League Dominator—Veteran,Доминатор лиги — Ветеран
League Elementalist—Champion,Элементалист лиги — Чемпион
League Elementalist—Elite,Элементалист лиги — Элита
League Elementalist—Recruit,Элементалист лиги — Рекрут
League Elementalist—Veteran,Элементалист лиги — Ветеран
League Elite,Элита лиги
League Engineer—Champion,Инженер лиги — Чемпион
