english,translate
Dual Orbits: Fire and Air,Двойные орбиты: Огонь и Воздух
Dual Orbits: Fire and Earth,Двойные орбиты: Огонь и Земля
Dual Orbits: Fire and Water,Двойные орбиты: Огонь и Вода
Dual Orbits: Water and Air,Двойные орбиты: Вода и Воздух
Dual Orbits: Water and Earth,Двойные орбиты: Вода и Земля
Dual Shot,Двойной выстрел
Dual Strike,Двойной удар
Dual Wielding,Владение двумя оружиями
Dueling,Дуэли
Duelist's Discipline,Дисциплина дуэлянта
Duelist's Preparation,Подготовка дуэлянта
Duelist's Reversal,Контратака дуэлянта
Dulled Senses,Притупленные чувства
Dune Cloak,Песчаный плащ
Duration Decreased in Reaper's Shroud,Длительность уменьшена в мантии Жнеца
Duration Increase for Ally Heal,Увеличение длительности исцеления союзников
Duration Increase to Mech,Увеличение длительности для меха
Duration increased by 1 second.,Длительность увеличена на 1 секунду.
Duration on Entering,Длительность при входе
Duration on Exiting,Длительность при выходе
Dusk Strike,Сумеречный удар
Dust Charge,Заряд пыли
Dust Storm,Пыльная буря
Dust Strike,Удар пылью
Dust Tornado,Пыльный торнадо
Dwarven Battle Training,Дворфийская боевая подготовка
Dwayna's Lightning,Молния Dwayna
Dwayna's Tempest,Буря Dwayna
Dynamic Deterrent,Динамическое сдерживание
Dysapoptosis,Дизопоптоз
Earn Raven's Light.,Заслужите Свет Ворона.
Earth,Земля
Earth Attunement,Настройка земли
Earth Render,Земляной удар
Earth's Embrace,Объятия земли
Earthen Blast,Земляной взрыв
Earthen Blessing,Благословение земли
Earthen Rush,Земляной рывок
Earthen Spear,Земляное копьё
Earthen Synergy,Земляная синергия
Earthen Vortex,Земляной вихрь
Earthfall,Землепад
Earthquake,Землетрясение
Earthrend,Земляной разлом
Earthshaker,Землетряс
Eat Egg,Съесть яйцо
Eat Owl Egg,Съесть яйцо совы
Eat Wurm Egg,Съесть яйцо червя
Eaten,Съедено
Echo of Memory,Эхо памяти
Echo of Truth,Эхо истины
Echoing Erosion,Эхо эрозии
Echoing Eruption,Эхо извержения
Eclipsed Backlash,Затменная отдача
Ectoplasmic Flame,Эктоплазменное пламя
Effectiveness Increased,Эффективность увеличена
Effectiveness per instrument is increased.,Эффективность каждого инструмента увеличена.
Effervescence,Шипение
Efficient Magic,Эффективная магия
Effigy Pulse,Импульс чучела
Effulgent Stance,Сияющая стойка
Ego Restoration,Восстановление эго
Egotism,Эгоизм
Elder's Respite,Отдых старейшины
Electric Bomb,Электрическая бомба
Electric Discharge,Электрический разряд
Electric Enchantment,Электрическое зачарование
Electric Exposure,Электрическое воздействие
Electric Fence,Электрический забор
Electric Rain,Электрический дождь
Electrical Repulsion,Электрическое отталкивание
Electrified Net,Электрическая сеть
Electrified Shield,Электрический щит
Electrified Tornado,Электрический торнадо
Electro-Repulsion,Электроотталкивание
Electro-whirl,Электрический вихрь
Electrocute,Удар током
Elemental Balance,Стихийный баланс
Elemental Bastion,Стихийный бастион
Elemental Blast,Элементальный взрыв
Elemental Breath,Элементальное дыхание
Elemental Celerity,Элементальная быстрота
Elemental Compression,Элементальное сжатие
Elemental Dynamo,Стихийное динамо
Elemental Enchantment,Стихийное зачарование
Elemental Epitome,Стихийная квинтэссенция
Elemental Explosion,Элементальный взрыв
Elemental Lockdown,Стихийная блокировка
Elemental Manipulation,Манипуляция стихиями
Elemental Polyphony,Стихийная полифония
Elemental Procession,Стихийная процессия
Elemental Pursuit,Стихийное преследование
Elemental Refreshment,Стихийное обновление
Elemental Requiem,Элементальный реквием
Elemental Shielding,Стихийный щит
Elemental Surge,Элементальный всплеск
Elemental Sweep,Элементальный взмах
Elemental Synergy,Стихийная синергия
Elemental Whirl,Элементальный вихрь
Elements of Rage,Стихии ярости
Elevated Bond,Возвышенная связь
Elevated Compassion,Возвышенное сострадание
Elite Mortar Kit,Элитный комплект миномёта
Elite Recharge Reduced,Перезарядка элитного навыка сокращена
Elixir Gun,Эликсирная пушка
Elixir Shell,Эликсирный снаряд
Elixir of Ambition,Эликсир амбиций
Elixir of Anguish,Эликсир мучений
Elixir of Bliss,Эликсир блаженства
Elixir of Ignorance,Эликсир невежества
Elixir of Promise,Эликсир обещания
Elixir of Risk,Эликсир риска
Elixir skills grant protection.,Эликсиры даруют Протекцию.
"Elixir. Quaff an elixir, converting conditions into boons.","Эликсир. Выпейте эликсир, превращая состояния в благословения."
"Elixir. Quaff an elixir, gaining boons.","Эликсир. Выпейте эликсир, получая благословения."
Eluding Nullification,Уклонение от аннулирования
Elusive Mind,Неуловимый разум
Elutriate,Элютриация
Embalming Barrage,Бальзамирующий залп
Embalming Shot,Бальзамирующий выстрел
Ember Sweep,Угольный взмах
Emergency Jade Shield,Аварийный нефритовый щит
Empathic Bond,Эмпатическая связь
Empathic Manipulation,Эмпатическая манипуляция
Empire Divided,Расколотая империя
Employ thermal propulsion to travel long distances.,Используйте тепловую тягу для перемещения на большие расстояния.
Empower,Усиление
Empower Allies,Усиление союзников
Empowered,Усиление
Empowered Armaments,Усиленное вооружение
Empowered Empowerment,Усиленное усиление
Empowered Illusions,Усиленные иллюзии
Empowered Skill Recharge,Усиленная перезарядка умений
Empowering Auras,Усиливающие ауры
Empowering Blast,Усиливающий взрыв
Empowering Flame,Усиливающее пламя
Empowering Might,Усиливающая мощь
Empowering Misery,Усиливающее страдание
Empowering Spirits,Усиливающие духи
Enchanted Daggers,Зачарованные кинжалы
Enchantment Collapse,Крах чар
End Death Shroud,Завершить саван смерти
Endless Enmity,Бесконечная вражда
Endothermic Shell,Эндотермическая оболочка
Endurance Thief,Похититель выносливости
Endurance Threshold Increase,Увеличение порога выносливости
Endurance per Initiative,Выносливость за инициативу
Endurance regeneration is reduced.,Регенерация выносливости снижена.
Endure Pain,Стойкость к боли
Enduring Pain,Длительная боль
Enduring Recovery,Длительное восстановление
Enduring Refrain,Длительный рефрен
Enduring Swing,Длительный взмах
Enemy Tile,Вражеская плитка
Energize,Энергизация
Energized Affliction,Энергизированное страдание
Energized Elements,Заряженные элементы
Energized Hologram,Энергизированная голограмма
Energizing Slam,Энергизирующий удар
Energy Amplifier,Усилитель энергии
Energy Eclipse,Энергетическое затмение
Energy Expulsion,Выброс энергии
Energy Meld,Энергетическое слияние
Energy Surge,Энергетический всплеск
Energy Threshold,Порог энергии
Energy Torrent,Энергетический поток
Energy Wave,Энергетическая волна
Enervating Earth,Обессиливающая земля
Enervation Blade,Клинок обессиливания
Enervation Echo,Эхо обессиливания
Enfeebled Force,Ослабленная сила
Enfeebling Blood,Ослабляющая кровь
Enfeebling Maul,Ослабляющий удар
Enfeebling Miasma,Ослабляющий миазм
Enfeebling Roar,Ослабляющий рык
Engage Photon Forge,Активировать фотонную кузницу
Engulfing Darkness,Поглощающая тьма
Enhanced Capacity Storage Unit,Улучшенный блок хранения
Enhanced Destructive Aura,Усиленная разрушительная аура
Enhanced Embodiment,Улучшенное воплощение
Enhanced Potency,Улучшенная эффективность
Enhancing Impact,Усиливающий удар
Enigmatic Connection,Загадочная связь
Enraging Stomp,Разъяряющий топот
Entangle,Опутать
Entangling Asp,Опутывающая гадюка
Entangling Web,Опутывающая паутина
Entering beastmode grants you the boons affecting your pet.,"Слияние со зверем даёт вам дары, лежащие на вашем питомце."
Entering or exiting beast mode grants protection.,Слияние со зверем и прекращение слияния даруют вам Протекцию.
Entertaining Amenities,Развлекательные удобства
Enveloping Haze,Окутывающая дымка
Envoy of Exuberance,Посланник изобилия
Epidemic,Эпидемия
Equal and Opposite Reaction,Равное и противоположное противодействие
Equalizing Blow,Уравнивающий удар
Eroding Curse,Разъедающее проклятие
Eruption,Извержение
Eruption Vent,Вентиляция извержения
Eruption of Rot,Извержение гнили
Escape,Побег
Escape Artist,Мастер побега
Escapist's Fortitude,Стойкость беглеца
Essence Attunement,Настройка сущности
Essence Blast,Взрыв эссенции
Essence Sap,Вытягивание эссенции
Essence of Living Shadows,Эссенция живых теней
Essence of Resilience Tier 1,"Сущность стойкости, уровень 1"
Essence of Resilience Tier 2,"Сущность стойкости, уровень 2"
Essence of Resilience Tier 3,"Сущность стойкости, уровень 3"
Essence of Resilience Tier 4,"Сущность стойкости, уровень 4"
Essence of Speed,Сущность скорости
Essence of Valor Tier 1,"Сущность доблести, уровень 1"
Essence of Valor Tier 2,"Сущность доблести, уровень 2"
Essence of Valor Tier 3,"Сущность доблести, уровень 3"
Essence of Valor Tier 4,"Сущность доблести, уровень 4"
