english,translate
Stow Flamethrower,Убрать огнемет
Stow Grenade Kit,Убрать набор гранат
Stow Med Kit,Убрать аптечку
Stow Mortar Kit,Убрать миномёт
Stow Tome,Убрать фолиант
Stow Tool Kit,Убрать набор инструментов
Stream Strike,Потоковый удар
Streamlined Kits,Улучшенные наборы
Strength,Сила
Strength of Shadows,Сила теней
Strength of Stone,Сила камня
Strength of the Fallen,Сила павших
Strengthening Stanzas,Укрепляющие стансы
Stretched Time,Растянутое время
Strider's Strength,Сила странника
Strike,Удар
Strike Damage Increase,Увеличение урона от ударов
Strike around you when entering shroud.,"Вы наносите удар вокруг себя, когда входите в Саван."
Strike damage dealt increases when above health threshold.,"Вы наносите повышенный прямой урон, пока ваше здоровье выше порога."
Strike damage dealt is increased after activating a virtue.,Наносимый вами прямой урон увеличивается после активации добродетели.
Strike damage dealt is increased while you have resolution.,"Наносимый вами прямой урон увеличивается, пока у вас есть дар Решимости."
Strike damage dealt is increased while you have vigor.,"Вы наносите повышенный прямой урон, пока у вас есть дар Энергичности."
Strike damage taken is reduced while attuned to earth.,"Получаемый вами прямой урон уменьшается, пока вы используете силу Земли."
Strikes up to five targets within range.,Наносит удары до пяти целям в радиусе действия.
Stun,Оглушение
Stun Duration per Charge,Длительность оглушения за заряд
Stunning Rush,Оглушающий рывок
Sublime Conversion,Возвышенное превращение
Sulfuric Froth,Серная пена
Summon,Призыв
Summon 7-Series Golem,Призвать голема 7-й серии
Summon Blood Fiend,Призвать кровавого изверга
Summon Bone Fiend,Призвать костяного изверга
Summon Bone Minions,Призвать костяных миньонов
Summon Crablings,Призвать крабиков
Summon Cyclone Bow,Призвать лук циклона
Summon D-Series Golem,Призвать голема D-серии
Summon Druid Spirit,Призвать духа друида
Summon Flesh Golem,Призвать голема из плоти
Summon Flesh Wurm,Призвать червя из плоти
Summon Healing Spring,Призвать целебный источник
Summon Kryptis Turret,Призвать криптис-турель
Summon Madness,Призвать безумие
Summon Power Suit,Призвать силовой костюм
Summon Shadow Fiend,Призвать теневого изверга
Summon Spirits,Призвать духов
Summon Sylvan Hound,Призвать лесного гончую
Summons illusions.,Призывает иллюзии.
Sun Edge,Солнечное лезвие
Sun Ripper,Солнечный потрошитель
Sun Spirit,Дух солнца
Sun and Moon Style,Стиль Солнца и Луны
Sundered Platform,Разрушенная платформа
Sundering Burst,Разрывающий взрыв
Sundering Leap,Разрушительный прыжок
Sundering Shade,Разрывающая тень
Sundering Smash,Разрушительный удар
Sundering Volley,Разрушительный залп
Sunspot,Солнечное пятно
Super Elixir,Суперэликсир
Supercharged Cartridges,Заряженные картриджи
Superconducting Signet,Сверхпроводящая печать
Superior Elements,Высшие элементы
Superiority Complex,Комплекс превосходства
Supernova,Сверхновая
Superspeed,Сверхскорость
Surge of Darkness,Всплеск тьмы
Surge of the Mists,Всплеск Туманов
Surging Flames,Всплеск пламени
Surging Maw,Всплеск пасти
Surprise Shot,Внезапный выстрел
Surrender,Сдаться
Survival Instincts,Инстинкты выживания
"Survival. Use mud to cripple, slow, and immobilize foes.","Выживание. Используйте грязь, чтобы калечить, замедлять и обездвиживать врагов."
Survival. You and your pet gain quickness and superspeed.,Выживание. Вы и ваш питомец получаете проворство и суперскорость.
Swap,Смена
Swapping attunements restores health.,Смена Стихий восстанавливает здоровье.
Sweep,Подсечка
Sweep the Mold,Смести плесень
Swift Cut,Быстрый разрез
Swift Revenge,Стремительная месть
Swift Scholar,Стремительный учёный
Swift Termination,Стремительное завершение
Swift as the Wind,Быстрее ветра
Swiftness,Быстрота
Swindler's Equilibrium,Равновесие мошенника
Swing,Взмах
Swipe,Удар
Swirling Strike,Вихревой удар
Swirling Winds,Вихревые ветры
Swoop,Пикирование
Sword Arc,Дуга меча
Sword Proficiency,Владение мечом
Sword Spin,Вращение меча
Sword Wave,Волна меча
Sword of Decimation,Меч опустошения
Sword of Wrath,Меч гнева
Symbiotic Shielding,Симбиотический щит
Symbiotic Synergy,Симбиотическая синергия
Symbol of Blades,Символ клинков
Symbol of Energy,Символ энергии
Symbol of Faith,Символ веры
Symbol of Ignition,Символ воспламенения
Symbol of Judgment,Символ правосудия
Symbol of Light,Символ света
Symbol of Protection,Символ защиты
Symbol of Punishment,Символ наказания
