english,translate
/Tick,/Tick
/brandish,/brandish
/escape,/escape
/guild,/guild
/return,/return
/team,/team
032 Dusk XIIV,032 Сумрак XIIV
1. Desperate Medicine,1. Отчаянная медицина
1. Political Homicide,1. Политическое убийство
1. The Apothecary,1. Аптека
4. Minister's Defense,4. Защита министра
403 Frost 0IIX,403 Мороз 0IIX
543 Bloom X011,543 Цветение X011
AETHERBLADES?,ЭФИРНЫЕ КЛИНКИ?
Abyssal Fire,Огонь Бездны
Agent Brandubh,Агент Брандуб
Agent Raia,Агент Райя
Amini.,Амини.
Ancora Pax,Анкора Пакс
Ash Legion?,Пепельный легион?
Aural Sequencer 1,Звуковой секвенсор 1
Aural Sequencer 2,Звуковой секвенсор 2
BANGAR!,БАНГАР!
Bangar Ruinbringer.,Бангар Руинонос.
Baron Wurmsworth,Барон Вурмсворт
Beastmarshal Oluwa Eranko,Зверомаршал Олува Эранко
Bennet...,Беннет...
Blight Tender Dicot,Смотритель порчи Дикот
Blight Tender Monocot,Смотритель порчи Монокот
Blighted Diarmid,Осквернённый Диармид
Bo,Бо
Bongo the One-Eyed,Бонго Одноглазый
Borealis,Бореалис
Braham...,Брейхам...
Branded Charr Leader,Клеймённый вождь чарров
Branded Hydra,Клеймённая гидра
Breaking the Ice,Взламывая лед
Breann,Бреанн
Brina the Tanner,Брина Кожевница
Brokentooth Maw,Ломанозубая пасть
Byanca,Бьянка
Captain Guida,Капитан Гуида
Captain Igenna Jawspire,Капитан Игенна Клыкошпиль
Captain Penzan,Капитан Пензан
Captain Thaddeus Soren,Капитан Таддеус Сорен
Centurion Micka Thickblood,Центурион Микка Густокровь
Chak Ley-Comb,Лей-сота чаков
Champawat,Чампават
Champion Awakened Occultist,Чемпион: Пробуждённый оккультист
Champion Braek Baredfang,Чемпион: Брэк Бэрдфанг
Champion Branded Griffon,Чемпион: Клеймённый грифон
Champion Enbilulu,Чемпион: Энбилулу
Champion First Mate Horrik,Чемпион: Первый помощник Хоррик
Champion Flame Effigy,Чемпион: Чучело Пламени
Champion Fluffy,Чемпион: Пушистик
Champion Giant Spotted Beetle,Чемпион: Гигантский пятнистый жук
Champion Ice Imp,Чемпион: Ледяной бес
Champion Icebrood Norn,Чемпион: Ледяной норн
Champion Jackdaw Captain,Чемпион: Капитан галок
Champion Man-Eater,Чемпион: Людоед
Champion Oni,Чемпион Они
Champion Plains Wurm,Чемпион: Равнинный червь
Champion Putrescent Skelk,Чемпион: Гниющий скелк
Champion Rimewhisper Minotaur,Чемпион: Минотавр Инеешёпот
Champion Risen Spider,Чемпион: Восставший паук
Champion Shoot of Stormbringer,Чемпион: Побег Громовержца
Champion Steam Ogre,Чемпион: Паровой огр
Champion Toxic Warlock,Чемпион: Токсичный чернокнижник
Champion Valravn,Чемпион Вальравн
Champion Victurus the Shattered,Чемпион: Виктурус Расколотый
Champion Xedra Tahz Tahom,Чемпион: Кседра Тахз Тахом
Champion the Necrophage,Чемпион: Некрофаг
Charged Mists,Заряженные Туманы
Charice,Чарис
Charis,Харис
Chief Aviator Skybreaker,Старший авиатор Небокрушитель
Chief Eztlitl,Вождь Эцтлитль
Cinder.,Синдер.
Clanmarshal Geddi,Клан-маршал Гедди
Commander Gresham,Командир Грешем
Connecting the Pieces,Соединяя части
Creation 23,Творение 23
Crescendo,Крещендо
Crewmaster Plagueshot,Старшина Чумострел
Cryptopidae,Криптопиды
Ctrl,Ctrl
Dagda...,Дагда...
Dasha [lbracket]DE[rbracket],Dasha [lbracket]DE[rbracket]
Demetra,Деметра
