english,translate
Guardian Lake,Озеро Стража
Guardian Stone Waypoint,Путевая точка Камня стража
Guardian's Glade,Поляна Стражей
Guardian's Pass,Проход Стража
Guardian's Perch,Насест Стража
Guardpoint Decimus Waypoint,Путевая точка Поста Децимус
Guest Chamber,Гостевая палата
Guild Bluff Waypoint,Путь к Гильдейскому обрыву
Guild Initiative Headquarters,Штаб-квартира Гильдейской инициативы
Guild Initiative Office,Офис Гильдейской инициативы
Guilty Tears,Слезы вины
Gullet's Beginning,Начало Гуллета
Gullet's End,Конец Галлета
Gunbreach Hills,Холмы Ганбрич
Guutra's Homestead Waypoint,Путевая точка Усадьбы Гуутры
Guutra's Secret,Тайник Гуутры
Gwangsan Hill,Холм Гвансан
Gyala Delve,Шахты Гьяла
Gyre Rapids,Стремительные пороги
Gyre Rapids Waypoint,Путевая точка Стремительных порогов
Haar Clearing,Поляна Хаар
Haar Mire,Топь Хаар
Haebaragi's Tears,Слезы Хаэбараги
Haidryn's Menagerie,Зверинец Хайдрин
Haiju Docks Waypoint,Путевая точка Доков Хайджу
Haiju Lagoon,Лагуна Хайджу
Haiju Plains,Равнины Хайджу
Hailstone Floe,Хрустающая льдина
Haivoissen Kenning,Кеннинг Хайвойссена
Halacon Cataracts,Водопады Халакон
Halacon Waypoint,Путь Халакон
Half Circle Cove,Бухта Полукруга
Halkor Meadows,Луга Халкор
Hall of Ascension,Зал Вознесения
Hall of Balance,Зал равновесия
Hall of Balance Waypoint,Путевая точка Зала Баланса
Hall of Chains,Зал Цепей
Hall of Champions,Зал чемпионов
Hall of Deldrimor,Зал Делдримора
Hall of Gallantry,Зал Доблести
Hall of Hadoon,Зал Хадуна
Hall of Heart's Remorse,Зал Сердечной Скорби
Hall of Heart's Remorse Waypoint,Путевая точка Зала Раскаяния Сердца
Hall of Judgment,Зал Суда
Hall of Legends,Зал Легенд
Hall of Memories,Зал воспоминаний
Hall of Monuments,Зал Монументов
Hall of Murals,Зал фресок
Hall of Passing,Зал Прохождения
Hall of Remembrance,Зал Памяти
Hall of Stairs,Зал лестниц
Hall of the Mists,Зал Туманов
Hallowed Archive,Священный архив
Hallowed Ground: Tomb of Primeval Kings,Священная земля: Гробница первобытных королей
Halls of Everlasting Thought,Залы Вечной Мысли
Halrunting Plains,Равнины Халрантинга
Halvaunt Snowfield,Снежное поле Халваунта
Halvaunt Waypoint,Путевая точка Халваунта
Hamlet of Annwen Waypoint,Путевая точка Деревушки Аннвен
Hamm's Lab,Лаборатория Хэмма
Hammer and Steel,Молот и сталь
Hammerhart Battery,Батарея Хаммерхарт
Hanging Gardens,Висячие сады
Hangman's Saddle,Седло Висельника
Hangrammr Climb,Подъём Ханграммра
Hanto Trading Post,Торговый пост Ханто
Harathi Hinterlands,Внутренние земли Харати
Harbinger,Предвестник
Harbinger Torch,Факел Предвестника
Harbor Market,Портовый рынок
Hard Boiled—The Dead End,Круто сваренные — Тупик
Hard Boiled—The Scene of the Crime,Круто сваренные — Место преступления
Harfler Training Range,Тренировочный полигон Харфлера
Harmony Green,Гармони-Грин
Harrowed Sea,Бороздчатое море
Harvest Bridge,Мост Урожая
Harvest Cascades,Каскады Урожая
Harvest Complex,Комплекс Урожая
Harvest Complex Waypoint,Путевая точка Комплекса Урожая
Harvest Den,Логово Урожая
Harvest Den Waypoint,Путевая точка Логова Урожая
Harvest Plots,Участки Урожая
Harvest Shore,Берег Урожая
Harvest Shore Waypoint,Путевая точка Берега Урожая
Harvest Temple,Храм Урожая
Harvest Temple Observatory,Обсерватория Храма Урожая
Harvester's Glade,Поляна Жнеца
Hatari Tablelands,Плоскогорье Хатари
Haunted Canyons,Зачарованные каньоны
Haunted Nolani,Призрачный Нолани
Haunted Nolani Waypoint,Призрачный перекресток Нолани
Hautclaire Vale,Долина Отклер
Haven Terrace Waypoint,Путевая точка Террасы Гавань
Havfrue Basin Waypoint,Путевая точка Бассейна Хавфру
Havoc Steppes,Степи Хавока
Havoc Waypoint,Путевая точка Хавока
Hawkgates Waypoint,Путь Хоукгейта
Haymal Gore,Хэймол-Гор
Haywire Punch-o-Matic Battle,Битва с неисправным Панч-о-Матиком
Hazardous Environment,Опасная среда
Hazmagic Aggregate,Хазмагический агрегат
Hazupl Grounds,Земли Хазупла
Headmaster's Office,Кабинет директора
Heart of Corruption,Сердце Порчи
Heart of Maguuma,Сердце Магуумы
Heart of the Bear,Сердце Медведя
Heart of the Cauldron,Сердце Котла
Heart of the Forge,Сердце Кузни
Heart of the Mists,Сердце Туманов
Heart of the Raven,Сердце Ворона
Heart of the Snow Leopard,Сердце Снежного Барса
Heart of the Volcano,Сердце Вулкана
Heart of the Wolf,Сердце Волка
Heart Speaks Not,Сердце молчит
Hearth's Glow,Сияние Очага
Heartless Pass,Бездушный перевал
Hearts and Minds,Сердца и умы
Heartsond Falls,Водопады Хартсонд
Heartwood Pass Camp Waypoint,Путевая точка лагеря на перевале Хартвуд
Heathen's Hold,Оплот Язычника
Heathen's Hold Waypoint,Путевая точка Оплота Язычника
Heavencrystal Waypoint,Путевая точка Небесного кристалла
