english,translate
Inspiring Implements,Вдохновляющие инструменты
Inspiring Reinforcement,Вдохновляющее подкрепление
Inspiring Virtue,Вдохновляющая добродетель
Inspiring Whirl,Вдохновляющий вихрь
Instant Reflexes,Мгновенные рефлексы
Instinctive Engage,Инстинктивное вовлечение
Instruments provide bonuses while playing in the background.,"Инструменты дают бонусы, когда играют на заднем плане."
Intimidating Howl,Устрашающий вой
Intimidating Shout,Устрашающий крик
Intimidating Slam,Устрашающий удар
Into the Void,В пустоту
Inventions,Изобретения
Invigorated Bulwark,Ободряющий оплот
Invigorating Air,Бодрящий воздух
Invigorating Bond,Ободряющая связь
Invigorating Dismissal,Ободряющее отступление
Invigorating Precision,Ободряющая точность
Invigorating Roar,Бодрящий рык
Invigorating Speed,Ободряющая скорость
Invigorating Strikes,Ободряющие удары
Invigorating Tempo,Ободряющий темп
Invigorating Torrents,Ободряющие потоки
Invocation,Призыв
Invoke Lightning,Призыв молнии
Invoke Torment,Призыв мучений
Invoker's Rage,Ярость призывателя
Invoking Harmony,Гармония призыва
Invoking Torment,Призыв мучений
Invoking a legend removes a condition.,Обращение к легенде снимает состояние.
Invulnerable Barrier,Неуязвимый барьер
Iron Legion Medizooka,Медизука Железного легиона
Iron Sight,Железный прицел
Isolate,Изоляция
Jab,Укол
Jab Combo,Комбо уколов
Jacaranda's Embrace,Объятия джакаранды
Jade Buster Cannon,Нефритовая пушка
Jade Explosion,Нефритовый взрыв
Jade Laser Shot,Выстрел нефритовым лазером
Jade Lob,Нефритовый бросок
Jade Mine,Нефритовая мина
Jade Ricochet,Нефритовый рикошет
Jagged Eruption,Зубчатое извержение
Jagged Fan,Зубчатый веер
Jagged Horror Lifetime Duration,Длительность жизни зубчатого ужаса
Jagged Horror Maximum,Максимум зубчатых ужасов
Jagged Horror Summon Recharge,Перезарядка призыва зубчатого ужаса
Jagged Mind,Зубчатый разум
Janthir Beehive Mastery,Мастерство пчелиного улья Джантира
Jaunt,Рывок
Jet,Реактивная струя
Jetstream,Реактивная струя
Journey,Путешествие
Joy of Movement,Радость движения
Judge's Intervention,Вмешательство судьи
Judgment of Light,Суд света
Jump Shot,Прыжок с выстрелом
Junk Absorption,Поглощение хлама
Junk Fall,Падение хлама
Jurisdiction,Юрисдикция
Justice,Правосудие
Justice Duration Increase,Увеличение длительности Правосудия
Justice is Blind,Правосудие слепо
Jutting Ice Spikes,Выступающие ледяные шипы
Jökulhlaup,Йокульхлауп
Kaleidoscopic Chaos,Калейдоскопический хаос
Katabatic Wind,Катабатический ветер
Keen Observer,Зоркий наблюдатель
Keen Shot,Меткий выстрел
Keen Strike,Меткий удар
Kick,Пинок
Kill Shot,Убийственный выстрел
Kindled Zeal,Раздутое рвение
Kinetic Abundance,Кинетическое изобилие
Kinetic Accelerators,Кинетические ускорители
Kinetic Battery,Кинетическая батарея
Kinetic Charge,Кинетический заряд
Kinetic Insight,Кинетическое прозрение
King of Fires,Король огня
King's Wrath,Гнев короля
Kleptomaniac,Клептоман
Kneel,Опуститься на колено
Knot Shot,Узловой выстрел
Kryptis Haze,Криптисская дымка
Lacerating Chop,Рваный удар
Lacerating Slash,Рваный разрез
Larcenous Strike,Воровской удар
Larcenous Torment,Воровское мучение
Largos' Domain,Владения Ларгос
Laser Disk,Лазерный диск
Laser's Edge,Лазерная грань
Lashtail Venom,Яд хвоста-хлыста
Last Blaze,Последнее пламя
Lasting Legacy,Наследие
Latent Stamina,Скрытая выносливость
Launch Personal Battering Ram,Запуск личного тарана
Launch Wall,Запуск стены
Lava Chains,Лавовые цепи
Lava Rift,Лавовый разлом
Lava Skin,Лавовая кожа
Lead Attacks,Ведущие атаки
Lead the Wind,Ведущий ветер
Leader of the Pack,Вожак стаи
Leading Swipe,Ведущий взмах
Leafy Bandage,Лиственная повязка
Lean Techniques,Техники наклона
Leap,Прыжок
Leap of Faith,Прыжок веры
Leaping Lizard,Прыгающая ящерица
Leaping Slice,Прыгающий разрез
Learn how to gather essences as a wisp in Convergences.,"Узнайте, как собирать сущности в виде искры в Схождениях."
Learn to jump in midair while riding the warclaw.,Научитесь совершать прыжок в воздухе верхом на боевом когте.
Learn to reduce falling damage while riding the warclaw.,Научитесь уменьшать урон от падения во время езды на варкло.
Learn to revive your allies faster and with less penalties.,Научитесь быстрее воскрешать союзников с меньшими штрафами.
Leave Beastmode,Выйти из режима зверя
Leave a Mark of Blood when you dodge.,Оставить при увороте Метку Mark of Blood.
Leave behind lesser caltrops when you dodge.,Вы оставляете позади себя шипы с помощью Lesser Caltrops при увороте.
Leeching Venoms,Похищающие яды
Leg Specialist,Специалист по ногам
Legendary Dragon Stance,Стойка легендарного дракона
Legendary Lore,Легендарные знания
Legendary Renegade Stance,Легендарная стойка ренегата
"Lesser ""Guard!""",Малый «В ружьё!»
"Lesser ""Sic 'Em!""",Малая «Взять!»
Lesser Arcane Shield,Малый магический щит
Lesser Arcane Treasures,Малые тайные сокровища
Lesser Call of the Wild,Малый зов дикой природы
Lesser Derecho,Малый деречо
Lesser Elixir B,Малый эликсир B
Lesser Elixir C,Малый эликсир C
Lesser Haboob,Малый хабуб
Lesser Jökulhlaup,Малый йокульхлауп
Lesser Mark of Blood,Малая метка крови
Lesser Muddy Terrain,Малая грязная местность
Lesser Power Cleanse,Малое очищение силы
Lesser Signet of Might,Малая печать мощи
Lesser Signet of Stone,Малая печать камня
