english,translate
Skyscale Target Practice in Amnytas: Gold,Тренировка скайскейла в Амнитасе: Золото
Skyscale Target Practice in Amnytas: Master,Тренировка скайскейла в Амнитасе: Мастер
Skyscale Target Practice in Amnytas: Silver,Тренировка скайскейла в Амнитасе: Серебро
Skyscale Target Practice in Inner Nayos: Gold,Тренировка скайскейла в Inner Nayos: Золото
Skyscale Target Practice in Inner Nayos: Master,Тренировка скайскейла в Inner Nayos: Мастер
Skyscale Target Practice in Inner Nayos: Silver,Тренировка скайскейла в Inner Nayos: Серебро
Skyscale Target Practice in Skywatch Archipelago: Gold,Стрельба по мишеням на скайскейле на Архипелаге Небесного дозора: золото
Skyscale Target Practice in Skywatch Archipelago: Master,Стрельба по мишеням на скайскейле на Архипелаге Небесного дозора: мастер
Skyscale Target Practice in Skywatch Archipelago: Silver,Тренировка скайскейла на Архипелаге Небесного дозора: Серебро
Skyscale Weapon Collector,Коллекционер оружия скайскейла
Skywatch Archipelago Explorer,Исследователь Архипелага Небесного дозора
Skywatch Archipelago Incursions,Вторжения на Архипелаг Небесного дозора
Skywatch Archipelago Insight: Above the Jungle,Обзор Архипелага Небесного дозора: Над джунглями
Skywatch Archipelago Insight: Beacon of Ages,Обзор Архипелага Небесного дозора: Маяк веков
Skywatch Archipelago Insight: Droknar's Mines,Обзор Архипелага Небесного дозора: Шахты Droknar
Skywatch Archipelago Insight: MinSec Server Room,Обзор Архипелага Небесного дозора: Серверная MinSec
Skywatch Archipelago Insight: Rata Novus Foundations,Обзор Архипелага Небесного дозора: Основание Rata Novus
Skywatch Archipelago Insight: Rata Novus Outcrop,Обзор Архипелага Небесного дозора: Выступ Rata Novus
Skywatch Archipelago Insight: Skyscale Sanctuary,Обзор Архипелага Небесного дозора: Святилище скайскейлов
Skywatch Archipelago Insight: Southern Clearing,Обзор Архипелага Небесного дозора: Южная поляна
Skywatch Archipelago Insight: The Fractured Tower,Обзор Архипелага Небесного дозора: Разрушенная башня
Skywatch Archipelago Insight: Under the Dunes,Обзор Архипелага Небесного дозора: Под дюнами
Skywatch Archipelago Insight: War God's Spire,Обзор Архипелага Небесного дозора: Шпиль бога войны
Skywatch Archipelago Mastery,Мастерство Архипелага Небесного дозора
Skywatch Archipelago Rift Hunting,Охота на разломы Архипелага Небесного дозора
Skywatch Archipelago: Unlocking the Wizard's Tower,Архипелаг Небесного дозора: открытие Wizard's Tower
Slagger of the Forged,Убийца Forged
Slalom Skimmer,Слалом на скиммере
Slaughter in the Swamp,Резня на болоте
Slaver's Extinction,Истребление работорговцев
Slayer,Истребитель
Sled Defender,Защитник саней
Sleep Now in the Fire,Спи в огне
Sleepy Kitty,Сонный котёнок
Slippery Slubling,Скользкий слизень
Slither-less,Без гадов
Slumbering Lightborne Weapon Collector,Коллекционер дремлющего оружия Lightborne
Smash Happy,Любитель крушить
Smash and Grab,Хватай и бей
Smash the Town,Разрушить город
Smashing!,Разгром!
