english,translate
Defender's White Mantle Axe,Топор Белой Мантии защитника
Defender's White Mantle Bugle,Горн Белой Мантии защитника
Defender's White Mantle Bulwark,Бастион Белой Мантии защитника
Defender's White Mantle Censer,Кадило Белой Мантии защитника
Defender's White Mantle Gavel,Молоток Белой Мантии защитника
Defender's White Mantle Gladius,Гладиус Белой Мантии защитника
Defender's White Mantle Greatbow,Большой лук Белой Мантии защитника
Defender's White Mantle Hammer,Молот Белой Мантии защитника
Defender's White Mantle Icon,Икона Белой Мантии защитника
Defender's White Mantle Pistol,Пистолет Белой Мантии защитника
Defender's White Mantle Rifle,Винтовка Белой Мантии защитника
Defender's White Mantle Rod,Жезл Белой Мантии защитника
Defender's White Mantle Short Bow,Короткий лук Белой Мантии защитника
Defender's White Mantle Shoulders,«Наплечники Белой Мантии защитника»
Defender's White Mantle Slicer,Резак Белой Мантии защитника
Defender's White Mantle Spaulders,Наплечники Белой Мантии защитника
Defender's White Mantle Staff,Посох Белой Мантии защитника
Defender's White Mantle Sunderer,Разрушитель Белой Мантии защитника
Defender's Woven Band,Плетёная повязка защитника
Defender's Woven Band (Infused),Плетёное кольцо защитника (наполненное)
Defender's Wristguards,Наручи защитника
Defender's Xera Backpiece,Наспинный аксессуар защитника Ксеры
Defender's Xera Backpiece (Infused),Заплечье Ксеры защитника (Насыщенное)
Defender's Xera Scepter,Скипетр защитника Ксеры
Defense Plans,Оборонные планы
Defiant Blaze,Непокорное пламя
Defiant Glass Axe,Непокорный стеклянный топор
Defiant Glass Axe Skin,Облик топора «Непокорное стекло»
Defiant Glass Backpack Skin,Облик стеклянного рюкзака «Непокорный»
Defiant Glass Dagger,Непокорный стеклянный кинжал
Defiant Glass Dagger Skin,Облик стеклянного кинжала «Дерзкий»
Defiant Glass Focus,Непокорный стеклянный фокус
Defiant Glass Focus Skin,Облик фокуса «Непокорное стекло»
Defiant Glass Greatsword,Непокорный стеклянный двуручный меч
Defiant Glass Greatsword Skin,Облик «Стеклянный двуручный меч непокорности»
Defiant Glass Hammer,Непокорный стеклянный молот
Defiant Glass Hammer Skin,Облик молота «Несгибаемое стекло»
Defiant Glass Longbow,Непокорный стеклянный длинный лук
Defiant Glass Longbow Skin,Облик непокорного стеклянного длинного лука
Defiant Glass Mace,Непокорная стеклянная булава
Defiant Glass Mace Skin,Облик стеклянной булавы «Вызывающий»
Defiant Glass Pistol,Непокорный стеклянный пистолет
Defiant Glass Pistol Skin,Облик стеклянного пистолета Непокорного
Defiant Glass Rifle,Непокорная стеклянная винтовка
Defiant Glass Rifle Skin,Дерзкий облик стеклянной винтовки
Defiant Glass Scepter,Непокорный стеклянный скипетр
Defiant Glass Scepter Skin,Облик стеклянного скипетра непокорности
Defiant Glass Shield,Непокорный стеклянный щит
Defiant Glass Shield Skin,Облик щита «Стекло непокорности»
Defiant Glass Short Bow,Непокорный стеклянный короткий лук
Defiant Glass Short Bow Skin,Облик короткого лука «Вызывающее стекло»
Defiant Glass Staff,Непокорный стеклянный посох
