english,translate
Daily Ember Bay Magic Gatherer,Ежедневный сбор магии в Заливе Углей
Daily Ember Bay Rock Tour,Ежедневный тур по скалам в Заливе Углей
Daily Ember Bay Sloth or Drake,Ежедневный ленивец или дрейк в Заливе Углей
Daily End of Dragons,Ежедневные задания «Конец Драконов»
Daily End of Dragons Fisher,Ежедневный рыболов Конец драконов
Daily End of Dragons Forager,Ежедневный собиратель Конец драконов
Daily End of Dragons Lumberer,Ежедневный лесоруб Конец драконов
Daily End of Dragons Miner,Ежедневный шахтер Конец драконов
Daily End of Dragons Vista Viewer,Ежедневный осмотр видов Конец драконов
Daily Engineer Winner,Ежедневная победа инженера
Daily Engineer or Elementalist Winner,Ежедневная победа инженера или элементалиста
Daily Engineer or Mesmer Winner,Ежедневная победа инженера или месмера
Daily Engineer or Necromancer Winner,Ежедневная победа инженера или некроманта
Daily Engineer or Thief Winner,Ежедневный победитель: Инженер или Вор
Daily Essence Chest Looter,Ежедневный мародер эссенций
Daily Eventful Dragonfall,Ежедневное событие: Драконий Пад
Daily Events,Ежедневные события
Daily Exotic Crafter,Ежедневный мастер экзотического снаряжения
Daily Fallen Hunter,Ежедневный охотник на падших
Daily Fawcett's Bounty Jumping Puzzle,Ежедневный прыжковый пазл: Награда Fawcett
Daily Feast,Ежедневный пир
Daily Festival of the Four Winds,Ежедневный Фестиваль четырех ветров
Daily Fields of Ruin Dragon Response Mission,Ежедневная миссия реагирования на драконов: Поля Руин
Daily Fields of Ruin Event Completer,Ежедневный завершитель событий: Поля Руин
Daily Fire Elemental,Ежедневный огненный элементаль
Daily Fireheart Rise Dragon Response Mission,Ежедневная миссия реагирования на драконов: Огненные Войны
Daily Fireheart Rise Event Completer,Ежедневный завершитель событий: Огненные Войны
Daily Fooling,Ежедневный День дурака
Daily Forging Steel,Ежедневная ковка стали
Daily Forgotten Stream Minidungeon,Ежедневное мини-подземелье: Забытый Поток
Daily Forsaken Fortune Minidungeon,Ежедневное мини-подземелье: Забытая Удача
Daily Fractal,Ежедневный фрактал
Daily Fractal Adept,Ежедневный адепт фракталов
Daily Fractal Champion,Ежедневный чемпион фракталов
Daily Fractal Incursion,Ежедневное вторжение во фракталы
Daily Fractal Runner,Ежедневный бегун по фракталам
Daily Fractal Rush,Ежедневный фрактальный раш
Daily Fractal Veteran,Ежедневный ветеран фракталов
Daily Fractals,Ежедневные фракталы
Daily Frostgorge Sound Event Completer,Ежедневный завершитель событий: Frostgorge Sound
Daily Frozen Maw,Ежедневная Замёрзшая Пасть
Daily Gatherer,Ежедневный собиратель
Daily Gendarran Fields Dragon Response Mission,Ежедневная миссия реагирования на драконов: Gendarran Fields
Daily Gendarran Fields Event Completer,Ежедневный завершитель событий: Gendarran Fields
Daily Goemm's Lab Jumping Puzzle,Ежедневный прыжковый пазл: Лаборатория Goemm
Daily Goff's Loot Minidungeon,Ежедневное мини-подземелье: Добыча Goff
Daily Great Jungle Wurm,Ежедневный Великий Джунглевый Червь
Daily Grendich Gamble Jumping Puzzle,Ежедневный прыжковый пазл: Азарт Grendich
Daily Griffonrook Run Jumping Puzzle,Ежедневный прыжковый пазл: Забег Griffonrook
Daily Grothmar Codebreaker,Ежедневный взломщик кодов Grothmar
Daily Grothmar Concert Participant,Ежедневный участник концерта в Grothmar
Daily Grothmar Doomlore Cleanser,Ежедневный очиститель Doomlore в Grothmar
Daily Grothmar Effigy Lighter,Ежедневный зажигатель чучел в Grothmar
