english,translate
/whisper,/whisper
4. Tower of Nightmares,4. Башня кошмаров
5. Frozen Tide,5. Замёрзший прилив
ACLM-0403,ACLM-0403
"Abiri, the Beetle Queen","Абири, Королева жуков"
Acid Spray,Кислотные брызги
Ankka!,Анкка!
Ankka—,Анкка—
Anthos,Антос
Arcanist Repth,Арканист Рептх
Barbed Vale,Шипастая Долина
Bolt III: Zap,Молния III: Зап
Brugh,Бруг
CLX-122f,CLX-122f
CLX-122m,CLX-122m
CLX-122r,CLX-122r
Cairn the Indomitable,Кайрн Неукротимый
Cairn the Queenslayer,Кайрн Королевобойца
Captain Fa.,Капитан Фа.
Captain Mattox,Капитан Маттокс
Champion Alpha Wolf,Чемпион: Альфа-волк
Champion Awakened Abhorrence,Чемпион: Пробуждённое омерзение
Champion Branded Fish,Чемпион: Клеймённая рыба
Champion Cave Troll,Чемпион: Пещерный тролль
Champion Krait Hypnoss,Чемпион Крайт Гипносс
Champion Lady Kahraman,Чемпион: Леди Кахраман
Champion Mark II Golem,Чемпион: Голем Марк II
Champion Spineshell Impaler,Чемпион: Колючепанцирный пронзатель
Champion Unbound Djinn,Чемпион: Несвязанный джинн
Claw of Jormag,Коготь Йормага
Coalescence,Коалесценция
Crusader Angaria,Крестоносец Ангария
Cyclone Bow Pierces,Лук-циклон пробивает
Drakkar!,Drakkar!
Dredge Weapons Guard,Оружейный страж дреджей
Earth Elemental,Элементаль земли
Effazu the Lodestar,Эффазу Путеводная Звезда
Ellet,Ellet
Emperor Mattake,Император Маттакэ
Eppie,Эппи
Explorer Thiago,Исследователь Тьяго
Facing the Truth,Лицом к истине
Fisherman Daegu,Рыбак Дэгу
Flame Centurion Kagaar,Огненный центурион Кагаар
Frost Legion!,Легион Мороза!
GL-XC S7L,GL-XC S7L
GL-XC S7M,GL-XC S7M
Gelfa,Gelfa
Gladium.,Гладиум.
Godforged Hellstorm,Божекованный адский шторм
HY-5000,HY-5000
Healer Wren,Целитель Рен
Inquest Gate Control III,Управление вратами Инквеста III
Into the Valley of Shadow,В Долину Теней
Jat,Джат
Karris Quickcalm,Каррис Быстроспокой
Katla?,Катла?
Katterwik?,Каттервик?
Koptrik the giant devourer,"Коптрик, гигантский пожиратель"
Kumaa the Feisty,Кумаа Задира
Labyrinthine Horror,Лабиринтный ужас
Lady in White,Дама в белом
Laurel,Лорел
Legendary Insight,Легендарное прозрение
Legendary Smoldge,Легендарный Смолдж
Legendary Xoul Igra Zhoss,Легендарный Ксул Игра Жосс
Lord Ignius the Eternal,Лорд Игниус Вечный
Loxias the Forsaken,Локсиас Покинутый
Mabon!,Мабон!
Mabon.,Мабон.
Machine Rig Delta,Машинная установка «Дельта»
Magister Izzmek,Магистр Иззмек
Mark I,Марк I
Mazomba,Мазомба
Mikkel Toivosson,Миккель Тойвоссон
Mini Bandit Cutpurse,Мелкий бандит-карманник
Mini Bandit Scout,Мини-бандит-разведчик
Mini Basenji,Мини-басенджи
Mini Bear Cub,Мини-медвежонок
Mini Black Bear Cub,Мини-чёрный медвежонок
Mini Bloodstone Rock,Мини-кровавый камень
Mini Blue Skyscale Hatchling,Мини-голубой детёныш скайскейла
Mini Celestial Rooster,Мини-петух
Mini Cozy Wintersday Jackal,Мини-уютный зимний шакал
Mini Crimson Shiba Inu,Мини-багровая сиба-ину
Mini Devourer,Мини-Пожиратель
Mini Dredge Mining Suit,Мини-горный костюм земляных
Mini Exalted Sage,Мини-возвышенный мудрец
Mini Exalted Worker,Мини-возвышенный рабочий
Mini Fancy Llama,Мини-нарядная лама
Mini Ghostly Cat,Мини-призрачная кошка
Mini Guardian Angel Aurene,Мини-ангел-хранитель Аурена
Mini Holographic Corrupted Wolf,Мини-голографический осквернённый волк
Mini Ice Raptor Hatchling,Мини-ледяной детёныш раптора
Mini Iceberg Skimmer Pup,Мини-щенок скиммера «Айсберг»
Mini Infinirarium,Мини-Инфинирариум
Mini Karka,Мини-карка
Mini Keep Construct,Мини-хранитель крепости
Mini Ley-Line Scavenger,Мини-падальщик лей-линий
Mini Mad Memories: Complete Edition,Мини-«Безумные мемуары: полное издание»
Mini Mighty Oouo,Мини-могучий Оуоу
Mini Pirate Captain Huuhes,Мини-пиратский капитан Хухес
Mini Ragar Shardhammer,Мини-Рагар Осколочный Молот
Mini Red and White Cuckoo Hatchling,Мини-красно-белый птенец кукушки
NC West,NC West
Nekhii Burnthide,Некхии Бёрнхайд
Nicabar.,Никабар.
Nougat Centers,Nougat Centers
PAC-7000,PAC-7000
PM-700z,PM-700z
Pherus the Subjugator,Ферус Поработитель
Poised Arrow.,Готовая стрела.
Priory Arcanist Malane,Арканист Приората Малан
Priory Explorer Plinx,Исследователь Приората Плинкс
Rand!,Рэнд!
Researcher Barron,Исследователь Баррон
Right Eye of Oouo,Правый глаз Оуо
Rytlock Brimstone.,Ритлок Жарокамень.
Rytlock Brimstone?,Ритлок Жарокамень?
Sancia Blastfire,Санция Взрывогонь
Scholar Morrat,Учёный Моррат
Scholar Rolla,Учёный Ролла
Scholar Yorix,Учёный Йорикс
Scout Anisa,Разведчица Аниса
Sergeant Bigsby,Сержант Бигсби
