english,translate
Wolf Totem,Тотем волка
Super Angry Cloud,Супер сердитое облако
Dwayna Statue,Статуя Двайны
Balthazar Statue,Статуя Бальтазара
Grenth Statue,Статуя Грента
Guild World Event,Мировое событие гильдии
Siege Suit,Осадный костюм
Spherified Peppercorn-Spiced Oyster Soup,Сферифицированный устричный суп с перцем
Dragon Banner,Знамя дракона
Lyssa Statue,Статуя Лиссы
Melandru Statue,Статуя Меландру
Peppercorn-Crusted Sous-Vide Steak,Стейк су-вид с перечной корочкой
Red Flag,Красный флаг
Stained Glass,Витраж
Statue of Joko the Fearsome,Статуя Джоко Устрашающего
Statue of Joko the Indomitable,Статуя Джоко Неукротимого
Statue of Joko the Majestic,Статуя Джоко Величественного
Statue of Joko the Powerful,Статуя Джоко Могущественного
Statue of Joko the Victorious,Статуя Джоко Победоносного
Team Administrator,Администратор команды
Beetletun Statue Fragments,Фрагменты статуи Битлтуна
Centaur Banner,Знамя кентавра
Cilantro and Cured Meat Flatbread,Лепёшка с кинзой и вяленым мясом
Clove and Veggie Flatbread,Лепёшка с гвоздикой и овощами
Clove-Spiced Creme Brulee,Крем-брюле с гвоздикой
Clove-Spiced Eggs Benedict,Яйца Бенедикт с гвоздикой
Clove-Spiced Pear and Cured Meat Flatbread,"Лепёшка с грушей, вяленым мясом и гвоздикой"
Deep Cave,Глубокая пещера
Dog Statue,Статуя собаки
Empty Square Planter,Пустая квадратная кадка
Eternal Flame,Вечное пламя
Golem Siege,Осадный голем
Guild Anthems,Гимны гильдии
Guild Experience Banner,Знамя опыта гильдии
Guild Gathering Banner,Знамя сбора гильдии
Guild Gold Banner,Золотое знамя гильдии
Guild Heroes Banner,Знамя героев гильдии
Guild Karma Banner,Знамя кармы гильдии
Guild Magic Find Banner,Гильдейское знамя поиска магии
Guild Miniature Merchant 2,Гильдейский торговец миниатюрами 2
Guild Miniature Merchant 3,Гильдейский торговец миниатюрами 3
Guild Portal,Гильдейский портал
Holographic Track Large Curved Ramp,Большая изогнутая голографическая трасса
Mango Cilantro Creme Brulee,Крем-брюле с манго и кинзой
Marriner Statue,Статуя Марринера
Mint Creme Brulee,Крем-брюле с мятой
Mint Strawberry Cheesecake,Мятно-клубничный чизкейк
Mint and Veggie Flatbread,Мятно-овощная лепёшка
Mission Slot: PvP,Слот миссии: PvP
Mission Slot: WvW,Слот миссии: WvW
Mushroom Clove Sous-Vide Steak,Стейк су-вид с грибами и гвоздикой
Orange Clove Cheesecake,Апельсиновый чизкейк с гвоздикой
Peppercorn and Veggie Flatbread,Лепёшка с перцем и овощами
Peppercorn-Spiced Eggs Benedict,Яйца Бенедикт с перцем
Peppered Cured Meat Flatbread,Лепёшка с вяленым мясом и перцем
Potted Tree,Дерево в горшке
Roller Beetle Rental Post,Аренда жука-катуна
Salsa Eggs Benedict,Яйца бенедикт с сальсой
Salsa-Topped Veggie Flatbread,Овощная лепёшка с сальсой
Sesame Cheesecake,Кунжутный чизкейк
Sesame Creme Brulee,Крем-брюле с кунжутом
Sesame Eggs Benedict,Яйца Бенедикт с кунжутом
Sesame Veggie Flatbread,Кунжутная вегетарианская лепёшка
Sesame-Asparagus and Cured Meat Flatbread,"Лепёшка со спаржей, кунжутом и вяленым мясом"
Sous-Vide Steak with Mint-Parsley Sauce,Стейк су-вид с мятно-петрушечным соусом
Soy-Sesame Sous-Vide Steak,Стейк су-вид с соей и кунжутом
Spherified Cilantro Oyster Soup,Сферифицированный суп из устриц с кинзой
Spherified Clove-Spiced Oyster Soup,Сферифицированный суп из устриц с гвоздикой
Spherified Oyster Soup with Mint Garnish,Сферифицированный суп с устрицами и мятой
Spherified Sesame Oyster Soup,Сферифицированный суп из устриц с кунжутом
Spiced Pepper Creme Brulee,Крем-брюле с пряным перцем
Spiced Peppercorn Cheesecake,Чизкейк с пряным перцем
Square Planter,Квадратный вазон
Statue of Grenth Token,Жетон статуи Грента
Strawberry Cilantro Cheesecake,Чизкейк с клубникой и кинзой
Super Rapids Flowing Water,Бурлящая вода супер-реки
Turtle Banner,Знамя черепахи
Wintersday Tree,Зимнее дерево
