english,translate
Amnytas Feathered Raptor Mounts Pack,Набор пернатых ездовых рапторов Амнитаса
Anthology of Heroes,Антология героев
Antre of Adjournment,Логово отсрочки
Arbiter Lo Loju,Арбитр Ло Лоджу
Arcane Delights Mount Adoption License,Лицензия на нового скакуна «Чародейские изыски»
Arcanum of Astral Bearing,Арканум астрального курса
Arcanum of Astral Footprints,Арканум астральных следов
Arcanum of Astral Grasp,Арканум астральной хватки
Arcanum of Astral Heartbeat,Арканум астрального сердцебиения
Arcanum of Astral Stride,Арканум астральной поступи
Arcanum of Astral Thought,Арканум астральной мысли
Astral Manticore Skyscale Mounts Pack,Набор ездовых скайскейлов «Астральная мантикора»
Astral Ward Operative Miric,Оперативник Astral Ward Мирик
Astral Ward Researcher Corliss,Исследователь Астральной стражи Корлисс
Avatar of Despair,Аватар Отчаяния
Awake and Allied,Пробуждение и союзники
Badge of Honor,Значок чести
Beak of Darkness,Клюв тьмы
Bizarre Beasts Mount Adoption License,Лицензия на приручение скакуна «Диковинные звери»
Black Lion Backpack and Glider Voucher,Ваучер на рюкзак и планер Black Lion
Black Lion Outfit Voucher,Ваучер на наряд Black Lion
Branded Ley-Line Anomaly,Клеймёная лей-линейная аномалия
Branded Weapon Select Box,Коробка выбора клеймёного оружия
Canthan Cuckoo Springer Mounts Pack,Набор маунтов «Кантская кукушка-спрингер»
Canthan Menagerie Mount Adoption License,Лицензия на приручение маунта из кантанского зверинца
Canthan Noble Skyscale Mounts Pack,Кантский набор ездовых животных «Благородный скайскейл»
Canthan Tigris Griffon Mounts Pack,Набор ездовых грифонов «Кантский Тигрис»
Ceremony and Acrimony,Церемония и раздор
Champion Avatar of Regret,Чемпион Аватар Сожаления
Champion Molten Munitions Specialist,Чемпион — специалист по расплавленным боеприпасам
Champion Toxic Spider Queen,Чемпион: Королева токсичных пауков
Champion Toxic Wurm Queen,Чемпион: Королева токсичных червей
Champion of Orr,Чемпион Орра
Chorus of Thunder,Хор грома
Core Reactor Shot,Выстрел реактора ядра
Cozy Wintersday Mounts Pack,Уютный набор ездовых животных Зимнего дня
Creation 7,Творение 7
Cry of Frustration,Крик разочарования
Curious Creatures Mount Adoption License,Лицензия на приручение скакуна «Любопытные создания»
Cycle of Dawn,Цикл Рассвета
DYN 4652,ДИН 4652
Desert Racer Mount Adoption License,Лицензия на принятие скакуна «Пустынный гонщик»
Devotee of Owl,Приверженец Совы
Diplomacy and Discovery,Дипломатия и открытия
Distant Lands Mount Adoption License,Лицензия на получение скакуна из далёких земель
Dragon Slash,Драконий разруб
Endless Ocean Weapon Select Box,Коробка выбора оружия «Бесконечный океан»
Engineer Kayle Brightshock,Инженер Кейл Яркий Удар
Essence of Challenge,Эссенция испытания
Essence of Determination,Эссенция решимости
Essence of Discipline,Эссенция дисциплины
Essence of Luck,Сущность удачи
Essence of Success,Эссенция успеха
Eternal Crossings Mount Adoption License,Лицензия на приручение скакуна «Вечные перекрёстки»
Exotic Breeds Mount Adoption License,Лицензия на приручение скакуна «Экзотические породы»
Exotic Essence of Luck,Экзотическая эссенция удачи
Falling Leaf,Опадающий лист
Ferocious Fusions Mount Adoption License,Лицензия на приручение скакуна «Свирепые слияния»
Field Archivist Cierle,Полевой архивариус Сиерль
Fiery Blade Axe,Пылающий топор-лезвие
Fine Essence of Luck,Хорошая эссенция удачи
Fireheart Rise Dragon Response Mission,Миссия по отражению дракона на Fireheart Rise
First Mate Fidus Foecrush,Первый помощник Фидус Фоекраш
First Mate Kiango,Первый помощник Кианго
Firstish Mate Fry'r,Первый помощник Фрай’р
Flames of War,Пламя войны
Force of Nature,Сила природы
Gadd's Hologram,Голограмма Гэдда
Giant Thorn Wolf,Гигантский колючий волк
Gift of Color,Дар цвета
Gift of Condensed Magic,Дар сгущённой магии
Gift of Darkness,Дар тьмы
Gift of Energy,Дар энергии
Gift of Entertainment,Дар веселья
Gift of History,Дар истории
Gift of Ice,Дар льда
Gift of Light,Дар света
Gift of Lightning,Дар молнии
Gift of Magnanimity,Дар великодушия
Gift of Metal,Дар металла
Gift of Music,Дар музыки
Gift of Nature,Дар природы
Gift of Shadowstones,Дар теневых камней
Gift of Stealth,Дар невидимости
Gift of War Prosperity,Дар военного процветания
Gift of Water,Дар воды
Gift of Weather,Дар погоды
Gift of Wood,Дар дерева
Glob of Ectoplasm,Сгусток эктоплазмы
God-Slayer Short Bow,Короткий лук богоубийцы
Gold Essence Weapon Choice,Выбор оружия «Золотая эссенция»
Golden Black Lion Chest Key,Золотой ключ от сундука Чёрного льва
Grand High Viscount of Candy Corn,Великий Верховный Виконт Конфетной Кукурузы
Grand Vice Admiral Shodd,Великий вице-адмирал Шодд
Grub Master Jephtl,Мастер-повар Джефтл
Guildrider Warclaw Skin,Облик боевого когтя «Гильдейский всадник»
Hero of Shaemoor,Герой Шеймура
Hunter Block,Блок Охотника
Icy Blade Axe,Ледяной топор-клинок
Imperial Wonders Mount Adoption License,Лицензия на получение скакуна «Имперские чудеса»
Junior Archivist's Aide Conri,Помощник младшего архивариуса Конри
Kaineng Lights Mount Adoption License,Лицензия на получение скакуна «Огни Кайненга»
Keeper of Waves,Хранитель Волн
Keeper of Winds,Хранитель Ветров
Knight of Sorrows,Рыцарь Скорби
Leaf of Kudzu,Лист кудзу
Legendary Essence of Luck,Легендарная эссенция удачи
Lesser Chaos Storm,Малый хаотический шторм
Lesser Endure Pain,Малая стойкость к боли
Lesser Grenade Barrage,Малый залп гранат
Lesser Litany of Wrath,Малая литания гнева
Lesser Quickening Zephyr,Малый ускоряющий зефир
Lesser Shield of Absorption,Малый щит поглощения
Lesser Signet of Wrath,Малая печать гнева
Lesser Spinal Shivers,Малая спинная дрожь
Lesser Symbol of Blades,Малый символ клинков
Lesser Symbol of Resolution,Малый символ решимости
Lesser Utility Goggles,Малые вспомогательные очки
Lesser Well of Blood,Малый колодец крови
Light of Deldrimor,Свет Делдримора
Living World Season 1,Живой мир: Сезон 1
Living World Season 2,Живой мир: Сезон 2
Living World Season 3,Живой мир: Сезон 3
Living World Season 4,Живой мир: Сезон 4
Lost Era Mount Adoption License,Лицензия на приобретение скакуна «Утерянная эпоха»
Lost and Found,Бюро находок
Mad King Mounts Pack,Набор ездовых Безумного Короля
Mad Realm Mounts Pack,Набор ездовых Безумного мира
Magic Blast Intensity,Интенсивность магического взрыва
Mark of Blood,Метка крови
Masterwork Essence of Luck,Мастерская эссенция удачи
Memorial for Eir Stegalkin,Мемориал Эйр Стегалкин
Memory Snare 2,Ловушка памяти 2
Mini Angry Wintersday Gift,Сердитый мини-подарок Зимней сказки
Mini Yellow Jackal Pup,Мини-жёлтый щенок шакала
Ministry Guard Reth,Страж Министерства Рета
Mistborn Mount Adoption License,Лицензия на получение скакуна «Туманорождённый»
Monument of Legends,Монумент легенд
Mordrem Dark Wing,Мордремский тёмный крыл
Mordrem Teragriff Silver,Серебро мордремского тераггрифа
Mordrem Thrasher Platinum,"Мордрем-бич, платиновый"
Mordrem Troll Iron,"Мордрем-тролль, железный"
Munitions Specialist Airburne,"Специалист по боеприпасам, десантник"
Mysterious Apple Seller,Таинственный торговец яблоками
New Kaineng Weapon Choice Chest,Сундук с выбором оружия Нового Кайненга
Onyx and Gold Lion Weapon Choice,Выбор оружия «Ониксовый и золотой лев»
Orsippus Champion Squilp,Чемпион Орсиппус Сквилп
Pale Tree Will See Us,Pale Tree примет нас
Peal of Discord,Раскат раздора
Peal of Harmony,Раскат гармонии
Piece of Meat,Кусок мяса
Point of No Return,Точка невозврата
Pool of Despair,Омут Отчаяния
Prime Light Attunement,Высшее Световое Согласование
Pristine Awakened Emblem,Безупречная эмблема Пробуждённых
Pristine Skree Harpy Feather,Безупречное перо гарпии-скри
Rapid Ammunition Discharge,Быстрая перезарядка боеприпасов
Rare Essence of Luck,Редкая эссенция удачи
Ravenswood Staff,Посох Воронова леса
Reclaimed Bonds Mount Adoption License,Лицензия на приобретение скакуна «Восстановленные узы»
Red Crane Weapon Choice,Выбор оружия Красного Журавля
Risen Acolyte of Dwayna,Воскресший адепт Двайны
Risen Acolyte of Lyssa,Воскресший адепт Лиссы
Risen Acolyte of Melandru,Воскресший адепт Меландру
Risen Priest of Melandru,Воскресший жрец Меландру
SCRAP 80-T,МЕТАЛЛОЛОМ 80-T
Scout Leader Tahiri,Вожатая разведчиков Тахири
Second Spear Binah,Второе копьё Бина
Second Spear Koja,Второе копьё Коджа
Seeds of Truth,Семена истины
Ship of Sorrows,Корабль скорби
Shoulder to Shoulder,Плечом к плечу
Siege Turtle Advent Mounts Pack,Набор ездовых осадных черепах «Пришествие»
Simulacrum of Destroyer Crematus,Симулякр разрушителя Крематуса
Skyscale Ascension Mounts Pack,Набор маунтов «Вознесение скайскейла»
Skyscale Master Stenvall,Мастер полётов на скайскейл Стенвалл
Slivers of Vlast,Осколки Власта
Smooth Berry Dye Kit,Набор красок «Гладкая ягода»
Special Ops Boot Locker,Шкафчик сапог спецназа
Special Ops Chestpiece Locker,Шкафчик нагрудника спецназа
Special Ops Glove Locker,Шкафчик перчаток спецназа
Special Ops Helmet Locker,Шкафчик шлема спецназа
Special Ops Pants Locker,Шкафчик штанов спецназа
Special Ops Pauldrons Locker,Шкафчик наплечников спецназа
Statics Expert Zullos,Знаток Статики Зуллос
Steel and Fire,Сталь и огонь
Steward of Galdra,Управляющий Галдры
Storms of Winter,Зимние бури
Subject 6,Объект 6
Super Bee Dog Mail Carrier,Почтальон «Супер-пчелопес»
Superior Sigil of Air,Высший сигил воздуха
Superior Sigil of Energy,Высший сигил энергии
Superior Sigil of Fire,Высший сигил огня
Symbol of Luminance,Символ сияния
Tapestry of Sacrifice,Гобелен жертвоприношения
Tenacious Creatures Mount Adoption License,Лицензия на ездовое животное «Цепкие создания»
Tentacle of Nourys,Щупальце Нуриса
Thresher-Sickle 5000,Молотилка-серп 5000
Tooth of Frostfang,Зуб Ледяного Клыка
Toxic Alliance,Токсичный Альянс
Tracking Network Hub,Центр отслеживания сети
Trading Post Express,Экспресс-доставка торговой лавки
Trainer Stone Fist,Тренер Каменный Кулак
Uzocom 2000,Узоком 2000
Uzotron 7000,Узотрон 7000
Vanguard Scout Saruko,Разведчик-авангардист Саруко
Vial of Blood,Флакон крови
Vial of Liquid Flame,Флакон жидкого пламени
Vial of Quicksilver,Склянка ртути
Vibrant Companions Mount Adoption License,Лицензия на ездовое животное «Яркие спутники»
Void Saltspray Dragon,Дракон Пустотной Соленой Пены
Warclaw Frontline Mount Pack,Набор ездового животного «Боевой коготь: передовая»
Western Corrupted Shard,Западный осквернённый осколок
Whispers of Wind,Шепот ветра
Wild Roar Mount Adoption License,Лицензия на ездовое животное «Дикий рёв»
Your Presence Is Requested,Требуется ваше присутствие
Zildi's Assist-o-Matic,Автоматизированный помощник Зилди
