english,translate
Agent Iduna,Агент Идуна
Agent Mirayla,Агент Mirayla
Awakened Archer,Пробуждённый лучник
Champion Arid Devourer,Чемпион Arid Devourer
Champion Arid Parasite Devourer,Чемпион Arid Parasite Devourer
Champion Asphodel,Чемпион Асфодель
Champion Awakened Defiler,Чемпион Пробуждённый осквернитель
Champion Awakened Devastator,Чемпион — пробуждённый опустошитель
Champion Awakened Scavenger,Чемпион Awakened Scavenger
Champion Awakened Stray,Чемпион Пробуждённый бродяга
Champion Bandit Foreman,Чемпион: Бандитский бригадир
Champion Bat Matriarch,Матриарх летучих мышей-чемпион
Champion Blossom Weaver,Чемпион: Ткач цветения
Champion Branded Forgotten Priest,Клеймённый чемпион — забытый жрец
Champion Branded Hydra,Клеймённый чемпион — гидра
Champion Branded Josso Essher,Чемпион Branded Josso Essher
Champion Branded Ley-Line Anomaly,Чемпион Branded Ley-Line Anomaly
Champion Branded Mender,Чемпион Брендированный целитель
Champion Brotherhood Lieutenant,Чемпион лейтенант Братства
Champion Buff,Усиление чемпиона
Champion Canyon Spider Queen,Чемпионка — королева каньонных пауков
Champion Celestial Swift Star,Чемпион Celestial Swift Star
Champion Chak Lobber,Чемпион метатель чаков
Champion Chief Kronon,Чемпион
Champion Contender,Претендент-чемпион
Champion Crazed Harathi High Sage,Чемпион: Обезумевший Верховный мудрец Харати
Champion Destroyer Aestus,Чемпион Разрушитель Aestus
Champion Destroyer Crab,Чемпион краб-разрушитель
Champion Destroyer Ignis,Чемпион Разрушитель Ignis
Champion Devourer,Чемпион: Пожиратель
Champion Dhael Skyspeaker,Чемпион Дхаэль Небослов
Champion Elder Air Djinn,Чемпион Старший джинн воздуха
Champion Elder Fire Djinn,Чемпион Древний огненный джинн
Champion Electromancer Dribb,Чемпион Electromancer Dribb
Champion Embalmer Eweje,Чемпион-бальзамировщик Эведже
Champion Enchanted Staff,Чемпион зачарованный посох
Champion Engorged Ice Elemental,Чемпион Engorged Ice Elemental
Champion Enraged Spider Queen,Чемпионская разъяренная королева пауков
Champion Enraged Spirit,Разъярённый дух-чемпион
Champion Forged Lurker,Кованый скрытень чемпион
Champion Frost Totem,Тотем чемпиона-мороза
Champion Giant Risen Krill,Чемпион гигантский Risen Krill
Champion Hierarch Lili,Чемпион Hierarch Lili
Champion Ice Beast,Чемпион-ледяной зверь
Champion Ice Elemental,Чемпион-ледяной элементаль
Champion Icebrood Shaman,Чемпион шаман ледяных отродий
Champion Invasive Iboga,Чемпион: Инвазивная ибога
Champion Jade X,Чемпион Jade X
Champion Jungle Skelk Lurker,Чемпион джунглевый скелк-затаившийся
Champion Jungle Tendril,Чемпион — джунглевый отросток
Champion Karka Hive Defender,Чемпион защитник улья карки
Champion King Jahnus,Чемпион король Янус
Champion Ley-Charged Ooze,"Чемпион — слизь, заряженная лей-энергией"
Champion Lord Hanif,Чемпион лорд Ханиф
Champion Malfunctioning Golem,Чемпион — неисправный голем
Champion Mistburned Kodan,Чемпион Mistburned Kodan
Champion Modniir Chief,Чемпион Modniir Chief
Champion Modniir Commander,Чемпион Modniir Commander
Champion Modniir Leader,Чемпион лидер Моднииров
Champion Modniir Overlord,Чемпион повелитель Моднииров
Champion Monstrous Lava Elemental,Чемпион: Чудовищный элементаль лавы
Champion Mordrem Dark Wing,Чемпион Mordrem Тёмное Крыло
Champion Mordrem Leeching Thrasher,Чемпион — мордремский молотильщик-пиявка
Champion Mordrem Mangler,Чемпион Mordrem Mangler
Champion Mordrem Vinetooth,Чемпион Mordrem Vinetooth
Champion Mordrem Wolf,Чемпион Mordrem Wolf
Champion Mushroom King,Чемпион Король грибов
Champion Ogre Beastmaster,Чемпион Огр-повелитель зверей
Champion Ogre Chieftain,Чемпион вождь огров
Champion Oni Blasphemer,Чемпион они-богохульник
Champion Ooze King,Чемпион-король слизней
Champion Plague Golem,Чемпион: Голем чумы
Champion Rampaging Basilisk,Чемпион Буйствующий Василиск
Champion Rampaging Warg,Чемпион: Буйствующий варг
Champion Reef Shark,Чемпион Рифовая акула
Champion Risen Groundskeeper,Чемпион: смотритель воскресших
Champion Risen Juggernaut,Чемпион джаггернаут Risen
Champion Risen Krait Nimross,Чемпион Восставший крайт-нимросс
Champion Risen Lich,Чемпион Восставший лич
Champion Risen Vigil Tactician,Чемпион восставший тактик Vigil
Champion Skritt Bottle Lobber,Чемпион Скритт-метатель бутылок
Champion Snag Seizeclaw,Чемпион Снаг Цепкокоготь
Champion Snap Spinecrack,Чемпион Снап Хребтолом
Champion Snow Troll Leader,Вожак снежных троллей чемпион
Champion Speaker Lieutenant,Чемпион лейтенант Speaker
Champion Speaker Ritualist,Чемпион ритуалист Speaker
Champion Steam Commander,Чемпион Паровой Коммандир
Champion Stone Summit Crusher,Чемпион Каменная Вершина Дробитель
Champion Svanir Marauder,Чемпион Сванир-мародёр
