english,translate
Henrika,Хенрика
Hera Sparkblood,Гера Искрокровная
Herald Kehnan,Вестник Кенан
Herald's Doom,Погибель вестника
Herbalist Lus,Травница Лус
Herbert,Герберт
Herboza,Херброза
Herder Avirras,Пастух Авиррас
Herder Curlwp,Пастух Керлвп
Herder Jengirsson,Пастух Дженгирссон
Herder Lyot,Пастух Лиот
Hermann,Херманн
Hermione,Гермиона
Hero,Герой
Hero-Tron,Геро-Трон
Herod,Герод
Heroics Notary,Нотариус геройств
Hershey,Херши
Herta,Херта
Hesitas,Хеситас
Heulwen,Хеулвен
Heyt Guthammer,Хейт Гутхаммер
Hezza,Хезза
Hiberus Mythseeker,"Хиберус, ищущий мифы"
Hidden Garden,Скрытый сад
Hide-and-Seek Master,Мастер пряток
Hiding Child,Прячущийся ребенок
Hierophant Improaster,Иерофант Импростер
Hiffa,Хиффа
High Councillor Flax,Высокий советник Флакс
High Elder Farid,Верховный старейшина Фарид
High Elder Kaadsseo the Wise,Верховный старейшина Каадссео Мудрый
High Elder Yoonam the Intrepid,Верховный старейшина Юнам Бесстрашный
High Elder Ziadih the Fearless,Верховный старейшина Зиадих Бесстрашный
High Elder Zomi the Accomplished,Верховный старейшина Зоми Достигший
High Inquisitor Victor,Верховный инквизитор Виктор
High Priest Copuul,Верховный жрец Копуул
High Sage,Верховный мудрец
High Speaker Noomi,Верховный оратор Нуми
Hilda,Хильда
Hildr Trollbane,Хильдр Троллебой
Hilina,Хилина
Hillbilly,Деревенщина
Himawari,Химавари
Hiralyn,Хиралин
Hiroki,Хироки
Hirvela the Lost,Хирвела Заблудшая
Historian,Историк
Historian Dozza,Историк Дозза
Historian Ennail,Историк Эннейл
Historian Garrod,Историк Гаррод
Historian Gerald,Историк Джеральд
Historian Hartwell,Историк Хартвелл
Historian Hiller Gemguard,Историк Хиллер Джемгард
Historian Landen,Историк Ланден
Historian Merry,Историк Мерри
Historian Silverclaw,Историк Сильверкло
Historian Svar,Историк Свар
Historian Tribb,Историк Трибб
Historian Valorr,Историк Валорр
Historian Vermoth,Историк Вермот
Historian Yowan,Историк Йован
History,История
Ho-Ho-Tron,Хо-Хо-Трон
Hoanjo Belin,Хоаньо Белин
Hob Tornmuzzle,Хоб Торнмаззл
Hodgins,Ходжинс
Hodir,Ходир
Hoelbrak Emissary,Эмиссар Хоэльбрака
Holfi Driftslayer,Холфи Убийца Дрифтов
Holla Copperwield,Холла Коппервилд
Hollowed Bomber,Полый бомбардир
Holo Branded Devourer Hatchling,"Голографический вылупившийся пожиратель, заклейменный кристаллами"
Holo Eye of Zhaitan,Голографический Глаз Зайтана
Holo Knut Whitebear,Голографический Кнут Белый Медведь
