english,translate
Frost Nova,Ледяная нова
Frost Patch,Ледяное пятно
Frost Shard,Осколок льда
Frost Spit,Ледяной плевок
Frost Storm,Ледяной шторм
Frost Tomb,Ледяная гробница
Frost Volley,Ледяной залп
Frostblades,Ледяные клинки
Frostfire Flurry,Ледяной шквал
Frostfire Ward,Ледяной оберег
Frozen Abyss,Замёрзшая бездна
Frozen Barrier,Ледяной барьер
Frozen Burst,Ледяной взрыв
Frozen Demise,Ледяная гибель
Frozen Fusillade,Ледяная канонада
Frozen Missile,Ледяной снаряд
Fulgent Aura,Сияющая аура
Fulgor,Фулгор
Fulgor Sphere,Сфера Фулгора
Full Counter grants resistance.,Полный контратакующий удар даёт сопротивление.
Full Counter heals and removes conditions from you.,Круговая контратака исцеляет вас и снимает с вас состояния.
Full Health Healing Conversion Rate,Коэффициент преобразования исцеления при полном здоровье
Full Throttle,Полный газ
Fulminate,Фульминация
Fumigate,Фумигация
Function Gyro,Функциональный гироскоп
Furious,Яростный
Furious Burst,Яростный взрыв
Furious Demise,Яростная гибель
Furious Focus,Яростная концентрация
Furious Grip,Яростный захват
Furious Interruption,Яростное прерывание
Furious Pounce,Яростный прыжок
Furious Retaliation,Яростное возмездие
Furious Screech,Яростный визг
Furious Strength,Яростная сила
Furious Surge,Яростный прилив
Fury,Ярость
Fury of the Storm,Ярость шторма
Gadgeteer,Гаджетолог
Gain 1 extra adrenaline per hit.,Получайте 1 дополнительную единицу адреналина за удар.
Gain Elemental Empowerment and vigor when evading an attack.,"Вам даруется энергичность и стихийное усиление, когда вы уклоняетесь от атаки."
Gain Elemental Empowerment while in combat.,"Пока вы находитесь в бою, на вас действует эффект Стихийного усиления."
Gain Vitality. Your incoming healing is increased.,Ваша Живучесть увеличена. Получаемое вами исцеление увеличено.
Gain a burst of speed when entering berserk mode.,"Вы ускоряетесь, когда становитесь берсерком."
Gain access to final crafting recipes for legendary armor.,Получите доступ к финальным рецептам создания легендарной брони.
Gain adrenaline on weapon swap.,Вы получаете адреналин при смене оружия.
Gain affinity when using a weapon skill that costs energy.,"Вы получаете очки схожести при использовании оружейных умений, которым требуется энергия для активации."
Gain affinity when you invoke a different legend.,"Вы получаете схожесть, когда обращаетесь к другой легенде."
Gain attribute increases while in combat.,Получайте увеличение характеристик во время боя.
Gain boons when entering Dragon Trigger.,Вы получаете дары при активации Готовности Дракона.
Gain boons when you switch attunements.,"Вы получаете дары, когда меняете Стихию."
Gain condition damage based on your power.,Ваш урон от состояний увеличивается в зависимости от вашей силы.
Gain damage and movement speed per stack.,Получайте урон и скорость передвижения за каждый стак.
Gain endurance when you shadowstep.,"Вы восстанавливаете выносливость, когда делаете Призрачный Шаг."
Gain endurance when you successfully steal from an enemy.,"Вы получаете выносливость, совершая успешную кражу."
Gain energy when you break stun.,"Вы получаете энергию, когда сбрасываете оглушение."
Gain evasion when you use an elite skill.,Вы получаете уклонение при использовании элитного умения.
Gain expertise based on your precision.,Ваша Сноровка увеличивается в зависимости от вашей Точности.
Gain ferocity based on your precision.,Ваша Жестокость увеличивается в зависимости от вашей Точности.
Gain fire aura when an ally picks up a conjured weapon.,"Даёт огненную ауру, когда союзник поднимает сотворенное оружие."
Gain fury when entering shroud. Gain additional precision.,"Вам даруется ярость, когда вы входите в Саван. Ваша Точность увеличивается."
Gain fury when swapping weapons in combat.,Вам даруется ярость при смене оружия в бою.
Gain fury when you gain might at or above the threshold.,"Вам даруется ярость, когда дарованная вам мощь равна или превышает порог."
Gain fury when you invoke a legend.,"Вам даруется ярость, когда вы обращаетесь к легенде."
Gain health based on adrenaline spent.,Получить здоровье в зависимости от потраченного адреналина.
Gain increased attributes while affected by quickness.,"Ваши свойства увеличиваются, когда у вас есть дар Проворства."
Gain increased endurance recovery.,Ваша выносливость восстанавливается быстрее.
Gain increased maximum health.,Ваш максимальный уровень здоровья увеличивается.
Gain initiative on swapping weapons while in combat.,Вы получаете инициативу при смене оружия в бою.
Gain initiative when you enter or exit stealth.,Восстанавливает инициативу при входе в невидимость или выходе из неё.
Gain life force when you enter Harbinger Shroud.,"Вы получаете жизненную силу, когда надеваете Саван Предвестника."
Gain might and fury when you disable a foe.,Даёт мощь и ярость при выведении врага из строя.
Gain might when you block attacks.,Даёт мощь при блокировании атак.
Gain might when you dodge.,Даёт мощь при уклонении.
Gain might when you gain fury.,Даёт мощь при получении ярости.
