english,translate
Orrian Fisher,Оррский рыбак
Orrian Killer,Оррский убийца
Otter Snack Time,Время перекусить выдре
Out of Focus,Не в фокусе
Out of the Cold,Вне холода
Out of the Wrong Hands,Из чужих рук
Out with a Bang,Громкий финал
Outreach,Охват
Overindulgence,Чрезмерное потакание
Pact Camper,Лагерь Пакта
Pact Fleet Weapon Collection,Коллекция оружия флота Пакта
Pact Pilot Protector,Защитник пилотов Пакта
Pact Reformer,Реформатор Пакта
Painter's Brilliance Weapon Collection,Коллекция оружия «Блеск художника»
Paladin's Decree Weapon Collection,Коллекция оружия «Указ паладина»
Pale Reaver Believer,Верующий в Бледных грабителей
Paper Dragon,Бумажный дракон
Paper Smasher,Бумажный крушитель
Paper Trail,Бумажный след
Parachute Pilferer,Парашютист-воришка
Parallel Analysis,Параллельный анализ
Paratrooper,Десантник
Participate in 1 Defense Event in World vs. World,Участвуйте в 1 событии защиты в World vs. World
Participate in 1 Player vs. Player Tournament Match,Примите участие в 1 турнирном PvP-матче
Participate in 1 Rift Hunt Event,Участвуйте в 1 событии охоты на разломы
Party Animal,Душа компании
Party Crasher Crusher,Разрушитель вечеринок
Party Guardian,Страж вечеринки
Passport to Ahdashim,Паспорт в Ahdashim
Path of Fire: Act 1 Mastery,Путь Огня: Акт 1 — Мастерство
Path of Fire: Act 2 Mastery,Путь Огня: Акт 2 — Мастерство
Path of Fire: Act 3 Mastery,Путь Огня: Акт 3 — Мастерство
Path of the Divine,Путь божественного
Path of the Gods,Путь богов
Patrolling the Bloodtide Beat,Патрулирование Bloodtide Beat
Patrolling the Bloodtide Beat 2,Патрулирование Bloodtide Beat 2
Patron,Покровитель
Patron of the Nobility,Покровитель знати
Pavilion Participant,Участник павильона
Pavilion Party-Goer,Гость павильона
Pavilion Pursuer,Преследователь павильона
Paxx's Favorite,Любимец Паксса
Paxx's Favorite Patron,Любимый посетитель Paxx
Paxx's Right Hand,Правая рука Паксса
Pay Your Respects,Отдайте дань уважения
Paying Respects,Отдание почестей
Peerless Geometer,Несравненный геометр
Penned by Poky,Написано Поки
People Watching,Наблюдение за людьми
Pepper Picker,Сборщик перца
Perfect Execution,Безупречное исполнение
Perfect Fit,Идеальная посадка
Perform 3 Combo Skills in Combat,Выполните 3 комбо-умения в бою
Personal Story Completer,Завершитель личной истории
Pest Control,Борьба с вредителями
Pet the Dog,Погладить собаку
Pet the Wildlife,Погладить дикое животное
Phantom,Фантом
Philanthropist,Филантроп
Phoenix Weapon Collection,Коллекция оружия Феникса
Phytotoxin Enthusiast,Энтузиаст фитотоксинов
Picante,Пикантный
Pickup Completionist,Мастер сбора
Piecing It Together,Сбор по кусочкам
Pile of Parts,Куча запчастей
Pirate Booty,Пиратская добыча
Pirate Punisher,Пиратский жнец
Pirate Purger,Пиратский чистильщик
Pistol Master,Мастер пистолетов
Pitcher of Joy,Кувшин радости
Piñata Pro,Профи по пиньятам
Plague Doctor,Чумной доктор
