english,translate
Recipe: Recycler: Dragonite Ore,Рецепт: переработчик: Драконитовая руда
Recipe: Recycler: Empyreal Fragments,Рецепт: переработчик: эмпирейные осколки
Recipe: Recycler: Jade Slivers,Рецепт: утилизатор: Нефритовые осколки
Recipe: Recycler: Karma,Рецепт: переработчик: Карма
Recipe: Red Lentil Saobosa,Рецепт: саобоса из красной чечевицы
Recipe: Red Lentil and Flatbread Feast,Рецепт: пир из красной чечевицы и лепёшек
Recipe: Refined Envoy Boots,Рецепт: улучшенные сапоги посланника
Recipe: Refined Envoy Breastplate,Рецепт: улучшенный нагрудник посланника
Recipe: Refined Envoy Cowl,Рецепт: утончённый капюшон посланника
Recipe: Refined Envoy Gauntlets,Рецепт: улучшенные латные перчатки посланника
Recipe: Refined Envoy Gloves,Рецепт: улучшенные перчатки посланника
Recipe: Refined Envoy Greaves,Рецепт: улучшенные наголенники посланника
Recipe: Refined Envoy Helmet,Рецепт: улучшенный шлем посланника
Recipe: Refined Envoy Jerkin,Рецепт: улучшенная куртка посланника
Recipe: Refined Envoy Leggings,Рецепт: улучшенные поножи посланника
Recipe: Refined Envoy Mantle,Рецепт: улучшенная накидка посланника
Recipe: Refined Envoy Mask,Рецепт: улучшенная маска посланника
Recipe: Refined Envoy Pants,Рецепт: очищенные штаны Посланника
Recipe: Refined Envoy Pauldrons,Рецепт: улучшенные наплечники посланника
Recipe: Refined Envoy Shoes,Рецепт: улучшенная обувь посланника
Recipe: Refined Envoy Shoulderpads,Рецепт: утончённые наплечники посланника
Recipe: Refined Envoy Tassets,Рецепт: улучшенные набедренники посланника
Recipe: Refined Envoy Vambraces,Рецепт: улучшенные наручи посланника
Recipe: Refined Envoy Vestments,Рецепт: улучшенные одеяния посланника
Recipe: Reinforced Boreal Trunk,Рецепт: усиленный бореальный ствол
Recipe: Rejuvenating Intricate Cotton Insignia,Рецепт: искусная хлопковая инсигния восстанавливающего
Recipe: Rejuvenating Intricate Wool Insignia,Рецепт: искусная шерстяная инсигния восстанавливающего
Recipe: Rejuvenating Iron Imbued Inscription,Рецепт: железная пропитанная гравировка восстанавливающего
Recipe: Rejuvenating Steel Imbued Inscription,Рецепт: стальная пропитанная гравировка восстанавливающего
Recipe: Relic of Altruism,Рецепт: реликвия альтруизма
Recipe: Relic of Antitoxin,Рецепт: реликвия антитоксина
Recipe: Relic of Durability,Рецепт: реликвия стойкости
Recipe: Relic of Dwayna,Рецепт: реликвия Двайны
Recipe: Relic of Evasion,Рецепт: реликвия уклонения
Recipe: Relic of Fire,Рецепт: реликвия огня
Recipe: Relic of Fireworks,Рецепт: реликвия фейерверков
Recipe: Relic of Ice,Рецепт: реликвия льда
Recipe: Relic of Leadership,Рецепт: реликвия лидерства
Recipe: Relic of Mercy,Рецепт: реликвия милосердия
Recipe: Relic of Resistance,Рецепт: реликвия сопротивления
Recipe: Relic of Speed,Рецепт: реликвия скорости
Recipe: Relic of Surging,Рецепт: реликвия волны
Recipe: Relic of Vampirism,Рецепт: реликвия вампиризма
Recipe: Relic of the Adventurer,Рецепт: реликвия искателя приключений
Recipe: Relic of the Afflicted,Рецепт: реликвия страждущих
Recipe: Relic of the Aristocracy,Рецепт: реликвия аристократии
Recipe: Relic of the Brawler,Рецепт: реликвия драчуна
Recipe: Relic of the Cavalier,Рецепт: реликвия кавалериста
Recipe: Relic of the Centaur,Рецепт: реликвия кентавра
Recipe: Relic of the Chronomancer,Рецепт: реликвия хрономанта
Recipe: Relic of the Citadel,Рецепт: реликвия Цитадели
Recipe: Relic of the Daredevil,Рецепт: реликвия сорвиголовы
Recipe: Relic of the Deadeye,Рецепт: реликвия меткого стрелка
Recipe: Relic of the Defender,Рецепт: реликвия защитника
Recipe: Relic of the Dragonhunter,Рецепт: реликвия охотника на драконов
Recipe: Relic of the Eagle,Рецепт: реликвия орла
Recipe: Relic of the Earth,Рецепт: реликвия земли
Recipe: Relic of the Firebrand,Рецепт: реликвия огнеборца
Recipe: Relic of the Flock,Рецепт: реликвия стаи
Recipe: Relic of the Golemancer,Рецепт: реликвия големансера
Recipe: Relic of the Herald,Рецепт: реликвия Вестника
Recipe: Relic of the Holosmith,Рецепт: реликт голосмита
Recipe: Relic of the Krait,Рецепт: реликвия крайта
Recipe: Relic of the Lich,Рецепт: реликвия лича
Recipe: Relic of the Mirage,Рецепт: реликвия Миража
Recipe: Relic of the Monk,Рецепт: реликвия монаха
