english,translate
Temple of the Six,Храм Шестерых
Temple of the Turtle,Храм Черепахи
Templum Praesidium,Храм-крепость
Tenaebron Lake,Озеро Тенаеброн
Tenaebron Waypoint,Путь к Тенаеброну
Tender's Terrace,Терраса Заботливого
Tengu Alpine Camp,Альпийский лагерь Тэнгу
Tengu Square,Площадь тенгу
Termerarus Castrum,Термерарус Каструм
Terra Carorunda,Терра Карорунда
Terra Carorunda Waypoint,Путевая точка Терра Карорунда
Terra Combusta,Терра Комбуста
Terraced Hive,Террасный улей
Terranexic Lab,Лаборатория Терранексик
Terzetto Bay,Залив Терцетто
Test Subject,Подопытный
Test Your Metal,Испытание на прочность
Thamaturgic Calculus,Таматургическое исчисление
Thaumacore Inquiry Center,Центр изучения таумакоров
Thaumagolemic Observation Creche,Таумаголемический наблюдательный ясли
Thaumanova Reactor,Реактор Тауманова
Thaumaturgy Park,Парк Тауматургии
The 'Booter's Path,Путь «Ботинка»
The Aether Escape,Эфирный побег
The Alkali Pan,Щелочная низина
The All Seer,Всевидящий
The Altar of Death,Алтарь Смерти
The Altar of Glaust,Алтарь Глауст
The Animal Apothecary,Звериная аптека
The Anthill,Муравейник
The Apothecary,Аптека
The Aquatarium,Акватариум
The Arboretum,Дендрарий
The Arboretum Waypoint,Путевая точка Дендрария
The Arm of Abaddon,Рука Абаддона
The Arsenal,Арсенал
The Artesian Waters,Артезианские воды
The Artist's Workshop,Мастерская художника
The Ascending Dream,Восходящая мечта
The Astralarium,Астраларий
The Atrium,Атриум
The Auditorium,Аудиториум
The Bad Apple,Паршивая овца
The Baelfire,Бэйлфайр
The Balance of Souls,Баланс душ
The Bane,Проклятие
The Barrowstead,Барроустед
The Battle for Cragstead,Битва за Крэгстед
The Battle for Cragstead—Knut Whitebear's Loft,Битва за Крэгстед — Чердак Кнута Белого Медведя
The Battle for Lion's Arch (Private Squad),Битва за Lion's Arch (частный отряд)
The Battle For Lion's Arch (Public),Битва за Lion's Arch (публичная)
The Battle of Claw Island,Битва за Остров Когтя
The Battle of Fort Trinity,Битва за Форт Тринити
The Beachtree,Бичтри
The Beastpool,Звериный водоём
The Bitter Cold,Лютый холод
The Blasted Hearth,Опалённый очаг
The Blasted Moors,Опалённые пустоши
The Bleeding Wastes,Кровавые пустоши
The Blighted Pillar,Осквернённый столп
The Bloodfield,Кровавое поле
The Bloodfields,Кровавые поля
The Bloodstones' Unmaking,Уничтожение Кровавых камней
The Bloodtrough,Кровавое корыто
The Blossom of Youth,Цветок юности
The Bone Palace,Костяной дворец
The Bone Wall,Костяная стена
The Bonestrand,Костяной берег
The Boneyard,Кладбище
The Breached Wall,Проломленная стена
The Brig,Гауптвахта
The Buoyant Bough,Плавучая ветвь
The Burning Fortress,Пылающая крепость
The Burrows,Норы
The Busted Flagon,Разбитый кубок
The Cathedral of Blood,Собор Крови
The Cathedral of Silence,Собор Тишины
The Cauldron of Searing,Котел Опаления
The Centaur's Path,Путь Кентавра
The Championship Fight,Чемпионский бой
The Channeling Chamber,Зал Направленности
The Charge,Натиск
The Citadel of Flame Waypoint,Путевая точка Цитадели Пламени
The Clearcut,Вырубка
The Command Core,Командное ядро
The Commander,Коммандир
The Commons,Коммонс
The Concordia Incident,Инцидент в Конкордии
The Consul's Tomb,Гробница консула
The Corpse Grove,Трупная роща
The Crag,Утёс
The Crown Pavilion,Коронный павильон
The Crypts,Склепы
The Crystal Blooms,Кристальные цветы
The Crystal Dragon,Кристальный дракон
"The Cycle, Reborn: Arborstone",Цикл возрожден: Арборстоун
"The Cycle, Reborn: The Dead End Bar",Цикл возрожден: Бар «Тупик»
The Dark Leviathan,Тёмный Левиафан
The Dark Library,Тёмная библиотека
The Darklands,Тёмные земли
The Darklands Waypoint,Путевая точка Тёмных земель
The Dead End,Тупик
The Dead End: A Study in Scarlet,Тупик: Этюд в багровых тонах
The Dead End: Celebration,Тупик: Празднование
The Dead Slope,Мёртвый склон
The Deadhouse,Мёртвый дом
The Deep,Глубина
The Deepwood,Глубоколесье
The Departing,Уход
The Desolation,Опустошение
The Direct Approach,Прямой подход
The Divide,Разлом
The Divine Piazza,Божественная площадь
The Doomteeth,Зубы Рока
The Dracon Steles,Стелы Дракона
The Dragontooth Defense,Защита Драконьего зуба
The Dread Shiny,Ужасный Блеск
The Dream Filter,Фильтр снов
The Dredge Hideout,Логово дрегов
The Durmand Priory,Приорат Дурманда
The Echovald Wilds,Эховальдские дебри
The Elder Dragon's Lair,Логово Старшего дракона
