english,translate
Return to Taimi's Pet Project,Возвращение к Питомцу Taimi
Return to The Bitter Cold,Возвращение к лютому холоду
Return to The Charge,Возвращение к Атаке
Return to The Concordia Incident,Возвращение к Инциденту в Concordia
Return to The Crystal Blooms,Возвращение к Crystal Blooms
Return to The Crystal Dragon,Возвращение к Кристальному дракону
Return to The End,Возвращение к Концу
Return to The Hero of Istan,Возвращение к Герою Istan
Return to The Invitation,Возвращение к Приглашению
Return to The Last Chance,Возвращение к Последнему шансу
Return to The Mystery Cave,Возвращение к Таинственной пещере
Return to The Test Subject,Возвращение к Подопытному
Return to The Waypoint Conundrum,Возвращение к Загадке путевой точки
Return to The World Summit,Возвращение к Мировому саммиту
Return to Thunderhead Peaks,Возвращение к Thunderhead Peaks
Return to Tracking the Aspect Masters,Возвращение к Поиску мастеров аспектов
Return to Tracking the Scientist,Возвращение к Поиску учёного
Return to Trouble at Fort Salma,Возвращение к Проблемам в Fort Salma
Return to Turnabout,Возвращение к Повороту
Return to Voice in the Deep,Возвращение к Голосу из глубины
Return to What's Left Behind,Возвращение к Оставленному позади
Return to White Mantle Hideout,Возвращение к Убежищу White Mantle
Return to Wildfire,Возвращение к Лесному пожару
Return to the Domain of Istan,Возвращение к Владениям Istan
Return to the Domain of Kourna,Возвращение к Владениям Kourna
Return to the Sandswept Isles,Возвращение к Песчаным островам
Returning Champion,Вернувшийся чемпион
Returning Kindness,Ответная доброта
Returning to Cantha,Возвращение в Канту
Returning to Elona,Возвращение в Элону
Returning to Glint's Legacy,Возвращение к наследию Glint
Returning to Glint's Prophecy,Возвращение к пророчеству Glint
Returning to Horn of Maguuma,Возвращение к Рогу Maguuma
Returning to Janthir,Возвращение в Janthir
Returning to Scarlet's War,Возвращение к войне Scarlet
Returning to the Heart of Maguuma,Возвращение в Сердце Maguuma
Returning to the Icebrood Saga,Возвращение к Саге о ледяном отродье
Returning to the Rise of Kralkatorrik,Возвращение к возвышению Kralkatorrik
Revealing Ritualists,Разоблачение ритуалистов
Revenant: Corruption,Ревенант: Порча
Revenant: Devastation,Ревенант: Опустошение
Revenant: Invocation,Ревенант: Призыв
Revenant: Retribution,Ревенант: Возмездие
Revenant: Salvation,Ревенант: Спасение
Revenge at Wolf's Crossing,Месть на Переправе Волка
Revenge at Wolf's Crossing (Weekly),Месть на Переправе Волка (еженедельно)
Revenge of Archon Iberu,Месть Archon Иберу
Revenge of Archon Iberu (Weekly),Месть Archon Иберу (еженедельно)
Revenge of Drakkar,Месть Драккар
Revenge of Drakkar (Weekly),Месть Драккар (еженедельно)
Revenge of Eparch,Месть Эпарх
Revenge of Ignaxious,Месть Игнаксиус
Revenge of Knaebelag,Месть Knaebelag
Revenge of Kralkatorrik,Месть Кралькаторрик
Revenge of Kralkatorrik (Weekly),Месть Кралькаторрик (еженедельно)
Revenge of Kuda,Месть Куда
Revenge of Kuda (Weekly),Месть Куда (еженедельно)
Revenge of Metal Legion (Weekly),Месть Метал-легион (еженедельно)
Revenge of Mordremoth,Месть Мордремот
Revenge of Murakai,Месть Murakai
Revenge of Nourys,Месть Нурис
Revenge of Prototype XJ-1,Месть Прототип XJ-1
Revenge of Saevus Saxum,Месть Сэвус Саксум
Revenge of Sulypix,Месть Sulypix
Revenge of Sulypix (Weekly),Месть Sulypix (еженедельно)
Revenge of Vemyen,Месть Вемиен
Revenge of Vermignus,Месть Vermignus
Revenge of Warden Amala,Месть Страж Амала
Revenge of Warden Amala (Weekly),Месть Страж Амала (еженедельно)
Revenge of Zohaqan,Месть Зохакан
Revenge of Zohaqan (Weekly),Месть Зохакан (еженедельно)
Revenge of the Canopy Bosses,Месть боссов полога
Revenge of the Chak Gerent,Месть Герент чаков
Revenge of the Champions: Dragonfall,Месть чемпионов: Драконий предел
Revenge of the Champions: Dragonfall (Weekly),Месть чемпионов: Драконий предел (еженедельно)
Revenge of the Claw of Jormag,Месть Claw of Jormag
Revenge of the Claw of Jormag (Weekly),Месть Claw of Jormag (еженедельно)
Revenge of the Death-Branded Shatterer,Месть Death-Клеймённые Shatterer
