english,translate
"I appreciate you taking most of the risk. If all goes well, it'll pay off for both of us and the Lionguard in the end.","Я ценю, что ты берёшь на себя большую часть риска. Если всё пройдёт хорошо, это принесёт пользу нам обоим и в конечном итоге — Львиной Страже."
I appreciate your candor.,Ценю твою откровенность.
"I appreciate your caution, but Luccia vouched for him. I say we give it a try.","Я ценю твою осторожность, но Luccia поручилась за него. Я предлагаю попробовать."
"I appreciate your concern, but I am not yet ready to say good-bye to my love. Leave me in peace, please.","Я ценю твою заботу, но я ещё не готова попрощаться со своей любовью. Оставь меня в покое, пожалуйста."
I appreciate your concern. It's good to see you.,Я ценю вашу заботу. Рад вас видеть.
I appreciate your confidence in me.,Я ценю твою уверенность во мне.
"I appreciate your confidence, but I demand more of myself. Go with wolf's blessing.","Я ценю твою уверенность, но требую большего от себя. Иди с благословением Wolf."
"I appreciate your confidence. The people of Triskell Quay are scoundrels, but the dragons are far worse. We'll see you there.","Ценю твою уверенность. Жители Triskell Quay — негодяи, но драконы куда хуже. Увидимся там."
"I appreciate your discretion. The next clue reads, ""Y'know, I had a cousin named Morgan. She used to make the worst mushroom soup. I still have nightmares about it...—April"" Quite...vague.","Я ценю вашу осмотрительность. Следующая подсказка гласит: «Знаете, у меня была двоюродная сестра по имени Морган. Она готовила ужасный грибной суп. Мне до сих пор снятся кошмары об этом... — Апрель». Довольно... расплывчато."
"I appreciate your efficiency, Commander...and friend of Commander?","Ценю вашу эффективность, Коммандир... и друг Коммандира?"
"I appreciate your efforts, Commander. Thanks to you we're a little less blind in this battle.","Я ценю твои усилия, командир. Благодаря тебе мы немного лучше видим ситуацию в этом бою."
"I appreciate your help with my predicament, Commander.","Я ценю вашу помощь в решении моей проблемы, командующий."
I appreciate your help.,Ценю твою помощь.
I appreciate your kind words. Farewell.,Я ценю твои добрые слова. Прощай.
I appreciated Imann's invitation. It feels like a genuine gesture of trust. Elona has come a long way.,Я оценила приглашение Imann. Это похоже на искренний жест доверия. Elona проделала долгий путь.
I approve of the Slayer approach. This is bigger than frisky dredge and lost patrols.,"Я одобряю подход Убийцы. Это нечто большее, чем просто суетливые дреджи и пропавшие патрули."
"I approve, but don't stop at just ten.","Одобряю, но не останавливайся на десяти."
"I armed him with a thorn from my own bough, a mighty sword named Caladbolg. Both were lost, never to return to the Grove.","Я вооружила его шипом со своей собственной ветви, могучим мечом по имени Caladbolg. Оба были потеряны и так и не вернулись в Grove."
I ask again: How else do we get the parts?,Спрашиваю снова: как ещё мы достанем детали?
I ask you to continue your efforts. Resolve fractals and raise up your fellows to meet this challenge.,Я прошу вас не останавливаться на достигнутом. Решайте фракталы и помогайте своим союзникам справиться с этой задачей.
I asked Dagda about her departure. Claims that it was a building reaction to the deaths of Vass and Akeem—former court members.,"Я спрашивал Dagda о её уходе. Она утверждает, что это была накопившаяся реакция на смерти Vass и Akeem — бывших членов двора."
"I asked for help when the choya started harassing us. ""Can't spare the soldiers,"" they said.","Я просил о помощи, когда чойя начали нас донимать. «Солдат нет», — сказали они."
I asked him to attend. I need all of your help to deal with Faolain.,"Я попросил его прийти. Мне нужна ваша помощь, чтобы разобраться с Фаолайн."
I asked the detective whether he would share any intelligence they've gathered on our Mist-hopping friends.,"Я спросил детектива, поделится ли он разведданными, которые они собрали о наших друзьях, прыгающих по Туманам."
"I asked their part in ending the dragon cycle. Hiding behind their famed veil of charm, they credited their allies.","Я спросила об их роли в завершении цикла драконов. Скрываясь за своей знаменитой завесой обаяния, они приписали заслуги союзникам."
"I asked them here to listen to Professor Gorr's speech, because they all have an interest in fighting the Elder Dragons.","Я пригласил их сюда послушать выступление Professor Gorr, так как все они заинтересованы в борьбе со Старшими Драконами."
I asked them to go to the Durmand Priory and research the Elder Dragons.,Я попросил их отправиться в Durmand Priory и изучить Старших Драконов.
"I asked what's next for the commander. With exhausted eyes, they shook their head like a child, frightened and uncertain.","Я спросила, что ждет Коммандира дальше. С измученными глазами они покачали головой, как ребенок, напуганный и неуверенный."
"I asked you to keep the channel clear, remember? I hear everything.","Я просил тебя не занимать канал, помнишь? Я всё слышу."
"I assist refugees on their journey north to Amnoon, but the last group never made it this far.","Я помогаю беженцам в их путешествии на север к Амнуну, но последняя группа так и не добралась сюда."
