english,translate
The Celebration Continues,Праздник продолжается
The Coming Battle,Грядущая битва
The Degun Shun ogres thank you.,Огры из Degun Shun благодарят вас.
The Durmand Priory Thanks You,"Если бы не ваши отважные усилия в Molitage Digs, наши члены могли бы не завершить свои исследования. С вашей помощью Приорат узнал ценную информацию о битвах между дворфами и разрушителями. Мы благодарим вас."
The Durmand Priory notes your assistance.,The Durmand Priory отмечает вашу помощь.
The Ebon Vanguard thank you!,Эбонский Авангард благодарит вас!
The Ebonhawke citizens thank you!,Жители Ebonhawke благодарят вас!
The Explorer Spirit,Дух исследователя
The Fishers of Triskell Quay Send Thanks,Рыбаки Triskell Quay шлют благодарность
"The Flame Legion have never made things easy for us, but we're holding our own. With their power sources disabled, they're not nearly as much of a threat. Bravo.","Flame Legion никогда не облегчал нам жизнь, но мы держимся. С отключенными источниками энергии они уже не представляют такой большой угрозы. Браво."
"The Flame Legion headquarters seemed impenetrable, until your solo incursion proved we do have a chance. Your inspiration in showing us what is possible was a welcome shot in the arm. You did excellent work, %str1%.","Штаб Легиона Пламени казался неприступным, пока ваше одиночное проникновение не доказало, что у нас есть шанс. Ваш пример того, что возможно сделать, стал для нас отличным стимулом. Вы проделали отличную работу, %str1%."
"The Flame Legion keep trying to dig their manicured little claws in, and we keep kicking them right back out. I'll be honest, I'm getting tired of the song and dance, but as long as they keep being slimy hairballs, I'll be there to fight them back. Good to know I can count on you to give me some support.","Flame Legion продолжают пытаться запустить свои ухоженные маленькие когти, а мы продолжаем вышвыривать их обратно. Честно говоря, я устал от этой песни и пляски, но пока они остаются скользкими комками шерсти, я буду здесь, чтобы дать им отпор. Приятно знать, что я могу рассчитывать на вашу поддержку."
"The Foulbear ogres expanded into Hautclaire Vale as opportunists, hoping the use the charr withdrawl as a chance for a quick land grab. Not so easy with people like you around, though, is it? Ha! They're still trying to wedge their way in, but now that I see how difficult we can make it for them, I doubt they'll keep at it much longer. Thank you.","Огры из Foulbear расширились до Hautclaire Vale, воспользовавшись отступлением чарр в надежде быстро захватить земли. Но с такими, как ты, это не так-то просто, верно? Ха! Они все ещё пытаются пробиться, но теперь, когда я вижу, как сильно мы можем им помешать, сомневаюсь, что они долго продержатся. Спасибо."
The Hillstead skritt thank you.,Скритты Hillstead благодарят тебя.
The Hunting Grounds (Renown Heart),Охотничьи угодья (Сердце репутации)
The Iron Legion Thanks You,«Железный легион благодарит вас»
The Iron Legion salutes you.,Железный Легион приветствует тебя.
The Kindness of Strangers,Доброта незнакомцев
The Legend of Dawnwyn,Легенда о Dawnwynn
"The Lionguard would like to express its gratitude, %str1%. The Cuatl hylek tribe can be tough to manage, but your help has made our jobs quite a bit easier. You have a real knack for liaising with these amphibious scamps. The Lionguard would suit you well! Tarff is in full agreement with me on this. And he is not easy to please.","Львиная Стража хотела бы выразить свою благодарность, %str1%. С племенем хилеков Cuatl бывает непросто справиться, но твоя помощь значительно облегчила нашу работу. У тебя настоящий талант к налаживанию связей с этими амфибиями-пройдохами. Львиная Стража тебе подошла бы! Tarff полностью согласен со мной. А ему угодить нелегко."
"The Martingale was a beauty, but perhaps the boat is truly a friend's boat. I believe I prefer owning the best businesses. Swing by for another round of grog sooner rather than later, Commander.","«Martingale» был хорош, но, возможно, лодка — это действительно лодка друга. Полагаю, я предпочитаю владеть лучшими предприятиями. Заглядывай на ещё одну кружку грога поскорее, Коммандир."
The Mennerheim steadholders are impressed.,Землевладельцы Mennerheim впечатлены.
"The Nightmare Court would have taken over the whole swamp, if not for your actions. Safe travels, friend. 

—Laewyn","Nightmare Court захватили бы все болото, если бы не ваши действия. Счастливого пути, друг.

—Laewyn"
The Old One,Древняя
The Olmakhan appreciate your hard work.,Олмахан ценят твой тяжёлый труд.
The Order Thanks You,Орден благодарит вас
The Pact Thanks You,Pact благодарит вас
The Path of Starry Skies Is Open,Путь Звёздных Небес открыт
The Priory are grateful for your help.,Приорат благодарен вам за помощь.
"The Priory thanks you for your assistance with our steam creature studies near the Lake of Lamentation. The cameras you fixed helped us monitor the creatures' movements, and the steam parts you collected are being analyzed by our top scientists. We hope to learn more about the biomechnaical beings, and your efforts have brought us closer to the truth.","Priory благодарит вас за помощь в наших исследованиях паровых существ возле Lake of Lamentation. Камеры, которые вы починили, помогли нам отслеживать перемещения существ, а собранные вами паровые детали анализируются нашими лучшими учёными. Мы надеемся узнать больше об этих биомеханических существах, и ваши усилия приблизили нас к истине."
The Region Has Been Secured,Регион обезопасен
The Revolution Continues,Революция продолжается
The Sentinels and I would like to thank you once again for your recent help with out little ghosts and Branded problem. This ongoing fight really wears down the morale here and your assistance was a much needed shot in the arm.,"Часовые и я хотели бы ещё раз поблагодарить вас за недавнюю помощь с нашими маленькими проблемами с призраками и Клейменными. Эта постоянная борьба сильно подрывает боевой дух, и ваша помощь стала столь необходимым стимулом."
The Sentinels thank you.,Стражи благодарят вас.
