english,translate
"%str1%%str2%Leichte ""Wahrer Blick""-Handschuhe%str3%%str4%","%str1%%str2%Лёгкие перчатки «Истинного взгляда»%str3%%str4%"
"%str1%%str2%Schwere ""Wahrer Blick""-Maske%str3%%str4%","%str1%%str2%Schwere ""Wahrer Blick""-Maske%str3%%str4%"
"%str1%%str2%Schweres ""Wahrer Blick""-Wams%str3%%str4%","%str1%%str2%Schweres ""Wahrer Blick""-Wams%str3%%str4%"
"(Festival) Schließt den Erfolg ""Bündel-Plünderer (jährlich)"" ab",(Фестиваль) Завершите достижение «Связка-грабитель (ежегодно)»
"+10%% Outgoing Healing
+30 Healing Power
+10%% Karma
+5%% All Experience Gained
+20%% Magic Find
+20%% Gold Find
+10%% WXP Gained","+10%% Исходящее лечение
+30 Сила лечения
+10%% Карма
+5%% Ко всему получаемому опыту
+20%% Шанс найти магические предметы
+20%% Шанс найти золото
+10%% Получаемый опыт за выполнение заданий"
"+32 Condition Damage
+18 Toughness
+18 Vitality","+32 урона от состояний
+18 к силе
+18 к жизненной силе"
"+5 Max Supply
+10%% WvW Experience
+25%% Movement Speed
+25 Power","+5 Максимальный запас
+10%% опыта в PvP
+25%% скорости передвижения
+25 силы"
"+5 Toughness
+2 Precision","+5 к живучести
+2 точности"
"+600 Power
+300 Precision","+600 силы
+300 точности"
"+7 Condition Damage
+5 Vitality","+7 ед. урона от состояний
+5 к жизненной силе"
"-10%% Incoming Damage
+35 to All Attributes
+10%% Karma
+5%% All Experience Gained
+20%% Magic Find
+20%% Gold Find
+10%% WXP Gained","-10%% входящий урон
+35 ко всем характеристикам
+10%% кармы
+5%% к получаемому опыту
+20%% шанс найти магические предметы
+20%% шанс найти золото
+10%% к получаемому опыту мира"
"-10%% Incoming Damage
+50 Condition Damage
+40 Expertise
+10%% Karma
+5%% All Experience Gained
+20%% Magic Find
+20%% Gold Find
+10%% WXP Gained","-10%% Урон от входящих атак
+50 Урона по состояниям
+40 Экспертиза
+10%% Карма
+5%% Ко всему получаемому опыту
+20%% Шанс найти магический предмет
+20%% Шанс получить больше золота
+10%% Получаемый опыт WXP"
"-10%% Incoming Damage
+80 Healing Power
+60 Concentration
+10%% Karma
+5%% All Experience Gained
+20%% Magic Find
+20%% Gold Find
+10%% WXP Gained","-10%% входящий урон
+80 сила исцеления
+60 концентрация
+10%% карма
+5%% ко всему получаемому опыту
+20%% шанс найти магический предмет
+20%% шанс найти золото
+10%% получаемый опыт"
"-20%% Incoming Condition Duration
+30 Concentration
+10%% Karma
+5%% All Experience Gained
+20%% Magic Find
+20%% Gold Find
+10%% WXP Gained","-20%% Длительность входящих эффектов
+30 Концентрация
+10%% Кармы
+5%% Получаемого опыта
+20%% Шанс найти магические предметы
+20%% Шанс получить золото
+10%% Получаемых очков опыта"
