english,translate
Ash Horizon,Ash Horizon
Ash Legion Challenger,Ash Legion Challenger
Ash Legion Scout,Ash Legion Scout
Ash Legion Tent 1,Ash Legion Tent 1
Ash Legion Tent 2,Ash Legion Tent 2
Ash Legion soldiers pacified,Солдаты Ash Legion успокоены
Ash questions answered: x,Ответов на вопросы Пепла: x
Ashford Corruption Level,Уровень порчи Ashford
Ashwah succumbs to exhaustion in: 5:00,Ashwah падает от изнеможения через: 5:00
Ask Priest Akeel about the Forged crucible,Расспроси жреца Akeel о тигле Кованых
Ask Queen Nadijeh for military support.,Попросите Queen Nadijeh о военной поддержке.
Aspects be praised! Another shipment peacefully delivered!,Слава Аспектам! Ещё один груз доставлен мирно!
Aspects protect me! And Sunflower! And the supplies!,Аспекты защитите меня! И Sunflower! И припасы!
Assassinate the separatist instigator,Устраните сепаратистского зачинщика
Assassins killed,Убийств ассасинов
Assault Aldon's Ledge,Штурмуйте Aldon's Ledge
Assault Anzalias Pass,Штурмуйте Anzalias Pass
Assault Arid Fortress,Штурмуйте Arid Fortress
Assault Bravost Escarpment,Штурмуйте Bravost Escarpment
Assault Danelon Passage,Штурмуйте Danelon Passage
Assault Durios Gulch,Штурмуйте Durios Gulch
Assault Fort Defiance!,Штурмуйте Форт Defiance!
Assault Foulbear Kraal by killing its leaders before the ogres can rally,"Атакуйте Foulbear Kraal, убив его лидеров, прежде чем огры успеют сплотиться"
Assault Golanta Clearing,Штурмуйте Golanta Clearing
Assault Inferno's Needle,Штурмуйте Inferno's Needle
Assault Jerrifer's Slough,Штурмуйте Jerrifer's Slough
Assault Kingsgate and drive the centaurs back before they can rally their forces,"Штурмуйте Kingsgate и отбросьте кентавров, пока они не успели собрать силы"
Assault Klovan Gully,Штурмуйте Klovan Gully
Assault Langor Gulch,Штурмуйте Langor Gulch
Assault Leadfoot Village!,Штурмовать Leadfoot Village!
Assault Level,Уровень штурма
Assault Lighthouse Point!,Штурмуйте Lighthouse Point!
Assault Lowlands Keep,Штурмуйте Lowlands Keep
Assault Mendon's Gap,Штурмуйте Mendon's Gap
Assault Ogrewatch Cut,Штурмуйте Ogrewatch Cut
Assault Overgrown Fane,Штурмуйте Overgrown Fane
Assault Overlook Keep,Штурмуйте Overlook Keep
Assault Overwatch Camp and destroy the trebuchets,Штурмуй лагерь Overwatch и уничтожь требушеты
Assault Pangloss Rise,Штурмуйте Pangloss Rise
Assault Petraj Overlook!,Штурмуйте Petraj Overlook!
Assault Port Cascadia!,Штурмуйте Порт Каскадия!
Assault Quentin Lake,Штурмуйте Quentin Lake
Assault Rogue's Quarry,Штурмуйте Rogue's Quarry
Assault Speldan Clearcut,Штурм: Speldan Clearcut
Assault Stonegaze Spire,Штурм: Stonegaze Spire
Assault Stonemist Castle,Штурм замка Stonemist
Assault Thunder Hollow,Штурм: Thunder Hollow
Assault Tytone Perch,Штурм: Tytone Perch
Assault Umberglade Woods,Штурм: Umberglade Woods
