english,translate
Iron Legion Challenger,Претендент Железного легиона
Iron Legion Mortars remaining: 4,Осталось мортир Железного Легиона: 4
Iron Legion mortar,Мортира Iron Legion
Iron Legion soldiers pacified,Солдаты Железного легиона успокоены
Iron questions answered: x,Ответов на вопросы Железа: x
"Iron, show them how real charr win the battlefield!","Железный легион, покажите им, как настоящие чарр побеждают на поле боя!"
Ironfrost Champion,Ironfrost Champion
Ironshell,Железный панцирь
"Is it my turn now? All right, I can do this!","Теперь моя очередь? Ладно, я справлюсь!"
"Is that all you've got, Zhaitan? I've battled tougher hangovers.","Это всё, на что ты способен, Zhaitan? Я переживал похмелье и похуже."
Is that all you've got? Humanity's worse off than I thought.,"Это все, на что вы способны? Человечество в худшем состоянии, чем я думал."
"Is that all? Come out and fight me, you whimpering cowards! I'm still here!","«Это все? Выходите и сразитесь со мной, скулящие трусы! Я все ещё здесь!»"
Is that the best you can do? You'll never catch us at that pace.,"Это лучшее, на что вы способны? С таким темпом вам нас никогда не догнать."
Is that the best you rats can send?,"Это лучшее, что вы, крысы, можете прислать?"
Is there anything on this island that isn't extreme? Perhaps it's time I took up a new hobby...,"Есть ли на этом острове хоть что-то, что не является экстремальным? Пожалуй, пора мне сменить хобби..."
Is there even a shred of truth depicted here?,Есть ли здесь хоть доля правды?
Is your rage enough to ensure victory in combat?,"Достаточно ли твоего гнева, чтобы обеспечить победу в бою?"
Island Control,Контроль острова
Island capture progress,Прогресс захвата острова
"Issvano/Raul/Ubaldesca, Avatar of the All Seer","Issvano/Raul/Ubaldesca, Аватар Всевидящего"
It can't be easy to get things way out here. We can trade some of our supplies for the use of your base. You'd also have our protection.,"Здесь, в такой глуши, нелегко что-то достать. Мы можем обменять часть наших припасов на использование вашей базы. Вы также получите нашу защиту."
"It doesn't matter how many beasts you summon, Joko! You will not stop me!","Неважно, сколько зверей ты призовёшь, Joko! Ты меня не остановишь!"
"It flies in the face of everything we know about Joko, but he has apparently built a house of learning.","Это противоречит всему, что мы знаем о Joko, но он, по-видимому, построил дом знаний."
It hurts to see an empty pen.,Больно видеть пустой загон.
It is done. I return now to Westwatch.,Сделано. Теперь я возвращаюсь в Westwatch.
"It looked like Diarmid, but as a twisted, blighted form. It and the others came from that tree to the north!","Оно выглядело как Diarmid, но в искаженной, оскверненной форме. Оно и другие появились из того дерева на севере!"
It looks cuddly. That has to be good.,Он выглядит милым. Это должно быть хорошо.
It looks great. Time for a test run.,Выглядит отлично. Время для пробного запуска.
It looks like we're fighting our way to the breaker. On me!,"Похоже, нам придётся пробиваться к щиту. За мной!"
"It said their caravan broke down, and they're running out of supplies. They need help.","Там говорилось, что их караван сломался и у них заканчиваются припасы. Им нужна помощь."
It seems that the end of the Stone Summit didn't break their deal.,"Похоже, конец Stone Summit не расторг их сделку."
"It seems to be from the right period. The right materials, similar style...This may be it!","Похоже, это из того самого периода. Те же материалы, похожий стиль... Возможно, это оно!"
It seems we've garnered the attention of a far stronger foe...,"Похоже, мы привлекли внимание куда более сильного врага..."
"It should be just through here. We're close, I know it.","Должно быть, это прямо здесь. Мы близко, я знаю."
It should be safe to touch the crystal. Maybe it will respond to you?,"Должно быть, безопасно коснуться кристалла. Может, он отреагирует на тебя?"
It sure didn't take long for Zhaitan's minions to intercept us.,Недолго же прислужники Zhaitan нас искали.
"It tortures me to say this, but hit her...hit her hard.","Мне больно это говорить, но ударьте её... ударьте её изо всех сил."
"It was clearly the Mordrem's focus here, but why? What is its significance? What does it do?","Это явно было центром внимания Mordrem здесь, но почему? В чем его значимость? Что он делает?"
It was not peaceful at all. There were many battles.,Это было совсем не мирно. Было много битв.
It was. Take what you need and we'll take the rest to our forces at the Cannonade.,"Так и есть. Берите, что нужно, а остальное мы доставим нашим силам у Канонады."
It wasn't quaggan's favorite experience. This isn't it either.,Это был не самый приятный опыт для кваггана. И это тоже не из лучших.
"It will be my pleasure, beautiful.","С удовольствием, красавица."
It'll let us attract tar elementals.,Оно позволит нам приманивать элементалей смолы.
It'll resurface soon enough. We'll keep searching when it does.,"Скоро всё снова всплывет. Мы продолжим поиски, когда это случится."
"It's Old Krytan, barely visible. It says, ""Long ago, we shed our human forms and became spirit guardians of the jungle.""","Это древний крайтанский, едва различим. Там сказано: «Давным-давно мы сбросили свои человеческие обличья и стали духами-хранителями джунглей."
It's a claw-gathering catastrophe. I don't know what to do.,"Это катастрофа с добычей когтей. Не знаю, что делать."
"It's a design I'm working on, but I need golem parts for it. If my genius is allowed to fully exert itself, I'll be able to make a suit that will shield its wearer against any magicoradiative influences. I'm quite positive no one else has had the idea yet.","Это проект, над которым я работаю, но для него нужны детали големов. Если моему гению позволят проявиться в полной мере, я смогу создать костюм, который защитит владельца от любого магического радиационного воздействия. Я совершенно уверена, что никому другому эта идея ещё не приходила в голову."
It's a shame. The Bloody Prince could have told us so much about his father and his rule. He could have given us an insight lost to history.,"Жаль. Кровавый Принц мог бы рассказать нам так много о своем отце и своем правлении. Он мог бы дать нам понимание, утраченное историей."
It's about time to start preparing the next meal.,Пора начинать готовить следующее блюдо.
It's about trust. You have to trust the spirits. And they have to trust you.,Все дело в доверии. Ты должен доверять духам. А они должны доверять тебе.
"It's alright, don't worry.","Все в порядке, не волнуйся."
"It's been a long journey, but we're almost through it.","Долгий был путь, но мы почти у цели."
