english,translate
Drive back Underworld creatures by destroying portals in the monastery,"Отбейте существ из Подземья, уничтожив порталы в монастыре"
Drive back Underworld creatures by destroying portals in the swamp,"Оттесните существ из Underworld, уничтожив порталы на болоте"
Drive back the Mordrem!,Отбей атаку Мордремов!
Drive back the centaurs before they steal the monastery's ale.,"Отбейте кентавров, пока они не украли эль монастыря."
Drive back the hands of the accused thieves,Отбейте атаки обвиняемых воров
Drive beetles out of the hylek camp,Выгоните жуков из лагеря hylek
Drive naga invaders and looters away from Kaolai Tower.,Отгоните вторгшихся нагов и мародёров от Башни Каолай.
Drive off icebrood while Jorund repairs Soderhem Steading,"Отбей icebrood, пока Jorund чинит Soderhem Steading"
Drive off the Aetherblade pirates,Прогони пиратов Эфирного клинка
Drive off the Aetherblade pirates (Queen's Jubilee),Прогоните пиратов Aetherblade (Юбилей Королевы)
Drive off the Inquest at Survivor's Encampment,Прогоните Inquest из лагеря выживших
Drive off the Inquest before channelers drain the orb's energy,"Прогоните Inquest, пока они не выкачали энергию из сферы"
Drive off the Inquest before they steal all of the LUM0009 golems,"Прогоните Inquest, пока они не украли всех големов LUM0009"
Drive off the Inquest spies,Прогоните шпионов Inquest
Drive off the Separatists attacking Deathblade Watch,Отразите атаку сепаратистов на дозор Deathblade
Drive off the Separatists raiding Warhound Village,Отразите налет сепаратистов на Warhound Village
Drive off the Separatists stealing cattle,"Прогоните сепаратистов, крадущих скот"
Drive off the dragon minions,Отразите атаку прислужников дракона
Drive off the dredge from Korakatt's Hall,Прогоните дреджей из зала Korakatt's Hall
Drive off the harpies who have infatuated the grawl shaman,"Прогоните гарпий, которые очаровали шамана grawl"
Drive off the ogres attacking Watchcrag Tower,"Прогоните огров, атакующих Watchcrag Tower"
Drive off the pirates and rescue their prisoner (Lornar's Pass),Прогоните пиратов и спасите их пленника (Lornar's Pass)
Drive off the pirates and rescue their prisoner (Mount Maelstrom),Прогоните пиратов и спасите их пленника (Mount Maelstrom)
