english,translate
Soma's Rage,Ярость Soma
Some assistance would be nice!,Помощь была бы кстати!
"Some assistance, please!","Помогите, пожалуйста!"
Some devourers grow up stronger than others. No amount of training can make up for an inherent weakness.,Некоторые пожиратели растут сильнее других. Никакая дрессировка не исправит врождённую слабость.
Some saurians tore me apart. A large flat-faced one took the rest of me.,Некоторые заурианцы разорвали меня на части. Один большой плосколицый забрал остальное.
Somebody get those idiots away from the pipes!,"Кто-нибудь, уберите этих идиотов от труб!"
Someone stop them from sabotaging the gate!,"Кто-нибудь, помешайте им саботировать ворота!"
Someone! Anyone! Help!,Кто-нибудь! Хоть кто-нибудь! Помогите!
Someone's in trouble. I'm going in.,Кто-то в беде. Я иду.
"Someone, help! Those Brotherhood scoundrels stole half my lot! Gods, I don't even know how much they stole...","Кто-нибудь, помогите! Эти негодяи из Brotherhood украли половину моего товара! Боги, я даже не знаю, сколько они украли..."
"Something about that mech isn't...right. Hey, you! Status report! Which district are you assigned to?","Что-то с этим мехом не так... Эй, ты! Отчёт о статусе! К какому району ты приписан?"
Something here. Can smell shinies. *sniff* Yes yes yes!,Что-то здесь есть. Чувствую запах блестяшек. *нюх* Да-да-да!
Something is happening in Amnytas... R'tchikk will depart in 5:00,Что-то происходит в Amnytas... R'tchikk отправится через 5:00
Something is wrong at the Nahpui and Sunjiang Labs. Aid them!,Что-то не так в лабораториях Nahpui и Sunjiang. Помогите им!
Something isn't right. Why are the signs of Mordremoth's presence still so pronounced? This is no good.,Что-то не так. Почему признаки присутствия Mordremoth все ещё так выражены? Это никуда не годится.
Something's off here. Did I miss an element?,Тут что-то не так. Я пропустил элемент?
"Son, you'll never be a general without first being a soldier.","Сын, ты никогда не станешь генералом, не побывав сначала солдатом."
Sonic Energy,Звуковая энергия
Sonic Resonance Accumulated,Звуковой резонанс накоплен
Sons of Svanir,Sons of Svanir
Sons of Svanir Forces Remaining,Осталось сил Sons of Svanir
Sons of Svanir Remaining,Осталось Сынов Сванира
Sons of Svanir are attacking the bridge! The guards on the west side need reinforcements. Hurry!,Сыны Сванира атакуют мост! Страже на западной стороне нужно подкрепление. Скорее!
Sons of Svanir tents destroyed,Палатки Сынов Сванира уничтожены
Soo-Won arrives in: 1:00,Soo-Won прибудет через: 1:00
Soo-Won destroys protective crystals in: 1:15,Soo-Won уничтожит защитные кристаллы через: 1:15
