english,translate
Defeat the light-infused Inquest golem blocking passage to the ley line hub,"Победите наполненного светом голема Инквеста, блокирующего проход к узлу лей-линий"
Defeat the loyalist lieutenant,Победите лейтенанта лоялистов
Defeat the loyalist reconnaissance patrol,Победите разведывательный патруль лоялистов
Defeat the malevolent spirit.,Победите злобного духа.
Defeat the massive earth elemental and stop the Harathi High Sage,Победите массивного элементаля земли и остановите Верховного мудреца Харати
Defeat the masters of the academy houses.,Победите мастеров домов академии.
Defeat the minor wyvern,Победите малую виверну
Defeat the misplaced steam ogre,Победите заблудшего парового огра
Defeat the monstrous corrupted crab,Победите чудовищного оскверненного краба
Defeat the morphing ooze,Победите мутирующую слизь
Defeat the mushroom emperor,Победите императора грибов
Defeat the mushrooms to rescue the trapped Itzel,"Победите грибы, чтобы спасти попавших в ловушку Itzel"
Defeat the mustering Mordrem before the attack on Tarir begins (Eastwatch),Победите собирающихся Мордремов до начала атаки на Tarir (Eastwatch)
Defeat the mustering Mordrem before the attack on Tarir begins (Northwatch),Победите собирающихся Mordrem до начала атаки на Tarir (Northwatch)
Defeat the mustering Mordrem before the attack on Tarir begins (Southwatch),Победите собирающихся Мордрем до начала атаки на Tarir (Южный дозор)
Defeat the mustering Mordrem before the attack on Tarir begins (Westwatch),Победите собирающихся Mordrem до начала атаки на Tarir (Westwatch)
Defeat the mysterious entity,Победите таинственную сущность
Defeat the mysterious fire creature,Победите таинственное огненное существо
Defeat the naga leader before it withdraws,"Победите лидера наг, прежде чем он отступит"
Defeat the naga tide priest!,Победите жреца прилива naga!
Defeat the oni blasphemer,Победите они-богохульника
Defeat the ooze king,Победите короля слизней
Defeat the pair of Jade Brotherhood thieves!,Победите пару воров из Jade Brotherhood!
Defeat the parasitic spark!,Победите паразитическую искру!
Defeat the patrolling Aberrant enemies,Победите патрулирующих врагов Aberrant
Defeat the patrolling Fallen,Победите патрулирующих Падших
Defeat the patrolling Sons of Svanir,Победите патрулирующих Sons of Svanir
Defeat the patrolling crazed agent,Победите патрулирующего безумного агента
Defeat the patrolling enchanted spell guardian,Победите патрулирующего зачарованного стража заклинаний
Defeat the patrolling justiciar,Победите патрулирующего юстициара
