english,translate
Consortium Item,Consortium Item
Construct disappears in: 15:00,Конструкт исчезнет через: 15:00
Construction Complete,Строительство завершено
Construction complete: %num1%%%,Строительство завершено: %num1%%%
Consuming Arctic Kelp in 0:xx,Потребление арктической ламинарии через 0:xx
Containing the Scarab Plague,Сдерживание чумы скарабеев
Containment Cell Power Node,Узел питания камеры содержания
Containment Crystal,Containment Crystal
Containment Unit,Блок сдерживания
Contest begins in: 0:20,Состязание начнется через: 0:20
Contestants remaining: 10,Осталось участников: 10
Contestants remaining: x,Осталось участников: x
Contingency–precalculated.,План–на–случай–непредвиденных–обстоятельств–рассчитан.
Continuing Research in: 0:45,Продолжение исследования через: 0:45
Contribute funds to the war effort so Siegecrusher can help you retake the keep,"Внесите средства в военный фонд, чтобы Siegecrusher помог вам отбить крепость"
Control Pad,Панель управления
Control Point,Контрольная точка
Control nodes destroyed,Узлов управления уничтожено
Control points held: 0/3,Контрольных точек захвачено: 0/3
Control these positions,Удерживай эти позиции
Controlling Bone Minions killed,Убито контролирующих костяных миньонов
Conveyance–mode–activated. Plotting–safest–delivery–route.,Режим–перевозки–активирован. Прокладываю–самый–безопасный–маршрут–доставки.
Convince Zaishen deserters not to return to the Forged stronghold,Убедите дезертиров Зайшенов не возвращаться в крепость Кованых
Coo! Now only the captain's left. Teach him some manners!,Ку! Теперь остался только капитан. Научите его хорошим манерам!
Coo! That's a wonderful idea!,Ку! Это замечательная идея!
Coo! You were a big help to quaggans. Quaggan owes you a great debt.,Ку! Ты очень помог квагганам. Квагган в большом долгу перед тобой.
Cooking Grounds,Место для готовки
Coops destroyed,Курятников уничтожено
Corporal Vikar,Corporal Vikar
Corpse Caravan,Караван трупов
Corpses Awakened,Ожившие трупы
Correct Plates Pressed,Правильные плиты нажаты
Correct ingredients delivered,Правильные ингредиенты доставлены
"Correction: They used to belong to the Luminates Plant. They are property of the Inquest, now.",Поправка: они принадлежали Luminates Plant. Теперь это собственность Inquest.
Correctly match the weapon of each house with its statue.,Правильно сопоставь оружие каждого дома с его статуей.
Corrupt Mechanisms Defeated,Испорченные механизмы повержены
Corrupted Crab,Осквернённый краб
Corrupted Creatures Remaining,Осталось оскверненных существ
Corrupted Griffon,Осквернённый грифон
Corrupted High Priestess of Lyssa,Осквернённая верховная жрица Лиссы
Corrupted Ice Shards Destroyed,Испорченные ледяные осколки уничтожены
Corrupted Kodan,Осквернённый кодан
Corrupted Moa,Осквернённый моа
Corrupted Ogre,Осквернённый огр
Corrupted Ore Collected,Собрано зараженной руды
Corrupted Shard,Corrupted Shard
Corrupted Slayer,Осквернённый убийца
Corrupted Test Subjects Remaining,Осталось испорченных подопытных
Corrupted Vigil destroyed,Осквернённых Vigil уничтожено
Corrupted Wolfmaster,Осквернённый повелитель волков
Corrupted ice cores destroyed,Осквернённые ледяные ядра уничтожены
Corrupted ice shield.,Осквернённый ледяной щит.
Corrupted shards destroyed,Уничтожено оскверненных осколков
Corrupted wolves killed,Испорченных волков убито
Corruption Complete in: 4:30,Осквернение завершится через: 4:30
Corruption Crystal 1 Purged,Кристалл скверны 1 очищен
Corruption Crystal 2 Purged,Кристалл скверны 2 очищен
Corruption Crystal 3 Purged,Кристалл скверны 3 очищен
Corruption sites cleansed:,Мест порчи очищено:
Corsair ships arrive in: 0:30,Корабли корсаров прибудут через: 0:30
Cotoni,Cotoni
Could be. Or perhaps they've been displaced by another...predator.,Возможно. Или их вытеснил другой... хищник.
Could use some help blowing Inquest to pieces. Sound like fun to you?,"Не помешала бы помощь, чтобы разнести Inquest в клочья. Звучит весело, а?"
Couldn't agree more. You'd have to be insane to want to stay down here for long.,"Полностью согласен. Нужно быть сумасшедшим, чтобы хотеть оставаться здесь надолго."
Course I'm sure. We just need something to try it out on...,"Конечно уверен. Нам просто нужно что-то, на чем можно это испытать..."
Courtier waves defeated,Побеждено волн придворных
Courtyard Control,Контроль двора
Cover Keeper Jonez Deadrun as he performs the cleansing ritual,"Прикрывайте Keeper Jonez Deadrun, пока он проводит ритуал очищения"
Cover Krattz as he neutralizes the suspicious skritt device,"Прикройте Krattz, пока он обезвреживает подозрительное устройство скаттов"
Cover for injured dancers!,Прикройте раненых танцоров!
Cover me while I extract some of the essence from this ice shard.,"Прикрой меня, пока я извлекаю эссенцию из этого осколка льда."
Cover vents to build up pressure and unclog the pipe. Pressure only build when all vents are covered.,"Закройте вентили, чтобы создать давление и прочистить трубу. Давление растёт только тогда, когда закрыты все вентили."
Covington's Quartermaster,Covington's Quartermaster
Cowlsfang's Star,Cowlfang's Star
Cows alive: x,Коров в живых: x
Cows herded,Коровы согнаны
Cows needed: x,Нужно коров: x
Cows returned,Коров возвращено
Coztic Itzel killed: 0/X (between 2 and 6 depending on the number of players nearby),Coztic Itzel убито: 0/X (от 2 до 6 в зависимости от количества игроков поблизости)
Crab Island infestation: %num1%%%,Заражение Крабового острова: %num1%%%
