english,translate
Koris,Koris
Kormir's Statue Entrance,Вход к статуе Кормир
"Koro, wait. Stay still...I hear something.","Koro, подожди. Замри... Я что-то слышу."
Korritkir the Chucker,Korritkir the Chucker
Krait,Krait
Krait Kidnappers killed,Похитители-крайты убиты
Krait Prison Cell,Krait Prison Cell
Krait Skins,Krait Skins
Krait Slaver Forces,Krait Slaver Forces
Krait Slavers,Krait Slavers
Krait Waves Remaining,Осталось волн крайтов
Krait Witch,Krait Witch
Krait prisons destroyed,Тюрем крайтов разрушено
Krait remaining: x,Осталось крайтов: x
Krait waves defeated,Волн krait побеждено
Kralkatorrik's Legacy,Наследие Кралькаторрика
Krewe Leader Dobbs,Krewe Leader Dobbs
Krewe Leader Rixt,Krewe Leader Rixt
Krewe members freed,Членов отряда освобождено
Krunko,Krunko
Krunko's Bugs killed,Жуков Krunko убито
Kryptis Ambushers Remaining,Осталось засад Kryptis
Kryptis Channeler Strength,Сила Kryptis Channeler
Kryptis Defeated,Криптис побежден
Kryptis Remaining,Оставшиеся криптисы
Kryptis Rift,Разлом криптисов
Kryptis Strength,Сила Криптис
Kryptis reinforcement strength:,Сила подкрепления Kryptis:
Kryptis retreat in: 5:00,Криптисы отступят через: 5:00
Kryptis rifts closed,Разломов Kryptis закрыто
Kryptis waves defeated,Волны Kryptis побеждены
Kuraii the Cruel,Kuraii the Cruel
Kyrillas the Purifier,Kyrillas the Purifier
Kyron Darkshield beckons to %str1%.,Kyron Darkshield манит %str1%.
"Kyron Darkshield is repairing the processors, but she's got Flame Legion crawling up her back. Get in there and protect her.","Kyron Darkshield чинит очистители, но Flame Legion наседает на неё. Иди туда и защити её."
Kyron can count on me.,Kyron может на меня рассчитывать.
Kyung,Kyung
LUM0009 golems recovered: x/x,Големов LUM0009 возвращено: x/x
LUM0009 golems stolen,Украдено големов LUM0009
Lab equipment remaining: 5,Осталось лабораторного оборудования: 5
Lab equipment repaired,Лабораторное оборудование починено
Labyrinthine Horror,Labyrinthine Horror
Labyrinthine Skiffs: A race is starting soon!,Labyrinthine Skiffs: Скоро начнется гонка!
Labyrinthine Skiffs: Reach the finish line!,Лабиринтные скифы: доберись до финиша!
"Lack of prey, maybe? I've seen poachers in these parts before.","Может, не хватает добычи? Я видел здесь браконьеров."
Lady in White,Lady in White
Lake Doric White Mantle Control,Lake Doric: контроль White Mantle
Lake Lutgardis Fishing Tournament,Рыболовный турнир на озере Lutgardis
Lamp arena active in: 0:30,Арена ламп активна через: 0:30
Landing Zone,Зона высадки
Lanterns lit,Фонари зажжены
Lapatl Chieftain,Lapatl Chieftain
Lapatl Tlamatini waves at %str1%.,Lapatl Tlamatini машет %str1%.
Laps,Круги
Large Sulfur Crystal,Большой кристалл серы
Largos Assassin,Largos Assassin
Larvae Population,Популяция личинок
Lasciate Gate,Lasciate Gate
"Lashoosh is quaggan's home. Quaggan is the varonos, so quaggan is responsible for all of the quaggans that live there. But now no one lives there, because the urchins drove quaggans away.","Lashoosh — это дом кваггана. Квагган — варонос, поэтому квагган отвечает за всех квагганов, которые там живут. Но теперь там никто не живёт, потому что ежи прогнали квагганов."
Lashtail Devourer Eggs,Яйца пожирателя Lashtail
Last plant! Last one!,Последнее растение! Последнее!
Last submarine arrives in: 1:15,Последняя подлодка прибудет через: 1:15
Last submarine arrives in: 2:00,Последняя подлодка прибудет через: 2:00
"Last time the caravans were delayed, Nimani tried to eat his spear. It still has the tooth marks. Got time to help?","В прошлый раз, когда караваны задержались, Nimani пытался съесть свое копьё. На нем до сих пор следы от зубов. Есть время помочь?"
"Later, at Gallant's Folly:","Позже, в Gallant's Folly:"
Launch kite baskets full of water balloons,"Запускайте корзины воздушных змеев, полные водяных бомб"
Launchers remaining: 5,Осталось установок: 5
Lawson's morale,Боевой дух Lawson
Layers of Slime Protection: 15,Слои защиты слизи: 15
Lead newly hatched turtles to the safety of the hatchery ponds.,Проводи только что вылупившихся черепашек в безопасные пруды инкубатора.
Lead the imbued golem energy core away from Inquest to survivor's encampment,Отведите энергетическое ядро голема подальше от Inquest к лагерю выживших
Lead three-person squads to the marked areas.,Ведите отряды из трех человек к отмеченным зонам.
Leaders Alive,Лидеров в живых
Leadfoot Village (meta event),Деревня Leadfoot (мета-событие)
Leadfoot Village Control Point,Контрольная точка Leadfoot Village
Leaks plugged with ooze:,"Утечки, заделанные слизью:"
Learn the secrets of the jungle. You can use the mushrooms to ascend more quickly.,"Изучайте секреты джунглей. Вы можете использовать грибы, чтобы быстрее подниматься."
Leave it to me. I'll notify you if our weapons are comprimised. (sic),"Предоставьте это мне. Я сообщу, если наши орудия будут скомпрометированы."
"Leave me alone, you big ugly!","Оставь меня в покое, ты, большая уродливая тварь!"
Leave our little friends alone!,Оставьте наших маленьких друзей в покое!
Leave the gate alone! We will kill you if you continue tampering with it.,"Оставь ворота в покое! Мы убьем тебя, если продолжишь с ними возиться."
Leaving for Piketooth Tower in,Отправление к Piketooth Tower через
Left Eye of Oouo,Left Eye of Oouo
Legendary Axemaster Hareth,Legendary Axemaster Hareth
Legendary Blademaster Diarmid,Legendary Blademaster Diarmid
Legendary Cairn the Queenslayer,Легендарный Cairn the Queenslayer
Legendary Chak Gerent,Legendary Chak Gerent
Legendary Champawat,Legendary Champawat
Legendary Chuka,Legendary Chuka
Legendary Corrupted Facet,Legendary Corrupted Facet
Legendary Crazed Broodmother,Legendary Crazed Broodmother
Legendary Daol Brol Shiol,Legendary Daol Brol Shiol
Legendary Distraught Choya,Legendary Distraught Choya
Legendary Ellutherius Wintergust,Legendary Ellutherius Wintergust
Legendary Forged Corpsrazer,Legendary Forged Corpsrazer
Legendary Forged Demolisher,Legendary Forged Demolisher
Legendary Forged Rampager,Legendary Forged Rampager
Legendary Forged Tegon,Legendary Forged Tegon
Legendary Forged Temar,Legendary Forged Temar
Legendary Forged Tormentor,Legendary Forged Tormentor
Legendary Ley-Line Anomaly,Legendary Ley-Line Anomaly
Legendary Queen Ishraa,Legendary Queen Ishraa
Legendary Queen Yidaxu,Legendary Queen Yidaxu
Legendary Risen Priest of Melandru,Легендарный жрец Risen Melandru
"Legendary Rubedon, Trembling Earth","Legendary Rubedon, Trembling Earth"
Legendary Sand Giant,Legendary Sand Giant
Legendary Seneb the Desecrated,Legendary Seneb the Desecrated
Legendary Smoldge,Legendary Smoldge
Legendary Stavemaster Adryn,Legendary Stavemaster Adryn
Legendary Triq Griz Grolak,Legendary Triq Griz Grolak
Legendary Vinetooth Prime,Legendary Vinetooth Prime
Legendary Wissper Inssani,Legendary Wissper Inssani
Legendary Wyvern,Legendary Wyvern
Legendary Wyvern Matriarch,Legendary Wyvern Matriarch
Legendary Wyvern Patriarch,Legendary Wyvern Patriarch
Legendary Xoul Igra Zhoss,Legendary Xoul Igra Zhoss
Legendary Zehlon Ossa,Legendary Zehlon Ossa
Legendary foe,Легендарный противник
Legionnaire Boneflayer,Legionnaire Boneflayer
Legionnaire Burnwhite,Legionnaire Burnwhite
Legionnaire Groma Spinebreaker beckons to %str1%.,Legionnaire Groma Spinebreaker манит к себе %str1%.
Legionnaire Raughol,Legionnaire Raughol
Legionnaire Riptooth,Legionnaire Riptooth
Legionnaire Sharpshot,Legionnaire Sharpshot
"Legionnaire! Did you see those Flame Legion down there, corrupting Lake Feritas? There's tar everywhere.","Легионер! Ты видел тех Flame Legion внизу, оскверняющих озеро Feritas? Там повсюду смола."
"Legionnaire, the Flame Legion has fled. No reports of any other threatening activity.","Легионер, Flame Legion бежал. Сообщений о другой угрозе нет."
Legions! Take out the base centurion!,Легионы! Убейте центуриона базы!
Lenner the Eagle-Eyed,Lenner the Eagle-Eyed
"Less help just means a larger share—uh, of pride in this important Pact mission!","Меньше помощи — значит большая доля... э-э, гордости за эту важную миссию Пакта!"
"Less prattling, more procession.","Меньше болтовни, больше движения."
Lesser Ley Infuser,Lesser Ley Infuser
Lesser Minions Defeated,Меньшие прислужники побеждены
Lesson learned. Do not be around when captain cranky.,"Урок усвоен. Не попадайся на глаза, когда капитан не в духе."
Let me know when we're properly aligned to attack the organ chamber. We should strike expeditiously; there's no telling what sort of suppressive immunological defenses await us inside.,"Дай знать, когда мы будем готовы атаковать камеру органа. Нужно действовать быстро; неизвестно, какие иммунологические защитные механизмы ждут нас внутри."
Let me show you.,Позволь мне показать.
Let me study this a few more moments.,Позвольте мне изучить это ещё несколько мгновений.
Let me work on opening this gate to get us into the tombs.,"Позволь мне заняться открытием этих ворот, чтобы мы могли попасть в гробницы."
Let their sins be burned away so that they may be reborn anew.,"Пусть их грехи сгорят, чтобы они могли возродиться заново."
Let them come to us. Let them run into our swords!,Пусть идут к нам. Пусть напорятся на наши мечи!
Let those stairs act as a bottleneck. We'll take them out one by one as they reach the top.,"Пусть эти ступени станут узким местом. Мы будем уничтожать их по одному, как только они доберутся до вершины."
Let us see who is stronger!,"Посмотрим, кто сильнее!"
Let your judges be wise and speak your benevolent will.,Пусть твои судьи будут мудры и провозгласят твою милостивую волю.
Let's camp here. We'll head out with the main force in the morning.,Давайте разобьем лагерь здесь. Утром выдвинемся вместе с основными силами.
"Let's channel all this energy into something equally destructive, but further away from where I sleep.","Давай направим всю эту энергию во что-то столь же разрушительное, но подальше от места, где я сплю."
Let's demonstrate the proper formation for these rookies.,Давайте продемонстрируем правильное построение для этих новичков.
"Let's get a good look at those injuries, shall we?","Давайте взглянем на эти раны, хорошо?"
"Let's get a look at those injuries, shall we?","Давайте взглянем на эти раны, хорошо?"
Let's get a move on.,Поторапливайся.
Let's get moving. Be on the lookout for more survivors.,Пора двигаться. Высматривайте других выживших.
Let's get this wall repaired!,Давайте починим эту стену!
Let's get to it!,Давайте начнем!
Let's give it a go.,Давайте попробуем.
"Let's give them a healthy dose of magic, see how much they like it.","Давайте дадим им хорошую дозу магии, посмотрим, как им это понравится."
Let's have a look at another mural.,Давайте взглянем на другую фреску.
"Let's hope. Everyone, we're moving out! Kiyo, Lightcrest, we'll secure the path ahead. Father, if you need to rest—","Будем надеяться. Все, выступаем! Kiyo, Lightcrest, мы обеспечим безопасность впереди. Отец, если тебе нужно отдохнуть —"
Let's just hope our dead aren't offended once they've been Awakened.,"Будем надеяться, что наши мертвецы не обидятся, когда их Пробудят."
Let's just keep moving.,Давайте просто двигаться дальше.
