english,translate
Stone Sweep,Stone Sweep
Stone Tide,Stone Tide
Stone Volley,Stone Volley
Stonestrike,Stonestrike
Stoning,Stoning
Stop blocking and swing out with an attack.,Снять блок и провести ответную атаку.
Storm Blast,Storm Blast
Storm Damage,Урон от шторма
Storm Duration,Длительность шторма
Storm Spirit,Storm Spirit
Storm Summoning,Storm Summoning
Storm of Swords,Storm of Swords
Storm's Edge,Storm's Edge
Stormfall,Stormfall
Stow Bomb Kit,Stow Bomb Kit
Stow Elixir Gun,Stow Elixir Gun
Stow Flamethrower,Stow Flamethrower
Stow Grenade Kit,Stow Grenade Kit
Stow Med Kit,Stow Med Kit
Stow Mortar Kit,Stow Mortar Kit
Stow Tome,Stow Tome
Stow Tool Kit,Stow Tool Kit
Stow the mortar kit.,Убрать миномёт.
Stow your bomb kit.,Убрать ваш набор бомб.
Stow your elixir gun.,Убрать вашу эликсирную пушку.
Stow your flamethrower.,Убрать ваш огнемет.
Stow your grenade kit.,Убрать ваш набор гранат.
Stow your med kit.,Убрать вашу аптечку.
Stow your tome.,Убрать ваш фолиант.
Stow your tool kit.,Убрать ваш набор инструментов.
Stream Strike,Stream Strike
Strength of the Pack,Strength of the Pack
Strike,Strike
Strike Damage per Blade Spent,Урон от удара за потраченный клинок
Strike Delay,Задержка удара
Strike Heal Cooldown,Перезарядка исцеления от удара
Strike Interval,Интервал удара
Strike a nearby foe with a massive swipe.,Поразите ближайшего врага мощным взмахом.
"Strike all nearby foes, then release a burst of mist energy that deals a second strike. The second strike deals bonus damage if it hits only one enemy.","Поразите всех ближайших врагов, затем выпустите всплеск энергии тумана, наносящий второй удар. Второй удар наносит бонусный урон, если поражает только одного врага."
"Strike an enemy and draw water from them, causing them to deliver a healing burst to your allies.","Ударьте врага и вытяните из него воду, заставляя его выпустить исцеляющий всплеск для ваших союзников."
Strike at foes in front of you and launch a blade of light at your target. Launch extra blades based on your heat level. Each blade inflicts conditions.,Нанести удар противникам перед вами и бросить световой клинок в вашу цель. Бросить дополнительные клинки в зависимости от вашего уровня нагрева. Каждый клинок накладывает состояния.
Strike at foes in front of you and launch two blades of light at your target. Each blade inflicts conditions.,Нанести удар противникам перед вами и бросить два световых клинка в вашу цель. Каждый клинок накладывает состояния.
"Strike at foes in front of you with your shadow magic, inflicting conditions. Nearby allies and your tethered ally gain health for each enemy struck.","Ударьте врагов перед собой магией тени, накладывая состояния. Близлежащие союзники и ваш связанный союзник восстанавливают здоровье за каждого пораженного врага."
"Strike deeply into your foe, inflicting multiple conditions.","Нанесите глубокий удар по врагу, накладывая несколько состояний."
"Strike enemies around you, inflicting bleeding and gaining Kalla's Fervor. Gain additional fervor stacks for each foe you hit.","Ударьте по врагам вокруг, накладывая кровотечение и получая Kalla's Fervor. Получите дополнительные стаки рвения за каждого пораженного врага."
"Strike enemies around you, inflicting conditions on struck foes.","Поразите врагов вокруг себя, накладывая состояния на пораженные цели."
"Strike enemies around you, inflicting multiple conditions.","Поразите врагов вокруг себя, накладывая несколько состояний."
"Strike enemies around you, inflicting vulnerability and gaining quickness. Gain additional quickness for each foe you hit.","Поразите врагов вокруг себя, накладывая уязвимость и получая проворство. Получайте дополнительную проворство за каждого пораженного врага."
"Strike enemies around you, inflicting weakness, gaining barrier, and gaining additional barrier per target hit.","Поразите врагов вокруг себя, накладывая слабость, получая барьер и дополнительный барьер за каждую пораженную цель."
"Strike enemies in front of you and roll backward, breaking immobilizing effects. Gain access to Helmet Breaker.","Ударьте врагов перед собой и отпрыгните назад, снимая эффекты обездвиживания. Получите доступ к Разрушителю шлемов."
Strike fear into nearby foes.,Вселить страх в противников поблизости.
Strike foes in front of you with a storm of jabs.,Обрушить на противников прямо перед вами шквал тычков.
"Strike foes in front of you with bear claws, making them vulnerable.","Поразите врагов перед собой медвежьими когтями, делая их уязвимыми."
"Strike nearby enemies, inflicting cripple. Gain barrier for each target struck. <c=@reminder>Barrier is reduced for each target struck beyond the first.</c>","Ударьте по ближайшим врагам, накладывая калечение. Получите барьер за каждую пораженную цель. <c=@reminder>Барьер уменьшается за каждую пораженную цель после первой.</c>"
"Strike nearby enemies, inflicting damage. Deals increased damage to disabled or defiant enemies.
<c=@reminder>Disables include stun, daze, knockback, pull, knockdown, sink, float, launch, taunt, and fear.</c>","Наносит урон ближайшим врагам. Наносит увеличенный урон ослабленным или находящимся в состоянии защиты врагам.
<c=@reminder>Ослабление включает оглушение, ошеломление, отталкивание, притягивание, нокдаун, погружение, всплытие, отбрасывание, провокацию и страх.</c>"
"Strike nearby foes and begin to store up energy, gaining boons and heat each pulse. After charging, the energy explodes, inflicting conditions on nearby foes.","Поразите ближайших врагов и начните накапливать энергию, получая благословения и нагрев с каждым импульсом. После зарядки энергия взрывается, накладывая состояния на ближайших врагов."
"Strike nearby foes with your radiant hammer, dealing increased damage against foes that are disabled.","Поразите ближайших врагов своим сияющим молотом, нанося увеличенный урон врагам, находящимся под эффектами контроля."
"Strike nearby foes, pushing them back.","Поразите ближайших врагов, отталкивая их."
"Strike the earth, damaging nearby enemies and healing nearby allies. The ground flourishes in response, repeating stronger effects after a delay. Gain Nature's Strength if the initial strike hits an enemy.","Ударьте по земле, нанося урон ближайшим врагам и исцеляя ближайших союзников. Земля расцветает в ответ, повторяя более сильные эффекты после задержки. Получите Силу природы, если начальный удар поражает врага."
"Strike up the band and unleash a wave of sonic magic. Instruments playing in the background contribute to the amplitude, increasing the strength of the wave.
<c=@reminder>This skill's recharge cannot be reset by other mesmer skills.</c>","Заиграйте музыку и высвободите волну звуковой магии. Инструменты, играющие на фоне, способствуют амплитуде, увеличивая силу волны.
<c=@reminder>Перезарядка этого навыка не может быть сброшена другими навыками месмера.</c>"
Strike your enemies and unleash a wave that heals allies.,"Ударить противников и выпустить волну, которая исцеляет союзников."
Strike your enemies with deadly force.,Ударить противников со смертельной силой.
Strike your enemies with your staff.,Ударить противников посохом.
Strike your foe again and inflict vulnerability.,Снова ударить противника и сделать его уязвимым.
Strike your foe again and inflict vulnerability. This attack deals more damage based on your heat level.,Снова ударить противника и сделать его уязвимым. Урон увеличивается в зависимости от вашего уровня нагрева.
Strike your foe and gain life force.,Ударить противника и получить жизненную силу.
Strike your foe and inflict Poison.,Ударить вашего противника и отравить его.
Strike your foe and inflict vulnerability.,Ударить противника и сделать его уязвимым.
Strike your foe and inflict vulnerability. This attack deals more damage based on your heat level.,Ударить противника и сделать его уязвимым. Урон увеличивается в зависимости от вашего уровня нагрева.
Strike your foe from the shadows.,Ударьте врага из теней.
"Strike your foe multiple times, then deliver a final immobilizing attack.","Ударьте врага несколько раз, затем нанесите финальный обездвиживающий удар."
Strike your foe repeatedly with a shadowy assault. Evades while active.,Нанести противнику повторяющиеся удары в призрачном нападении. Уклониться при активации.
Strike your foe with a final powerful thrust that does extra damage and inflicts bleeding against foes below the health threshold.,"Ударьте врага финальным мощным выпадом, который наносит дополнительный урон и накладывает кровотечение на врагов с уровнем здоровья ниже порогового."
Strike your foe with a final powerful thrust.,Ударьте врага финальным мощным выпадом.
"Strike your foe with a flurry of strikes, distorting the space around you, making you evade attacks.","Ударьте врага шквалом ударов, искажая пространство вокруг себя и позволяя уклоняться от атак."
Strike your foe with both weapons. Gain quickness for each strike that hits.,Ударить противника оружием в обеих руках. Вам будет даровано Проворство при каждом попадании.
Strike your foe with flame.,Нанести противнику удар пламенем.
Strike your foe with rending force. Follow up this attack with a dual strike that deals increased damage against foes you struck with the first.,"Нанести противнику сокрушительный удар. Продолжить эту атаку двойным ударом, который наносит повышенный урон противникам, пораженным первым ударом."
Strike your foe with shocking force.,Ударить противника с шокирующей силой.
"Strike your foe, charging them with static and causing lightning to strike repeatedly for a short period of time.","Ударьте врага, зарядив его статическим электричеством и заставляя молнии неоднократно бить в него в течение короткого периода времени."
"Strike your foe, refreshing your focus and bleeding your target. Inflict vulnerability if your target is focused.","Ударьте врага, обновляя свою концентрацию и вызывая кровотечение у цели. Наложите уязвимость, если ваша цель сфокусирована."
