english,translate
Whirlpool,Водоворот
Whirlwind,Вихрь
Whirlwind Attack,Вихревая атака
Wicked Spiral,Злая спираль
Wicked Strike,Злой удар
Wicked Swipe,Злой взмах
Width,Ширина
Wild Blow,Дикий удар
Wild Strike,Дикий удар
Wild Strikes,Дикие удары
Wild Swing,Дикий взмах
Wild Throw,Дикий бросок
Wild Whirl,Дикий вихрь
Will revive when downed.,Воскреснет после падения.
Willbender Flames,Пламя Укротителя воли
Wind Blast,Взрыв ветра
Wind Burst,Порыв ветра
Wind Force,Сила ветра
Wind Shear,Сдвиг ветра
Wind Slam,Удар ветра
Wind Storm,Штормовой ветер
Windborne Speed,Скорость ветра
Winds of Chaos,Ветры хаоса
Winds of Disenchantment,Ветры разочарования
Winds of Jormag,Ветры Jormag
Wing Buffet,Удар крылом
Wings of Rage,Крылья ярости
Wings of Resolve,Крылья решимости
Winter's Bite,Укус зимы
Wintersday Aura,Аура Дня зимы
Wintry Orb,Зимняя сфера
Wisp of Will,Огонек воли
Withdraw,Отступление
Withering Plague,Увядающая чума
Wolf's Onslaught,Натиск волка
World Cleaver,Мировой тесак
Worldly Impact,Мировое воздействие
Wounding Strike,Ранящий удар
Woven Air,Сплетенный воздух
Woven Earth,Сплетенная земля
Woven Fire,Сплетенный огонь
Woven Water,Сплетенная вода
Wraith's Lightning,Молния призрака
Wrap your foot in stone and kick your foe.,Обернуть свою ногу камнем и пнуть противника.
Wrathful Grasp,Гневный захват
Wrathful Strike,Гневный удар
Wurm Spit,Плевок червя
Wuthering Wind,Завывающий ветер
Wyvern's Lash,Удар виверны
Xera's Fury,Ярость Xera
"Xera's horrible spell bears down on you, dealing heavy damage.","Ужасное заклинание Xera обрушивается на вас, нанося огромный урон."
"Xera's magic blasts the arena, using the Keep Construct's body as a lens. Damage increases with more stacks of Magic Blast Intensity.","Магия Xera взрывает арену, используя тело Keep Construct как линзу. Урон увеличивается с каждым уровнем эффекта Magic Blast Intensity."
"Xera's physical attacks sing with magic, cutting and affecting all before her.","Физические атаки Xera пропитаны магией, они рассекают и поражают всех перед ней."
Xinrae's Weapon,Оружие Ксинры
You Will Join Us,Вы присоединитесь к нам
"You and all your axe clones shadowstep to a random location around your target and strike, applying confusion. This attack breaks enemy targeting, and your illusions change focus to the targeted foe.","Вы и все ваши клоны с топорами совершаете теневой шаг в случайную точку вокруг цели и наносите удар, накладывая замешательство. Эта атака сбрасывает вражеское наведение, а ваши иллюзии переключаются на выбранного противника."
"You and nearby allies gain swiftness, while curing crippled, immobilized, and chilled.","Вы и ближайшие союзники получаете быстроту, а также снимаете эффекты хромоты, обездвиживания и заморозки."
You are revealed and take additional damage from the source of the tether.,Вы обнаружены и получаете повышенный урон от источника связи.
You are under the illusion that you are alive.,"Вы пребываете в иллюзии, что вы живы."
You can use Death's Advance.,Вы можете использовать «Натиск смерти».
You can use Palm Strike.,Вы можете использовать «Удар ладонью».
You can't move.,Вы не можете двигаться.
You cannot stealth,Вы не можете использовать невидимость
You cannot use skills as a whirlpool.,"Вы не можете использовать навыки, находясь в водовороте."
You cannot use skills while transformed.,Вы не можете использовать навыки во время трансформации.
You do not lose health from being downed.,"Вы не теряете здоровье, находясь в состоянии сбитого с ног."
You made a small mistake in your sketch.,Вы допустили небольшую ошибку в своем наброске.
You may block again.,Вы снова можете блокировать.
You move quicker and deal increased strike damage.,Вы двигаетесь быстрее и наносите увеличенный урон от ударов.
You receive no damage from incoming attacks. You remain susceptible to conditions and controlling effects.,Вы не получаете урон от направленных против вас атак. Вы остаетесь подвержены воздействию состояний и эффектов контроля.
You regenerate health.,Вы восстанавливаете здоровье.
"You spent too much time in the largos' domain, allowing them to hunt you down.","Вы провели слишком много времени во владениях ларгосов, позволив им выследить вас."
You take increased strike and condition damage.,Вы получаете увеличенный урон от прямых атак и состояний.
You take no damage from incoming attacks or conditions.,Вы не получаете урона от входящих атак или состояний.
You take no damage from incoming attacks. You are still susceptible to conditions and control effects.,Вы не получаете урона от входящих атак. Вы по-прежнему уязвимы к состояниям и эффектам контроля.
You take reduced physical and condition damage.,Вы получаете сниженный физический урон и урон от состояний.
You've drawn the hatred of Dhuum's messenger.,Вы навлекли на себя ненависть посланника Dhuum.
