english,translate
"Destroys tiles and chains attacks to allies who are struck by the blast. Applies agony, daze, and knockback.","Разрушает плитки и цепляет атаки к союзникам, задетым взрывом. Накладывает агонию, ошеломление и отталкивание."
Destructive Aura,Destructive Aura
Detonate,Detonate
Detonate Blossoming Aura,Detonate Blossoming Aura
Detonate Cluster,Detonate Cluster
Detonate Elixir B,Detonate Elixir B
Detonate Elixir C,Detonate Elixir C
Detonate Elixir H,Detonate Elixir H
Detonate Elixir R,Detonate Elixir R
Detonate Elixir S,Detonate Elixir S
Detonate Elixir U,Detonate Elixir U
Detonate Elixir X,Detonate Elixir X
Detonate Flame Turret,Detonate Flame Turret
Detonate Harpoon Turret,Detonate Harpoon Turret
Detonate Healing Turret,Detonate Healing Turret
Detonate Light,Detonate Light
Detonate Mine Field,Detonate Mine Field
Detonate Net Turret,Detonate Net Turret
Detonate Rifle Turret,Detonate Rifle Turret
Detonate Rocket Turret,Detonate Rocket Turret
Detonate Supply Crate Turrets,Detonate Supply Crate Turrets
Detonate Thumper Turret,Detonate Thumper Turret
Detonate a burst of ice that chills nearby foes.,"Взорвать заряд льда, который замораживает противников поблизости."
Detonate a burst of ice that immobilizes nearby foes.,"Взорвать заряд льда, который замораживает противников поблизости."
Detonate the dome to heal nearby allies.,"Взорвать купол, чтобы исцелить союзников поблизости."
Detonate the orb to burn foes and cure conditions on allies in the blast radius.,"Взорвать шар, чтобы поджечь противников и снять состояния с союзников в радиусе взрыва."
"Detonate the sphere to cause it to explode, damaging and chilling foes.","Детонировать сферу, чтобы вызвать её взрыв, наносящий урон и охлаждающий врагов."
Detonate your Blossoming Aura manually.,Взорвать вашу Цветущую ауру вручную.
Detonate your air pocket to teleport to its location.,Взорвать ваш воздушный карман и переместиться к нему.
"Detonate your beacon, debilitating enemies and bolstering allies.","Детонировать ваш маяк, ослабляя врагов и усиливая союзников."
Detonate your cluster bomb in midair.,Подорвать вашу кассетную бомбу над землей.
Detonate your flame turret.,Детонировать вашу огнеметную турель.
Detonate your harpoon turret.,Детонировать вашу гарпунную турель.
Detonate your healing turret.,Детонировать вашу лечащую турель.
Detonate your ink shot and shadowstep to it. Gain stealth if enemies are struck by this skill.,"Подорвать чернильный заряд и сделать Призрачный Шаг в место подрыва. Стать невидимым, если это умение поразит врагов."
Detonate your mine to damage foes and remove a boon from them.,"Детонировать вашу мину, чтобы нанести урон врагам и снять с них благословение."
"Detonate your mine, damaging nearby foes.","Взорвите свою мину, нанося урон ближайшим врагам."
Detonate your net turret.,Взорвите свою сетевую турель.
Detonate your rifle turret.,Взорвите свою винтовочную турель.
Detonate your rocket turret.,Взорвите свою ракетную турель.
Detonate your supply crate turrets.,Взорвите турели из ящика с припасами.
Detonate your thumper turret.,Взорвите свою грохочущую турель.
Detonates when enemies draw near.,Детонирует при приближении врагов.
Detonation Damage,Урон от детонации
Detonation Window,Окно детонации
Devastator,Devastator
Devour Brand,Devour Brand
Devourer Retreat,Devourer Retreat
Devourer Venom,Devourer Venom
Devouring Cut,Devouring Cut
Devouring Darkness,Devouring Darkness
Devouring Visage,Devouring Visage
Dhuum calls forth deadly claws that pull foes toward him.,"Dhuum призывает смертоносные когти, которые притягивают к нему врагов."
"Dhuum creates a rippling fracture in the ground, erupting after a short time.","Dhuum создает волнообразный разлом в земле, который извергается спустя короткое время."
"Dhuum links two targets, causing their souls to merge and destroy each other if they're in close proximity.","Dhuum связывает две цели, заставляя их души слиться и уничтожить друг друга, если они находятся близко друг к другу."
