english,translate
"""Advance!""","""Advance!"""
"""Aftershock!""","""Aftershock!"""
"""Brace Yourselves!""","""Brace Yourselves!"""
"""Chilled to the Bone!""","""Chilled to the Bone!"""
"""Eye of the Storm!""","""Eye of the Storm!"""
"""Fear Me!""","""Fear Me!"""
"""Feel My Wrath!""","""Feel My Wrath!"""
"""Feel the Burn!""","""Feel the Burn!"""
"""Find Their Weakness!""","""Find Their Weakness!"""
"""Flash-Freeze!""","""Flash-Freeze!"""
"""For Great Justice!""","""For Great Justice!"""
"""Guard!""","""Guard!"""
"""Hold the Line!""","""Hold the Line!"""
"""Knuckles"" slams the platform, knocking foes into the air before following up with a spin attack.","«Knuckles» бьёт по платформе, подбрасывая врагов в воздух, а затем проводит вращающуюся атаку."
"""Never Surrender!""","""Never Surrender!"""
"""Nothing Can Save You!""","""Nothing Can Save You!"""
"""On My Mark!""","""On My Mark!"""
"""On Your Knees!""","""On Your Knees!"""
"""Protect Me!""","""Protect Me!"""
"""Rebound!""","""Rebound!"""
"""Receive the Light!""","""Receive the Light!"""
"""Rise!""","""Rise!"""
"""Save Yourselves!""","""Save Yourselves!"""
"""Search and Rescue!""","""Search and Rescue!"""
"""Shake It Off!""","""Shake It Off!"""
"""Sic 'Em!""","""Sic 'Em!"""
"""Stand Your Ground!""","""Stand Your Ground!"""
"""Strength of the Pack!""","""Strength of the Pack!"""
"""Suffer!""","""Suffer!"""
"""To the Limit!""","""To the Limit!"""
"""Wash the Pain Away!""","""Wash the Pain Away!"""
"""We Heal As One!""","""We Heal As One!"""
"""We Shall Return!""","""We Shall Return!"""
"""We Will Never Yield!""","""We Will Never Yield!"""
"""You Are All Weaklings!""","""You Are All Weaklings!"""
"""Your Soul Is Mine!""","""Your Soul Is Mine!"""
+10% Damage,+10% к урону
0 Clones,0 клонов
1 Clone,1 клон
2 Clones,2 клона
25%,25%
25%% increased movement speed.,25%% увеличение скорости передвижения.
3 Clones,3 клона
50%,50%
50%% faster endurance regeneration.,Регенерация выносливости на 50%% быстрее.
"<c=#006eff>Ally Target:</c> Enter shadow shroud and tether a targeted or previously siphoned ally, granting them barrier. If no target is selected, one will be chosen randomly in the indicated radius.","<c=#006eff>Союзная цель:</c> Войдите в теневой саван и привяжитесь к выбранной или ранее выкачанной союзной цели, даруя ей барьер. Если цель не выбрана, будет случайным образом выбрана одна в указанном радиусе."
<c=@abilitytype>Additional Blades over 100%% heat</c>,<c=@abilitytype>Дополнительные клинки свыше 100%% жара</c>
<c=@abilitytype>Additional Blades over 50%% heat</c>,<c=@abilitytype>Дополнительные клинки свыше 50%% жара</c>
<c=@abilitytype>Additional Walls above 50%% Heat</c>,<c=@abilitytype>Дополнительные стены свыше 50%% Жара</c>
<c=@abilitytype>Ally Boon Duration above 100%% Heat</c>,<c=@abilitytype>Длительность благ союзников свыше 100%% Жара</c>
<c=@abilitytype>Ambush.</c> Blink to your target and unleash a series of low-damage strikes that rapidly stack vulnerability.,"<c=@abilitytype>Засада.</c> Телепортируйтесь к цели и нанесите серию слабых ударов, быстро накладывающих уязвимость."
"<c=@abilitytype>Ambush.</c> Launch a barrage of chaos orbs at your foe, inflicting confusion and torment. Condition duration halved for clones.","<c=@abilitytype>Засада.</c> Запустите шквал хаотических сфер во врага, нанося смятение и боль. Длительность состояний для клонов уменьшена вдвое."
"<c=@abilitytype>Ambush.</c> Lunge at your foe and strike them with your sword, briefly dazing them. Leave behind a clone at your original location.","<c=@abilitytype>Засада.</c> Рывок к врагу и удар мечом, ненадолго оглушая его. Оставляет фантома на исходной позиции."
"<c=@abilitytype>Ambush.</c> Pierce targets in front of you in a flurry of blows, leaving them vulnerable.","<c=@abilitytype>Засада.</c> Пронзайте врагов перед собой серией ударов, делая их уязвимыми."
"<c=@abilitytype>Ambush.</c> Release a vortex of chaos energy that inflicts damaging conditions on foes. Allies near you gain boons. 
<c=@reminder>Clones using this attack grant their boons around you instead of themselves. </c>","<c=@abilitytype>Засада.</c> Выпускает вихрь энергии хаоса, накладывающий негативные эффекты на врагов. Близлежащие союзники получают благословения.
<c=@reminder>Клоны, использующие эту атаку, распространяют свои благословения вокруг вас, а не на себя.</c>"
<c=@abilitytype>Ambush.</c> Release a wave of energy that interrupts and confuses foes.,"<c=@abilitytype>Засада.</c> Выпустите волну энергии, прерывающую и сбивающую с толку врагов."
"<c=@abilitytype>Ambush.</c> Shoot a beam at a targeted foe, and secondary beams at foes near your target.",<c=@abilitytype>Засада.</c> Выстрелите лучом в выбранную цель и вторичными лучами во врагов рядом с ней.
<c=@abilitytype>Ambush.</c> Slice your foe with a flurry of blades. Each blade inflicts different conditions.,<c=@abilitytype>Засада.</c> Порезать противника градом клинков. Каждый клинок накладывает новое состояние.
"<c=@abilitytype>Ambush.</c> Spray invigorating magic, damaging enemies and healing allies.","<c=@abilitytype>Засада.</c> Распылите бодрящую магию, нанося урон врагам и исцеляя союзников."
"<c=@abilitytype>Arcane.</c> Blast the area, hitting foes with critical damage and healing yourself. Healing effectiveness is increased per target hit. If this skill finishes a combo, you heal an additional amount.","<c=@abilitytype>Мистический.</c> Взорвите область, нанося врагам критический урон и исцеляя себя. Эффективность исцеления увеличивается за каждую пораженную цель. Если этот навык завершает комбо, вы получаете дополнительное исцеление."
