english,translate
Defend yourself from the swarm of demons!,Защищайся от роя демонов!
Defend yourself!,Защищайся!
Defend yourself.,Защищайтесь.
Defender of Lion's Court,Защитник Львиного двора
Defending Shaemoor,Защита Шеймура
Defending the Keep,Защита крепости
Defending the weak,Защита слабых
Defense,Оборона
Defense Against Guards,Защита от стражей
Defense Contract,Оборонный контракт
Defense of Shaemoor,Защита Шеймура
Defiant Glass Outfit,Наряд из закаленного стекла
Defier of Doubt,Отрицающий сомнения
Definitely don't eavesdrop on Rama and Min...,Только не подслушивайте Rama и Acting Minister Min...
Definitely nosy. They say you were in court the same day Scarlet was. <b>*</b>,"Определенно любопытным. Говорят, ты был при дворе в тот же день, что и Scarlet. <b>*</b>"
Defusing the Problem,Обезвреживание проблемы
Deliver antitoxin to the injector.,Доставьте антитоксин к инжектору.
Deliver pressurized steam canisters to nearby turbines.,Доставьте баллоны с паром под давлением к ближайшим турбинам.
Deliver the evidence via the dropbox.,Доставьте улики через ящик для приёма.
Deliver the final blow to Cerus!,Нанесите финальный удар по Cerus!
Deliver the news.,Доставьте новости.
Delivering Justice,Воздаяние правосудия
Delve farther into the mine.,Продвигайся дальше в шахту.
Delve into the Haze,Погружение в дымку
Demand entry from the guard.,Потребовать у охранника пропустить тебя.
Demmi Beetlestone beckons to %str1%.,Demmi Beetlestone манит %str1%.
Demolisher's,Разрушителя
Demon's Demise,Погибель демона
Demure,Скромный
Denied!,Отказано!
Denim,Джинсовый
Dense Haar Caprine Warclaw,Плотный капринский боевой клык Хаара
Depart for the Crystal Desert.,Отправляйтесь в Кристальную пустыню.
Depart the ship.,Покинь корабль.
Depart to Thunderhead Keep.,Отправляйтесь в Thunderhead Keep.
Deplete the power the titan is drawing from the environment so that it can be defeated.,"Истощите энергию, которую титан вытягивает из окружающей среды, чтобы его можно было победить."
Deploy seismic tap.,Установите сейсмический датчик.
Deposit Braham and Rox at specimen processing.,Доставьте Braham и Rox в отдел обработки образцов.
Depth Charges,Глубинные заряды
"Deputy, Captain Rahim pointed me in your direction. Would you mind if I talk to a few of the refugees about Balthazar?","Заместитель, Captain Rahim направил меня к вам. Вы не возражаете, если я поговорю с парой беженцев о Balthazar?"
Descend farther into the volcano.,Спуститесь глубже в вулкан.
Descend into the fire dragon's lair.,Спуститесь в логово огненного дракона.
Descend into the volcano.,Спуститесь в вулкан.
Descend once more into the depths to face the ravenous wanderer.,"Спуститесь ещё раз в глубины, чтобы встретиться с ravenous wanderer."
Descend the staircase and avoid triggering the deadly traps.,"Спуститесь по лестнице, избегая смертельных ловушек."
Descend to Taimi's machine.,Спуститесь к машине Taimi.
Descent,Спуск
Desert Borderlands,Пустынные Пограничья
Desert Harpy,Пустынная гарпия
Desert Highlands,Пустынное нагорье
Desert King Glider,Планер Короля пустыни
Desert King Throne,Трон Короля пустыни
Desert Lop,Пустынный кролик
Desert Melodist,Пустынный мелодист
Desert Shiba,Пустынная сиба-ину
Deserter's,Дезертира
