english,translate
Travel to the Domain of Istan to unlock.,"Отправляйтесь в Владения Истана, чтобы открыть."
Travel to the Durmand Priory.,Отправляйтесь в Durmand Priory.
Travel to the Eye of the North and meet with Aurene.,Отправляйся в Eye of the North и встреться с Aurene.
"Travel to the Eye of the North, and meet with Aurene.",Отправляйтесь в Eye of the North и встретьтесь с Aurene.
"Travel to the Eye of the North, and share your experience with Aurene.",Отправляйтесь в Eye of the North и поделитесь своим опытом с Aurene.
Travel to the Kodash Bazaar and await Balthazar's arrival.,Отправляйтесь на базар Kodash и ждите прибытия Balthazar.
Travel to the Tomb of Primeval Kings.,Отправляйтесь к Гробнице Первородных Королей.
Travel to the White Mantle colosseum.,Отправляйтесь в колизей Белой Мантии.
Travel to the bottom of the crater.,Спустись на дно кратера.
Travel to the mysterious charr's village.,Отправляйтесь в деревню таинственного чарра.
Travel to the royal palace in Divinity's Reach.,Отправляйтесь в королевский дворец в Divinity's Reach.
Travel to the sealed cavern.,Отправляйся к запечатанной пещере.
Travel to the shipping docks in New Kaineng to hitch a ride on the rail line to Gyala Delve.,"Отправляйся к грузовым докам в New Kaineng, чтобы сесть на поезд до Gyala Delve."
Travel to the site of Glint's Lair and find the weapon that Vlast spoke of.,"Отправляйтесь к логову Glint и найдите оружие, о котором говорил Vlast."
Travel to the site of Glint's lair.,Отправляйтесь к логову Glint.
"Traveler's Loft in Hunter's Hearth has become overcrowded, and you are being summoned to address the situation before Knut Whitebear is forced to step in. Come to Traveler's Loft as soon as possible to avoid summary judgments that may adversely impact your lodging.","Чердак Путешественника в Очаге Охотника стал переполнен, и вас вызывают, чтобы урегулировать ситуацию, пока Кнут Белый Медведь не был вынужден вмешаться. Приходите на Чердак Путешественника как можно скорее, чтобы избежать скорых решений, которые могут негативно повлиять на ваше проживание."
Traveler's Outfit,Костюм путешественника
Traverse the mine.,Пройдите через шахту.
"Treachery and tragedy led Tyria's heroes on a chase across the frontiers of the Maguuma Wastes and landed them at the doorstep of their former adversary. What has Taimi been able to learn from her investigation, and who's been watching from atop the mesa above Prospect Valley?","Предательство и трагедия привели героев Тирии в погоню через границы Пустошей Магуума и высадили их на пороге их бывшего врага. Что Тайми смогла узнать из своего расследования, и кто наблюдал с вершины месы над Долиной Проспекта?"
Treachery: Nayos,Предательство: Найос
Treasure Tracker,Искатель сокровищ
Treasure Trove—Deposit Gold,Сокровищница — Внести золото
Treasure Trove—Deposit Items,Сокровищница — Внести предметы
Treasure Trove—Withdraw Gold,Сокровищница — Забрать золото
Treasure Trove—Withdraw Items,Сокровищница — Забрать предметы
Trebuchet Mastery,Мастерство требушета
Trees? Unlikely. I ... I believe it was located to the north. Grand. Imposing.,"Деревья? Вряд ли. Я... Я полагаю, она находилась на севере. Величественная. Внушительная."
Treespirit Gecko,Древесный геккон
Trek up the pass and into the Shiverpeaks.,Поднимитесь по перевалу в Shiverpeaks.
Tremble amid the thunder of stampeding hooves.,Дрожи под грохот несущихся копыт.
"Trembling Song was the most helpful (and seemed at least somewhat remorseful). She was quick to share, sparing no detail, which shed light on the others' stories. During her journey to Lion's Arch, she was beckoned to join a group of travelers and sit by their fire. She believes that while she slept, they tampered with her offering to the effigy. Much like the other suspects, whatever was added to their offerings may have caused the chemical reaction that triggered the explosion.","Trembling Song была самой полезной (и казалась хоть немного раскаивающейся). Она быстро поделилась информацией, не упуская деталей, что пролило свет на истории остальных. Во время своего путешествия в Lion's Arch её позвали присоединиться к группе путешественников и посидеть у их костра. Она считает, что пока она спала, они подменили её подношение для чучела. Как и в случае с другими подозреваемыми, то, что было добавлено к их подношениям, возможно, вызвало химическую реакцию, которая спровоцировала взрыв."
Tremor Armadillo,Броненосный дрожатель
Tremor!,Землетрясение!
Trial and Error: Durmand Priory,Метод проб и ошибок: Приорат Дурманда
Trial and Error: Janthir Syntri,Метод проб и ошибок: Джантир Синтри
Trial and Error: The Wizard's Tower,Метод проб и ошибок: Башня Волшебника
Tribune,Трибун
Tribunes in Effigy,Трибуны в виде чучел
Trickery,Хитрость
Trickster Demon,Демон-трикстер
"Trickster demons from the Mists find ways to enter our world to tear it apart. I, too, am a destructive force, and all shall fear me.","Демоны-трикстеры из Туманов находят способы проникнуть в наш мир, чтобы разорвать его на части. Я тоже — разрушительная сила, и все будут бояться меня."
Trimaran,Тримаран
Trinket,Аксессуар
Triple Trouble,Тройная напасть
Triskell Quay,Причал Трискелл
Triumph comes only by banishing fear from your heart and mind.,"Триумф приходит лишь тогда, когда изгоняешь страх из сердца и разума."
Triumph comes only from sound strategy.,Триумф приходит лишь благодаря здравой стратегии.
Triumph comes only through observation and quiet claws.,Триумф приходит лишь через наблюдение и тихие когти.
Triumph comes only through solitary focus and unerring valor.,Триумф приходит лишь через сосредоточенность и непоколебимую доблесть.
Trivial vows. Trivial people. I've seen the bigger picture. You are in my way.,Пустяковые клятвы. Пустяковые люди. Я увидел общую картину. Ты стоишь у меня на пути.
Tropical Sand Throne,Трон из тропического песка
Troubadour,Трубадур
Trouble at Fort Marriner,Неприятности в форте Марринер
Trouble at Fort Salma,Беда в форте Сальма
Trouble at the Roots,Беда у корней
"Trouble may follow me, but I use my ______ to overcome it.","Неприятности могут преследовать меня, но я использую свою ______ чтобы преодолеть их."
True Assassin's Guise,Облачение истинного убийцы
Truer words were never spoken. Have a good time at the party.,Истинная правда. Хорошо повеселиться на вечеринке.
Truffle,Трюфель
Truths Unearthed: Guarded Glades,Раскрытые истины: Охраняемые поляны
Try Blish's cloaking tech.,Испытайте технологию маскировки Blish.
Try different skills to disperse the hologram.,"Используй разные умения, чтобы рассеять голограмму."
Try not to stare at her feet now that I've told you that!,"Постарайся не пялиться на её ноги теперь, когда я тебе это сказала!"
Try one of these!,Попробуй одно из этих!
Try to survive Cerus and Nayos.,Постарайся выжить в битве с Cerus и Nayos.
Trying to figure out why the explosion reversed itself and the trail led me here. Look at these marks.,"Пытаюсь понять, почему взрыв пошёл вспять и след привел меня сюда. Посмотри на эти отметины."
Tsunami,Цунами
Tufted Night Eye,Хохлатый ночной глаз
Tulip,Тюльпан
Tundra Grimalkin,Тундровый грималкин
Tune the gate to Taimi's secret lab.,Настрой врата на секретную лабораторию Taimi.
Tungsten,Вольфрам
"Turai Ossa was first ruler of a united Elona since the Primeval Kings. His soul was trapped in the Crystal Desert, along with those of his followers, to await the day Turai can ascend and pass into the Hall of Heroes.","Турай Осса был первым правителем единой Элоны со времен Первобытных королей. Его душа была заточена в Пустыне Кристалла вместе с душами его последователей, чтобы дождаться дня, когда Турай сможет вознестись и войти в Зал Героев."
Turn in War Supplies to the quartermaster.,Сдай военные припасы интенданту.
Turn on the computers.,Включить компьютеры.
Turnabout,Разворот
