english,translate
Shield Magic Disabled,Магический щит отключен
Shifting Sands,Зыбучие пески
Shimmering Aurora Glider,Планер «Мерцающее сияние»
Shimmerwing,Мерцающее крыло
Shing Jea Dragon Boat,Драконья лодка Шинг Джеа
Shiniest Shiny,Самая блестящая блестяшка
Shining Blade Glider,Планер «Сияющий клинок»
Shining Blade Paratrooper bows to %str1%.,Парашютист из Клизвия кланяется %str1%.
Shining Blade Paratrooper waves at %str1%.,Парашютист из Клизвия машет %str1%.
Shining Champion,Сияющий чемпион
Shiny Ice,Сияющий лед
Shiny Ice:,Блестящий лед:
Ships Fires Extinguished,Пожары на кораблях потушены
Ships of the Line,Линейные корабли
Shipwreck Strand,Берег кораблекрушений
Shiro's Legacy Outfit,Костюм наследия Shiro
Shiver Sea,Дрожащее море
Shiver Sky,Дрожащее небо
Shiverpeaks Griffon,Грифон Шиверпиков
Shiverpeaks Hunter Glider,Планер «Охотник Шиверпика»
Shiverpeaks Hunter Glider[s],[Планер|Планера|Планеров] «Охотник Шиверпика»
Shiverpeaks Jackal,Шакал Шиверпиков
Shiverpeaks Pass (Public),Перевал Дрожащих гор (публичный)
Shiverpeaks Pileated,Хохлатый Шиверпиков
Shiverpeaks Raptor,Раптор Шиверпиков
Shiverpeaks Skimmer,Скиммер Шиверпиков
Shiverpeaks Springer,Спрингер Шиверпиков
Shoal Slayer Nian,"Нян, Убийца отмелей"
Shocking. But how does that help me?,Поразительно. Но как это поможет мне?
Short Fuse,Короткий фитиль
"Shortly after my arrival, this mysterious ""Faren"" was nowhere to be found. Instead, a reporter from New Kaineng named Mi-Rae — now revealed as the impostor — ambushed me on the spot. She went straight to an interview, but the whole thing was a blur. She asked very... pointed questions about the events in Cantha, and — against my better judgment — I answered. Unfortunately, I got the sense that she was less interested in the truth and that she was looking for spectacle or sensationalism. Thank goodness Taimi just happened to send a message right when things began to sour, giving me the chance to make a quick but polite exit. Mi-Rae said she got everything that she needed. We'll see how that turns out, but I'm not optimistic.","Вскоре после моего прибытия этого загадочного ""Faren"" нигде не было. Вместо этого репортер из New Kaineng по имени Mi-Rae — теперь выяснилось, что это самозванка — устроила мне засаду. Она сразу перешла к интервью, но всё это было как в тумане. Она задала очень... острые вопросы о событиях в Cantha, и — вопреки здравому смыслу — я ответил. К сожалению, у меня возникло ощущение, что её интересовала не столько правда, сколько зрелище или сенсация. Слава богу, Taimi как раз прислала сообщение в тот момент, когда всё начало портиться, дав мне шанс быстро, но вежливо уйти. Mi-Rae сказала, что получила всё, что ей было нужно. Посмотрим, к чему это приведет, но я не питаю оптимизма."
"Shortly after my arrival, this mysterious ""Taimi"" was nowhere to be found. A reporter from New Kaineng named Mi-Rae — now revealed as the imposter — sprung from the shadows and ambushed me on the spot. She immediately launched an interview, but the whole thing was such a blur. She asked several very...pointed questions about the events that took place in Cantha, and — perhaps against my better judgement — I answered her as directly as I could. I got the sense she was less interested in the truth and the she was looking for something salacious. Thank goodness Taimi (the real one) just happened to send a message the moment things began to sour, allowing me to exit the encounter before thing really went awry. Mi-Rae said she got everything that she needed. We'll see how that turns out.","Вскоре после моего прибытия этой загадочной ""Taimi"" и след простыл. Репортер из New Kaineng по имени Mi-Rae — теперь выяснилось, что это самозванка — выскочила из тени и устроила мне засаду. Она тут же начала интервью, но всё это было как в тумане. Она задала несколько очень... острых вопросов о событиях в Cantha, и — возможно, вопреки здравому смыслу — я ответил ей настолько прямо, насколько мог. У меня возникло ощущение, что её интересовала не столько правда, сколько что-то скандальное. Слава богу, Taimi (настоящая) как раз прислала сообщение в тот момент, когда всё начало портиться, что позволило мне выйти из ситуации до того, как всё пошло наперекосяк. Mi-Rae сказала, что получила всё, что ей было нужно. Посмотрим, к чему это приведет."
