english,translate
Creamsicle,Creamsicle
"Create a barrier when your health is low, and reduce your healing skill's current cooldown.","Создает барьер, когда ваше здоровье низкое, и сокращает текущее время перезарядки вашего навыка лечения."
Create a distraction to draw Flax out of his office.,"Создать отвлекающий маневр, чтобы выманить Flax из его кабинета."
Create a portal to force Kralkatorrik back into Tyria.,"Создайте портал, чтобы загнать Kralkatorrik обратно в Tyria."
Create or delete teams and add or remove team members.,"Создавать или удалять команды, а также добавлять или удалять участников команд."
"Create, delete, and edit the properties of ranks lower than this one.","Создавать, удалять и изменять свойства рангов ниже этого."
Creating the Antitoxin,Создание антитоксина
Creatures of the Deep Defeated,Глубинные существа побеждены
"Crecia apologized for the unexpected turn of events. Rox took it in stride, reminding everyone that my presence usually resulted in plans going to hell, so this was actually to be expected. (Thanks, Rox.) It felt like old times, though, and my old friend agreed to rejoin the fight. The cause was greater than any single faction's needs, so we could count on her Olmakhan siblings now and into the future.","Crecia извинилась за неожиданный поворот событий. Rox восприняла это спокойно, напомнив всем, что моё присутствие обычно приводит к тому, что планы летят к чертям, так что этого следовало ожидать. (Спасибо, Rox.) Это было похоже на старые добрые времена, и моя старая подруга согласилась вернуться в бой. Дело было важнее, чем нужды любой отдельной фракции, так что мы могли рассчитывать на её сородичей Olmakhan сейчас и в будущем."
Crecia contacted me via comms to update me on the war effort. She and Malice had reached out to the Olmakhan to spearhead a longterm alliance. This seemed a bit odd as the Olmakhan voluntarily had secluded their society for generations. Why would they want to get themselves involved in the conflict now?,"Crecia связалась со мной по связи, чтобы рассказать о ходе войны. Она и Malice связались с Olmakhan, чтобы возглавить долгосрочный союз. Это показалось немного странным, поскольку Olmakhan добровольно изолировали своё общество на протяжении поколений. Почему они захотели ввязаться в конфликт сейчас?"
