english,translate
Mini Eelob Poisonfang,Мини-Элоб Ядовитый Клык
Mini Efram Greetsglory,Мини-Эфрам Славослов
Mini Egg,Яйцо мини-питомца
Mini Eir Stegalkin,Мини-Эйр Стегалкин
Mini Elegant Black Llama,Мини-элегантная чёрная лама
Mini Elegant Bronze Llama,Мини-элегантная бронзовая лама
Mini Elegant Emperor Llama,Мини-элегантная лама-император
Mini Elegant Gold Llama,Мини-элегантная золотая лама
Mini Elegant Llama,Мини-элегантная лама
Mini Elegant Princess Llama,Мини-элегантная лама-принцесса
Mini Elegant Silver Llama,Мини-элегантная серебряная лама
Mini Elemental Hydra,Мини-Стихийная гидра
Mini Ellen Kiel,Мини-Эллен Кил
Mini Elonian Familiar,Мини-элонийский фамильяр
Mini Elonian Mime,Мини-элонский мим
Mini Ember,Мини-Эмбер
Mini Ember Skyscale Hatchling,Мини-угольный детёныш скайскейла
Mini Emperor Llama,Мини-лама-император
Mini Enraged Twisted Nightmare,Мини-разъяренный искаженный кошмар
Mini Essence of Luck,Мини-эссенция удачи
Mini Ettin,Мини-эттин
Mini Evon Gnashblade,Мини-Эвон Гнашблейд
Mini Exalted Sage,Мини-просвещённый мудрец
Mini Exalted Worker,Мини-возвышенный рабочий
Mini Exo-Suit Griffon,Мини-грифон в экзокостюме
Mini Exo-Suit Jackal,Мини-шакал в экзокостюме
Mini Exo-Suit Mounts Pack,Набор мини-маунтов в экзокостюмах
Mini Exo-Suit Raptor,Мини-раптор в экзокостюме
Mini Exo-Suit Skimmer,Мини-скиммер в экзокостюме
Mini Exo-Suit Springer,Мини-спрингер в экзокостюме
Mini Eye of Judgment,Мини-Око Суда
Mini Failed Attempt,Мини-неудачная попытка
Mini Fancy Black Llama,Мини-нарядная чёрная лама
Mini Fancy Bronze Llama,Мини-нарядная бронзовая лама
Mini Fancy Emperor Llama,Мини-нарядная лама-император
Mini Fancy Gold Llama,Мини-нарядная золотая лама
Mini Fancy Llama,Мини-нарядная лама
Mini Fancy Princess Llama,Мини-нарядная лама-принцесса
Mini Fancy Silver Llama,Мини-нарядная серебряная лама
Mini Feline Familiar,Мини-кошачий фамильяр
Mini Festive Aurene,Мини-праздничная Аурена
Mini Festive Golem,Мини-праздничный голем
Mini Festive Lantern,Мини-праздничный фонарь
Mini Festive Lord Faren,Мини-праздничный лорд Фарен
Mini Fire Djinn,Мини-огненный джинн
Mini Fire Griffon Hatchling,Мини-огненный птенец грифона
Mini Fire Hydra Head,Мини-голова огненной гидры
Mini Fire Raptor Hatchling,Мини-огненный детёныш раптора
Mini Fire Tornado,Мини-огненный торнадо
Mini Firebrand Roni Gehianu,Мини-Файрбранд Рони Гехиану
Mini First Mate Horrik,Мини-старпом Хоррик
Mini Flame Shaman,Мини-шаман пламени
Mini Fluffy Black Cat,Мини-пушистая чёрная кошка
Mini Foostivoo the Merry,Мини-Фустиву Весёлый
Mini Forest Grub,Мини-лесная личинка
Mini Forest Spider,Мини-лесной паук
Mini Forgal,Мини-Форгал
Mini Forged Officer,Мини-кованый офицер
Mini Fortunate Lantern,Мини-счастливый фонарь
Mini Fox Kit,Мини-лисёнок
Mini Freezie's Heart,Мини-сердце Фризи
Mini Frost Drake,Мини-ледяной дракон
Mini Frost Fang,Мини-морозный клык
Mini Frost Hydra Head,Мини-голова ледяной гидры
Mini Frost Legion Soldier,Мини-солдат Легиона Мороза
Mini Frost Spider,Мини-морозный паук
Mini Frostbite,Мини-Обморожение
Mini Frozen Tik'Teek,Мини-Замороженный Тик'Тик
Mini Fumaroller,Мини-дымовой валик
Mini G.O.X. 2.1.23,Мини-G.O.X. 2.1.23
Mini Garenhoff Forest Cat,Мини-гаренхоффский лесной кот
Mini Ghost Carlotta,Мини-призрачная Карлотта
Mini Ghost Snaff,Мини-призрак Снафф
Mini Ghostly Cat,Мини-призрачная кошка
Mini Ghostly Gwen,Мини-призрачная Гвен
Mini Ghostly Justiciar Hablion,Мини-призрачный юстициарий Хабльон
Mini Ghoul Legs,Мини-ноги упыря
Mini Gift Box Gourdon,Мини-Подарочная коробка Гурдон
Mini Gift Skritt,Мини-дар скриттов
Mini GL-XC S7S,Мини-GL-XC S7S
Mini Glowing Bat,Мини-светящаяся летучая мышь
Mini Glowing Lantern,Мини-светящийся фонарь
Mini Goddess Kormir,Мини-богиня Кормир
Mini Goedulf,Мини-Гёдульф
Mini Gold Griffon Hatchling,Мини-золотой птенец грифона
Mini Gold Jackal Pup,Мини-золотой щенок шакала
Mini Gold Llama,Мини-золотая лама
Mini Gold Raptor Hatchling,Мини-золотой детёныш раптора
Mini Gold Shiba Inu,Мини-золотая сиба-ину
Mini Gold Skimmer Pup,Мини-золотой щенок скиммера
Mini Gold Skyscale Hatchling,Мини-золотой детёныш скайскейла
Mini Gold Turtle Hatchling,Мини-золотой детёныш черепахи
Mini Golden Labrador,Мини-золотистый лабрадор
Mini Golden Pig,Мини-золотая свинья
Mini Golden Tigris Cub,Мини-золотой детёныш тигриса
Mini Golem Bomb,Мини-Голем-Бомба
Mini Gorseval the Multifarious,Мини-Горсеваль Многоликий
Mini Grand Lion Griffon,Мини-грифон «великий лев»
Mini Grawl Berserker,Мини-граул-берсерк
Mini Gray Journeykit,Мини-серый детёныш странника
Mini Gray Skyscale Hatchling,Мини-серый детёныш скайскейла
Mini Gray Tigris Cub,Мини-серый детёныш тигриса
Mini Green Choya,Мини-зелёный чойя
Mini Green Griffon Hatchling,Мини-зелёный птенец грифона
Mini Green Guardian,Мини-зелёный страж
Mini Green Jackal Pup,Мини-зелёный щенок шакала
Mini Green Moa,Мини-зелёная моа
Mini Green Raptor Hatchling,Мини-зелёный детёныш раптора
Mini Green Siege Golem,Мини-зелёный осадный голем
Mini Green Skimmer Pup,Мини-зелёный щенок скиммера
Mini Green Skyscale Hatchling,Мини-зелёный детёныш скайскейла
Mini Green Springer Kit,Мини-зелёный детёныш спрингера
Mini Green Tigris Cub,Мини-зелёный детёныш тигриса
Mini Green Turtle Hatchling,Мини-зелёный детёныш черепахи
Mini Grey Journeykin,Мини-серый странник
Mini Griffon Hatchling Reward Chest,Сундук с наградой: мини-птенец грифона
Mini Grymm,Мини-Гримм
Mini Guardian Angel Aurene,Мини-ангел-хранитель Аурена
Mini Guardian Angel Blish,Мини-Ангел-хранитель Блиш
Mini Guardian of Secrets,Мини-хранитель тайн
Mini Gustav the Caramel Corn Elemental,"Мини-Густав, элементаль карамельной кукурузы"
Mini Gwyldell,Мини-Гвилделл
Mini Gwynefyrdd,Мини-Гвинефирд
Mini Hall of Chains Minotaur,Мини-минотавр из Зала цепей
Mini Halloween Gourdon,Мини-Гурдон Хэллоуина
Mini Harathi Sharpshooter,Мини-харатийский меткий стрелок
Mini Harpy Warrior,Мини-воин гарпий
Mini Haunted Candle,Мини-проклятая свеча
Mini Hawk,Мини-ястреб
Mini Hazmat Suit,Мини-защитный костюм
Mini Heket,Мини-Хекет
Mini Helmed Moa Racer,Мини-шлемоносный моа-гонщик
Mini Hermit Crab,Мини-рак-отшельник
Mini High Inquisitor Maut,Мини-верховный инквизитор Маут
Mini High Steward of Galdra,Мини-верховный стюард Галдры
Mini Hippo Calf,Мини-бегемотик
Mini Holographic Axe-Wielding Destroyer,Мини-голографический разрушитель с топором
Mini Holographic Branded Minotaur,Мини-голографический клеймёный минотавр
Mini Holographic Colossus,Мини-голографический колосс
Mini Holographic Corrupted Wolf,Мини-голографический осквернённый волк
Mini Holographic Risen Knight,Мини-голографический восставший рыцарь
Mini Holographic Scarlet,Мини-Голографическая Скарлет
Mini Holographic Taimi,Мини-голографическая Тайми
Mini Holographic Zinn,Мини-голографический Зинн
Mini Holosmith Baraz Sharifi,Мини-голомеханик Барази Шарифи
Mini Horror Crab,Мини-краб ужаса
Mini Horse-Gourdon,Мини-конь-Гурдон
Mini Hot Springs Bearkin (Blue),Мини-медвежонок горячих источников (синий)
Mini Hot Springs Bearkin (Yellow),Мини-медвежонок горячих источников (жёлтый)
Mini Husk-o-Lantern,Мини-тыквоголовый
Mini Husky Dog,Мини-пёс хаски
Mini Hylek Amini,Мини-хилек Амини
Mini Hylek Cuicani,Мини-хилек Куикани
Mini Hylek Tlamatini,Мини-хилек Тламатини
Mini Ice Beast,Мини-ледяной зверь
Mini Ice Raptor Hatchling,Мини-ледяной детёныш раптора
Mini Iceberg Skimmer Pup,Мини-щенок скиммера «Айсберг»
Mini Icebrood Ogre,Мини-огр ледяного отродья
Mini Icebrood Quaggan,Мини-квагган ледяного отродья
Mini Icebrood Saga Ogre,Мини-огр «ледяная сага»
Mini Illusionary Xera,Мини-иллюзорная Ксера
Mini Incarnation of Terror,Мини-Воплощение ужаса
Mini Indigo Assault Knight,Мини-Индиго-рыцарь штурма
Mini Infinirarium,Мини-Инфинирариум
Mini Inquest Assault Cube,Мини-штурмовой куб Инквест
Mini Inquest Exterminator Golem,Мини-Голем-истребитель Инквеста
