english,translate
Rampager's Krait Crook,Крокодил Буяна
Rampager's Krait Handgun,Ручной крайт-пистолет Буяна
Rampager's Krait Harpoon Gun,"Гарпунная винтовка «Крайт» Буяна"
Rampager's Krait Machete,"Мачете «Крайт-разрушитель»"
Rampager's Krait Morning Star,Утренняя звезда Буяна
Rampager's Krait Pilum,Копьё разрушителя-крайта
Rampager's Krait Recurve Bow,"Рекурсивный лук «Крайт» Буяна"
Rampager's Krait Ripper,Крайт-разорватель ярости
Rampager's Krait Shell,Панцирь краита ярости
Rampager's Krait Shooter,Крайт-стрелок Буяна
Rampager's Krait Short Bow,"Короткий лук «Крайт-разрушитель»"
Rampager's Krait Slayer,Убийца крайтов Буяна
Rampager's Krait Star,Звезда Крайта Буяна
Rampager's Krait Trident,Трезубец Крайта Буяна
Rampager's Krait Wand,Жезл Крайта Буяна
Rampager's Krait Warhammer,"Боевой молот «Крайт» яростного"
Rampager's Krait Whelk,Крайт-улитка Буяна
Rampager's Linen Insignia,Льняная инсигния Буяна
Rampager's Marauder Mask of Balthazar,Маска грабителя Балтазара Буяна
Rampager's Marauder Mask of Infiltration,Маска прорывающего вражеские ряды мародера
Rampager's Marauder Mask of Rata Sum,Маска мародера Рата Сума
Rampager's Masquerade Boots,Маскарадные сапоги Буяна
Rampager's Masquerade Gloves,Маскарадные перчатки Буяна
Rampager's Masquerade Leggings,"Поножи «Маскарад ярости»"
Rampager's Masquerade Mantle,Мантия маскарада Буяна
Rampager's Masquerade Mask,Маска для маскарада Буяна
Rampager's Masquerade Raiments,Маскарадный наряд Буяна
Rampager's Mithril Axe,Мифриловый топор Буяна
Rampager's Mithril Dagger,Мифриловый кинжал Буяна
Rampager's Mithril Greatsword,Большой меч из мифрила бунтаря
Rampager's Mithril Hammer,Мифриловый молот Буяна
Rampager's Mithril Imbued Inscription,Руническая гравировка из мифрила ярости
Rampager's Mithril Mace,Мифриловая булава Буяна
Rampager's Mithril Pistol,Мифриловый пистолет Буяна
Rampager's Mithril Plated Inscription,Руническая гравировка из мифрила Буяна
Rampager's Mithril Rifle,Мифриловая винтовка Буяна
Rampager's Mithril Shield,Мифриловый щит Буяна
Rampager's Mithril Spear,Мифриловое копьё Буяна
Rampager's Mithril Sword,Мифриловый меч Буяна
Rampager's Noble Boots,Благородные сапоги Буяна
Rampager's Noble Coat,Благородная мантия яростного воина
Rampager's Noble Gloves,Благородные перчатки Буяна
Rampager's Noble Mask,Благородная маска Буяна
Rampager's Noble Pants,Благородные штаны Буяна
Rampager's Noble Shoulders,Благородные плечевые накладки Буяна
Rampager's Ogre Blaster,Огненный метатель Буяна
Rampager's Ogre Blaze,Ярость Огра Буяна
Rampager's Ogre Bludgeoner,Дубина-громила Буяна
Rampager's Ogre Breaker,Сокрушитель орков Буяна
Rampager's Ogre Bulwark,Огр-бастион Буяна
Rampager's Ogre Cleaver,Топор-дробитель Буяна
Rampager's Ogre Dirk,Огромный кинжал Буяна
Rampager's Ogre Effigy,Огр-разрушитель (эффигия)
Rampager's Ogre Flintlock,Кременевый пистолет Огр Буяна
Rampager's Ogre Harbinger,Огр-разрушитель из отряда предвестников
Rampager's Ogre Harpoon Gun,Осадный гарпунный ручной арбалет Буяна
Rampager's Ogre Hornbow,Рогатый лук Буяна
Rampager's Ogre Javelin,Огромное копьё яростного воина
